EnergyMeterWorkCenterKey,EnergyMeterPointKey,WorkCenterKey,AllocationRatio,EffectiveStartDate,EffectiveEndDate,SourceSystemKey,BatchId,LoadedAtUtc
80,113,444,81.000000,2020-03-21,2021-03-21,1,1,2026-08-24T00:00:00.000
81,362,18,82.000000,2020-03-22,2021-03-22,1,1,2026-08-24T00:00:00.000
82,439,304,83.000000,2020-03-23,2021-03-23,1,1,2026-08-24T00:00:00.000
83,316,71,84.000000,2020-03-24,2021-03-24,1,1,2026-08-24T00:00:00.000
84,102,39,85.000000,2020-03-25,2021-03-25,1,1,2026-08-24T00:00:00.000
85,383,377,86.000000,2020-03-26,2021-03-26,1,1,2026-08-24T00:00:00.000
86,179,4,87.000000,2020-03-27,2021-03-27,1,1,2026-08-24T00:00:00.000
87,415,139,88.000000,2020-03-28,2021-03-28,1,1,2026-08-24T00:00:00.000
88,124,368,89.000000,2020-03-29,2021-03-29,1,1,2026-08-24T00:00:00.000
89,454,269,90.000000,2020-03-30,2021-03-30,1,1,2026-08-24T00:00:00.000
90,252,228,91.000000,2020-03-31,2021-03-31,1,1,2026-08-24T00:00:00.000
91,52,466,92.000000,2020-04-01,2021-04-01,1,1,2026-08-24T00:00:00.000
92,46,500,93.000000,2020-04-02,2021-04-02,1,1,2026-08-24T00:00:00.000
93,117,430,94.000000,2020-04-03,2021-04-03,1,1,2026-08-24T00:00:00.000
94,195,487,95.000000,2020-04-04,2021-04-04,1,1,2026-08-24T00:00:00.000
95,382,263,96.000000,2020-04-05,2021-04-05,1,1,2026-08-24T00:00:00.000
96,284,364,97.000000,2020-04-06,2021-04-06,1,1,2026-08-24T00:00:00.000
97,361,287,98.000000,2020-04-07,2021-04-07,1,1,2026-08-24T00:00:00.000
98,247,149,99.000000,2020-04-08,2021-04-08,1,1,2026-08-24T00:00:00.000
99,457,83,100.000000,2020-04-09,2021-04-09,1,1,2026-08-24T00:00:00.000
100,381,452,101.000000,2020-04-10,2021-04-10,1,1,2026-08-24T00:00:00.000
101,188,469,102.000000,2020-04-11,2021-04-11,1,1,2026-08-24T00:00:00.000
102,134,10,103.000000,2020-04-12,2021-04-12,1,1,2026-08-24T00:00:00.000
103,154,361,104.000000,2020-04-13,2021-04-13,1,1,2026-08-24T00:00:00.000
104,32,147,105.000000,2020-04-14,2021-04-14,1,1,2026-08-24T00:00:00.000
105,141,250,106.000000,2020-04-15,2021-04-15,1,1,2026-08-24T00:00:00.000
106,489,3,107.000000,2020-04-16,2021-04-16,1,1,2026-08-24T00:00:00.000
107,367,330,108.000000,2020-04-17,2021-04-17,1,1,2026-08-24T00:00:00.000
108,342,160,109.000000,2020-04-18,2021-04-18,1,1,2026-08-24T00:00:00.000
109,43,193,110.000000,2020-04-19,2021-04-19,1,1,2026-08-24T00:00:00.000
110,472,8,111.000000,2020-04-20,2021-04-20,1,1,2026-08-24T00:00:00.000
111,476,21,112.000000,2020-04-21,2021-04-21,1,1,2026-08-24T00:00:00.000
112,339,330,113.000000,2020-04-22,2021-04-22,1,1,2026-08-24T00:00:00.000
113,393,382,114.000000,2020-04-23,2021-04-23,1,1,2026-08-24T00:00:00.000
114,249,37,115.000000,2020-04-24,2021-04-24,1,1,2026-08-24T00:00:00.000
115,226,487,116.000000,2020-04-25,2021-04-25,1,1,2026-08-24T00:00:00.000
116,226,256,117.000000,2020-04-26,2021-04-26,1,1,2026-08-24T00:00:00.000
117,251,103,118.000000,2020-04-27,2021-04-27,1,1,2026-08-24T00:00:00.000
118,94,441,119.000000,2020-04-28,2021-04-28,1,1,2026-08-24T00:00:00.000
119,161,233,120.000000,2020-04-29,2021-04-29,1,1,2026-08-24T00:00:00.000
120,313,403,121.000000,2020-04-30,2021-04-30,1,1,2026-08-24T00:00:00.000
121,58,456,122.000000,2020-05-01,2021-05-01,1,1,2026-08-24T00:00:00.000
122,206,142,123.000000,2020-05-02,2021-05-02,1,1,2026-08-24T00:00:00.000
123,469,65,124.000000,2020-05-03,2021-05-03,1,1,2026-08-24T00:00:00.000
124,400,498,125.000000,2020-05-04,2021-05-04,1,1,2026-08-24T00:00:00.000
125,107,242,126.000000,2020-05-05,2021-05-05,1,1,2026-08-24T00:00:00.000
126,115,412,127.000000,2020-05-06,2021-05-06,1,1,2026-08-24T00:00:00.000
127,390,64,128.000000,2020-05-07,2021-05-07,1,1,2026-08-24T00:00:00.000
128,132,274,129.000000,2020-05-08,2021-05-08,1,1,2026-08-24T00:00:00.000
129,52,63,130.000000,2020-05-09,2021-05-09,1,1,2026-08-24T00:00:00.000
130,112,422,131.000000,2020-05-10,2021-05-10,1,1,2026-08-24T00:00:00.000
131,215,461,132.000000,2020-05-11,2021-05-11,1,1,2026-08-24T00:00:00.000
132,217,204,133.000000,2020-05-12,2021-05-12,1,1,2026-08-24T00:00:00.000
133,132,355,134.000000,2020-05-13,2021-05-13,1,1,2026-08-24T00:00:00.000
134,468,118,135.000000,2020-05-14,2021-05-14,1,1,2026-08-24T00:00:00.000
135,221,243,136.000000,2020-05-15,2021-05-15,1,1,2026-08-24T00:00:00.000
136,37,105,137.000000,2020-05-16,2021-05-16,1,1,2026-08-24T00:00:00.000
137,271,178,138.000000,2020-05-17,2021-05-17,1,1,2026-08-24T00:00:00.000
138,210,284,139.000000,2020-05-18,2021-05-18,1,1,2026-08-24T00:00:00.000
139,120,107,140.000000,2020-05-19,2021-05-19,1,1,2026-08-24T00:00:00.000
140,327,258,141.000000,2020-05-20,2021-05-20,1,1,2026-08-24T00:00:00.000
141,173,411,142.000000,2020-05-21,2021-05-21,1,1,2026-08-24T00:00:00.000
142,292,223,143.000000,2020-05-22,2021-05-22,1,1,2026-08-24T00:00:00.000
143,400,343,144.000000,2020-05-23,2021-05-23,1,1,2026-08-24T00:00:00.000
144,241,465,145.000000,2020-05-24,2021-05-24,1,1,2026-08-24T00:00:00.000
145,247,350,146.000000,2020-05-25,2021-05-25,1,1,2026-08-24T00:00:00.000
146,231,423,147.000000,2020-05-26,2021-05-26,1,1,2026-08-24T00:00:00.000
147,121,453,148.000000,2020-05-27,2021-05-27,1,1,2026-08-24T00:00:00.000
148,399,171,149.000000,2020-05-28,2021-05-28,1,1,2026-08-24T00:00:00.000
149,159,259,150.000000,2020-05-29,2021-05-29,1,1,2026-08-24T00:00:00.000
150,75,43,151.000000,2020-05-30,2021-05-30,1,1,2026-08-24T00:00:00.000
151,80,397,152.000000,2020-05-31,2021-05-31,1,1,2026-08-24T00:00:00.000
152,440,3,153.000000,2020-06-01,2021-06-01,1,1,2026-08-24T00:00:00.000
153,50,156,154.000000,2020-06-02,2021-06-02,1,1,2026-08-24T00:00:00.000
154,195,7,155.000000,2020-06-03,2021-06-03,1,1,2026-08-24T00:00:00.000
155,3,54,156.000000,2020-06-04,2021-06-04,1,1,2026-08-24T00:00:00.000
156,53,166,157.000000,2020-06-05,2021-06-05,1,1,2026-08-24T00:00:00.000
157,173,43,158.000000,2020-06-06,2021-06-06,1,1,2026-08-24T00:00:00.000
158,40,216,159.000000,2020-06-07,2021-06-07,1,1,2026-08-24T00:00:00.000
159,264,294,160.000000,2020-06-08,2021-06-08,1,1,2026-08-24T00:00:00.000
160,120,278,161.000000,2020-06-09,2021-06-09,1,1,2026-08-24T00:00:00.000
161,226,227,162.000000,2020-06-10,2021-06-10,1,1,2026-08-24T00:00:00.000
162,403,185,163.000000,2020-06-11,2021-06-11,1,1,2026-08-24T00:00:00.000
163,171,118,164.000000,2020-06-12,2021-06-12,1,1,2026-08-24T00:00:00.000
164,59,500,165.000000,2020-06-13,2021-06-13,1,1,2026-08-24T00:00:00.000
165,424,337,166.000000,2020-06-14,2021-06-14,1,1,2026-08-24T00:00:00.000
166,41,295,167.000000,2020-06-15,2021-06-15,1,1,2026-08-24T00:00:00.000
167,474,253,168.000000,2020-06-16,2021-06-16,1,1,2026-08-24T00:00:00.000
168,62,215,169.000000,2020-06-17,2021-06-17,1,1,2026-08-24T00:00:00.000
169,161,131,170.000000,2020-06-18,2021-06-18,1,1,2026-08-24T00:00:00.000
170,98,418,171.000000,2020-06-19,2021-06-19,1,1,2026-08-24T00:00:00.000
171,11,139,172.000000,2020-06-20,2021-06-20,1,1,2026-08-24T00:00:00.000
172,406,316,173.000000,2020-06-21,2021-06-21,1,1,2026-08-24T00:00:00.000
173,261,214,174.000000,2020-06-22,2021-06-22,1,1,2026-08-24T00:00:00.000
174,150,130,175.000000,2020-06-23,2021-06-23,1,1,2026-08-24T00:00:00.000
175,379,319,176.000000,2020-06-24,2021-06-24,1,1,2026-08-24T00:00:00.000
176,288,129,177.000000,2020-06-25,2021-06-25,1,1,2026-08-24T00:00:00.000
177,487,267,178.000000,2020-06-26,2021-06-26,1,1,2026-08-24T00:00:00.000
178,5,110,179.000000,2020-06-27,2021-06-27,1,1,2026-08-24T00:00:00.000
179,11,396,180.000000,2020-06-28,2021-06-28,1,1,2026-08-24T00:00:00.000
180,121,403,181.000000,2020-06-29,2021-06-29,1,1,2026-08-24T00:00:00.000
181,244,62,182.000000,2020-06-30,2021-06-30,1,1,2026-08-24T00:00:00.000
182,160,293,183.000000,2020-07-01,2021-07-01,1,1,2026-08-24T00:00:00.000
183,300,139,184.000000,2020-07-02,2021-07-02,1,1,2026-08-24T00:00:00.000
184,125,283,185.000000,2020-07-03,2021-07-03,1,1,2026-08-24T00:00:00.000
185,350,42,186.000000,2020-07-04,2021-07-04,1,1,2026-08-24T00:00:00.000
186,168,130,187.000000,2020-07-05,2021-07-05,1,1,2026-08-24T00:00:00.000
187,94,410,188.000000,2020-07-06,2021-07-06,1,1,2026-08-24T00:00:00.000
188,294,153,189.000000,2020-07-07,2021-07-07,1,1,2026-08-24T00:00:00.000
189,377,83,190.000000,2020-07-08,2021-07-08,1,1,2026-08-24T00:00:00.000
190,64,18,191.000000,2020-07-09,2021-07-09,1,1,2026-08-24T00:00:00.000
191,400,160,192.000000,2020-07-10,2021-07-10,1,1,2026-08-24T00:00:00.000
192,50,428,193.000000,2020-07-11,2021-07-11,1,1,2026-08-24T00:00:00.000
193,271,284,194.000000,2020-07-12,2021-07-12,1,1,2026-08-24T00:00:00.000
194,113,82,195.000000,2020-07-13,2021-07-13,1,1,2026-08-24T00:00:00.000
195,245,320,196.000000,2020-07-14,2021-07-14,1,1,2026-08-24T00:00:00.000
196,104,336,197.000000,2020-07-15,2021-07-15,1,1,2026-08-24T00:00:00.000
197,329,10,198.000000,2020-07-16,2021-07-16,1,1,2026-08-24T00:00:00.000
198,166,334,199.000000,2020-07-17,2021-07-17,1,1,2026-08-24T00:00:00.000
199,349,51,200.000000,2020-07-18,2021-07-18,1,1,2026-08-24T00:00:00.000
200,248,54,201.000000,2020-07-19,2021-07-19,1,1,2026-08-24T00:00:00.000
201,75,147,202.000000,2020-07-20,2021-07-20,1,1,2026-08-24T00:00:00.000
202,341,159,203.000000,2020-07-21,2021-07-21,1,1,2026-08-24T00:00:00.000
203,1,436,204.000000,2020-07-22,2021-07-22,1,1,2026-08-24T00:00:00.000
204,85,220,205.000000,2020-07-23,2021-07-23,1,1,2026-08-24T00:00:00.000
205,222,343,206.000000,2020-07-24,2021-07-24,1,1,2026-08-24T00:00:00.000
206,124,41,207.000000,2020-07-25,2021-07-25,1,1,2026-08-24T00:00:00.000
207,278,410,208.000000,2020-07-26,2021-07-26,1,1,2026-08-24T00:00:00.000
208,305,78,209.000000,2020-07-27,2021-07-27,1,1,2026-08-24T00:00:00.000
209,159,239,210.000000,2020-07-28,2021-07-28,1,1,2026-08-24T00:00:00.000
210,121,6,211.000000,2020-07-29,2021-07-29,1,1,2026-08-24T00:00:00.000
211,158,223,212.000000,2020-07-30,2021-07-30,1,1,2026-08-24T00:00:00.000
212,140,200,213.000000,2020-07-31,2021-07-31,1,1,2026-08-24T00:00:00.000
213,111,321,214.000000,2020-08-01,2021-08-01,1,1,2026-08-24T00:00:00.000
214,35,432,215.000000,2020-08-02,2021-08-02,1,1,2026-08-24T00:00:00.000
215,94,448,216.000000,2020-08-03,2021-08-03,1,1,2026-08-24T00:00:00.000
216,497,100,217.000000,2020-08-04,2021-08-04,1,1,2026-08-24T00:00:00.000
217,99,10,218.000000,2020-08-05,2021-08-05,1,1,2026-08-24T00:00:00.000
218,284,288,219.000000,2020-08-06,2021-08-06,1,1,2026-08-24T00:00:00.000
219,443,175,220.000000,2020-08-07,2021-08-07,1,1,2026-08-24T00:00:00.000
220,200,94,221.000000,2020-08-08,2021-08-08,1,1,2026-08-24T00:00:00.000
221,408,210,222.000000,2020-08-09,2021-08-09,1,1,2026-08-24T00:00:00.000
222,293,58,223.000000,2020-08-10,2021-08-10,1,1,2026-08-24T00:00:00.000
223,37,485,224.000000,2020-08-11,2021-08-11,1,1,2026-08-24T00:00:00.000
224,299,143,225.000000,2020-08-12,2021-08-12,1,1,2026-08-24T00:00:00.000
225,443,197,226.000000,2020-08-13,2021-08-13,1,1,2026-08-24T00:00:00.000
226,235,320,227.000000,2020-08-14,2021-08-14,1,1,2026-08-24T00:00:00.000
227,294,28,228.000000,2020-08-15,2021-08-15,1,1,2026-08-24T00:00:00.000
228,376,464,229.000000,2020-08-16,2021-08-16,1,1,2026-08-24T00:00:00.000
229,287,136,230.000000,2020-08-17,2021-08-17,1,1,2026-08-24T00:00:00.000
230,186,404,231.000000,2020-08-18,2021-08-18,1,1,2026-08-24T00:00:00.000
231,436,254,232.000000,2020-08-19,2021-08-19,1,1,2026-08-24T00:00:00.000
232,26,108,233.000000,2020-08-20,2021-08-20,1,1,2026-08-24T00:00:00.000
233,135,145,234.000000,2020-08-21,2021-08-21,1,1,2026-08-24T00:00:00.000
234,140,456,235.000000,2020-08-22,2021-08-22,1,1,2026-08-24T00:00:00.000
235,268,323,236.000000,2020-08-23,2021-08-23,1,1,2026-08-24T00:00:00.000
236,382,440,237.000000,2020-08-24,2021-08-24,1,1,2026-08-24T00:00:00.000
237,318,469,238.000000,2020-08-25,2021-08-25,1,1,2026-08-24T00:00:00.000
238,320,465,239.000000,2020-08-26,2021-08-26,1,1,2026-08-24T00:00:00.000
239,224,165,240.000000,2020-08-27,2021-08-27,1,1,2026-08-24T00:00:00.000
240,359,137,241.000000,2020-08-28,2021-08-28,1,1,2026-08-24T00:00:00.000
241,102,411,242.000000,2020-08-29,2021-08-29,1,1,2026-08-24T00:00:00.000
242,402,468,243.000000,2020-08-30,2021-08-30,1,1,2026-08-24T00:00:00.000
243,213,258,244.000000,2020-08-31,2021-08-31,1,1,2026-08-24T00:00:00.000
244,42,123,245.000000,2020-09-01,2021-09-01,1,1,2026-08-24T00:00:00.000
245,100,150,246.000000,2020-09-02,2021-09-02,1,1,2026-08-24T00:00:00.000
246,249,457,247.000000,2020-09-03,2021-09-03,1,1,2026-08-24T00:00:00.000
247,145,229,248.000000,2020-09-04,2021-09-04,1,1,2026-08-24T00:00:00.000
248,196,150,249.000000,2020-09-05,2021-09-05,1,1,2026-08-24T00:00:00.000
249,288,215,250.000000,2020-09-06,2021-09-06,1,1,2026-08-24T00:00:00.000
250,120,6,251.000000,2020-09-07,2021-09-07,1,1,2026-08-24T00:00:00.000
251,405,310,252.000000,2020-09-08,2021-09-08,1,1,2026-08-24T00:00:00.000
252,216,72,253.000000,2020-09-09,2021-09-09,1,1,2026-08-24T00:00:00.000
253,390,457,254.000000,2020-09-10,2021-09-10,1,1,2026-08-24T00:00:00.000
254,187,223,255.000000,2020-09-11,2021-09-11,1,1,2026-08-24T00:00:00.000
255,317,85,256.000000,2020-09-12,2021-09-12,1,1,2026-08-24T00:00:00.000
256,417,439,257.000000,2020-09-13,2021-09-13,1,1,2026-08-24T00:00:00.000
257,361,174,258.000000,2020-09-14,2021-09-14,1,1,2026-08-24T00:00:00.000
258,258,215,259.000000,2020-09-15,2021-09-15,1,1,2026-08-24T00:00:00.000
259,385,5,260.000000,2020-09-16,2021-09-16,1,1,2026-08-24T00:00:00.000
260,269,2,261.000000,2020-09-17,2021-09-17,1,1,2026-08-24T00:00:00.000
261,215,360,262.000000,2020-09-18,2021-09-18,1,1,2026-08-24T00:00:00.000
262,403,423,263.000000,2020-09-19,2021-09-19,1,1,2026-08-24T00:00:00.000
263,232,181,264.000000,2020-09-20,2021-09-20,1,1,2026-08-24T00:00:00.000
264,318,184,265.000000,2020-09-21,2021-09-21,1,1,2026-08-24T00:00:00.000
265,21,37,266.000000,2020-09-22,2021-09-22,1,1,2026-08-24T00:00:00.000
266,63,281,267.000000,2020-09-23,2021-09-23,1,1,2026-08-24T00:00:00.000
267,487,66,268.000000,2020-09-24,2021-09-24,1,1,2026-08-24T00:00:00.000
268,112,260,269.000000,2020-09-25,2021-09-25,1,1,2026-08-24T00:00:00.000
269,293,74,270.000000,2020-09-26,2021-09-26,1,1,2026-08-24T00:00:00.000
270,230,235,271.000000,2020-09-27,2021-09-27,1,1,2026-08-24T00:00:00.000
271,133,174,272.000000,2020-09-28,2021-09-28,1,1,2026-08-24T00:00:00.000
272,428,121,273.000000,2020-09-29,2021-09-29,1,1,2026-08-24T00:00:00.000
273,358,493,274.000000,2020-09-30,2021-09-30,1,1,2026-08-24T00:00:00.000
274,70,29,275.000000,2020-10-01,2021-10-01,1,1,2026-08-24T00:00:00.000
275,487,51,276.000000,2020-10-02,2021-10-02,1,1,2026-08-24T00:00:00.000
276,50,466,277.000000,2020-10-03,2021-10-03,1,1,2026-08-24T00:00:00.000
277,14,478,278.000000,2020-10-04,2021-10-04,1,1,2026-08-24T00:00:00.000
278,384,457,279.000000,2020-10-05,2021-10-05,1,1,2026-08-24T00:00:00.000
279,47,125,280.000000,2020-10-06,2021-10-06,1,1,2026-08-24T00:00:00.000
280,451,136,281.000000,2020-10-07,2021-10-07,1,1,2026-08-24T00:00:00.000
281,67,311,282.000000,2020-10-08,2021-10-08,1,1,2026-08-24T00:00:00.000
282,171,131,283.000000,2020-10-09,2021-10-09,1,1,2026-08-24T00:00:00.000
283,292,410,284.000000,2020-10-10,2021-10-10,1,1,2026-08-24T00:00:00.000
284,423,282,285.000000,2020-10-11,2021-10-11,1,1,2026-08-24T00:00:00.000
285,330,110,286.000000,2020-10-12,2021-10-12,1,1,2026-08-24T00:00:00.000
286,49,226,287.000000,2020-10-13,2021-10-13,1,1,2026-08-24T00:00:00.000
287,81,28,288.000000,2020-10-14,2021-10-14,1,1,2026-08-24T00:00:00.000
288,253,357,289.000000,2020-10-15,2021-10-15,1,1,2026-08-24T00:00:00.000
289,148,484,290.000000,2020-10-16,2021-10-16,1,1,2026-08-24T00:00:00.000
290,382,362,291.000000,2020-10-17,2021-10-17,1,1,2026-08-24T00:00:00.000
291,1,247,292.000000,2020-10-18,2021-10-18,1,1,2026-08-24T00:00:00.000
292,75,171,293.000000,2020-10-19,2021-10-19,1,1,2026-08-24T00:00:00.000
293,499,232,294.000000,2020-10-20,2021-10-20,1,1,2026-08-24T00:00:00.000
294,98,443,295.000000,2020-10-21,2021-10-21,1,1,2026-08-24T00:00:00.000
295,498,376,296.000000,2020-10-22,2021-10-22,1,1,2026-08-24T00:00:00.000
296,342,361,297.000000,2020-10-23,2021-10-23,1,1,2026-08-24T00:00:00.000
297,32,430,298.000000,2020-10-24,2021-10-24,1,1,2026-08-24T00:00:00.000
298,90,178,299.000000,2020-10-25,2021-10-25,1,1,2026-08-24T00:00:00.000
299,182,453,300.000000,2020-10-26,2021-10-26,1,1,2026-08-24T00:00:00.000
300,315,147,301.000000,2020-10-27,2021-10-27,1,1,2026-08-24T00:00:00.000
301,52,69,302.000000,2020-10-28,2021-10-28,1,1,2026-08-24T00:00:00.000
302,61,196,303.000000,2020-10-29,2021-10-29,1,1,2026-08-24T00:00:00.000
303,248,90,304.000000,2020-10-30,2021-10-30,1,1,2026-08-24T00:00:00.000
304,335,158,305.000000,2020-10-31,2021-10-31,1,1,2026-08-24T00:00:00.000
305,60,168,306.000000,2020-11-01,2021-11-01,1,1,2026-08-24T00:00:00.000
306,289,242,307.000000,2020-11-02,2021-11-02,1,1,2026-08-24T00:00:00.000
307,352,116,308.000000,2020-11-03,2021-11-03,1,1,2026-08-24T00:00:00.000
308,11,91,309.000000,2020-11-04,2021-11-04,1,1,2026-08-24T00:00:00.000
309,120,97,310.000000,2020-11-05,2021-11-05,1,1,2026-08-24T00:00:00.000
310,103,212,311.000000,2020-11-06,2021-11-06,1,1,2026-08-24T00:00:00.000
311,56,397,312.000000,2020-11-07,2021-11-07,1,1,2026-08-24T00:00:00.000
312,424,418,313.000000,2020-11-08,2021-11-08,1,1,2026-08-24T00:00:00.000
313,66,91,314.000000,2020-11-09,2021-11-09,1,1,2026-08-24T00:00:00.000
