ProductionRunCrewAssignmentKey,ProductionRunKey,ProductionCrewKey,ProductionShiftKey,SequenceNumber,QuantityValue,AllocationPercent,SourceSystemKey,BatchId,LoadedAtUtc
53,267,299,110,53,82.610000,0.0053,1,1,2026-08-24T00:00:00.000
54,188,194,90,54,83.980000,0.0054,1,1,2026-08-24T00:00:00.000
55,260,162,315,55,85.350000,0.0055,1,1,2026-08-24T00:00:00.000
56,14,139,91,56,86.720000,0.0056,1,1,2026-08-24T00:00:00.000
57,236,66,282,57,88.090000,0.0057,1,1,2026-08-24T00:00:00.000
58,38,483,421,58,89.460000,0.0058,1,1,2026-08-24T00:00:00.000
59,63,488,216,59,90.830000,0.0059,1,1,2026-08-24T00:00:00.000
60,51,58,120,60,92.200000,0.0060,1,1,2026-08-24T00:00:00.000
61,127,131,45,61,93.570000,0.0061,1,1,2026-08-24T00:00:00.000
62,420,148,407,62,94.940000,0.0062,1,1,2026-08-24T00:00:00.000
63,400,360,328,63,96.310000,0.0063,1,1,2026-08-24T00:00:00.000
64,31,421,487,64,97.680000,0.0064,1,1,2026-08-24T00:00:00.000
65,333,175,339,65,99.050000,0.0065,1,1,2026-08-24T00:00:00.000
66,350,220,226,66,100.420000,0.0066,1,1,2026-08-24T00:00:00.000
67,398,404,10,67,101.790000,0.0067,1,1,2026-08-24T00:00:00.000
68,478,112,387,68,103.160000,0.0068,1,1,2026-08-24T00:00:00.000
69,129,173,281,69,104.530000,0.0069,1,1,2026-08-24T00:00:00.000
70,445,60,102,70,105.900000,0.0070,1,1,2026-08-24T00:00:00.000
71,57,470,262,71,107.270000,0.0071,1,1,2026-08-24T00:00:00.000
72,141,490,371,72,108.640000,0.0072,1,1,2026-08-24T00:00:00.000
73,272,207,472,73,110.010000,0.0073,1,1,2026-08-24T00:00:00.000
74,380,422,355,74,111.380000,0.0074,1,1,2026-08-24T00:00:00.000
75,214,132,492,75,112.750000,0.0075,1,1,2026-08-24T00:00:00.000
76,357,485,327,76,114.120000,0.0076,1,1,2026-08-24T00:00:00.000
77,328,325,73,77,115.490000,0.0077,1,1,2026-08-24T00:00:00.000
78,74,3,382,78,116.860000,0.0078,1,1,2026-08-24T00:00:00.000
79,463,453,144,79,118.230000,0.0079,1,1,2026-08-24T00:00:00.000
80,351,248,77,80,119.600000,0.0080,1,1,2026-08-24T00:00:00.000
81,91,353,399,81,120.970000,0.0081,1,1,2026-08-24T00:00:00.000
82,489,297,440,82,122.340000,0.0082,1,1,2026-08-24T00:00:00.000
83,37,404,249,83,123.710000,0.0083,1,1,2026-08-24T00:00:00.000
84,314,84,461,84,125.080000,0.0084,1,1,2026-08-24T00:00:00.000
85,305,76,203,85,126.450000,0.0085,1,1,2026-08-24T00:00:00.000
86,327,280,489,86,127.820000,0.0086,1,1,2026-08-24T00:00:00.000
87,198,98,202,87,129.190000,0.0087,1,1,2026-08-24T00:00:00.000
88,388,83,331,88,130.560000,0.0088,1,1,2026-08-24T00:00:00.000
89,19,427,131,89,131.930000,0.0089,1,1,2026-08-24T00:00:00.000
90,467,204,30,90,133.300000,0.0090,1,1,2026-08-24T00:00:00.000
91,177,23,373,91,134.670000,0.0091,1,1,2026-08-24T00:00:00.000
92,330,223,107,92,136.040000,0.0092,1,1,2026-08-24T00:00:00.000
93,372,285,288,93,137.410000,0.0093,1,1,2026-08-24T00:00:00.000
94,382,331,189,94,138.780000,0.0094,1,1,2026-08-24T00:00:00.000
95,217,443,301,95,140.150000,0.0095,1,1,2026-08-24T00:00:00.000
96,347,103,314,96,141.520000,0.0096,1,1,2026-08-24T00:00:00.000
97,75,186,374,97,142.890000,0.0097,1,1,2026-08-24T00:00:00.000
98,412,383,75,98,144.260000,0.0098,1,1,2026-08-24T00:00:00.000
99,346,160,249,99,145.630000,0.0099,1,1,2026-08-24T00:00:00.000
100,358,379,390,100,147.000000,0.0100,1,1,2026-08-24T00:00:00.000
101,474,451,56,101,148.370000,0.0101,1,1,2026-08-24T00:00:00.000
102,325,80,383,102,149.740000,0.0102,1,1,2026-08-24T00:00:00.000
103,67,111,70,103,151.110000,0.0103,1,1,2026-08-24T00:00:00.000
104,293,173,193,104,152.480000,0.0104,1,1,2026-08-24T00:00:00.000
105,213,154,486,105,153.850000,0.0105,1,1,2026-08-24T00:00:00.000
106,241,369,236,106,155.220000,0.0106,1,1,2026-08-24T00:00:00.000
107,103,361,436,107,156.590000,0.0107,1,1,2026-08-24T00:00:00.000
108,250,269,112,108,157.960000,0.0108,1,1,2026-08-24T00:00:00.000
109,489,154,349,109,159.330000,0.0109,1,1,2026-08-24T00:00:00.000
110,310,127,31,110,160.700000,0.0110,1,1,2026-08-24T00:00:00.000
111,462,392,42,111,162.070000,0.0111,1,1,2026-08-24T00:00:00.000
112,111,337,308,112,163.440000,0.0112,1,1,2026-08-24T00:00:00.000
113,265,491,59,113,164.810000,0.0113,1,1,2026-08-24T00:00:00.000
114,74,49,248,114,166.180000,0.0114,1,1,2026-08-24T00:00:00.000
115,65,4,328,115,167.550000,0.0115,1,1,2026-08-24T00:00:00.000
116,385,233,52,116,168.920000,0.0116,1,1,2026-08-24T00:00:00.000
117,312,499,334,117,170.290000,0.0117,1,1,2026-08-24T00:00:00.000
118,343,155,492,118,171.660000,0.0118,1,1,2026-08-24T00:00:00.000
119,220,436,35,119,173.030000,0.0119,1,1,2026-08-24T00:00:00.000
120,85,308,115,120,174.400000,0.0120,1,1,2026-08-24T00:00:00.000
121,328,164,256,121,175.770000,0.0121,1,1,2026-08-24T00:00:00.000
122,443,424,250,122,177.140000,0.0122,1,1,2026-08-24T00:00:00.000
123,17,180,117,123,178.510000,0.0123,1,1,2026-08-24T00:00:00.000
124,78,444,289,124,179.880000,0.0124,1,1,2026-08-24T00:00:00.000
125,500,268,228,125,181.250000,0.0125,1,1,2026-08-24T00:00:00.000
126,224,60,324,126,182.620000,0.0126,1,1,2026-08-24T00:00:00.000
127,169,172,408,127,183.990000,0.0127,1,1,2026-08-24T00:00:00.000
128,332,378,265,128,185.360000,0.0128,1,1,2026-08-24T00:00:00.000
129,332,241,91,129,186.730000,0.0129,1,1,2026-08-24T00:00:00.000
130,430,324,170,130,188.100000,0.0130,1,1,2026-08-24T00:00:00.000
131,200,215,111,131,189.470000,0.0131,1,1,2026-08-24T00:00:00.000
132,122,133,400,132,190.840000,0.0132,1,1,2026-08-24T00:00:00.000
133,26,324,11,133,192.210000,0.0133,1,1,2026-08-24T00:00:00.000
134,154,261,322,134,193.580000,0.0134,1,1,2026-08-24T00:00:00.000
135,333,296,482,135,194.950000,0.0135,1,1,2026-08-24T00:00:00.000
136,269,195,476,136,196.320000,0.0136,1,1,2026-08-24T00:00:00.000
137,8,317,374,137,197.690000,0.0137,1,1,2026-08-24T00:00:00.000
138,234,354,318,138,199.060000,0.0138,1,1,2026-08-24T00:00:00.000
139,223,191,9,139,200.430000,0.0139,1,1,2026-08-24T00:00:00.000
140,58,313,370,140,201.800000,0.0140,1,1,2026-08-24T00:00:00.000
141,490,98,48,141,203.170000,0.0141,1,1,2026-08-24T00:00:00.000
142,449,144,390,142,204.540000,0.0142,1,1,2026-08-24T00:00:00.000
143,273,27,366,143,205.910000,0.0143,1,1,2026-08-24T00:00:00.000
144,2,435,223,144,207.280000,0.0144,1,1,2026-08-24T00:00:00.000
145,279,362,115,145,208.650000,0.0145,1,1,2026-08-24T00:00:00.000
146,142,440,132,146,210.020000,0.0146,1,1,2026-08-24T00:00:00.000
147,284,28,203,147,211.390000,0.0147,1,1,2026-08-24T00:00:00.000
148,472,352,454,148,212.760000,0.0148,1,1,2026-08-24T00:00:00.000
149,421,15,440,149,214.130000,0.0149,1,1,2026-08-24T00:00:00.000
150,172,189,287,150,215.500000,0.0150,1,1,2026-08-24T00:00:00.000
151,13,185,172,151,216.870000,0.0151,1,1,2026-08-24T00:00:00.000
152,417,363,466,152,218.240000,0.0152,1,1,2026-08-24T00:00:00.000
153,78,164,57,153,219.610000,0.0153,1,1,2026-08-24T00:00:00.000
154,15,272,108,154,220.980000,0.0154,1,1,2026-08-24T00:00:00.000
155,427,329,49,155,222.350000,0.0155,1,1,2026-08-24T00:00:00.000
156,194,356,19,156,223.720000,0.0156,1,1,2026-08-24T00:00:00.000
157,418,299,377,157,225.090000,0.0157,1,1,2026-08-24T00:00:00.000
158,128,323,446,158,226.460000,0.0158,1,1,2026-08-24T00:00:00.000
159,338,371,493,159,227.830000,0.0159,1,1,2026-08-24T00:00:00.000
160,27,233,140,160,229.200000,0.0160,1,1,2026-08-24T00:00:00.000
161,221,186,230,161,230.570000,0.0161,1,1,2026-08-24T00:00:00.000
162,227,329,17,162,231.940000,0.0162,1,1,2026-08-24T00:00:00.000
163,151,237,488,163,233.310000,0.0163,1,1,2026-08-24T00:00:00.000
164,343,78,301,164,234.680000,0.0164,1,1,2026-08-24T00:00:00.000
165,378,354,479,165,236.050000,0.0165,1,1,2026-08-24T00:00:00.000
166,161,59,465,166,237.420000,0.0166,1,1,2026-08-24T00:00:00.000
167,48,265,21,167,238.790000,0.0167,1,1,2026-08-24T00:00:00.000
168,412,401,445,168,240.160000,0.0168,1,1,2026-08-24T00:00:00.000
169,326,336,83,169,241.530000,0.0169,1,1,2026-08-24T00:00:00.000
170,239,392,309,170,242.900000,0.0170,1,1,2026-08-24T00:00:00.000
171,223,32,472,171,244.270000,0.0171,1,1,2026-08-24T00:00:00.000
172,77,165,162,172,245.640000,0.0172,1,1,2026-08-24T00:00:00.000
173,431,457,216,173,247.010000,0.0173,1,1,2026-08-24T00:00:00.000
174,255,458,226,174,248.380000,0.0174,1,1,2026-08-24T00:00:00.000
175,20,107,138,175,249.750000,0.0175,1,1,2026-08-24T00:00:00.000
176,234,221,45,176,251.120000,0.0176,1,1,2026-08-24T00:00:00.000
177,127,485,415,177,252.490000,0.0177,1,1,2026-08-24T00:00:00.000
178,491,183,391,178,253.860000,0.0178,1,1,2026-08-24T00:00:00.000
179,194,320,375,179,255.230000,0.0179,1,1,2026-08-24T00:00:00.000
180,325,482,217,180,256.600000,0.0180,1,1,2026-08-24T00:00:00.000
181,498,153,444,181,257.970000,0.0181,1,1,2026-08-24T00:00:00.000
182,248,482,291,182,259.340000,0.0182,1,1,2026-08-24T00:00:00.000
183,208,94,446,183,260.710000,0.0183,1,1,2026-08-24T00:00:00.000
184,250,52,94,184,262.080000,0.0184,1,1,2026-08-24T00:00:00.000
185,318,457,63,185,263.450000,0.0185,1,1,2026-08-24T00:00:00.000
186,348,61,64,186,264.820000,0.0186,1,1,2026-08-24T00:00:00.000
187,140,61,90,187,266.190000,0.0187,1,1,2026-08-24T00:00:00.000
188,290,457,341,188,267.560000,0.0188,1,1,2026-08-24T00:00:00.000
189,130,148,429,189,268.930000,0.0189,1,1,2026-08-24T00:00:00.000
190,109,150,247,190,270.300000,0.0190,1,1,2026-08-24T00:00:00.000
191,500,227,40,191,271.670000,0.0191,1,1,2026-08-24T00:00:00.000
192,412,13,182,192,273.040000,0.0192,1,1,2026-08-24T00:00:00.000
193,450,287,45,193,274.410000,0.0193,1,1,2026-08-24T00:00:00.000
194,271,48,302,194,275.780000,0.0194,1,1,2026-08-24T00:00:00.000
195,117,49,429,195,277.150000,0.0195,1,1,2026-08-24T00:00:00.000
196,156,271,498,196,278.520000,0.0196,1,1,2026-08-24T00:00:00.000
197,382,256,133,197,279.890000,0.0197,1,1,2026-08-24T00:00:00.000
198,95,205,172,198,281.260000,0.0198,1,1,2026-08-24T00:00:00.000
199,221,313,381,199,282.630000,0.0199,1,1,2026-08-24T00:00:00.000
200,171,93,499,200,284.000000,0.0200,1,1,2026-08-24T00:00:00.000
201,210,333,181,201,285.370000,0.0201,1,1,2026-08-24T00:00:00.000
202,153,277,100,202,286.740000,0.0202,1,1,2026-08-24T00:00:00.000
203,138,24,32,203,288.110000,0.0203,1,1,2026-08-24T00:00:00.000
204,366,375,431,204,289.480000,0.0204,1,1,2026-08-24T00:00:00.000
205,211,162,26,205,290.850000,0.0205,1,1,2026-08-24T00:00:00.000
206,235,434,438,206,292.220000,0.0206,1,1,2026-08-24T00:00:00.000
207,114,155,109,207,293.590000,0.0207,1,1,2026-08-24T00:00:00.000
208,41,11,86,208,294.960000,0.0208,1,1,2026-08-24T00:00:00.000
209,41,402,491,209,296.330000,0.0209,1,1,2026-08-24T00:00:00.000
210,423,263,478,210,297.700000,0.0210,1,1,2026-08-24T00:00:00.000
211,140,426,375,211,299.070000,0.0211,1,1,2026-08-24T00:00:00.000
212,368,305,314,212,300.440000,0.0212,1,1,2026-08-24T00:00:00.000
213,268,173,289,213,301.810000,0.0213,1,1,2026-08-24T00:00:00.000
214,391,305,332,214,303.180000,0.0214,1,1,2026-08-24T00:00:00.000
215,335,216,63,215,304.550000,0.0215,1,1,2026-08-24T00:00:00.000
216,238,396,189,216,305.920000,0.0216,1,1,2026-08-24T00:00:00.000
217,400,394,421,217,307.290000,0.0217,1,1,2026-08-24T00:00:00.000
218,177,452,200,218,308.660000,0.0218,1,1,2026-08-24T00:00:00.000
219,195,445,54,219,310.030000,0.0219,1,1,2026-08-24T00:00:00.000
220,96,312,388,220,311.400000,0.0220,1,1,2026-08-24T00:00:00.000
221,321,473,479,221,312.770000,0.0221,1,1,2026-08-24T00:00:00.000
222,140,133,378,222,314.140000,0.0222,1,1,2026-08-24T00:00:00.000
223,247,143,97,223,315.510000,0.0223,1,1,2026-08-24T00:00:00.000
224,58,290,162,224,316.880000,0.0224,1,1,2026-08-24T00:00:00.000
225,384,132,194,225,318.250000,0.0225,1,1,2026-08-24T00:00:00.000
226,294,286,273,226,319.620000,0.0226,1,1,2026-08-24T00:00:00.000
227,76,376,363,227,320.990000,0.0227,1,1,2026-08-24T00:00:00.000
228,97,444,216,228,322.360000,0.0228,1,1,2026-08-24T00:00:00.000
229,112,183,108,229,323.730000,0.0229,1,1,2026-08-24T00:00:00.000
230,323,81,297,230,325.100000,0.0230,1,1,2026-08-24T00:00:00.000
231,482,80,147,231,326.470000,0.0231,1,1,2026-08-24T00:00:00.000
232,5,191,181,232,327.840000,0.0232,1,1,2026-08-24T00:00:00.000
233,38,362,443,233,329.210000,0.0233,1,1,2026-08-24T00:00:00.000
234,452,151,102,234,330.580000,0.0234,1,1,2026-08-24T00:00:00.000
235,193,52,284,235,331.950000,0.0235,1,1,2026-08-24T00:00:00.000
236,136,10,166,236,333.320000,0.0236,1,1,2026-08-24T00:00:00.000
237,239,280,39,237,334.690000,0.0237,1,1,2026-08-24T00:00:00.000
238,498,366,446,238,336.060000,0.0238,1,1,2026-08-24T00:00:00.000
239,335,92,195,239,337.430000,0.0239,1,1,2026-08-24T00:00:00.000
240,416,430,147,240,338.800000,0.0240,1,1,2026-08-24T00:00:00.000
241,281,190,318,241,340.170000,0.0241,1,1,2026-08-24T00:00:00.000
242,476,240,424,242,341.540000,0.0242,1,1,2026-08-24T00:00:00.000
243,151,477,5,243,342.910000,0.0243,1,1,2026-08-24T00:00:00.000
244,491,433,88,244,344.280000,0.0244,1,1,2026-08-24T00:00:00.000
245,62,57,72,245,345.650000,0.0245,1,1,2026-08-24T00:00:00.000
246,156,116,417,246,347.020000,0.0246,1,1,2026-08-24T00:00:00.000
247,273,46,239,247,348.390000,0.0247,1,1,2026-08-24T00:00:00.000
248,62,58,214,248,349.760000,0.0248,1,1,2026-08-24T00:00:00.000
249,387,478,140,249,351.130000,0.0249,1,1,2026-08-24T00:00:00.000
250,398,439,194,250,352.500000,0.0250,1,1,2026-08-24T00:00:00.000
251,316,334,31,251,353.870000,0.0251,1,1,2026-08-24T00:00:00.000
252,123,413,302,252,355.240000,0.0252,1,1,2026-08-24T00:00:00.000
253,298,257,76,253,356.610000,0.0253,1,1,2026-08-24T00:00:00.000
254,107,83,49,254,357.980000,0.0254,1,1,2026-08-24T00:00:00.000
255,446,143,391,255,359.350000,0.0255,1,1,2026-08-24T00:00:00.000
256,478,269,146,256,360.720000,0.0256,1,1,2026-08-24T00:00:00.000
257,229,47,430,257,362.090000,0.0257,1,1,2026-08-24T00:00:00.000
258,443,191,104,258,363.460000,0.0258,1,1,2026-08-24T00:00:00.000
259,417,131,31,259,364.830000,0.0259,1,1,2026-08-24T00:00:00.000
260,399,416,415,260,366.200000,0.0260,1,1,2026-08-24T00:00:00.000
261,229,89,66,261,367.570000,0.0261,1,1,2026-08-24T00:00:00.000
262,330,365,140,262,368.940000,0.0262,1,1,2026-08-24T00:00:00.000
263,392,123,435,263,370.310000,0.0263,1,1,2026-08-24T00:00:00.000
264,43,359,274,264,371.680000,0.0264,1,1,2026-08-24T00:00:00.000
265,260,2,315,265,373.050000,0.0265,1,1,2026-08-24T00:00:00.000
266,472,233,14,266,374.420000,0.0266,1,1,2026-08-24T00:00:00.000
267,495,478,405,267,375.790000,0.0267,1,1,2026-08-24T00:00:00.000
268,442,330,402,268,377.160000,0.0268,1,1,2026-08-24T00:00:00.000
269,472,442,140,269,378.530000,0.0269,1,1,2026-08-24T00:00:00.000
270,117,468,476,270,379.900000,0.0270,1,1,2026-08-24T00:00:00.000
271,140,300,68,271,381.270000,0.0271,1,1,2026-08-24T00:00:00.000
272,402,3,365,272,382.640000,0.0272,1,1,2026-08-24T00:00:00.000
273,247,474,21,273,384.010000,0.0273,1,1,2026-08-24T00:00:00.000
274,294,164,9,274,385.380000,0.0274,1,1,2026-08-24T00:00:00.000
275,157,254,5,275,386.750000,0.0275,1,1,2026-08-24T00:00:00.000
276,273,413,13,276,388.120000,0.0276,1,1,2026-08-24T00:00:00.000
277,233,303,451,277,389.490000,0.0277,1,1,2026-08-24T00:00:00.000
278,25,76,24,278,390.860000,0.0278,1,1,2026-08-24T00:00:00.000
279,106,126,484,279,392.230000,0.0279,1,1,2026-08-24T00:00:00.000
280,43,455,102,280,393.600000,0.0280,1,1,2026-08-24T00:00:00.000
281,301,358,73,281,394.970000,0.0281,1,1,2026-08-24T00:00:00.000
282,465,337,53,282,396.340000,0.0282,1,1,2026-08-24T00:00:00.000
283,211,95,99,283,397.710000,0.0283,1,1,2026-08-24T00:00:00.000
284,338,450,448,284,399.080000,0.0284,1,1,2026-08-24T00:00:00.000
285,239,293,124,285,400.450000,0.0285,1,1,2026-08-24T00:00:00.000
286,375,247,439,286,401.820000,0.0286,1,1,2026-08-24T00:00:00.000
287,328,282,249,287,403.190000,0.0287,1,1,2026-08-24T00:00:00.000
288,498,84,457,288,404.560000,0.0288,1,1,2026-08-24T00:00:00.000
289,224,447,53,289,405.930000,0.0289,1,1,2026-08-24T00:00:00.000
290,41,250,175,290,407.300000,0.0290,1,1,2026-08-24T00:00:00.000
291,305,453,164,291,408.670000,0.0291,1,1,2026-08-24T00:00:00.000
292,405,81,207,292,410.040000,0.0292,1,1,2026-08-24T00:00:00.000
293,387,410,353,293,411.410000,0.0293,1,1,2026-08-24T00:00:00.000
294,168,185,467,294,412.780000,0.0294,1,1,2026-08-24T00:00:00.000
295,151,391,464,295,414.150000,0.0295,1,1,2026-08-24T00:00:00.000
296,110,82,459,296,415.520000,0.0296,1,1,2026-08-24T00:00:00.000
297,317,163,468,297,416.890000,0.0297,1,1,2026-08-24T00:00:00.000
298,298,104,375,298,418.260000,0.0298,1,1,2026-08-24T00:00:00.000
299,271,423,175,299,419.630000,0.0299,1,1,2026-08-24T00:00:00.000
300,453,173,76,300,421.000000,0.0300,1,1,2026-08-24T00:00:00.000
301,195,415,415,301,422.370000,0.0301,1,1,2026-08-24T00:00:00.000
302,6,393,36,302,423.740000,0.0302,1,1,2026-08-24T00:00:00.000
303,10,51,208,303,425.110000,0.0303,1,1,2026-08-24T00:00:00.000
304,413,125,201,304,426.480000,0.0304,1,1,2026-08-24T00:00:00.000
305,226,137,128,305,427.850000,0.0305,1,1,2026-08-24T00:00:00.000
306,62,434,153,306,429.220000,0.0306,1,1,2026-08-24T00:00:00.000
307,416,215,4,307,430.590000,0.0307,1,1,2026-08-24T00:00:00.000
308,390,49,479,308,431.960000,0.0308,1,1,2026-08-24T00:00:00.000
309,389,173,417,309,433.330000,0.0309,1,1,2026-08-24T00:00:00.000
310,3,142,137,310,434.700000,0.0310,1,1,2026-08-24T00:00:00.000
311,290,483,458,311,436.070000,0.0311,1,1,2026-08-24T00:00:00.000
312,291,49,438,312,437.440000,0.0312,1,1,2026-08-24T00:00:00.000
313,355,73,363,313,438.810000,0.0313,1,1,2026-08-24T00:00:00.000
314,319,141,261,314,440.180000,0.0314,1,1,2026-08-24T00:00:00.000
315,233,17,377,315,441.550000,0.0315,1,1,2026-08-24T00:00:00.000
316,346,76,385,316,442.920000,0.0316,1,1,2026-08-24T00:00:00.000
317,409,175,105,317,444.290000,0.0317,1,1,2026-08-24T00:00:00.000
318,468,91,400,318,445.660000,0.0318,1,1,2026-08-24T00:00:00.000
319,305,225,326,319,447.030000,0.0319,1,1,2026-08-24T00:00:00.000
320,54,256,215,320,448.400000,0.0320,1,1,2026-08-24T00:00:00.000
321,349,281,101,321,449.770000,0.0321,1,1,2026-08-24T00:00:00.000
322,68,357,222,322,451.140000,0.0322,1,1,2026-08-24T00:00:00.000
323,240,265,372,323,452.510000,0.0323,1,1,2026-08-24T00:00:00.000
324,461,176,485,324,453.880000,0.0324,1,1,2026-08-24T00:00:00.000
325,16,31,475,325,455.250000,0.0325,1,1,2026-08-24T00:00:00.000
326,44,430,429,326,456.620000,0.0326,1,1,2026-08-24T00:00:00.000
327,146,16,226,327,457.990000,0.0327,1,1,2026-08-24T00:00:00.000
328,171,224,282,328,459.360000,0.0328,1,1,2026-08-24T00:00:00.000
329,14,352,323,329,460.730000,0.0329,1,1,2026-08-24T00:00:00.000
330,454,434,229,330,462.100000,0.0330,1,1,2026-08-24T00:00:00.000
331,376,138,122,331,463.470000,0.0331,1,1,2026-08-24T00:00:00.000
332,129,390,475,332,464.840000,0.0332,1,1,2026-08-24T00:00:00.000
333,346,89,59,333,466.210000,0.0333,1,1,2026-08-24T00:00:00.000
334,179,354,52,334,467.580000,0.0334,1,1,2026-08-24T00:00:00.000
335,222,418,249,335,468.950000,0.0335,1,1,2026-08-24T00:00:00.000
336,338,91,290,336,470.320000,0.0336,1,1,2026-08-24T00:00:00.000
337,4,234,213,337,471.690000,0.0337,1,1,2026-08-24T00:00:00.000
338,47,261,96,338,473.060000,0.0338,1,1,2026-08-24T00:00:00.000
339,332,499,340,339,474.430000,0.0339,1,1,2026-08-24T00:00:00.000
340,234,196,313,340,475.800000,0.0340,1,1,2026-08-24T00:00:00.000
341,33,214,429,341,477.170000,0.0341,1,1,2026-08-24T00:00:00.000
342,396,416,440,342,478.540000,0.0342,1,1,2026-08-24T00:00:00.000
343,212,303,126,343,479.910000,0.0343,1,1,2026-08-24T00:00:00.000
344,329,325,93,344,481.280000,0.0344,1,1,2026-08-24T00:00:00.000
345,133,416,279,345,482.650000,0.0345,1,1,2026-08-24T00:00:00.000
346,84,24,160,346,484.020000,0.0346,1,1,2026-08-24T00:00:00.000
347,70,352,416,347,485.390000,0.0347,1,1,2026-08-24T00:00:00.000
348,287,349,127,348,486.760000,0.0348,1,1,2026-08-24T00:00:00.000
349,186,325,287,349,488.130000,0.0349,1,1,2026-08-24T00:00:00.000
350,288,65,434,350,489.500000,0.0350,1,1,2026-08-24T00:00:00.000
351,306,336,123,351,490.870000,0.0351,1,1,2026-08-24T00:00:00.000
352,127,276,182,352,492.240000,0.0352,1,1,2026-08-24T00:00:00.000
353,389,130,404,353,493.610000,0.0353,1,1,2026-08-24T00:00:00.000
