SalesOrderLineAllocationKey,SalesOrderLineKey,SalesFulfillmentPromiseKey,ProductKey,PlantKey,SalesAllocationStatusKey,AllocatedQuantity,SourceSystemKey,BatchId,LoadedAtUtc
170,67,364,87,196,6,119.1000,1,1,2026-08-24T00:00:00.000
171,180,118,224,183,8,119.8000,1,1,2026-08-24T00:00:00.000
172,192,110,469,125,7,120.5000,1,1,2026-08-24T00:00:00.000
173,201,59,403,300,8,121.2000,1,1,2026-08-24T00:00:00.000
174,238,37,322,189,2,121.9000,1,1,2026-08-24T00:00:00.000
175,252,482,435,280,8,122.6000,1,1,2026-08-24T00:00:00.000
176,59,310,343,141,10,123.3000,1,1,2026-08-24T00:00:00.000
177,26,274,382,178,2,124.0000,1,1,2026-08-24T00:00:00.000
178,3,475,471,18,3,124.7000,1,1,2026-08-24T00:00:00.000
179,115,299,331,212,1,125.4000,1,1,2026-08-24T00:00:00.000
180,111,437,271,173,4,126.1000,1,1,2026-08-24T00:00:00.000
181,330,149,190,22,7,126.8000,1,1,2026-08-24T00:00:00.000
182,438,42,126,203,6,127.5000,1,1,2026-08-24T00:00:00.000
183,297,465,339,84,1,128.2000,1,1,2026-08-24T00:00:00.000
184,430,281,480,20,7,128.9000,1,1,2026-08-24T00:00:00.000
185,404,197,257,163,3,129.6000,1,1,2026-08-24T00:00:00.000
186,294,230,124,55,7,130.3000,1,1,2026-08-24T00:00:00.000
187,158,468,480,73,9,131.0000,1,1,2026-08-24T00:00:00.000
188,386,43,430,266,10,131.7000,1,1,2026-08-24T00:00:00.000
189,154,30,418,309,4,132.4000,1,1,2026-08-24T00:00:00.000
190,423,487,492,145,6,133.1000,1,1,2026-08-24T00:00:00.000
191,134,193,122,296,5,133.8000,1,1,2026-08-24T00:00:00.000
192,198,114,308,42,1,134.5000,1,1,2026-08-24T00:00:00.000
193,417,291,37,211,5,135.2000,1,1,2026-08-24T00:00:00.000
194,136,58,283,106,6,135.9000,1,1,2026-08-24T00:00:00.000
195,55,28,224,279,6,136.6000,1,1,2026-08-24T00:00:00.000
196,430,460,488,65,9,137.3000,1,1,2026-08-24T00:00:00.000
197,247,82,213,142,2,138.0000,1,1,2026-08-24T00:00:00.000
198,488,208,350,243,9,138.7000,1,1,2026-08-24T00:00:00.000
199,234,54,65,251,4,139.4000,1,1,2026-08-24T00:00:00.000
200,284,39,409,166,5,140.1000,1,1,2026-08-24T00:00:00.000
201,343,80,378,2,5,140.8000,1,1,2026-08-24T00:00:00.000
202,374,202,239,218,7,141.5000,1,1,2026-08-24T00:00:00.000
203,13,55,104,137,5,142.2000,1,1,2026-08-24T00:00:00.000
204,155,251,317,265,5,142.9000,1,1,2026-08-24T00:00:00.000
205,449,430,469,311,5,143.6000,1,1,2026-08-24T00:00:00.000
206,495,449,314,216,4,144.3000,1,1,2026-08-24T00:00:00.000
207,283,156,56,238,2,145.0000,1,1,2026-08-24T00:00:00.000
208,116,23,69,209,9,145.7000,1,1,2026-08-24T00:00:00.000
209,402,431,8,126,7,146.4000,1,1,2026-08-24T00:00:00.000
210,315,352,248,193,9,147.1000,1,1,2026-08-24T00:00:00.000
211,402,19,283,165,6,147.8000,1,1,2026-08-24T00:00:00.000
212,455,107,181,129,6,148.5000,1,1,2026-08-24T00:00:00.000
213,186,29,436,56,6,149.2000,1,1,2026-08-24T00:00:00.000
214,255,324,498,11,7,149.9000,1,1,2026-08-24T00:00:00.000
215,273,332,454,225,1,150.6000,1,1,2026-08-24T00:00:00.000
216,75,267,74,241,1,151.3000,1,1,2026-08-24T00:00:00.000
217,433,485,303,137,6,152.0000,1,1,2026-08-24T00:00:00.000
218,464,308,119,280,4,152.7000,1,1,2026-08-24T00:00:00.000
219,149,13,165,194,5,153.4000,1,1,2026-08-24T00:00:00.000
220,435,415,238,141,10,154.1000,1,1,2026-08-24T00:00:00.000
221,38,91,202,237,6,154.8000,1,1,2026-08-24T00:00:00.000
222,200,154,278,59,1,155.5000,1,1,2026-08-24T00:00:00.000
223,221,104,194,66,1,156.2000,1,1,2026-08-24T00:00:00.000
224,122,486,310,172,10,156.9000,1,1,2026-08-24T00:00:00.000
225,408,262,163,207,10,157.6000,1,1,2026-08-24T00:00:00.000
226,440,208,66,234,6,158.3000,1,1,2026-08-24T00:00:00.000
227,34,353,3,255,1,159.0000,1,1,2026-08-24T00:00:00.000
228,378,192,329,83,5,159.7000,1,1,2026-08-24T00:00:00.000
229,182,125,372,174,10,160.4000,1,1,2026-08-24T00:00:00.000
230,426,198,24,249,10,161.1000,1,1,2026-08-24T00:00:00.000
231,400,87,94,132,7,161.8000,1,1,2026-08-24T00:00:00.000
232,86,460,156,186,2,162.5000,1,1,2026-08-24T00:00:00.000
233,161,297,301,229,5,163.2000,1,1,2026-08-24T00:00:00.000
234,352,430,200,349,3,163.9000,1,1,2026-08-24T00:00:00.000
235,198,353,209,67,7,164.6000,1,1,2026-08-24T00:00:00.000
236,119,95,332,90,3,165.3000,1,1,2026-08-24T00:00:00.000
237,316,114,479,343,8,166.0000,1,1,2026-08-24T00:00:00.000
238,351,19,114,111,6,166.7000,1,1,2026-08-24T00:00:00.000
239,370,31,57,163,9,167.4000,1,1,2026-08-24T00:00:00.000
240,446,411,51,102,3,168.1000,1,1,2026-08-24T00:00:00.000
241,308,123,344,31,10,168.8000,1,1,2026-08-24T00:00:00.000
242,417,469,260,49,5,169.5000,1,1,2026-08-24T00:00:00.000
243,212,109,417,76,9,170.2000,1,1,2026-08-24T00:00:00.000
244,74,318,70,191,2,170.9000,1,1,2026-08-24T00:00:00.000
245,47,287,96,209,9,171.6000,1,1,2026-08-24T00:00:00.000
246,219,435,324,228,3,172.3000,1,1,2026-08-24T00:00:00.000
247,100,116,350,253,5,173.0000,1,1,2026-08-24T00:00:00.000
248,314,101,50,196,2,173.7000,1,1,2026-08-24T00:00:00.000
249,101,58,330,191,4,174.4000,1,1,2026-08-24T00:00:00.000
250,228,424,275,44,1,175.1000,1,1,2026-08-24T00:00:00.000
251,402,13,431,188,3,175.8000,1,1,2026-08-24T00:00:00.000
252,104,334,427,11,2,176.5000,1,1,2026-08-24T00:00:00.000
253,326,179,199,155,7,177.2000,1,1,2026-08-24T00:00:00.000
254,1,418,227,49,1,177.9000,1,1,2026-08-24T00:00:00.000
255,206,476,7,245,4,178.6000,1,1,2026-08-24T00:00:00.000
256,93,87,252,267,1,179.3000,1,1,2026-08-24T00:00:00.000
257,353,368,321,188,3,180.0000,1,1,2026-08-24T00:00:00.000
258,291,207,280,62,4,180.7000,1,1,2026-08-24T00:00:00.000
259,111,10,113,26,2,181.4000,1,1,2026-08-24T00:00:00.000
260,151,165,327,28,9,182.1000,1,1,2026-08-24T00:00:00.000
261,383,155,69,111,1,182.8000,1,1,2026-08-24T00:00:00.000
262,372,23,261,255,10,183.5000,1,1,2026-08-24T00:00:00.000
263,368,18,417,61,6,184.2000,1,1,2026-08-24T00:00:00.000
264,168,410,163,207,10,184.9000,1,1,2026-08-24T00:00:00.000
265,383,23,98,97,3,185.6000,1,1,2026-08-24T00:00:00.000
266,228,41,148,231,9,186.3000,1,1,2026-08-24T00:00:00.000
267,365,282,269,157,1,187.0000,1,1,2026-08-24T00:00:00.000
268,393,203,216,260,5,187.7000,1,1,2026-08-24T00:00:00.000
269,35,344,303,208,9,188.4000,1,1,2026-08-24T00:00:00.000
270,156,175,325,10,5,189.1000,1,1,2026-08-24T00:00:00.000
271,119,294,62,74,1,189.8000,1,1,2026-08-24T00:00:00.000
272,103,373,273,167,5,190.5000,1,1,2026-08-24T00:00:00.000
273,449,411,138,345,2,191.2000,1,1,2026-08-24T00:00:00.000
274,328,349,58,241,1,191.9000,1,1,2026-08-24T00:00:00.000
275,189,345,28,37,2,192.6000,1,1,2026-08-24T00:00:00.000
276,341,352,491,132,9,193.3000,1,1,2026-08-24T00:00:00.000
277,160,410,477,222,2,194.0000,1,1,2026-08-24T00:00:00.000
278,366,280,195,280,10,194.7000,1,1,2026-08-24T00:00:00.000
279,289,365,481,97,9,195.4000,1,1,2026-08-24T00:00:00.000
280,9,412,59,323,8,196.1000,1,1,2026-08-24T00:00:00.000
281,73,205,348,288,6,196.8000,1,1,2026-08-24T00:00:00.000
282,110,249,119,11,8,197.5000,1,1,2026-08-24T00:00:00.000
283,180,464,305,266,7,198.2000,1,1,2026-08-24T00:00:00.000
284,312,320,79,228,1,198.9000,1,1,2026-08-24T00:00:00.000
285,306,218,145,88,7,199.6000,1,1,2026-08-24T00:00:00.000
286,466,397,291,295,10,200.3000,1,1,2026-08-24T00:00:00.000
287,159,236,51,322,6,201.0000,1,1,2026-08-24T00:00:00.000
288,87,441,313,279,9,201.7000,1,1,2026-08-24T00:00:00.000
289,101,248,45,300,10,202.4000,1,1,2026-08-24T00:00:00.000
290,304,403,50,144,10,203.1000,1,1,2026-08-24T00:00:00.000
291,485,135,214,132,8,203.8000,1,1,2026-08-24T00:00:00.000
292,240,200,60,268,5,204.5000,1,1,2026-08-24T00:00:00.000
293,7,24,244,204,10,205.2000,1,1,2026-08-24T00:00:00.000
294,66,439,459,337,7,205.9000,1,1,2026-08-24T00:00:00.000
295,416,437,454,258,6,206.6000,1,1,2026-08-24T00:00:00.000
296,466,359,479,215,7,207.3000,1,1,2026-08-24T00:00:00.000
297,162,61,401,59,8,208.0000,1,1,2026-08-24T00:00:00.000
298,393,68,294,246,3,208.7000,1,1,2026-08-24T00:00:00.000
299,455,399,196,164,1,209.4000,1,1,2026-08-24T00:00:00.000
300,206,427,338,30,10,210.1000,1,1,2026-08-24T00:00:00.000
301,214,123,300,135,9,210.8000,1,1,2026-08-24T00:00:00.000
302,279,85,243,100,8,211.5000,1,1,2026-08-24T00:00:00.000
303,493,289,185,40,4,212.2000,1,1,2026-08-24T00:00:00.000
304,290,236,118,31,3,212.9000,1,1,2026-08-24T00:00:00.000
305,354,325,29,241,3,213.6000,1,1,2026-08-24T00:00:00.000
306,411,479,386,185,2,214.3000,1,1,2026-08-24T00:00:00.000
307,161,487,443,116,10,215.0000,1,1,2026-08-24T00:00:00.000
308,452,482,448,219,7,215.7000,1,1,2026-08-24T00:00:00.000
309,175,325,54,186,7,216.4000,1,1,2026-08-24T00:00:00.000
310,399,414,391,45,7,217.1000,1,1,2026-08-24T00:00:00.000
311,77,335,12,53,7,217.8000,1,1,2026-08-24T00:00:00.000
312,44,191,358,249,8,218.5000,1,1,2026-08-24T00:00:00.000
313,318,335,119,218,7,219.2000,1,1,2026-08-24T00:00:00.000
314,467,50,326,245,3,219.9000,1,1,2026-08-24T00:00:00.000
315,497,100,189,220,10,220.6000,1,1,2026-08-24T00:00:00.000
316,129,31,133,272,1,221.3000,1,1,2026-08-24T00:00:00.000
317,241,122,338,322,7,222.0000,1,1,2026-08-24T00:00:00.000
318,473,316,245,75,2,222.7000,1,1,2026-08-24T00:00:00.000
319,340,110,479,243,1,223.4000,1,1,2026-08-24T00:00:00.000
320,441,311,489,249,1,224.1000,1,1,2026-08-24T00:00:00.000
321,401,265,200,118,5,224.8000,1,1,2026-08-24T00:00:00.000
322,383,278,161,301,3,225.5000,1,1,2026-08-24T00:00:00.000
323,351,16,162,336,6,226.2000,1,1,2026-08-24T00:00:00.000
324,203,286,306,2,7,226.9000,1,1,2026-08-24T00:00:00.000
325,162,419,472,297,6,227.6000,1,1,2026-08-24T00:00:00.000
326,475,465,147,325,3,228.3000,1,1,2026-08-24T00:00:00.000
327,138,178,156,219,6,229.0000,1,1,2026-08-24T00:00:00.000
328,68,406,10,173,1,229.7000,1,1,2026-08-24T00:00:00.000
329,28,122,429,323,1,230.4000,1,1,2026-08-24T00:00:00.000
330,158,282,276,122,2,231.1000,1,1,2026-08-24T00:00:00.000
331,455,479,110,262,8,231.8000,1,1,2026-08-24T00:00:00.000
332,24,376,289,187,6,232.5000,1,1,2026-08-24T00:00:00.000
333,375,76,255,69,4,233.2000,1,1,2026-08-24T00:00:00.000
334,407,93,351,319,10,233.9000,1,1,2026-08-24T00:00:00.000
335,15,185,290,198,10,234.6000,1,1,2026-08-24T00:00:00.000
336,5,352,422,261,7,235.3000,1,1,2026-08-24T00:00:00.000
337,376,231,485,21,1,236.0000,1,1,2026-08-24T00:00:00.000
338,293,261,264,230,9,236.7000,1,1,2026-08-24T00:00:00.000
339,432,258,167,250,2,237.4000,1,1,2026-08-24T00:00:00.000
340,428,122,132,307,4,238.1000,1,1,2026-08-24T00:00:00.000
341,53,185,381,144,2,238.8000,1,1,2026-08-24T00:00:00.000
342,448,256,283,104,9,239.5000,1,1,2026-08-24T00:00:00.000
343,51,80,366,226,3,240.2000,1,1,2026-08-24T00:00:00.000
344,421,462,314,294,5,240.9000,1,1,2026-08-24T00:00:00.000
345,370,269,192,183,9,241.6000,1,1,2026-08-24T00:00:00.000
346,201,335,60,292,5,242.3000,1,1,2026-08-24T00:00:00.000
347,58,213,49,130,10,243.0000,1,1,2026-08-24T00:00:00.000
348,68,342,143,101,7,243.7000,1,1,2026-08-24T00:00:00.000
349,71,322,76,316,1,244.4000,1,1,2026-08-24T00:00:00.000
350,157,245,124,16,2,245.1000,1,1,2026-08-24T00:00:00.000
351,59,211,57,41,3,245.8000,1,1,2026-08-24T00:00:00.000
352,397,395,88,6,2,246.5000,1,1,2026-08-24T00:00:00.000
353,172,327,480,3,4,247.2000,1,1,2026-08-24T00:00:00.000
354,156,80,307,346,5,247.9000,1,1,2026-08-24T00:00:00.000
355,380,466,203,213,6,248.6000,1,1,2026-08-24T00:00:00.000
356,402,355,83,11,6,249.3000,1,1,2026-08-24T00:00:00.000
357,160,376,1,133,6,250.0000,1,1,2026-08-24T00:00:00.000
358,211,166,103,152,5,250.7000,1,1,2026-08-24T00:00:00.000
359,278,373,158,310,5,251.4000,1,1,2026-08-24T00:00:00.000
360,97,417,196,330,6,252.1000,1,1,2026-08-24T00:00:00.000
361,446,140,47,7,7,252.8000,1,1,2026-08-24T00:00:00.000
362,166,51,325,2,6,253.5000,1,1,2026-08-24T00:00:00.000
363,52,441,271,9,4,254.2000,1,1,2026-08-24T00:00:00.000
364,492,363,90,294,3,254.9000,1,1,2026-08-24T00:00:00.000
365,3,64,47,183,6,255.6000,1,1,2026-08-24T00:00:00.000
366,318,136,134,191,5,256.3000,1,1,2026-08-24T00:00:00.000
367,231,60,304,133,4,257.0000,1,1,2026-08-24T00:00:00.000
368,78,223,227,236,3,257.7000,1,1,2026-08-24T00:00:00.000
369,370,95,64,203,10,258.4000,1,1,2026-08-24T00:00:00.000
370,410,474,170,199,9,259.1000,1,1,2026-08-24T00:00:00.000
371,451,84,5,280,5,259.8000,1,1,2026-08-24T00:00:00.000
372,251,377,484,256,5,260.5000,1,1,2026-08-24T00:00:00.000
373,23,69,444,291,9,261.2000,1,1,2026-08-24T00:00:00.000
374,303,218,415,219,6,261.9000,1,1,2026-08-24T00:00:00.000
375,307,124,390,61,5,262.6000,1,1,2026-08-24T00:00:00.000
376,186,322,489,299,4,263.3000,1,1,2026-08-24T00:00:00.000
377,389,469,405,90,8,264.0000,1,1,2026-08-24T00:00:00.000
378,189,424,478,238,4,264.7000,1,1,2026-08-24T00:00:00.000
379,330,245,273,285,5,265.4000,1,1,2026-08-24T00:00:00.000
380,92,413,60,113,9,266.1000,1,1,2026-08-24T00:00:00.000
381,426,332,2,185,8,266.8000,1,1,2026-08-24T00:00:00.000
382,375,351,262,206,8,267.5000,1,1,2026-08-24T00:00:00.000
