EnergyProjectMeterPointKey,EnergyEfficiencyProjectKey,EnergyMeterPointKey,BaselineQuantity,TargetReductionQuantity,SourceSystemKey,BatchId,LoadedAtUtc
46,196,339,32.3000,32.3000,1,1,2026-08-24T00:00:00.000
47,486,39,33.0000,33.0000,1,1,2026-08-24T00:00:00.000
48,187,151,33.7000,33.7000,1,1,2026-08-24T00:00:00.000
49,223,344,34.4000,34.4000,1,1,2026-08-24T00:00:00.000
50,484,268,35.1000,35.1000,1,1,2026-08-24T00:00:00.000
51,147,69,35.8000,35.8000,1,1,2026-08-24T00:00:00.000
52,313,130,36.5000,36.5000,1,1,2026-08-24T00:00:00.000
53,16,270,37.2000,37.2000,1,1,2026-08-24T00:00:00.000
54,57,258,37.9000,37.9000,1,1,2026-08-24T00:00:00.000
55,227,390,38.6000,38.6000,1,1,2026-08-24T00:00:00.000
56,411,288,39.3000,39.3000,1,1,2026-08-24T00:00:00.000
57,328,488,40.0000,40.0000,1,1,2026-08-24T00:00:00.000
58,423,4,40.7000,40.7000,1,1,2026-08-24T00:00:00.000
59,11,179,41.4000,41.4000,1,1,2026-08-24T00:00:00.000
60,169,4,42.1000,42.1000,1,1,2026-08-24T00:00:00.000
61,267,33,42.8000,42.8000,1,1,2026-08-24T00:00:00.000
62,289,304,43.5000,43.5000,1,1,2026-08-24T00:00:00.000
63,179,214,44.2000,44.2000,1,1,2026-08-24T00:00:00.000
64,428,141,44.9000,44.9000,1,1,2026-08-24T00:00:00.000
65,339,51,45.6000,45.6000,1,1,2026-08-24T00:00:00.000
66,221,468,46.3000,46.3000,1,1,2026-08-24T00:00:00.000
67,5,211,47.0000,47.0000,1,1,2026-08-24T00:00:00.000
68,386,212,47.7000,47.7000,1,1,2026-08-24T00:00:00.000
69,479,300,48.4000,48.4000,1,1,2026-08-24T00:00:00.000
70,97,162,49.1000,49.1000,1,1,2026-08-24T00:00:00.000
71,333,315,49.8000,49.8000,1,1,2026-08-24T00:00:00.000
72,199,183,50.5000,50.5000,1,1,2026-08-24T00:00:00.000
73,494,30,51.2000,51.2000,1,1,2026-08-24T00:00:00.000
74,38,22,51.9000,51.9000,1,1,2026-08-24T00:00:00.000
75,177,238,52.6000,52.6000,1,1,2026-08-24T00:00:00.000
76,91,478,53.3000,53.3000,1,1,2026-08-24T00:00:00.000
77,490,182,54.0000,54.0000,1,1,2026-08-24T00:00:00.000
78,156,485,54.7000,54.7000,1,1,2026-08-24T00:00:00.000
79,349,333,55.4000,55.4000,1,1,2026-08-24T00:00:00.000
80,164,371,56.1000,56.1000,1,1,2026-08-24T00:00:00.000
81,212,148,56.8000,56.8000,1,1,2026-08-24T00:00:00.000
82,166,124,57.5000,57.5000,1,1,2026-08-24T00:00:00.000
83,465,119,58.2000,58.2000,1,1,2026-08-24T00:00:00.000
84,286,357,58.9000,58.9000,1,1,2026-08-24T00:00:00.000
85,447,17,59.6000,59.6000,1,1,2026-08-24T00:00:00.000
86,50,68,60.3000,60.3000,1,1,2026-08-24T00:00:00.000
87,461,236,61.0000,61.0000,1,1,2026-08-24T00:00:00.000
88,429,464,61.7000,61.7000,1,1,2026-08-24T00:00:00.000
89,406,412,62.4000,62.4000,1,1,2026-08-24T00:00:00.000
90,51,89,63.1000,63.1000,1,1,2026-08-24T00:00:00.000
91,224,294,63.8000,63.8000,1,1,2026-08-24T00:00:00.000
92,179,250,64.5000,64.5000,1,1,2026-08-24T00:00:00.000
93,419,126,65.2000,65.2000,1,1,2026-08-24T00:00:00.000
94,206,480,65.9000,65.9000,1,1,2026-08-24T00:00:00.000
95,58,200,66.6000,66.6000,1,1,2026-08-24T00:00:00.000
96,153,255,67.3000,67.3000,1,1,2026-08-24T00:00:00.000
97,283,380,68.0000,68.0000,1,1,2026-08-24T00:00:00.000
98,246,450,68.7000,68.7000,1,1,2026-08-24T00:00:00.000
99,276,426,69.4000,69.4000,1,1,2026-08-24T00:00:00.000
100,225,440,70.1000,70.1000,1,1,2026-08-24T00:00:00.000
101,406,132,70.8000,70.8000,1,1,2026-08-24T00:00:00.000
102,289,419,71.5000,71.5000,1,1,2026-08-24T00:00:00.000
103,27,72,72.2000,72.2000,1,1,2026-08-24T00:00:00.000
104,499,244,72.9000,72.9000,1,1,2026-08-24T00:00:00.000
105,215,17,73.6000,73.6000,1,1,2026-08-24T00:00:00.000
106,446,201,74.3000,74.3000,1,1,2026-08-24T00:00:00.000
107,162,171,75.0000,75.0000,1,1,2026-08-24T00:00:00.000
108,193,237,75.7000,75.7000,1,1,2026-08-24T00:00:00.000
109,98,9,76.4000,76.4000,1,1,2026-08-24T00:00:00.000
110,76,382,77.1000,77.1000,1,1,2026-08-24T00:00:00.000
111,462,429,77.8000,77.8000,1,1,2026-08-24T00:00:00.000
112,342,171,78.5000,78.5000,1,1,2026-08-24T00:00:00.000
113,347,38,79.2000,79.2000,1,1,2026-08-24T00:00:00.000
114,282,28,79.9000,79.9000,1,1,2026-08-24T00:00:00.000
115,79,313,80.6000,80.6000,1,1,2026-08-24T00:00:00.000
116,20,136,81.3000,81.3000,1,1,2026-08-24T00:00:00.000
117,143,358,82.0000,82.0000,1,1,2026-08-24T00:00:00.000
118,224,213,82.7000,82.7000,1,1,2026-08-24T00:00:00.000
119,286,421,83.4000,83.4000,1,1,2026-08-24T00:00:00.000
120,410,274,84.1000,84.1000,1,1,2026-08-24T00:00:00.000
121,174,63,84.8000,84.8000,1,1,2026-08-24T00:00:00.000
122,491,218,85.5000,85.5000,1,1,2026-08-24T00:00:00.000
123,245,323,86.2000,86.2000,1,1,2026-08-24T00:00:00.000
124,229,360,86.9000,86.9000,1,1,2026-08-24T00:00:00.000
125,323,489,87.6000,87.6000,1,1,2026-08-24T00:00:00.000
126,261,162,88.3000,88.3000,1,1,2026-08-24T00:00:00.000
127,193,21,89.0000,89.0000,1,1,2026-08-24T00:00:00.000
128,422,78,89.7000,89.7000,1,1,2026-08-24T00:00:00.000
129,445,172,90.4000,90.4000,1,1,2026-08-24T00:00:00.000
130,117,124,91.1000,91.1000,1,1,2026-08-24T00:00:00.000
131,466,433,91.8000,91.8000,1,1,2026-08-24T00:00:00.000
132,252,414,92.5000,92.5000,1,1,2026-08-24T00:00:00.000
133,194,157,93.2000,93.2000,1,1,2026-08-24T00:00:00.000
134,353,348,93.9000,93.9000,1,1,2026-08-24T00:00:00.000
135,84,440,94.6000,94.6000,1,1,2026-08-24T00:00:00.000
136,403,129,95.3000,95.3000,1,1,2026-08-24T00:00:00.000
137,248,355,96.0000,96.0000,1,1,2026-08-24T00:00:00.000
138,431,160,96.7000,96.7000,1,1,2026-08-24T00:00:00.000
139,373,86,97.4000,97.4000,1,1,2026-08-24T00:00:00.000
140,147,218,98.1000,98.1000,1,1,2026-08-24T00:00:00.000
141,5,400,98.8000,98.8000,1,1,2026-08-24T00:00:00.000
142,211,416,99.5000,99.5000,1,1,2026-08-24T00:00:00.000
143,375,457,100.2000,100.2000,1,1,2026-08-24T00:00:00.000
144,351,195,100.9000,100.9000,1,1,2026-08-24T00:00:00.000
145,368,82,101.6000,101.6000,1,1,2026-08-24T00:00:00.000
146,306,434,102.3000,102.3000,1,1,2026-08-24T00:00:00.000
147,463,214,103.0000,103.0000,1,1,2026-08-24T00:00:00.000
148,370,442,103.7000,103.7000,1,1,2026-08-24T00:00:00.000
149,382,216,104.4000,104.4000,1,1,2026-08-24T00:00:00.000
150,124,28,105.1000,105.1000,1,1,2026-08-24T00:00:00.000
151,199,285,105.8000,105.8000,1,1,2026-08-24T00:00:00.000
152,494,261,106.5000,106.5000,1,1,2026-08-24T00:00:00.000
153,299,360,107.2000,107.2000,1,1,2026-08-24T00:00:00.000
154,234,491,107.9000,107.9000,1,1,2026-08-24T00:00:00.000
155,466,434,108.6000,108.6000,1,1,2026-08-24T00:00:00.000
156,323,8,109.3000,109.3000,1,1,2026-08-24T00:00:00.000
157,312,392,110.0000,110.0000,1,1,2026-08-24T00:00:00.000
158,306,462,110.7000,110.7000,1,1,2026-08-24T00:00:00.000
159,124,344,111.4000,111.4000,1,1,2026-08-24T00:00:00.000
160,49,25,112.1000,112.1000,1,1,2026-08-24T00:00:00.000
161,230,188,112.8000,112.8000,1,1,2026-08-24T00:00:00.000
162,146,162,113.5000,113.5000,1,1,2026-08-24T00:00:00.000
163,97,414,114.2000,114.2000,1,1,2026-08-24T00:00:00.000
164,9,399,114.9000,114.9000,1,1,2026-08-24T00:00:00.000
165,412,75,115.6000,115.6000,1,1,2026-08-24T00:00:00.000
166,467,125,116.3000,116.3000,1,1,2026-08-24T00:00:00.000
167,225,155,117.0000,117.0000,1,1,2026-08-24T00:00:00.000
168,51,177,117.7000,117.7000,1,1,2026-08-24T00:00:00.000
169,52,388,118.4000,118.4000,1,1,2026-08-24T00:00:00.000
170,331,27,119.1000,119.1000,1,1,2026-08-24T00:00:00.000
171,392,67,119.8000,119.8000,1,1,2026-08-24T00:00:00.000
172,201,60,120.5000,120.5000,1,1,2026-08-24T00:00:00.000
173,21,363,121.2000,121.2000,1,1,2026-08-24T00:00:00.000
174,97,26,121.9000,121.9000,1,1,2026-08-24T00:00:00.000
175,454,329,122.6000,122.6000,1,1,2026-08-24T00:00:00.000
176,400,24,123.3000,123.3000,1,1,2026-08-24T00:00:00.000
177,145,398,124.0000,124.0000,1,1,2026-08-24T00:00:00.000
178,65,369,124.7000,124.7000,1,1,2026-08-24T00:00:00.000
179,61,457,125.4000,125.4000,1,1,2026-08-24T00:00:00.000
180,471,310,126.1000,126.1000,1,1,2026-08-24T00:00:00.000
181,414,29,126.8000,126.8000,1,1,2026-08-24T00:00:00.000
182,403,476,127.5000,127.5000,1,1,2026-08-24T00:00:00.000
183,302,63,128.2000,128.2000,1,1,2026-08-24T00:00:00.000
184,111,142,128.9000,128.9000,1,1,2026-08-24T00:00:00.000
185,176,60,129.6000,129.6000,1,1,2026-08-24T00:00:00.000
186,132,366,130.3000,130.3000,1,1,2026-08-24T00:00:00.000
187,306,408,131.0000,131.0000,1,1,2026-08-24T00:00:00.000
188,489,422,131.7000,131.7000,1,1,2026-08-24T00:00:00.000
189,95,431,132.4000,132.4000,1,1,2026-08-24T00:00:00.000
190,76,336,133.1000,133.1000,1,1,2026-08-24T00:00:00.000
191,387,375,133.8000,133.8000,1,1,2026-08-24T00:00:00.000
192,483,139,134.5000,134.5000,1,1,2026-08-24T00:00:00.000
193,355,161,135.2000,135.2000,1,1,2026-08-24T00:00:00.000
194,180,94,135.9000,135.9000,1,1,2026-08-24T00:00:00.000
195,363,49,136.6000,136.6000,1,1,2026-08-24T00:00:00.000
196,132,253,137.3000,137.3000,1,1,2026-08-24T00:00:00.000
197,241,366,138.0000,138.0000,1,1,2026-08-24T00:00:00.000
198,165,109,138.7000,138.7000,1,1,2026-08-24T00:00:00.000
199,89,446,139.4000,139.4000,1,1,2026-08-24T00:00:00.000
200,147,426,140.1000,140.1000,1,1,2026-08-24T00:00:00.000
201,305,97,140.8000,140.8000,1,1,2026-08-24T00:00:00.000
202,171,374,141.5000,141.5000,1,1,2026-08-24T00:00:00.000
203,347,3,142.2000,142.2000,1,1,2026-08-24T00:00:00.000
204,411,370,142.9000,142.9000,1,1,2026-08-24T00:00:00.000
205,328,200,143.6000,143.6000,1,1,2026-08-24T00:00:00.000
206,72,466,144.3000,144.3000,1,1,2026-08-24T00:00:00.000
207,195,120,145.0000,145.0000,1,1,2026-08-24T00:00:00.000
208,164,343,145.7000,145.7000,1,1,2026-08-24T00:00:00.000
209,346,287,146.4000,146.4000,1,1,2026-08-24T00:00:00.000
210,133,265,147.1000,147.1000,1,1,2026-08-24T00:00:00.000
211,419,354,147.8000,147.8000,1,1,2026-08-24T00:00:00.000
212,361,268,148.5000,148.5000,1,1,2026-08-24T00:00:00.000
213,238,197,149.2000,149.2000,1,1,2026-08-24T00:00:00.000
214,195,169,149.9000,149.9000,1,1,2026-08-24T00:00:00.000
215,449,208,150.6000,150.6000,1,1,2026-08-24T00:00:00.000
216,6,306,151.3000,151.3000,1,1,2026-08-24T00:00:00.000
217,337,344,152.0000,152.0000,1,1,2026-08-24T00:00:00.000
218,425,129,152.7000,152.7000,1,1,2026-08-24T00:00:00.000
219,2,460,153.4000,153.4000,1,1,2026-08-24T00:00:00.000
220,429,93,154.1000,154.1000,1,1,2026-08-24T00:00:00.000
221,137,382,154.8000,154.8000,1,1,2026-08-24T00:00:00.000
222,177,20,155.5000,155.5000,1,1,2026-08-24T00:00:00.000
223,427,391,156.2000,156.2000,1,1,2026-08-24T00:00:00.000
224,486,4,156.9000,156.9000,1,1,2026-08-24T00:00:00.000
225,294,162,157.6000,157.6000,1,1,2026-08-24T00:00:00.000
226,2,254,158.3000,158.3000,1,1,2026-08-24T00:00:00.000
227,146,147,159.0000,159.0000,1,1,2026-08-24T00:00:00.000
228,368,474,159.7000,159.7000,1,1,2026-08-24T00:00:00.000
229,239,113,160.4000,160.4000,1,1,2026-08-24T00:00:00.000
230,259,449,161.1000,161.1000,1,1,2026-08-24T00:00:00.000
231,31,355,161.8000,161.8000,1,1,2026-08-24T00:00:00.000
232,243,447,162.5000,162.5000,1,1,2026-08-24T00:00:00.000
233,383,21,163.2000,163.2000,1,1,2026-08-24T00:00:00.000
234,17,460,163.9000,163.9000,1,1,2026-08-24T00:00:00.000
235,403,228,164.6000,164.6000,1,1,2026-08-24T00:00:00.000
236,13,53,165.3000,165.3000,1,1,2026-08-24T00:00:00.000
237,38,85,166.0000,166.0000,1,1,2026-08-24T00:00:00.000
238,335,240,166.7000,166.7000,1,1,2026-08-24T00:00:00.000
239,416,9,167.4000,167.4000,1,1,2026-08-24T00:00:00.000
240,405,289,168.1000,168.1000,1,1,2026-08-24T00:00:00.000
241,105,453,168.8000,168.8000,1,1,2026-08-24T00:00:00.000
242,304,47,169.5000,169.5000,1,1,2026-08-24T00:00:00.000
243,407,65,170.2000,170.2000,1,1,2026-08-24T00:00:00.000
244,458,357,170.9000,170.9000,1,1,2026-08-24T00:00:00.000
245,219,24,171.6000,171.6000,1,1,2026-08-24T00:00:00.000
246,183,195,172.3000,172.3000,1,1,2026-08-24T00:00:00.000
247,463,433,173.0000,173.0000,1,1,2026-08-24T00:00:00.000
248,378,163,173.7000,173.7000,1,1,2026-08-24T00:00:00.000
249,490,155,174.4000,174.4000,1,1,2026-08-24T00:00:00.000
250,7,62,175.1000,175.1000,1,1,2026-08-24T00:00:00.000
251,19,130,175.8000,175.8000,1,1,2026-08-24T00:00:00.000
252,100,296,176.5000,176.5000,1,1,2026-08-24T00:00:00.000
253,423,298,177.2000,177.2000,1,1,2026-08-24T00:00:00.000
254,238,478,177.9000,177.9000,1,1,2026-08-24T00:00:00.000
255,138,70,178.6000,178.6000,1,1,2026-08-24T00:00:00.000
256,45,90,179.3000,179.3000,1,1,2026-08-24T00:00:00.000
257,22,225,180.0000,180.0000,1,1,2026-08-24T00:00:00.000
258,443,87,180.7000,180.7000,1,1,2026-08-24T00:00:00.000
259,149,485,181.4000,181.4000,1,1,2026-08-24T00:00:00.000
260,423,90,182.1000,182.1000,1,1,2026-08-24T00:00:00.000
261,277,384,182.8000,182.8000,1,1,2026-08-24T00:00:00.000
262,320,97,183.5000,183.5000,1,1,2026-08-24T00:00:00.000
263,84,393,184.2000,184.2000,1,1,2026-08-24T00:00:00.000
264,108,375,184.9000,184.9000,1,1,2026-08-24T00:00:00.000
265,261,144,185.6000,185.6000,1,1,2026-08-24T00:00:00.000
266,477,493,186.3000,186.3000,1,1,2026-08-24T00:00:00.000
267,159,408,187.0000,187.0000,1,1,2026-08-24T00:00:00.000
268,193,410,187.7000,187.7000,1,1,2026-08-24T00:00:00.000
269,38,127,188.4000,188.4000,1,1,2026-08-24T00:00:00.000
270,360,147,189.1000,189.1000,1,1,2026-08-24T00:00:00.000
271,85,487,189.8000,189.8000,1,1,2026-08-24T00:00:00.000
272,49,55,190.5000,190.5000,1,1,2026-08-24T00:00:00.000
273,186,223,191.2000,191.2000,1,1,2026-08-24T00:00:00.000
274,473,231,191.9000,191.9000,1,1,2026-08-24T00:00:00.000
275,317,10,192.6000,192.6000,1,1,2026-08-24T00:00:00.000
276,402,470,193.3000,193.3000,1,1,2026-08-24T00:00:00.000
277,391,40,194.0000,194.0000,1,1,2026-08-24T00:00:00.000
278,91,198,194.7000,194.7000,1,1,2026-08-24T00:00:00.000
279,496,238,195.4000,195.4000,1,1,2026-08-24T00:00:00.000
280,37,400,196.1000,196.1000,1,1,2026-08-24T00:00:00.000
281,43,69,196.8000,196.8000,1,1,2026-08-24T00:00:00.000
282,159,247,197.5000,197.5000,1,1,2026-08-24T00:00:00.000
283,21,95,198.2000,198.2000,1,1,2026-08-24T00:00:00.000
284,68,317,198.9000,198.9000,1,1,2026-08-24T00:00:00.000
285,427,123,199.6000,199.6000,1,1,2026-08-24T00:00:00.000
286,445,141,200.3000,200.3000,1,1,2026-08-24T00:00:00.000
287,140,83,201.0000,201.0000,1,1,2026-08-24T00:00:00.000
288,239,311,201.7000,201.7000,1,1,2026-08-24T00:00:00.000
289,304,169,202.4000,202.4000,1,1,2026-08-24T00:00:00.000
290,56,84,203.1000,203.1000,1,1,2026-08-24T00:00:00.000
291,168,23,203.8000,203.8000,1,1,2026-08-24T00:00:00.000
292,392,392,204.5000,204.5000,1,1,2026-08-24T00:00:00.000
293,476,308,205.2000,205.2000,1,1,2026-08-24T00:00:00.000
294,447,179,205.9000,205.9000,1,1,2026-08-24T00:00:00.000
295,153,203,206.6000,206.6000,1,1,2026-08-24T00:00:00.000
296,315,37,207.3000,207.3000,1,1,2026-08-24T00:00:00.000
297,307,185,208.0000,208.0000,1,1,2026-08-24T00:00:00.000
298,9,349,208.7000,208.7000,1,1,2026-08-24T00:00:00.000
299,145,196,209.4000,209.4000,1,1,2026-08-24T00:00:00.000
300,214,51,210.1000,210.1000,1,1,2026-08-24T00:00:00.000
301,144,373,210.8000,210.8000,1,1,2026-08-24T00:00:00.000
302,293,423,211.5000,211.5000,1,1,2026-08-24T00:00:00.000
303,247,38,212.2000,212.2000,1,1,2026-08-24T00:00:00.000
304,4,258,212.9000,212.9000,1,1,2026-08-24T00:00:00.000
305,305,233,213.6000,213.6000,1,1,2026-08-24T00:00:00.000
306,64,453,214.3000,214.3000,1,1,2026-08-24T00:00:00.000
307,405,250,215.0000,215.0000,1,1,2026-08-24T00:00:00.000
308,228,282,215.7000,215.7000,1,1,2026-08-24T00:00:00.000
309,161,333,216.4000,216.4000,1,1,2026-08-24T00:00:00.000
310,406,395,217.1000,217.1000,1,1,2026-08-24T00:00:00.000
311,313,226,217.8000,217.8000,1,1,2026-08-24T00:00:00.000
312,290,337,218.5000,218.5000,1,1,2026-08-24T00:00:00.000
313,477,225,219.2000,219.2000,1,1,2026-08-24T00:00:00.000
314,144,24,219.9000,219.9000,1,1,2026-08-24T00:00:00.000
315,377,157,220.6000,220.6000,1,1,2026-08-24T00:00:00.000
316,397,360,221.3000,221.3000,1,1,2026-08-24T00:00:00.000
317,58,416,222.0000,222.0000,1,1,2026-08-24T00:00:00.000
318,91,462,222.7000,222.7000,1,1,2026-08-24T00:00:00.000
319,498,62,223.4000,223.4000,1,1,2026-08-24T00:00:00.000
320,379,193,224.1000,224.1000,1,1,2026-08-24T00:00:00.000
321,467,382,224.8000,224.8000,1,1,2026-08-24T00:00:00.000
322,256,53,225.5000,225.5000,1,1,2026-08-24T00:00:00.000
323,41,494,226.2000,226.2000,1,1,2026-08-24T00:00:00.000
324,143,69,226.9000,226.9000,1,1,2026-08-24T00:00:00.000
325,288,99,227.6000,227.6000,1,1,2026-08-24T00:00:00.000
326,327,7,228.3000,228.3000,1,1,2026-08-24T00:00:00.000
327,458,107,229.0000,229.0000,1,1,2026-08-24T00:00:00.000
328,481,394,229.7000,229.7000,1,1,2026-08-24T00:00:00.000
329,234,168,230.4000,230.4000,1,1,2026-08-24T00:00:00.000
330,392,466,231.1000,231.1000,1,1,2026-08-24T00:00:00.000
331,291,315,231.8000,231.8000,1,1,2026-08-24T00:00:00.000
332,232,395,232.5000,232.5000,1,1,2026-08-24T00:00:00.000
333,455,432,233.2000,233.2000,1,1,2026-08-24T00:00:00.000
334,329,221,233.9000,233.9000,1,1,2026-08-24T00:00:00.000
335,77,249,234.6000,234.6000,1,1,2026-08-24T00:00:00.000
336,356,59,235.3000,235.3000,1,1,2026-08-24T00:00:00.000
337,24,156,236.0000,236.0000,1,1,2026-08-24T00:00:00.000
338,35,177,236.7000,236.7000,1,1,2026-08-24T00:00:00.000
339,341,3,237.4000,237.4000,1,1,2026-08-24T00:00:00.000
340,40,219,238.1000,238.1000,1,1,2026-08-24T00:00:00.000
341,232,401,238.8000,238.8000,1,1,2026-08-24T00:00:00.000
342,122,477,239.5000,239.5000,1,1,2026-08-24T00:00:00.000
343,211,309,240.2000,240.2000,1,1,2026-08-24T00:00:00.000
344,63,109,240.9000,240.9000,1,1,2026-08-24T00:00:00.000
345,497,185,241.6000,241.6000,1,1,2026-08-24T00:00:00.000
346,41,314,242.3000,242.3000,1,1,2026-08-24T00:00:00.000
347,362,251,243.0000,243.0000,1,1,2026-08-24T00:00:00.000
348,370,102,243.7000,243.7000,1,1,2026-08-24T00:00:00.000
349,121,479,244.4000,244.4000,1,1,2026-08-24T00:00:00.000
350,424,415,245.1000,245.1000,1,1,2026-08-24T00:00:00.000
351,480,211,245.8000,245.8000,1,1,2026-08-24T00:00:00.000
352,231,410,246.5000,246.5000,1,1,2026-08-24T00:00:00.000
353,301,305,247.2000,247.2000,1,1,2026-08-24T00:00:00.000
354,467,368,247.9000,247.9000,1,1,2026-08-24T00:00:00.000
355,47,351,248.6000,248.6000,1,1,2026-08-24T00:00:00.000
356,307,49,249.3000,249.3000,1,1,2026-08-24T00:00:00.000
357,254,464,250.0000,250.0000,1,1,2026-08-24T00:00:00.000
358,142,112,250.7000,250.7000,1,1,2026-08-24T00:00:00.000
359,224,167,251.4000,251.4000,1,1,2026-08-24T00:00:00.000
360,310,124,252.1000,252.1000,1,1,2026-08-24T00:00:00.000
361,428,257,252.8000,252.8000,1,1,2026-08-24T00:00:00.000
362,445,290,253.5000,253.5000,1,1,2026-08-24T00:00:00.000
363,71,32,254.2000,254.2000,1,1,2026-08-24T00:00:00.000
364,227,294,254.9000,254.9000,1,1,2026-08-24T00:00:00.000
365,494,336,255.6000,255.6000,1,1,2026-08-24T00:00:00.000
366,288,295,256.3000,256.3000,1,1,2026-08-24T00:00:00.000
367,320,267,257.0000,257.0000,1,1,2026-08-24T00:00:00.000
368,432,403,257.7000,257.7000,1,1,2026-08-24T00:00:00.000
369,479,430,258.4000,258.4000,1,1,2026-08-24T00:00:00.000
370,414,451,259.1000,259.1000,1,1,2026-08-24T00:00:00.000
371,414,382,259.8000,259.8000,1,1,2026-08-24T00:00:00.000
372,291,206,260.5000,260.5000,1,1,2026-08-24T00:00:00.000
373,481,335,261.2000,261.2000,1,1,2026-08-24T00:00:00.000
374,491,479,261.9000,261.9000,1,1,2026-08-24T00:00:00.000
375,459,314,262.6000,262.6000,1,1,2026-08-24T00:00:00.000
376,254,119,263.3000,263.3000,1,1,2026-08-24T00:00:00.000
377,40,243,264.0000,264.0000,1,1,2026-08-24T00:00:00.000
378,191,446,264.7000,264.7000,1,1,2026-08-24T00:00:00.000
379,396,228,265.4000,265.4000,1,1,2026-08-24T00:00:00.000
380,230,263,266.1000,266.1000,1,1,2026-08-24T00:00:00.000
381,122,23,266.8000,266.8000,1,1,2026-08-24T00:00:00.000
382,368,7,267.5000,267.5000,1,1,2026-08-24T00:00:00.000
383,60,138,268.2000,268.2000,1,1,2026-08-24T00:00:00.000
384,148,113,268.9000,268.9000,1,1,2026-08-24T00:00:00.000
385,466,222,269.6000,269.6000,1,1,2026-08-24T00:00:00.000
386,298,1,270.3000,270.3000,1,1,2026-08-24T00:00:00.000
387,97,101,271.0000,271.0000,1,1,2026-08-24T00:00:00.000
388,52,220,271.7000,271.7000,1,1,2026-08-24T00:00:00.000
389,61,120,272.4000,272.4000,1,1,2026-08-24T00:00:00.000
390,341,307,273.1000,273.1000,1,1,2026-08-24T00:00:00.000
391,304,325,273.8000,273.8000,1,1,2026-08-24T00:00:00.000
392,350,28,274.5000,274.5000,1,1,2026-08-24T00:00:00.000
393,141,304,275.2000,275.2000,1,1,2026-08-24T00:00:00.000
