LogisticsShipmentToDeliveryKey,LogisticsShipmentHeaderKey,LogisticsDeliveryKey,DeliveryQuantity,SourceSystemKey,BatchId,LoadedAtUtc
83,265,166,58.2000,1,1,2026-08-24T00:00:00.000
84,393,136,58.9000,1,1,2026-08-24T00:00:00.000
85,489,278,59.6000,1,1,2026-08-24T00:00:00.000
86,431,282,60.3000,1,1,2026-08-24T00:00:00.000
87,180,215,61.0000,1,1,2026-08-24T00:00:00.000
88,388,18,61.7000,1,1,2026-08-24T00:00:00.000
89,240,353,62.4000,1,1,2026-08-24T00:00:00.000
90,15,445,63.1000,1,1,2026-08-24T00:00:00.000
91,411,477,63.8000,1,1,2026-08-24T00:00:00.000
92,128,103,64.5000,1,1,2026-08-24T00:00:00.000
93,436,189,65.2000,1,1,2026-08-24T00:00:00.000
94,208,278,65.9000,1,1,2026-08-24T00:00:00.000
95,237,461,66.6000,1,1,2026-08-24T00:00:00.000
96,202,454,67.3000,1,1,2026-08-24T00:00:00.000
97,471,257,68.0000,1,1,2026-08-24T00:00:00.000
98,374,199,68.7000,1,1,2026-08-24T00:00:00.000
99,289,180,69.4000,1,1,2026-08-24T00:00:00.000
100,449,395,70.1000,1,1,2026-08-24T00:00:00.000
101,1,161,70.8000,1,1,2026-08-24T00:00:00.000
102,463,213,71.5000,1,1,2026-08-24T00:00:00.000
103,402,432,72.2000,1,1,2026-08-24T00:00:00.000
104,246,226,72.9000,1,1,2026-08-24T00:00:00.000
105,131,382,73.6000,1,1,2026-08-24T00:00:00.000
106,371,338,74.3000,1,1,2026-08-24T00:00:00.000
107,59,80,75.0000,1,1,2026-08-24T00:00:00.000
108,236,493,75.7000,1,1,2026-08-24T00:00:00.000
109,240,88,76.4000,1,1,2026-08-24T00:00:00.000
110,290,344,77.1000,1,1,2026-08-24T00:00:00.000
111,170,8,77.8000,1,1,2026-08-24T00:00:00.000
112,134,299,78.5000,1,1,2026-08-24T00:00:00.000
113,203,185,79.2000,1,1,2026-08-24T00:00:00.000
114,11,130,79.9000,1,1,2026-08-24T00:00:00.000
115,133,146,80.6000,1,1,2026-08-24T00:00:00.000
116,64,383,81.3000,1,1,2026-08-24T00:00:00.000
117,99,304,82.0000,1,1,2026-08-24T00:00:00.000
118,222,435,82.7000,1,1,2026-08-24T00:00:00.000
119,165,353,83.4000,1,1,2026-08-24T00:00:00.000
120,155,203,84.1000,1,1,2026-08-24T00:00:00.000
121,20,476,84.8000,1,1,2026-08-24T00:00:00.000
122,107,54,85.5000,1,1,2026-08-24T00:00:00.000
123,252,358,86.2000,1,1,2026-08-24T00:00:00.000
124,78,457,86.9000,1,1,2026-08-24T00:00:00.000
125,269,49,87.6000,1,1,2026-08-24T00:00:00.000
126,51,256,88.3000,1,1,2026-08-24T00:00:00.000
127,60,447,89.0000,1,1,2026-08-24T00:00:00.000
128,178,337,89.7000,1,1,2026-08-24T00:00:00.000
129,40,343,90.4000,1,1,2026-08-24T00:00:00.000
130,362,194,91.1000,1,1,2026-08-24T00:00:00.000
131,443,77,91.8000,1,1,2026-08-24T00:00:00.000
132,137,466,92.5000,1,1,2026-08-24T00:00:00.000
133,44,472,93.2000,1,1,2026-08-24T00:00:00.000
134,309,414,93.9000,1,1,2026-08-24T00:00:00.000
135,145,311,94.6000,1,1,2026-08-24T00:00:00.000
136,263,136,95.3000,1,1,2026-08-24T00:00:00.000
137,42,341,96.0000,1,1,2026-08-24T00:00:00.000
138,466,231,96.7000,1,1,2026-08-24T00:00:00.000
139,127,358,97.4000,1,1,2026-08-24T00:00:00.000
140,400,239,98.1000,1,1,2026-08-24T00:00:00.000
141,196,355,98.8000,1,1,2026-08-24T00:00:00.000
142,467,370,99.5000,1,1,2026-08-24T00:00:00.000
143,177,400,100.2000,1,1,2026-08-24T00:00:00.000
144,149,36,100.9000,1,1,2026-08-24T00:00:00.000
145,137,59,101.6000,1,1,2026-08-24T00:00:00.000
146,43,187,102.3000,1,1,2026-08-24T00:00:00.000
147,125,342,103.0000,1,1,2026-08-24T00:00:00.000
148,321,388,103.7000,1,1,2026-08-24T00:00:00.000
149,148,180,104.4000,1,1,2026-08-24T00:00:00.000
150,398,386,105.1000,1,1,2026-08-24T00:00:00.000
151,95,290,105.8000,1,1,2026-08-24T00:00:00.000
152,416,169,106.5000,1,1,2026-08-24T00:00:00.000
153,483,158,107.2000,1,1,2026-08-24T00:00:00.000
154,223,491,107.9000,1,1,2026-08-24T00:00:00.000
155,230,449,108.6000,1,1,2026-08-24T00:00:00.000
156,445,199,109.3000,1,1,2026-08-24T00:00:00.000
157,52,263,110.0000,1,1,2026-08-24T00:00:00.000
158,311,326,110.7000,1,1,2026-08-24T00:00:00.000
159,132,170,111.4000,1,1,2026-08-24T00:00:00.000
160,234,440,112.1000,1,1,2026-08-24T00:00:00.000
161,354,345,112.8000,1,1,2026-08-24T00:00:00.000
162,494,135,113.5000,1,1,2026-08-24T00:00:00.000
163,207,190,114.2000,1,1,2026-08-24T00:00:00.000
164,136,28,114.9000,1,1,2026-08-24T00:00:00.000
165,497,379,115.6000,1,1,2026-08-24T00:00:00.000
166,115,27,116.3000,1,1,2026-08-24T00:00:00.000
167,383,204,117.0000,1,1,2026-08-24T00:00:00.000
168,129,152,117.7000,1,1,2026-08-24T00:00:00.000
169,291,406,118.4000,1,1,2026-08-24T00:00:00.000
170,478,484,119.1000,1,1,2026-08-24T00:00:00.000
171,419,390,119.8000,1,1,2026-08-24T00:00:00.000
172,121,97,120.5000,1,1,2026-08-24T00:00:00.000
173,368,99,121.2000,1,1,2026-08-24T00:00:00.000
174,285,469,121.9000,1,1,2026-08-24T00:00:00.000
175,379,268,122.6000,1,1,2026-08-24T00:00:00.000
176,61,261,123.3000,1,1,2026-08-24T00:00:00.000
177,424,137,124.0000,1,1,2026-08-24T00:00:00.000
178,19,470,124.7000,1,1,2026-08-24T00:00:00.000
179,424,209,125.4000,1,1,2026-08-24T00:00:00.000
180,460,411,126.1000,1,1,2026-08-24T00:00:00.000
181,342,118,126.8000,1,1,2026-08-24T00:00:00.000
182,293,17,127.5000,1,1,2026-08-24T00:00:00.000
183,120,390,128.2000,1,1,2026-08-24T00:00:00.000
184,309,192,128.9000,1,1,2026-08-24T00:00:00.000
185,480,245,129.6000,1,1,2026-08-24T00:00:00.000
186,327,96,130.3000,1,1,2026-08-24T00:00:00.000
187,295,303,131.0000,1,1,2026-08-24T00:00:00.000
188,314,16,131.7000,1,1,2026-08-24T00:00:00.000
189,154,222,132.4000,1,1,2026-08-24T00:00:00.000
190,306,92,133.1000,1,1,2026-08-24T00:00:00.000
191,265,35,133.8000,1,1,2026-08-24T00:00:00.000
192,111,377,134.5000,1,1,2026-08-24T00:00:00.000
193,314,41,135.2000,1,1,2026-08-24T00:00:00.000
194,164,421,135.9000,1,1,2026-08-24T00:00:00.000
195,349,236,136.6000,1,1,2026-08-24T00:00:00.000
196,322,243,137.3000,1,1,2026-08-24T00:00:00.000
197,414,367,138.0000,1,1,2026-08-24T00:00:00.000
198,336,481,138.7000,1,1,2026-08-24T00:00:00.000
199,362,252,139.4000,1,1,2026-08-24T00:00:00.000
200,455,288,140.1000,1,1,2026-08-24T00:00:00.000
201,92,133,140.8000,1,1,2026-08-24T00:00:00.000
202,374,153,141.5000,1,1,2026-08-24T00:00:00.000
203,372,121,142.2000,1,1,2026-08-24T00:00:00.000
204,17,122,142.9000,1,1,2026-08-24T00:00:00.000
205,162,299,143.6000,1,1,2026-08-24T00:00:00.000
206,213,199,144.3000,1,1,2026-08-24T00:00:00.000
207,202,76,145.0000,1,1,2026-08-24T00:00:00.000
208,294,64,145.7000,1,1,2026-08-24T00:00:00.000
209,93,89,146.4000,1,1,2026-08-24T00:00:00.000
210,87,116,147.1000,1,1,2026-08-24T00:00:00.000
211,349,179,147.8000,1,1,2026-08-24T00:00:00.000
212,228,56,148.5000,1,1,2026-08-24T00:00:00.000
213,470,97,149.2000,1,1,2026-08-24T00:00:00.000
214,293,20,149.9000,1,1,2026-08-24T00:00:00.000
215,194,367,150.6000,1,1,2026-08-24T00:00:00.000
216,84,134,151.3000,1,1,2026-08-24T00:00:00.000
217,100,88,152.0000,1,1,2026-08-24T00:00:00.000
218,49,305,152.7000,1,1,2026-08-24T00:00:00.000
219,146,391,153.4000,1,1,2026-08-24T00:00:00.000
220,298,53,154.1000,1,1,2026-08-24T00:00:00.000
221,404,343,154.8000,1,1,2026-08-24T00:00:00.000
222,162,339,155.5000,1,1,2026-08-24T00:00:00.000
223,435,40,156.2000,1,1,2026-08-24T00:00:00.000
224,54,346,156.9000,1,1,2026-08-24T00:00:00.000
225,494,421,157.6000,1,1,2026-08-24T00:00:00.000
226,483,86,158.3000,1,1,2026-08-24T00:00:00.000
227,440,12,159.0000,1,1,2026-08-24T00:00:00.000
228,201,164,159.7000,1,1,2026-08-24T00:00:00.000
229,84,288,160.4000,1,1,2026-08-24T00:00:00.000
230,60,309,161.1000,1,1,2026-08-24T00:00:00.000
231,396,192,161.8000,1,1,2026-08-24T00:00:00.000
232,119,149,162.5000,1,1,2026-08-24T00:00:00.000
233,27,240,163.2000,1,1,2026-08-24T00:00:00.000
234,254,165,163.9000,1,1,2026-08-24T00:00:00.000
235,200,53,164.6000,1,1,2026-08-24T00:00:00.000
236,439,7,165.3000,1,1,2026-08-24T00:00:00.000
237,161,211,166.0000,1,1,2026-08-24T00:00:00.000
238,396,474,166.7000,1,1,2026-08-24T00:00:00.000
239,240,266,167.4000,1,1,2026-08-24T00:00:00.000
240,217,468,168.1000,1,1,2026-08-24T00:00:00.000
241,384,315,168.8000,1,1,2026-08-24T00:00:00.000
242,332,266,169.5000,1,1,2026-08-24T00:00:00.000
243,301,181,170.2000,1,1,2026-08-24T00:00:00.000
244,352,215,170.9000,1,1,2026-08-24T00:00:00.000
245,46,453,171.6000,1,1,2026-08-24T00:00:00.000
246,264,409,172.3000,1,1,2026-08-24T00:00:00.000
247,86,409,173.0000,1,1,2026-08-24T00:00:00.000
248,71,147,173.7000,1,1,2026-08-24T00:00:00.000
249,468,353,174.4000,1,1,2026-08-24T00:00:00.000
250,236,199,175.1000,1,1,2026-08-24T00:00:00.000
251,409,272,175.8000,1,1,2026-08-24T00:00:00.000
252,280,11,176.5000,1,1,2026-08-24T00:00:00.000
253,208,181,177.2000,1,1,2026-08-24T00:00:00.000
254,411,289,177.9000,1,1,2026-08-24T00:00:00.000
255,21,419,178.6000,1,1,2026-08-24T00:00:00.000
256,50,291,179.3000,1,1,2026-08-24T00:00:00.000
257,148,331,180.0000,1,1,2026-08-24T00:00:00.000
258,82,464,180.7000,1,1,2026-08-24T00:00:00.000
259,102,11,181.4000,1,1,2026-08-24T00:00:00.000
260,203,250,182.1000,1,1,2026-08-24T00:00:00.000
261,281,288,182.8000,1,1,2026-08-24T00:00:00.000
262,312,393,183.5000,1,1,2026-08-24T00:00:00.000
263,436,126,184.2000,1,1,2026-08-24T00:00:00.000
264,428,209,184.9000,1,1,2026-08-24T00:00:00.000
265,225,189,185.6000,1,1,2026-08-24T00:00:00.000
266,99,478,186.3000,1,1,2026-08-24T00:00:00.000
267,411,240,187.0000,1,1,2026-08-24T00:00:00.000
268,234,421,187.7000,1,1,2026-08-24T00:00:00.000
269,136,20,188.4000,1,1,2026-08-24T00:00:00.000
270,384,366,189.1000,1,1,2026-08-24T00:00:00.000
271,151,444,189.8000,1,1,2026-08-24T00:00:00.000
272,134,139,190.5000,1,1,2026-08-24T00:00:00.000
273,45,279,191.2000,1,1,2026-08-24T00:00:00.000
274,301,409,191.9000,1,1,2026-08-24T00:00:00.000
275,140,82,192.6000,1,1,2026-08-24T00:00:00.000
276,180,299,193.3000,1,1,2026-08-24T00:00:00.000
277,294,437,194.0000,1,1,2026-08-24T00:00:00.000
278,433,36,194.7000,1,1,2026-08-24T00:00:00.000
279,132,244,195.4000,1,1,2026-08-24T00:00:00.000
280,232,275,196.1000,1,1,2026-08-24T00:00:00.000
281,328,383,196.8000,1,1,2026-08-24T00:00:00.000
282,252,179,197.5000,1,1,2026-08-24T00:00:00.000
283,439,44,198.2000,1,1,2026-08-24T00:00:00.000
284,322,466,198.9000,1,1,2026-08-24T00:00:00.000
285,465,384,199.6000,1,1,2026-08-24T00:00:00.000
286,298,306,200.3000,1,1,2026-08-24T00:00:00.000
287,289,234,201.0000,1,1,2026-08-24T00:00:00.000
288,166,276,201.7000,1,1,2026-08-24T00:00:00.000
289,229,309,202.4000,1,1,2026-08-24T00:00:00.000
290,78,411,203.1000,1,1,2026-08-24T00:00:00.000
291,332,222,203.8000,1,1,2026-08-24T00:00:00.000
292,390,447,204.5000,1,1,2026-08-24T00:00:00.000
293,387,292,205.2000,1,1,2026-08-24T00:00:00.000
294,237,58,205.9000,1,1,2026-08-24T00:00:00.000
295,437,350,206.6000,1,1,2026-08-24T00:00:00.000
296,48,67,207.3000,1,1,2026-08-24T00:00:00.000
297,440,231,208.0000,1,1,2026-08-24T00:00:00.000
298,396,453,208.7000,1,1,2026-08-24T00:00:00.000
299,21,303,209.4000,1,1,2026-08-24T00:00:00.000
300,148,173,210.1000,1,1,2026-08-24T00:00:00.000
301,86,246,210.8000,1,1,2026-08-24T00:00:00.000
302,470,286,211.5000,1,1,2026-08-24T00:00:00.000
303,208,246,212.2000,1,1,2026-08-24T00:00:00.000
304,472,69,212.9000,1,1,2026-08-24T00:00:00.000
305,107,179,213.6000,1,1,2026-08-24T00:00:00.000
306,270,479,214.3000,1,1,2026-08-24T00:00:00.000
307,341,40,215.0000,1,1,2026-08-24T00:00:00.000
308,203,253,215.7000,1,1,2026-08-24T00:00:00.000
309,329,47,216.4000,1,1,2026-08-24T00:00:00.000
310,225,281,217.1000,1,1,2026-08-24T00:00:00.000
311,88,351,217.8000,1,1,2026-08-24T00:00:00.000
312,76,330,218.5000,1,1,2026-08-24T00:00:00.000
313,372,342,219.2000,1,1,2026-08-24T00:00:00.000
314,373,75,219.9000,1,1,2026-08-24T00:00:00.000
315,185,157,220.6000,1,1,2026-08-24T00:00:00.000
316,282,477,221.3000,1,1,2026-08-24T00:00:00.000
317,30,29,222.0000,1,1,2026-08-24T00:00:00.000
318,268,406,222.7000,1,1,2026-08-24T00:00:00.000
319,73,300,223.4000,1,1,2026-08-24T00:00:00.000
320,185,360,224.1000,1,1,2026-08-24T00:00:00.000
321,407,358,224.8000,1,1,2026-08-24T00:00:00.000
322,493,256,225.5000,1,1,2026-08-24T00:00:00.000
323,289,257,226.2000,1,1,2026-08-24T00:00:00.000
324,198,182,226.9000,1,1,2026-08-24T00:00:00.000
325,65,79,227.6000,1,1,2026-08-24T00:00:00.000
326,44,271,228.3000,1,1,2026-08-24T00:00:00.000
327,133,202,229.0000,1,1,2026-08-24T00:00:00.000
328,455,207,229.7000,1,1,2026-08-24T00:00:00.000
329,155,135,230.4000,1,1,2026-08-24T00:00:00.000
330,499,84,231.1000,1,1,2026-08-24T00:00:00.000
331,46,120,231.8000,1,1,2026-08-24T00:00:00.000
332,488,299,232.5000,1,1,2026-08-24T00:00:00.000
333,351,326,233.2000,1,1,2026-08-24T00:00:00.000
334,183,411,233.9000,1,1,2026-08-24T00:00:00.000
335,32,123,234.6000,1,1,2026-08-24T00:00:00.000
336,440,169,235.3000,1,1,2026-08-24T00:00:00.000
337,47,246,236.0000,1,1,2026-08-24T00:00:00.000
338,332,235,236.7000,1,1,2026-08-24T00:00:00.000
339,77,436,237.4000,1,1,2026-08-24T00:00:00.000
340,171,89,238.1000,1,1,2026-08-24T00:00:00.000
341,351,389,238.8000,1,1,2026-08-24T00:00:00.000
342,356,126,239.5000,1,1,2026-08-24T00:00:00.000
343,9,351,240.2000,1,1,2026-08-24T00:00:00.000
344,424,307,240.9000,1,1,2026-08-24T00:00:00.000
345,480,342,241.6000,1,1,2026-08-24T00:00:00.000
346,160,500,242.3000,1,1,2026-08-24T00:00:00.000
347,322,199,243.0000,1,1,2026-08-24T00:00:00.000
348,350,368,243.7000,1,1,2026-08-24T00:00:00.000
349,116,87,244.4000,1,1,2026-08-24T00:00:00.000
350,117,90,245.1000,1,1,2026-08-24T00:00:00.000
351,107,234,245.8000,1,1,2026-08-24T00:00:00.000
352,391,452,246.5000,1,1,2026-08-24T00:00:00.000
353,177,219,247.2000,1,1,2026-08-24T00:00:00.000
354,427,488,247.9000,1,1,2026-08-24T00:00:00.000
355,331,467,248.6000,1,1,2026-08-24T00:00:00.000
356,217,5,249.3000,1,1,2026-08-24T00:00:00.000
357,322,297,250.0000,1,1,2026-08-24T00:00:00.000
358,151,208,250.7000,1,1,2026-08-24T00:00:00.000
359,244,123,251.4000,1,1,2026-08-24T00:00:00.000
360,88,321,252.1000,1,1,2026-08-24T00:00:00.000
361,453,221,252.8000,1,1,2026-08-24T00:00:00.000
362,481,160,253.5000,1,1,2026-08-24T00:00:00.000
363,405,342,254.2000,1,1,2026-08-24T00:00:00.000
364,280,226,254.9000,1,1,2026-08-24T00:00:00.000
365,81,91,255.6000,1,1,2026-08-24T00:00:00.000
366,358,403,256.3000,1,1,2026-08-24T00:00:00.000
367,182,490,257.0000,1,1,2026-08-24T00:00:00.000
368,286,63,257.7000,1,1,2026-08-24T00:00:00.000
369,481,52,258.4000,1,1,2026-08-24T00:00:00.000
370,165,205,259.1000,1,1,2026-08-24T00:00:00.000
371,109,52,259.8000,1,1,2026-08-24T00:00:00.000
372,346,157,260.5000,1,1,2026-08-24T00:00:00.000
373,464,311,261.2000,1,1,2026-08-24T00:00:00.000
374,428,416,261.9000,1,1,2026-08-24T00:00:00.000
375,347,223,262.6000,1,1,2026-08-24T00:00:00.000
376,237,16,263.3000,1,1,2026-08-24T00:00:00.000
377,170,257,264.0000,1,1,2026-08-24T00:00:00.000
378,187,56,264.7000,1,1,2026-08-24T00:00:00.000
379,51,452,265.4000,1,1,2026-08-24T00:00:00.000
380,173,197,266.1000,1,1,2026-08-24T00:00:00.000
381,25,498,266.8000,1,1,2026-08-24T00:00:00.000
382,466,127,267.5000,1,1,2026-08-24T00:00:00.000
383,374,391,268.2000,1,1,2026-08-24T00:00:00.000
384,279,78,268.9000,1,1,2026-08-24T00:00:00.000
385,310,481,269.6000,1,1,2026-08-24T00:00:00.000
386,454,155,270.3000,1,1,2026-08-24T00:00:00.000
387,13,153,271.0000,1,1,2026-08-24T00:00:00.000
388,193,118,271.7000,1,1,2026-08-24T00:00:00.000
389,275,73,272.4000,1,1,2026-08-24T00:00:00.000
390,444,286,273.1000,1,1,2026-08-24T00:00:00.000
391,25,185,273.8000,1,1,2026-08-24T00:00:00.000
392,49,346,274.5000,1,1,2026-08-24T00:00:00.000
393,468,282,275.2000,1,1,2026-08-24T00:00:00.000
394,24,455,275.9000,1,1,2026-08-24T00:00:00.000
395,17,412,276.6000,1,1,2026-08-24T00:00:00.000
396,406,371,277.3000,1,1,2026-08-24T00:00:00.000
397,208,382,278.0000,1,1,2026-08-24T00:00:00.000
398,166,290,278.7000,1,1,2026-08-24T00:00:00.000
399,343,113,279.4000,1,1,2026-08-24T00:00:00.000
400,89,24,280.1000,1,1,2026-08-24T00:00:00.000
401,402,264,280.8000,1,1,2026-08-24T00:00:00.000
402,364,117,281.5000,1,1,2026-08-24T00:00:00.000
403,45,190,282.2000,1,1,2026-08-24T00:00:00.000
404,370,427,282.9000,1,1,2026-08-24T00:00:00.000
405,490,150,283.6000,1,1,2026-08-24T00:00:00.000
406,28,252,284.3000,1,1,2026-08-24T00:00:00.000
407,333,429,285.0000,1,1,2026-08-24T00:00:00.000
408,167,445,285.7000,1,1,2026-08-24T00:00:00.000
409,91,304,286.4000,1,1,2026-08-24T00:00:00.000
410,278,135,287.1000,1,1,2026-08-24T00:00:00.000
411,158,213,287.8000,1,1,2026-08-24T00:00:00.000
412,116,381,288.5000,1,1,2026-08-24T00:00:00.000
413,285,446,289.2000,1,1,2026-08-24T00:00:00.000
414,199,239,289.9000,1,1,2026-08-24T00:00:00.000
415,260,86,290.6000,1,1,2026-08-24T00:00:00.000
416,351,152,291.3000,1,1,2026-08-24T00:00:00.000
417,329,260,292.0000,1,1,2026-08-24T00:00:00.000
418,140,367,292.7000,1,1,2026-08-24T00:00:00.000
419,225,269,293.4000,1,1,2026-08-24T00:00:00.000
420,16,49,294.1000,1,1,2026-08-24T00:00:00.000
421,165,256,294.8000,1,1,2026-08-24T00:00:00.000
422,16,401,295.5000,1,1,2026-08-24T00:00:00.000
423,382,138,296.2000,1,1,2026-08-24T00:00:00.000
424,66,377,296.9000,1,1,2026-08-24T00:00:00.000
425,63,116,297.6000,1,1,2026-08-24T00:00:00.000
426,273,167,298.3000,1,1,2026-08-24T00:00:00.000
427,21,462,299.0000,1,1,2026-08-24T00:00:00.000
428,462,264,299.7000,1,1,2026-08-24T00:00:00.000
429,406,350,300.4000,1,1,2026-08-24T00:00:00.000
430,445,457,301.1000,1,1,2026-08-24T00:00:00.000
431,200,181,301.8000,1,1,2026-08-24T00:00:00.000
432,456,145,302.5000,1,1,2026-08-24T00:00:00.000
433,266,19,303.2000,1,1,2026-08-24T00:00:00.000
434,389,350,303.9000,1,1,2026-08-24T00:00:00.000
435,412,426,304.6000,1,1,2026-08-24T00:00:00.000
436,326,370,305.3000,1,1,2026-08-24T00:00:00.000
437,228,299,306.0000,1,1,2026-08-24T00:00:00.000
438,198,167,306.7000,1,1,2026-08-24T00:00:00.000
439,81,272,307.4000,1,1,2026-08-24T00:00:00.000
440,222,122,308.1000,1,1,2026-08-24T00:00:00.000
441,395,288,308.8000,1,1,2026-08-24T00:00:00.000
442,412,138,309.5000,1,1,2026-08-24T00:00:00.000
443,419,96,310.2000,1,1,2026-08-24T00:00:00.000
444,497,191,310.9000,1,1,2026-08-24T00:00:00.000
445,295,104,311.6000,1,1,2026-08-24T00:00:00.000
446,157,146,312.3000,1,1,2026-08-24T00:00:00.000
447,333,239,313.0000,1,1,2026-08-24T00:00:00.000
448,47,462,313.7000,1,1,2026-08-24T00:00:00.000
449,43,45,314.4000,1,1,2026-08-24T00:00:00.000
450,393,401,315.1000,1,1,2026-08-24T00:00:00.000
451,476,338,315.8000,1,1,2026-08-24T00:00:00.000
452,297,17,316.5000,1,1,2026-08-24T00:00:00.000
453,323,457,317.2000,1,1,2026-08-24T00:00:00.000
454,186,305,317.9000,1,1,2026-08-24T00:00:00.000
455,346,3,318.6000,1,1,2026-08-24T00:00:00.000
456,31,82,319.3000,1,1,2026-08-24T00:00:00.000
457,181,371,320.0000,1,1,2026-08-24T00:00:00.000
458,325,79,320.7000,1,1,2026-08-24T00:00:00.000
459,147,181,321.4000,1,1,2026-08-24T00:00:00.000
460,341,291,322.1000,1,1,2026-08-24T00:00:00.000
