PurchaseContractProductAssignmentKey,PurchaseSupplierContractKey,ProductKey,PurchaseCommodityKey,ContractUnitPriceAmount,ContractQuantity,SourceSystemKey,BatchId,LoadedAtUtc
95,352,27,306,140.1500,66.6000,1,1,2026-08-24T00:00:00.000
96,215,482,489,141.5200,67.3000,1,1,2026-08-24T00:00:00.000
97,353,471,374,142.8900,68.0000,1,1,2026-08-24T00:00:00.000
98,183,230,280,144.2600,68.7000,1,1,2026-08-24T00:00:00.000
99,183,351,93,145.6300,69.4000,1,1,2026-08-24T00:00:00.000
100,356,96,132,147.0000,70.1000,1,1,2026-08-24T00:00:00.000
101,384,41,66,148.3700,70.8000,1,1,2026-08-24T00:00:00.000
102,351,-1,230,149.7400,71.5000,1,1,2026-08-24T00:00:00.000
103,366,19,442,151.1100,72.2000,1,1,2026-08-24T00:00:00.000
104,105,438,455,152.4800,72.9000,1,1,2026-08-24T00:00:00.000
105,11,216,432,153.8500,73.6000,1,1,2026-08-24T00:00:00.000
106,69,166,116,155.2200,74.3000,1,1,2026-08-24T00:00:00.000
107,202,378,262,156.5900,75.0000,1,1,2026-08-24T00:00:00.000
108,462,292,287,157.9600,75.7000,1,1,2026-08-24T00:00:00.000
109,453,233,314,159.3300,76.4000,1,1,2026-08-24T00:00:00.000
110,345,143,43,160.7000,77.1000,1,1,2026-08-24T00:00:00.000
111,456,233,264,162.0700,77.8000,1,1,2026-08-24T00:00:00.000
112,40,495,195,163.4400,78.5000,1,1,2026-08-24T00:00:00.000
113,467,280,205,164.8100,79.2000,1,1,2026-08-24T00:00:00.000
114,151,460,181,166.1800,79.9000,1,1,2026-08-24T00:00:00.000
115,172,169,128,167.5500,80.6000,1,1,2026-08-24T00:00:00.000
116,493,21,237,168.9200,81.3000,1,1,2026-08-24T00:00:00.000
117,138,340,344,170.2900,82.0000,1,1,2026-08-24T00:00:00.000
118,252,239,361,171.6600,82.7000,1,1,2026-08-24T00:00:00.000
119,101,-1,367,173.0300,83.4000,1,1,2026-08-24T00:00:00.000
120,183,379,170,174.4000,84.1000,1,1,2026-08-24T00:00:00.000
121,270,407,110,175.7700,84.8000,1,1,2026-08-24T00:00:00.000
122,316,450,421,177.1400,85.5000,1,1,2026-08-24T00:00:00.000
123,57,289,488,178.5100,86.2000,1,1,2026-08-24T00:00:00.000
124,285,428,424,179.8800,86.9000,1,1,2026-08-24T00:00:00.000
125,422,256,458,181.2500,87.6000,1,1,2026-08-24T00:00:00.000
126,450,241,60,182.6200,88.3000,1,1,2026-08-24T00:00:00.000
127,5,1,52,183.9900,89.0000,1,1,2026-08-24T00:00:00.000
128,188,147,206,185.3600,89.7000,1,1,2026-08-24T00:00:00.000
129,96,492,121,186.7300,90.4000,1,1,2026-08-24T00:00:00.000
130,483,167,333,188.1000,91.1000,1,1,2026-08-24T00:00:00.000
131,41,229,49,189.4700,91.8000,1,1,2026-08-24T00:00:00.000
132,4,252,364,190.8400,92.5000,1,1,2026-08-24T00:00:00.000
133,487,456,79,192.2100,93.2000,1,1,2026-08-24T00:00:00.000
134,108,461,325,193.5800,93.9000,1,1,2026-08-24T00:00:00.000
135,69,475,437,194.9500,94.6000,1,1,2026-08-24T00:00:00.000
136,69,-1,210,196.3200,95.3000,1,1,2026-08-24T00:00:00.000
137,283,280,66,197.6900,96.0000,1,1,2026-08-24T00:00:00.000
138,22,219,176,199.0600,96.7000,1,1,2026-08-24T00:00:00.000
139,383,191,468,200.4300,97.4000,1,1,2026-08-24T00:00:00.000
140,167,313,253,201.8000,98.1000,1,1,2026-08-24T00:00:00.000
141,142,494,74,203.1700,98.8000,1,1,2026-08-24T00:00:00.000
142,234,59,70,204.5400,99.5000,1,1,2026-08-24T00:00:00.000
143,81,477,269,205.9100,100.2000,1,1,2026-08-24T00:00:00.000
144,93,42,400,207.2800,100.9000,1,1,2026-08-24T00:00:00.000
145,41,38,308,208.6500,101.6000,1,1,2026-08-24T00:00:00.000
146,100,190,319,210.0200,102.3000,1,1,2026-08-24T00:00:00.000
147,429,499,391,211.3900,103.0000,1,1,2026-08-24T00:00:00.000
148,112,234,26,212.7600,103.7000,1,1,2026-08-24T00:00:00.000
149,351,174,124,214.1300,104.4000,1,1,2026-08-24T00:00:00.000
150,330,174,149,215.5000,105.1000,1,1,2026-08-24T00:00:00.000
151,478,194,270,216.8700,105.8000,1,1,2026-08-24T00:00:00.000
152,207,2,175,218.2400,106.5000,1,1,2026-08-24T00:00:00.000
153,339,-1,223,219.6100,107.2000,1,1,2026-08-24T00:00:00.000
154,189,52,304,220.9800,107.9000,1,1,2026-08-24T00:00:00.000
155,463,481,297,222.3500,108.6000,1,1,2026-08-24T00:00:00.000
156,249,469,175,223.7200,109.3000,1,1,2026-08-24T00:00:00.000
157,257,299,59,225.0900,110.0000,1,1,2026-08-24T00:00:00.000
158,274,491,137,226.4600,110.7000,1,1,2026-08-24T00:00:00.000
159,312,371,471,227.8300,111.4000,1,1,2026-08-24T00:00:00.000
160,60,124,489,229.2000,112.1000,1,1,2026-08-24T00:00:00.000
161,495,3,289,230.5700,112.8000,1,1,2026-08-24T00:00:00.000
162,169,83,499,231.9400,113.5000,1,1,2026-08-24T00:00:00.000
163,289,73,263,233.3100,114.2000,1,1,2026-08-24T00:00:00.000
164,320,194,273,234.6800,114.9000,1,1,2026-08-24T00:00:00.000
165,156,402,397,236.0500,115.6000,1,1,2026-08-24T00:00:00.000
166,256,443,1,237.4200,116.3000,1,1,2026-08-24T00:00:00.000
167,180,94,45,238.7900,117.0000,1,1,2026-08-24T00:00:00.000
168,12,426,85,240.1600,117.7000,1,1,2026-08-24T00:00:00.000
169,78,220,432,241.5300,118.4000,1,1,2026-08-24T00:00:00.000
170,472,-1,22,242.9000,119.1000,1,1,2026-08-24T00:00:00.000
171,259,126,416,244.2700,119.8000,1,1,2026-08-24T00:00:00.000
172,39,450,86,245.6400,120.5000,1,1,2026-08-24T00:00:00.000
173,236,68,71,247.0100,121.2000,1,1,2026-08-24T00:00:00.000
174,170,64,420,248.3800,121.9000,1,1,2026-08-24T00:00:00.000
175,323,345,292,249.7500,122.6000,1,1,2026-08-24T00:00:00.000
176,388,297,380,251.1200,123.3000,1,1,2026-08-24T00:00:00.000
177,111,333,119,252.4900,124.0000,1,1,2026-08-24T00:00:00.000
178,492,58,140,253.8600,124.7000,1,1,2026-08-24T00:00:00.000
179,108,114,201,255.2300,125.4000,1,1,2026-08-24T00:00:00.000
180,87,235,342,256.6000,126.1000,1,1,2026-08-24T00:00:00.000
181,438,331,21,257.9700,126.8000,1,1,2026-08-24T00:00:00.000
182,319,406,291,259.3400,127.5000,1,1,2026-08-24T00:00:00.000
183,237,311,412,260.7100,128.2000,1,1,2026-08-24T00:00:00.000
184,146,103,383,262.0800,128.9000,1,1,2026-08-24T00:00:00.000
185,102,296,395,263.4500,129.6000,1,1,2026-08-24T00:00:00.000
186,443,228,131,264.8200,130.3000,1,1,2026-08-24T00:00:00.000
187,42,-1,278,266.1900,131.0000,1,1,2026-08-24T00:00:00.000
188,198,31,333,267.5600,131.7000,1,1,2026-08-24T00:00:00.000
189,436,343,119,268.9300,132.4000,1,1,2026-08-24T00:00:00.000
190,243,192,267,270.3000,133.1000,1,1,2026-08-24T00:00:00.000
191,446,216,76,271.6700,133.8000,1,1,2026-08-24T00:00:00.000
192,220,223,222,273.0400,134.5000,1,1,2026-08-24T00:00:00.000
193,253,199,82,274.4100,135.2000,1,1,2026-08-24T00:00:00.000
194,215,43,359,275.7800,135.9000,1,1,2026-08-24T00:00:00.000
195,87,51,371,277.1500,136.6000,1,1,2026-08-24T00:00:00.000
196,42,32,331,278.5200,137.3000,1,1,2026-08-24T00:00:00.000
197,28,420,30,279.8900,138.0000,1,1,2026-08-24T00:00:00.000
198,291,305,356,281.2600,138.7000,1,1,2026-08-24T00:00:00.000
199,358,295,114,282.6300,139.4000,1,1,2026-08-24T00:00:00.000
200,343,161,154,284.0000,140.1000,1,1,2026-08-24T00:00:00.000
201,274,67,466,285.3700,140.8000,1,1,2026-08-24T00:00:00.000
202,470,113,244,286.7400,141.5000,1,1,2026-08-24T00:00:00.000
203,38,357,424,288.1100,142.2000,1,1,2026-08-24T00:00:00.000
204,166,-1,401,289.4800,142.9000,1,1,2026-08-24T00:00:00.000
205,15,432,118,290.8500,143.6000,1,1,2026-08-24T00:00:00.000
206,423,54,94,292.2200,144.3000,1,1,2026-08-24T00:00:00.000
207,416,164,176,293.5900,145.0000,1,1,2026-08-24T00:00:00.000
208,134,212,123,294.9600,145.7000,1,1,2026-08-24T00:00:00.000
209,175,129,492,296.3300,146.4000,1,1,2026-08-24T00:00:00.000
210,204,424,170,297.7000,147.1000,1,1,2026-08-24T00:00:00.000
211,382,287,401,299.0700,147.8000,1,1,2026-08-24T00:00:00.000
212,1,377,475,300.4400,148.5000,1,1,2026-08-24T00:00:00.000
213,335,291,413,301.8100,149.2000,1,1,2026-08-24T00:00:00.000
214,306,112,291,303.1800,149.9000,1,1,2026-08-24T00:00:00.000
215,492,428,365,304.5500,150.6000,1,1,2026-08-24T00:00:00.000
216,108,93,405,305.9200,151.3000,1,1,2026-08-24T00:00:00.000
217,386,57,345,307.2900,152.0000,1,1,2026-08-24T00:00:00.000
218,428,56,146,308.6600,152.7000,1,1,2026-08-24T00:00:00.000
219,363,337,84,310.0300,153.4000,1,1,2026-08-24T00:00:00.000
220,132,50,405,311.4000,154.1000,1,1,2026-08-24T00:00:00.000
221,49,-1,113,312.7700,154.8000,1,1,2026-08-24T00:00:00.000
222,351,211,414,314.1400,155.5000,1,1,2026-08-24T00:00:00.000
223,157,58,55,315.5100,156.2000,1,1,2026-08-24T00:00:00.000
224,461,301,471,316.8800,156.9000,1,1,2026-08-24T00:00:00.000
225,6,171,224,318.2500,157.6000,1,1,2026-08-24T00:00:00.000
226,410,160,106,319.6200,158.3000,1,1,2026-08-24T00:00:00.000
227,311,276,182,320.9900,159.0000,1,1,2026-08-24T00:00:00.000
228,211,387,497,322.3600,159.7000,1,1,2026-08-24T00:00:00.000
229,325,224,256,323.7300,160.4000,1,1,2026-08-24T00:00:00.000
230,432,147,358,325.1000,161.1000,1,1,2026-08-24T00:00:00.000
231,477,331,430,326.4700,161.8000,1,1,2026-08-24T00:00:00.000
232,382,224,139,327.8400,162.5000,1,1,2026-08-24T00:00:00.000
233,265,378,68,329.2100,163.2000,1,1,2026-08-24T00:00:00.000
234,24,143,301,330.5800,163.9000,1,1,2026-08-24T00:00:00.000
235,287,178,396,331.9500,164.6000,1,1,2026-08-24T00:00:00.000
236,200,60,153,333.3200,165.3000,1,1,2026-08-24T00:00:00.000
237,142,155,178,334.6900,166.0000,1,1,2026-08-24T00:00:00.000
238,204,-1,257,336.0600,166.7000,1,1,2026-08-24T00:00:00.000
239,197,487,286,337.4300,167.4000,1,1,2026-08-24T00:00:00.000
240,491,55,168,338.8000,168.1000,1,1,2026-08-24T00:00:00.000
241,283,143,213,340.1700,168.8000,1,1,2026-08-24T00:00:00.000
242,95,384,305,341.5400,169.5000,1,1,2026-08-24T00:00:00.000
243,140,411,464,342.9100,170.2000,1,1,2026-08-24T00:00:00.000
244,83,105,462,344.2800,170.9000,1,1,2026-08-24T00:00:00.000
245,463,88,372,345.6500,171.6000,1,1,2026-08-24T00:00:00.000
246,188,145,97,347.0200,172.3000,1,1,2026-08-24T00:00:00.000
247,357,50,51,348.3900,173.0000,1,1,2026-08-24T00:00:00.000
248,473,446,410,349.7600,173.7000,1,1,2026-08-24T00:00:00.000
249,470,397,470,351.1300,174.4000,1,1,2026-08-24T00:00:00.000
250,476,257,223,352.5000,175.1000,1,1,2026-08-24T00:00:00.000
251,310,6,205,353.8700,175.8000,1,1,2026-08-24T00:00:00.000
252,425,400,333,355.2400,176.5000,1,1,2026-08-24T00:00:00.000
253,247,208,264,356.6100,177.2000,1,1,2026-08-24T00:00:00.000
254,295,22,433,357.9800,177.9000,1,1,2026-08-24T00:00:00.000
255,396,-1,368,359.3500,178.6000,1,1,2026-08-24T00:00:00.000
256,471,226,13,360.7200,179.3000,1,1,2026-08-24T00:00:00.000
257,79,231,193,362.0900,180.0000,1,1,2026-08-24T00:00:00.000
258,185,69,73,363.4600,180.7000,1,1,2026-08-24T00:00:00.000
259,116,184,91,364.8300,181.4000,1,1,2026-08-24T00:00:00.000
260,446,487,325,366.2000,182.1000,1,1,2026-08-24T00:00:00.000
261,347,58,79,367.5700,182.8000,1,1,2026-08-24T00:00:00.000
262,267,288,113,368.9400,183.5000,1,1,2026-08-24T00:00:00.000
263,384,139,492,370.3100,184.2000,1,1,2026-08-24T00:00:00.000
264,426,305,457,371.6800,184.9000,1,1,2026-08-24T00:00:00.000
265,106,344,157,373.0500,185.6000,1,1,2026-08-24T00:00:00.000
266,280,101,440,374.4200,186.3000,1,1,2026-08-24T00:00:00.000
267,428,343,470,375.7900,187.0000,1,1,2026-08-24T00:00:00.000
268,403,180,48,377.1600,187.7000,1,1,2026-08-24T00:00:00.000
269,1,364,202,378.5300,188.4000,1,1,2026-08-24T00:00:00.000
270,22,412,212,379.9000,189.1000,1,1,2026-08-24T00:00:00.000
271,258,41,237,381.2700,189.8000,1,1,2026-08-24T00:00:00.000
272,440,-1,11,382.6400,190.5000,1,1,2026-08-24T00:00:00.000
273,447,255,328,384.0100,191.2000,1,1,2026-08-24T00:00:00.000
274,96,313,365,385.3800,191.9000,1,1,2026-08-24T00:00:00.000
275,17,83,498,386.7500,192.6000,1,1,2026-08-24T00:00:00.000
276,131,45,378,388.1200,193.3000,1,1,2026-08-24T00:00:00.000
277,182,187,166,389.4900,194.0000,1,1,2026-08-24T00:00:00.000
278,383,317,262,390.8600,194.7000,1,1,2026-08-24T00:00:00.000
279,17,315,195,392.2300,195.4000,1,1,2026-08-24T00:00:00.000
280,273,490,357,393.6000,196.1000,1,1,2026-08-24T00:00:00.000
281,292,65,114,394.9700,196.8000,1,1,2026-08-24T00:00:00.000
282,46,283,223,396.3400,197.5000,1,1,2026-08-24T00:00:00.000
283,257,479,434,397.7100,198.2000,1,1,2026-08-24T00:00:00.000
284,382,207,195,399.0800,198.9000,1,1,2026-08-24T00:00:00.000
285,68,163,235,400.4500,199.6000,1,1,2026-08-24T00:00:00.000
286,106,170,366,401.8200,200.3000,1,1,2026-08-24T00:00:00.000
287,49,123,434,403.1900,201.0000,1,1,2026-08-24T00:00:00.000
288,37,51,319,404.5600,201.7000,1,1,2026-08-24T00:00:00.000
289,330,-1,266,405.9300,202.4000,1,1,2026-08-24T00:00:00.000
290,279,125,289,407.3000,203.1000,1,1,2026-08-24T00:00:00.000
291,124,323,228,408.6700,203.8000,1,1,2026-08-24T00:00:00.000
292,333,325,35,410.0400,204.5000,1,1,2026-08-24T00:00:00.000
293,273,2,471,411.4100,205.2000,1,1,2026-08-24T00:00:00.000
294,402,392,257,412.7800,205.9000,1,1,2026-08-24T00:00:00.000
295,74,295,17,414.1500,206.6000,1,1,2026-08-24T00:00:00.000
296,382,322,188,415.5200,207.3000,1,1,2026-08-24T00:00:00.000
297,493,273,273,416.8900,208.0000,1,1,2026-08-24T00:00:00.000
298,68,115,371,418.2600,208.7000,1,1,2026-08-24T00:00:00.000
299,377,339,360,419.6300,209.4000,1,1,2026-08-24T00:00:00.000
300,446,72,178,421.0000,210.1000,1,1,2026-08-24T00:00:00.000
301,147,152,271,422.3700,210.8000,1,1,2026-08-24T00:00:00.000
302,150,176,137,423.7400,211.5000,1,1,2026-08-24T00:00:00.000
303,282,91,90,425.1100,212.2000,1,1,2026-08-24T00:00:00.000
304,66,143,106,426.4800,212.9000,1,1,2026-08-24T00:00:00.000
305,88,374,351,427.8500,213.6000,1,1,2026-08-24T00:00:00.000
306,255,-1,4,429.2200,214.3000,1,1,2026-08-24T00:00:00.000
307,318,155,492,430.5900,215.0000,1,1,2026-08-24T00:00:00.000
308,295,439,127,431.9600,215.7000,1,1,2026-08-24T00:00:00.000
309,116,242,274,433.3300,216.4000,1,1,2026-08-24T00:00:00.000
310,279,353,33,434.7000,217.1000,1,1,2026-08-24T00:00:00.000
311,481,395,250,436.0700,217.8000,1,1,2026-08-24T00:00:00.000
312,485,119,95,437.4400,218.5000,1,1,2026-08-24T00:00:00.000
313,169,67,409,438.8100,219.2000,1,1,2026-08-24T00:00:00.000
314,393,477,178,440.1800,219.9000,1,1,2026-08-24T00:00:00.000
315,76,475,107,441.5500,220.6000,1,1,2026-08-24T00:00:00.000
316,390,405,462,442.9200,221.3000,1,1,2026-08-24T00:00:00.000
317,284,311,262,444.2900,222.0000,1,1,2026-08-24T00:00:00.000
318,78,353,336,445.6600,222.7000,1,1,2026-08-24T00:00:00.000
319,27,18,38,447.0300,223.4000,1,1,2026-08-24T00:00:00.000
320,337,110,76,448.4000,224.1000,1,1,2026-08-24T00:00:00.000
321,349,227,216,449.7700,224.8000,1,1,2026-08-24T00:00:00.000
322,357,188,81,451.1400,225.5000,1,1,2026-08-24T00:00:00.000
323,193,-1,462,452.5100,226.2000,1,1,2026-08-24T00:00:00.000
324,307,379,413,453.8800,226.9000,1,1,2026-08-24T00:00:00.000
325,119,466,165,455.2500,227.6000,1,1,2026-08-24T00:00:00.000
326,271,325,116,456.6200,228.3000,1,1,2026-08-24T00:00:00.000
327,258,102,331,457.9900,229.0000,1,1,2026-08-24T00:00:00.000
328,320,62,137,459.3600,229.7000,1,1,2026-08-24T00:00:00.000
329,18,313,60,460.7300,230.4000,1,1,2026-08-24T00:00:00.000
330,275,214,321,462.1000,231.1000,1,1,2026-08-24T00:00:00.000
331,481,213,481,463.4700,231.8000,1,1,2026-08-24T00:00:00.000
332,202,429,278,464.8400,232.5000,1,1,2026-08-24T00:00:00.000
333,19,452,29,466.2100,233.2000,1,1,2026-08-24T00:00:00.000
334,59,379,331,467.5800,233.9000,1,1,2026-08-24T00:00:00.000
335,420,316,316,468.9500,234.6000,1,1,2026-08-24T00:00:00.000
336,74,363,124,470.3200,235.3000,1,1,2026-08-24T00:00:00.000
337,181,191,443,471.6900,236.0000,1,1,2026-08-24T00:00:00.000
338,189,286,237,473.0600,236.7000,1,1,2026-08-24T00:00:00.000
339,156,75,215,474.4300,237.4000,1,1,2026-08-24T00:00:00.000
340,8,-1,216,475.8000,238.1000,1,1,2026-08-24T00:00:00.000
341,458,291,107,477.1700,238.8000,1,1,2026-08-24T00:00:00.000
342,324,227,414,478.5400,239.5000,1,1,2026-08-24T00:00:00.000
343,317,128,288,479.9100,240.2000,1,1,2026-08-24T00:00:00.000
344,240,424,473,481.2800,240.9000,1,1,2026-08-24T00:00:00.000
345,245,318,185,482.6500,241.6000,1,1,2026-08-24T00:00:00.000
346,188,312,129,484.0200,242.3000,1,1,2026-08-24T00:00:00.000
347,352,334,365,485.3900,243.0000,1,1,2026-08-24T00:00:00.000
348,324,74,313,486.7600,243.7000,1,1,2026-08-24T00:00:00.000
349,217,18,112,488.1300,244.4000,1,1,2026-08-24T00:00:00.000
350,475,294,181,489.5000,245.1000,1,1,2026-08-24T00:00:00.000
351,146,440,182,490.8700,245.8000,1,1,2026-08-24T00:00:00.000
352,3,198,384,492.2400,246.5000,1,1,2026-08-24T00:00:00.000
353,311,262,403,493.6100,247.2000,1,1,2026-08-24T00:00:00.000
354,349,204,390,494.9800,247.9000,1,1,2026-08-24T00:00:00.000
355,164,2,310,496.3500,248.6000,1,1,2026-08-24T00:00:00.000
356,274,330,285,497.7200,249.3000,1,1,2026-08-24T00:00:00.000
357,455,-1,441,499.0900,250.0000,1,1,2026-08-24T00:00:00.000
358,192,117,179,500.4600,250.7000,1,1,2026-08-24T00:00:00.000
359,375,262,110,501.8300,251.4000,1,1,2026-08-24T00:00:00.000
360,458,457,287,503.2000,252.1000,1,1,2026-08-24T00:00:00.000
361,450,58,187,504.5700,252.8000,1,1,2026-08-24T00:00:00.000
362,38,228,260,505.9400,253.5000,1,1,2026-08-24T00:00:00.000
363,182,2,365,507.3100,254.2000,1,1,2026-08-24T00:00:00.000
364,496,179,180,508.6800,254.9000,1,1,2026-08-24T00:00:00.000
365,360,320,368,510.0500,255.6000,1,1,2026-08-24T00:00:00.000
366,215,185,446,511.4200,256.3000,1,1,2026-08-24T00:00:00.000
367,12,50,354,512.7900,257.0000,1,1,2026-08-24T00:00:00.000
368,496,263,278,514.1600,257.7000,1,1,2026-08-24T00:00:00.000
369,373,266,69,515.5300,258.4000,1,1,2026-08-24T00:00:00.000
370,488,69,9,516.9000,259.1000,1,1,2026-08-24T00:00:00.000
371,474,225,300,518.2700,259.8000,1,1,2026-08-24T00:00:00.000
