ServiceOrderPartKey,ServiceRepairCodeKey,ProductKey,UnitOfMeasureKey,StandardPartQuantity,IsMandatoryPart,SourceSystemKey,BatchId,LoadedAtUtc
239,365,312,2,167.4000,1,1,1,2026-08-24T00:00:00.000
240,370,116,4,168.1000,0,1,1,2026-08-24T00:00:00.000
241,354,191,1,168.8000,1,1,1,2026-08-24T00:00:00.000
242,126,261,6,169.5000,1,1,1,2026-08-24T00:00:00.000
243,402,47,3,170.2000,1,1,1,2026-08-24T00:00:00.000
244,29,210,6,170.9000,1,1,1,2026-08-24T00:00:00.000
245,27,345,2,171.6000,0,1,1,2026-08-24T00:00:00.000
246,206,8,5,172.3000,1,1,1,2026-08-24T00:00:00.000
247,134,442,1,173.0000,1,1,1,2026-08-24T00:00:00.000
248,273,263,5,173.7000,1,1,1,2026-08-24T00:00:00.000
249,355,224,3,174.4000,1,1,1,2026-08-24T00:00:00.000
250,261,194,3,175.1000,0,1,1,2026-08-24T00:00:00.000
251,117,18,1,175.8000,1,1,1,2026-08-24T00:00:00.000
252,495,8,6,176.5000,1,1,1,2026-08-24T00:00:00.000
253,208,320,6,177.2000,1,1,1,2026-08-24T00:00:00.000
254,186,243,2,177.9000,1,1,1,2026-08-24T00:00:00.000
255,72,77,1,178.6000,0,1,1,2026-08-24T00:00:00.000
256,153,277,3,179.3000,1,1,1,2026-08-24T00:00:00.000
257,199,428,6,180.0000,1,1,1,2026-08-24T00:00:00.000
258,137,348,7,180.7000,1,1,1,2026-08-24T00:00:00.000
259,494,259,2,181.4000,1,1,1,2026-08-24T00:00:00.000
260,301,295,5,182.1000,0,1,1,2026-08-24T00:00:00.000
261,354,379,3,182.8000,1,1,1,2026-08-24T00:00:00.000
262,221,186,6,183.5000,1,1,1,2026-08-24T00:00:00.000
263,405,373,3,184.2000,1,1,1,2026-08-24T00:00:00.000
264,209,396,2,184.9000,1,1,1,2026-08-24T00:00:00.000
265,41,440,2,185.6000,0,1,1,2026-08-24T00:00:00.000
266,71,466,2,186.3000,1,1,1,2026-08-24T00:00:00.000
267,288,442,4,187.0000,1,1,1,2026-08-24T00:00:00.000
268,25,485,5,187.7000,1,1,1,2026-08-24T00:00:00.000
269,437,437,7,188.4000,1,1,1,2026-08-24T00:00:00.000
270,406,70,7,189.1000,0,1,1,2026-08-24T00:00:00.000
271,130,80,1,189.8000,1,1,1,2026-08-24T00:00:00.000
272,312,171,3,190.5000,1,1,1,2026-08-24T00:00:00.000
273,169,457,7,191.2000,1,1,1,2026-08-24T00:00:00.000
274,286,281,2,191.9000,1,1,1,2026-08-24T00:00:00.000
275,193,78,6,192.6000,0,1,1,2026-08-24T00:00:00.000
276,476,200,6,193.3000,1,1,1,2026-08-24T00:00:00.000
277,318,459,1,194.0000,1,1,1,2026-08-24T00:00:00.000
278,170,188,1,194.7000,1,1,1,2026-08-24T00:00:00.000
279,412,240,1,195.4000,1,1,1,2026-08-24T00:00:00.000
280,344,259,1,196.1000,0,1,1,2026-08-24T00:00:00.000
281,8,262,5,196.8000,1,1,1,2026-08-24T00:00:00.000
282,318,388,7,197.5000,1,1,1,2026-08-24T00:00:00.000
283,153,395,7,198.2000,1,1,1,2026-08-24T00:00:00.000
284,170,91,7,198.9000,1,1,1,2026-08-24T00:00:00.000
285,369,104,4,199.6000,0,1,1,2026-08-24T00:00:00.000
286,282,283,4,200.3000,1,1,1,2026-08-24T00:00:00.000
287,363,443,3,201.0000,1,1,1,2026-08-24T00:00:00.000
288,143,92,3,201.7000,1,1,1,2026-08-24T00:00:00.000
289,141,413,4,202.4000,1,1,1,2026-08-24T00:00:00.000
290,112,274,5,203.1000,0,1,1,2026-08-24T00:00:00.000
291,85,26,5,203.8000,1,1,1,2026-08-24T00:00:00.000
292,41,259,6,204.5000,1,1,1,2026-08-24T00:00:00.000
293,454,5,6,205.2000,1,1,1,2026-08-24T00:00:00.000
294,291,70,7,205.9000,1,1,1,2026-08-24T00:00:00.000
295,356,363,7,206.6000,0,1,1,2026-08-24T00:00:00.000
296,235,452,7,207.3000,1,1,1,2026-08-24T00:00:00.000
297,21,269,4,208.0000,1,1,1,2026-08-24T00:00:00.000
298,48,20,6,208.7000,1,1,1,2026-08-24T00:00:00.000
299,471,213,5,209.4000,1,1,1,2026-08-24T00:00:00.000
300,317,14,3,210.1000,0,1,1,2026-08-24T00:00:00.000
301,290,135,1,210.8000,1,1,1,2026-08-24T00:00:00.000
302,279,38,7,211.5000,1,1,1,2026-08-24T00:00:00.000
303,96,345,1,212.2000,1,1,1,2026-08-24T00:00:00.000
304,179,327,4,212.9000,1,1,1,2026-08-24T00:00:00.000
305,52,292,5,213.6000,0,1,1,2026-08-24T00:00:00.000
306,1,286,2,214.3000,1,1,1,2026-08-24T00:00:00.000
307,100,303,4,215.0000,1,1,1,2026-08-24T00:00:00.000
308,183,379,1,215.7000,1,1,1,2026-08-24T00:00:00.000
309,485,128,4,216.4000,1,1,1,2026-08-24T00:00:00.000
310,21,39,3,217.1000,0,1,1,2026-08-24T00:00:00.000
311,305,152,5,217.8000,1,1,1,2026-08-24T00:00:00.000
312,11,157,7,218.5000,1,1,1,2026-08-24T00:00:00.000
313,283,106,6,219.2000,1,1,1,2026-08-24T00:00:00.000
314,344,322,4,219.9000,1,1,1,2026-08-24T00:00:00.000
315,95,126,6,220.6000,0,1,1,2026-08-24T00:00:00.000
316,401,171,7,221.3000,1,1,1,2026-08-24T00:00:00.000
317,314,195,3,222.0000,1,1,1,2026-08-24T00:00:00.000
318,64,19,7,222.7000,1,1,1,2026-08-24T00:00:00.000
319,487,287,2,223.4000,1,1,1,2026-08-24T00:00:00.000
320,186,350,6,224.1000,0,1,1,2026-08-24T00:00:00.000
321,474,336,5,224.8000,1,1,1,2026-08-24T00:00:00.000
322,28,342,2,225.5000,1,1,1,2026-08-24T00:00:00.000
323,434,219,1,226.2000,1,1,1,2026-08-24T00:00:00.000
324,35,32,5,226.9000,1,1,1,2026-08-24T00:00:00.000
325,391,129,3,227.6000,0,1,1,2026-08-24T00:00:00.000
326,216,289,7,228.3000,1,1,1,2026-08-24T00:00:00.000
327,109,497,3,229.0000,1,1,1,2026-08-24T00:00:00.000
328,4,107,1,229.7000,1,1,1,2026-08-24T00:00:00.000
329,391,187,6,230.4000,1,1,1,2026-08-24T00:00:00.000
330,322,155,5,231.1000,0,1,1,2026-08-24T00:00:00.000
331,396,276,1,231.8000,1,1,1,2026-08-24T00:00:00.000
332,82,162,6,232.5000,1,1,1,2026-08-24T00:00:00.000
333,82,477,5,233.2000,1,1,1,2026-08-24T00:00:00.000
334,394,70,4,233.9000,1,1,1,2026-08-24T00:00:00.000
335,15,82,7,234.6000,0,1,1,2026-08-24T00:00:00.000
336,22,121,6,235.3000,1,1,1,2026-08-24T00:00:00.000
337,212,424,7,236.0000,1,1,1,2026-08-24T00:00:00.000
338,371,101,6,236.7000,1,1,1,2026-08-24T00:00:00.000
339,426,321,6,237.4000,1,1,1,2026-08-24T00:00:00.000
340,321,162,3,238.1000,0,1,1,2026-08-24T00:00:00.000
341,317,87,4,238.8000,1,1,1,2026-08-24T00:00:00.000
342,120,335,4,239.5000,1,1,1,2026-08-24T00:00:00.000
343,124,64,2,240.2000,1,1,1,2026-08-24T00:00:00.000
344,54,314,3,240.9000,1,1,1,2026-08-24T00:00:00.000
345,363,414,5,241.6000,0,1,1,2026-08-24T00:00:00.000
346,209,317,1,242.3000,1,1,1,2026-08-24T00:00:00.000
347,330,293,3,243.0000,1,1,1,2026-08-24T00:00:00.000
348,58,10,4,243.7000,1,1,1,2026-08-24T00:00:00.000
349,295,285,6,244.4000,1,1,1,2026-08-24T00:00:00.000
350,433,71,7,245.1000,0,1,1,2026-08-24T00:00:00.000
351,260,150,5,245.8000,1,1,1,2026-08-24T00:00:00.000
352,118,273,4,246.5000,1,1,1,2026-08-24T00:00:00.000
353,477,91,5,247.2000,1,1,1,2026-08-24T00:00:00.000
354,256,434,5,247.9000,1,1,1,2026-08-24T00:00:00.000
355,481,443,6,248.6000,0,1,1,2026-08-24T00:00:00.000
356,134,16,3,249.3000,1,1,1,2026-08-24T00:00:00.000
357,488,262,6,250.0000,1,1,1,2026-08-24T00:00:00.000
358,282,182,7,250.7000,1,1,1,2026-08-24T00:00:00.000
359,333,177,7,251.4000,1,1,1,2026-08-24T00:00:00.000
360,182,30,5,252.1000,0,1,1,2026-08-24T00:00:00.000
361,187,488,6,252.8000,1,1,1,2026-08-24T00:00:00.000
362,466,113,7,253.5000,1,1,1,2026-08-24T00:00:00.000
363,411,28,2,254.2000,1,1,1,2026-08-24T00:00:00.000
364,8,14,2,254.9000,1,1,1,2026-08-24T00:00:00.000
365,328,276,4,255.6000,0,1,1,2026-08-24T00:00:00.000
366,493,315,3,256.3000,1,1,1,2026-08-24T00:00:00.000
367,2,400,7,257.0000,1,1,1,2026-08-24T00:00:00.000
368,360,496,6,257.7000,1,1,1,2026-08-24T00:00:00.000
369,86,163,3,258.4000,1,1,1,2026-08-24T00:00:00.000
370,232,332,3,259.1000,0,1,1,2026-08-24T00:00:00.000
371,430,174,7,259.8000,1,1,1,2026-08-24T00:00:00.000
372,252,370,4,260.5000,1,1,1,2026-08-24T00:00:00.000
373,476,457,1,261.2000,1,1,1,2026-08-24T00:00:00.000
374,309,242,6,261.9000,1,1,1,2026-08-24T00:00:00.000
375,130,332,1,262.6000,0,1,1,2026-08-24T00:00:00.000
376,49,446,4,263.3000,1,1,1,2026-08-24T00:00:00.000
377,452,382,3,264.0000,1,1,1,2026-08-24T00:00:00.000
378,161,77,5,264.7000,1,1,1,2026-08-24T00:00:00.000
379,218,251,5,265.4000,1,1,1,2026-08-24T00:00:00.000
380,200,76,7,266.1000,0,1,1,2026-08-24T00:00:00.000
381,173,135,7,266.8000,1,1,1,2026-08-24T00:00:00.000
382,381,21,7,267.5000,1,1,1,2026-08-24T00:00:00.000
383,145,353,1,268.2000,1,1,1,2026-08-24T00:00:00.000
384,234,340,2,268.9000,1,1,1,2026-08-24T00:00:00.000
385,185,200,2,269.6000,0,1,1,2026-08-24T00:00:00.000
386,329,362,1,270.3000,1,1,1,2026-08-24T00:00:00.000
387,236,26,1,271.0000,1,1,1,2026-08-24T00:00:00.000
388,12,422,4,271.7000,1,1,1,2026-08-24T00:00:00.000
389,307,235,7,272.4000,1,1,1,2026-08-24T00:00:00.000
390,279,273,6,273.1000,0,1,1,2026-08-24T00:00:00.000
391,210,112,5,273.8000,1,1,1,2026-08-24T00:00:00.000
392,463,16,6,274.5000,1,1,1,2026-08-24T00:00:00.000
393,368,85,5,275.2000,1,1,1,2026-08-24T00:00:00.000
394,125,71,5,275.9000,1,1,1,2026-08-24T00:00:00.000
395,74,150,1,276.6000,0,1,1,2026-08-24T00:00:00.000
396,360,1,2,277.3000,1,1,1,2026-08-24T00:00:00.000
397,32,22,2,278.0000,1,1,1,2026-08-24T00:00:00.000
398,152,84,1,278.7000,1,1,1,2026-08-24T00:00:00.000
399,40,256,4,279.4000,1,1,1,2026-08-24T00:00:00.000
400,36,14,6,280.1000,0,1,1,2026-08-24T00:00:00.000
401,452,272,4,280.8000,1,1,1,2026-08-24T00:00:00.000
402,228,189,4,281.5000,1,1,1,2026-08-24T00:00:00.000
403,322,102,2,282.2000,1,1,1,2026-08-24T00:00:00.000
404,24,208,7,282.9000,1,1,1,2026-08-24T00:00:00.000
405,67,58,6,283.6000,0,1,1,2026-08-24T00:00:00.000
