LaborEmployeeCrewKey,EmployeeKey,LaborCrewKey,LaborTeamKey,AssignmentStartDate,AssignmentEndDate,AllocationRatio,SourceSystemKey,BatchId,LoadedAtUtc
46,200,456,298,2020-02-16,2021-02-15,47.0000,1,1,2026-08-24T00:00:00.000
47,267,2,80,2020-02-17,2021-02-16,48.0000,1,1,2026-08-24T00:00:00.000
48,335,241,220,2020-02-18,2021-02-17,49.0000,1,1,2026-08-24T00:00:00.000
49,119,75,176,2020-02-19,2021-02-18,50.0000,1,1,2026-08-24T00:00:00.000
50,51,406,402,2020-02-20,2021-02-19,51.0000,1,1,2026-08-24T00:00:00.000
51,42,431,330,2020-02-21,2021-02-20,52.0000,1,1,2026-08-24T00:00:00.000
52,347,272,63,2020-02-22,2021-02-21,53.0000,1,1,2026-08-24T00:00:00.000
53,142,478,385,2020-02-23,2021-02-22,54.0000,1,1,2026-08-24T00:00:00.000
54,268,239,410,2020-02-24,2021-02-23,55.0000,1,1,2026-08-24T00:00:00.000
55,239,147,192,2020-02-25,2021-02-24,56.0000,1,1,2026-08-24T00:00:00.000
56,365,249,410,2020-02-26,2021-02-25,57.0000,1,1,2026-08-24T00:00:00.000
57,59,179,498,2020-02-27,2021-02-26,58.0000,1,1,2026-08-24T00:00:00.000
58,191,314,131,2020-02-28,2021-02-27,59.0000,1,1,2026-08-24T00:00:00.000
59,271,340,396,2020-02-29,2021-02-28,60.0000,1,1,2026-08-24T00:00:00.000
60,161,135,83,2020-03-01,2021-03-01,61.0000,1,1,2026-08-24T00:00:00.000
61,267,132,336,2020-03-02,2021-03-02,62.0000,1,1,2026-08-24T00:00:00.000
62,84,418,461,2020-03-03,2021-03-03,63.0000,1,1,2026-08-24T00:00:00.000
63,231,424,349,2020-03-04,2021-03-04,64.0000,1,1,2026-08-24T00:00:00.000
64,115,247,349,2020-03-05,2021-03-05,65.0000,1,1,2026-08-24T00:00:00.000
65,125,468,43,2020-03-06,2021-03-06,66.0000,1,1,2026-08-24T00:00:00.000
66,446,430,151,2020-03-07,2021-03-07,67.0000,1,1,2026-08-24T00:00:00.000
67,184,340,344,2020-03-08,2021-03-08,68.0000,1,1,2026-08-24T00:00:00.000
68,183,298,16,2020-03-09,2021-03-09,69.0000,1,1,2026-08-24T00:00:00.000
69,96,496,359,2020-03-10,2021-03-10,70.0000,1,1,2026-08-24T00:00:00.000
70,474,62,456,2020-03-11,2021-03-11,71.0000,1,1,2026-08-24T00:00:00.000
71,296,136,235,2020-03-12,2021-03-12,72.0000,1,1,2026-08-24T00:00:00.000
72,165,99,288,2020-03-13,2021-03-13,73.0000,1,1,2026-08-24T00:00:00.000
73,492,340,470,2020-03-14,2021-03-14,74.0000,1,1,2026-08-24T00:00:00.000
74,157,446,215,2020-03-15,2021-03-15,75.0000,1,1,2026-08-24T00:00:00.000
75,107,185,61,2020-03-16,2021-03-16,76.0000,1,1,2026-08-24T00:00:00.000
76,480,184,412,2020-03-17,2021-03-17,77.0000,1,1,2026-08-24T00:00:00.000
77,117,203,130,2020-03-18,2021-03-18,78.0000,1,1,2026-08-24T00:00:00.000
78,263,462,113,2020-03-19,2021-03-19,79.0000,1,1,2026-08-24T00:00:00.000
79,417,291,227,2020-03-20,2021-03-20,80.0000,1,1,2026-08-24T00:00:00.000
80,154,336,147,2020-03-21,2021-03-21,81.0000,1,1,2026-08-24T00:00:00.000
81,360,178,79,2020-03-22,2021-03-22,82.0000,1,1,2026-08-24T00:00:00.000
82,424,355,11,2020-03-23,2021-03-23,83.0000,1,1,2026-08-24T00:00:00.000
83,97,302,421,2020-03-24,2021-03-24,84.0000,1,1,2026-08-24T00:00:00.000
84,348,401,42,2020-03-25,2021-03-25,85.0000,1,1,2026-08-24T00:00:00.000
85,124,322,373,2020-03-26,2021-03-26,86.0000,1,1,2026-08-24T00:00:00.000
86,419,415,32,2020-03-27,2021-03-27,87.0000,1,1,2026-08-24T00:00:00.000
87,424,358,1,2020-03-28,2021-03-28,88.0000,1,1,2026-08-24T00:00:00.000
88,228,185,487,2020-03-29,2021-03-29,89.0000,1,1,2026-08-24T00:00:00.000
89,316,227,65,2020-03-30,2021-03-30,90.0000,1,1,2026-08-24T00:00:00.000
90,457,491,113,2020-03-31,2021-03-31,91.0000,1,1,2026-08-24T00:00:00.000
91,345,279,340,2020-04-01,2021-04-01,92.0000,1,1,2026-08-24T00:00:00.000
92,212,495,400,2020-04-02,2021-04-02,93.0000,1,1,2026-08-24T00:00:00.000
93,127,348,500,2020-04-03,2021-04-03,94.0000,1,1,2026-08-24T00:00:00.000
94,393,153,5,2020-04-04,2021-04-04,95.0000,1,1,2026-08-24T00:00:00.000
95,248,303,462,2020-04-05,2021-04-05,96.0000,1,1,2026-08-24T00:00:00.000
96,20,241,291,2020-04-06,2021-04-06,97.0000,1,1,2026-08-24T00:00:00.000
97,285,356,22,2020-04-07,2021-04-07,98.0000,1,1,2026-08-24T00:00:00.000
98,419,137,209,2020-04-08,2021-04-08,99.0000,1,1,2026-08-24T00:00:00.000
99,148,101,296,2020-04-09,2021-04-09,100.0000,1,1,2026-08-24T00:00:00.000
100,78,286,254,2020-04-10,2021-04-10,101.0000,1,1,2026-08-24T00:00:00.000
101,240,322,84,2020-04-11,2021-04-11,102.0000,1,1,2026-08-24T00:00:00.000
102,200,128,285,2020-04-12,2021-04-12,103.0000,1,1,2026-08-24T00:00:00.000
103,145,345,364,2020-04-13,2021-04-13,104.0000,1,1,2026-08-24T00:00:00.000
104,341,469,318,2020-04-14,2021-04-14,105.0000,1,1,2026-08-24T00:00:00.000
105,470,71,68,2020-04-15,2021-04-15,106.0000,1,1,2026-08-24T00:00:00.000
106,489,477,286,2020-04-16,2021-04-16,107.0000,1,1,2026-08-24T00:00:00.000
107,19,200,70,2020-04-17,2021-04-17,108.0000,1,1,2026-08-24T00:00:00.000
108,466,388,346,2020-04-18,2021-04-18,109.0000,1,1,2026-08-24T00:00:00.000
109,54,187,427,2020-04-19,2021-04-19,110.0000,1,1,2026-08-24T00:00:00.000
110,130,220,119,2020-04-20,2021-04-20,111.0000,1,1,2026-08-24T00:00:00.000
111,172,201,180,2020-04-21,2021-04-21,112.0000,1,1,2026-08-24T00:00:00.000
112,245,261,302,2020-04-22,2021-04-22,113.0000,1,1,2026-08-24T00:00:00.000
113,197,302,84,2020-04-23,2021-04-23,114.0000,1,1,2026-08-24T00:00:00.000
114,255,121,410,2020-04-24,2021-04-24,115.0000,1,1,2026-08-24T00:00:00.000
115,165,179,475,2020-04-25,2021-04-25,116.0000,1,1,2026-08-24T00:00:00.000
116,94,82,26,2020-04-26,2021-04-26,117.0000,1,1,2026-08-24T00:00:00.000
117,151,201,156,2020-04-27,2021-04-27,118.0000,1,1,2026-08-24T00:00:00.000
118,119,81,457,2020-04-28,2021-04-28,119.0000,1,1,2026-08-24T00:00:00.000
119,259,443,172,2020-04-29,2021-04-29,120.0000,1,1,2026-08-24T00:00:00.000
120,178,366,101,2020-04-30,2021-04-30,121.0000,1,1,2026-08-24T00:00:00.000
121,250,195,322,2020-05-01,2021-05-01,122.0000,1,1,2026-08-24T00:00:00.000
122,196,276,200,2020-05-02,2021-05-02,123.0000,1,1,2026-08-24T00:00:00.000
123,336,407,111,2020-05-03,2021-05-03,124.0000,1,1,2026-08-24T00:00:00.000
124,457,401,331,2020-05-04,2021-05-04,125.0000,1,1,2026-08-24T00:00:00.000
125,220,228,46,2020-05-05,2021-05-05,126.0000,1,1,2026-08-24T00:00:00.000
126,4,403,179,2020-05-06,2021-05-06,127.0000,1,1,2026-08-24T00:00:00.000
127,131,464,103,2020-05-07,2021-05-07,128.0000,1,1,2026-08-24T00:00:00.000
128,260,239,201,2020-05-08,2021-05-08,129.0000,1,1,2026-08-24T00:00:00.000
129,182,472,353,2020-05-09,2021-05-09,130.0000,1,1,2026-08-24T00:00:00.000
130,213,363,376,2020-05-10,2021-05-10,131.0000,1,1,2026-08-24T00:00:00.000
131,77,291,231,2020-05-11,2021-05-11,132.0000,1,1,2026-08-24T00:00:00.000
132,444,105,321,2020-05-12,2021-05-12,133.0000,1,1,2026-08-24T00:00:00.000
133,257,226,79,2020-05-13,2021-05-13,134.0000,1,1,2026-08-24T00:00:00.000
134,267,266,391,2020-05-14,2021-05-14,135.0000,1,1,2026-08-24T00:00:00.000
135,276,295,87,2020-05-15,2021-05-15,136.0000,1,1,2026-08-24T00:00:00.000
136,481,201,490,2020-05-16,2021-05-16,137.0000,1,1,2026-08-24T00:00:00.000
137,6,208,41,2020-05-17,2021-05-17,138.0000,1,1,2026-08-24T00:00:00.000
138,389,379,314,2020-05-18,2021-05-18,139.0000,1,1,2026-08-24T00:00:00.000
139,292,317,31,2020-05-19,2021-05-19,140.0000,1,1,2026-08-24T00:00:00.000
140,25,173,389,2020-05-20,2021-05-20,141.0000,1,1,2026-08-24T00:00:00.000
141,184,295,141,2020-05-21,2021-05-21,142.0000,1,1,2026-08-24T00:00:00.000
142,411,176,204,2020-05-22,2021-05-22,143.0000,1,1,2026-08-24T00:00:00.000
143,50,44,100,2020-05-23,2021-05-23,144.0000,1,1,2026-08-24T00:00:00.000
144,249,471,5,2020-05-24,2021-05-24,145.0000,1,1,2026-08-24T00:00:00.000
145,483,226,302,2020-05-25,2021-05-25,146.0000,1,1,2026-08-24T00:00:00.000
146,148,340,249,2020-05-26,2021-05-26,147.0000,1,1,2026-08-24T00:00:00.000
147,131,209,422,2020-05-27,2021-05-27,148.0000,1,1,2026-08-24T00:00:00.000
148,436,79,111,2020-05-28,2021-05-28,149.0000,1,1,2026-08-24T00:00:00.000
149,96,173,32,2020-05-29,2021-05-29,150.0000,1,1,2026-08-24T00:00:00.000
150,472,455,284,2020-05-30,2021-05-30,151.0000,1,1,2026-08-24T00:00:00.000
151,345,348,23,2020-05-31,2021-05-31,152.0000,1,1,2026-08-24T00:00:00.000
152,82,17,423,2020-06-01,2021-06-01,153.0000,1,1,2026-08-24T00:00:00.000
153,475,58,221,2020-06-02,2021-06-02,154.0000,1,1,2026-08-24T00:00:00.000
154,7,93,397,2020-06-03,2021-06-03,155.0000,1,1,2026-08-24T00:00:00.000
155,56,333,110,2020-06-04,2021-06-04,156.0000,1,1,2026-08-24T00:00:00.000
156,17,79,265,2020-06-05,2021-06-05,157.0000,1,1,2026-08-24T00:00:00.000
157,456,177,89,2020-06-06,2021-06-06,158.0000,1,1,2026-08-24T00:00:00.000
158,183,314,485,2020-06-07,2021-06-07,159.0000,1,1,2026-08-24T00:00:00.000
159,265,37,363,2020-06-08,2021-06-08,160.0000,1,1,2026-08-24T00:00:00.000
160,183,214,383,2020-06-09,2021-06-09,161.0000,1,1,2026-08-24T00:00:00.000
161,292,39,78,2020-06-10,2021-06-10,162.0000,1,1,2026-08-24T00:00:00.000
162,74,289,413,2020-06-11,2021-06-11,163.0000,1,1,2026-08-24T00:00:00.000
163,386,367,331,2020-06-12,2021-06-12,164.0000,1,1,2026-08-24T00:00:00.000
164,475,126,134,2020-06-13,2021-06-13,165.0000,1,1,2026-08-24T00:00:00.000
165,120,424,395,2020-06-14,2021-06-14,166.0000,1,1,2026-08-24T00:00:00.000
166,122,32,278,2020-06-15,2021-06-15,167.0000,1,1,2026-08-24T00:00:00.000
167,446,398,368,2020-06-16,2021-06-16,168.0000,1,1,2026-08-24T00:00:00.000
168,240,183,222,2020-06-17,2021-06-17,169.0000,1,1,2026-08-24T00:00:00.000
169,165,261,116,2020-06-18,2021-06-18,170.0000,1,1,2026-08-24T00:00:00.000
170,321,377,354,2020-06-19,2021-06-19,171.0000,1,1,2026-08-24T00:00:00.000
171,162,459,239,2020-06-20,2021-06-20,172.0000,1,1,2026-08-24T00:00:00.000
172,68,452,6,2020-06-21,2021-06-21,173.0000,1,1,2026-08-24T00:00:00.000
173,278,213,158,2020-06-22,2021-06-22,174.0000,1,1,2026-08-24T00:00:00.000
174,437,131,175,2020-06-23,2021-06-23,175.0000,1,1,2026-08-24T00:00:00.000
175,371,351,302,2020-06-24,2021-06-24,176.0000,1,1,2026-08-24T00:00:00.000
176,27,92,101,2020-06-25,2021-06-25,177.0000,1,1,2026-08-24T00:00:00.000
177,383,404,44,2020-06-26,2021-06-26,178.0000,1,1,2026-08-24T00:00:00.000
178,174,397,46,2020-06-27,2021-06-27,179.0000,1,1,2026-08-24T00:00:00.000
179,462,275,197,2020-06-28,2021-06-28,180.0000,1,1,2026-08-24T00:00:00.000
180,206,288,298,2020-06-29,2021-06-29,181.0000,1,1,2026-08-24T00:00:00.000
181,77,173,126,2020-06-30,2021-06-30,182.0000,1,1,2026-08-24T00:00:00.000
182,229,382,229,2020-07-01,2021-07-01,183.0000,1,1,2026-08-24T00:00:00.000
183,15,451,352,2020-07-02,2021-07-02,184.0000,1,1,2026-08-24T00:00:00.000
184,409,148,180,2020-07-03,2021-07-03,185.0000,1,1,2026-08-24T00:00:00.000
185,357,421,441,2020-07-04,2021-07-04,186.0000,1,1,2026-08-24T00:00:00.000
186,439,187,273,2020-07-05,2021-07-05,187.0000,1,1,2026-08-24T00:00:00.000
187,4,28,41,2020-07-06,2021-07-06,188.0000,1,1,2026-08-24T00:00:00.000
188,466,45,263,2020-07-07,2021-07-07,189.0000,1,1,2026-08-24T00:00:00.000
189,259,178,238,2020-07-08,2021-07-08,190.0000,1,1,2026-08-24T00:00:00.000
190,61,38,264,2020-07-09,2021-07-09,191.0000,1,1,2026-08-24T00:00:00.000
191,499,396,96,2020-07-10,2021-07-10,192.0000,1,1,2026-08-24T00:00:00.000
192,58,69,34,2020-07-11,2021-07-11,193.0000,1,1,2026-08-24T00:00:00.000
193,413,370,98,2020-07-12,2021-07-12,194.0000,1,1,2026-08-24T00:00:00.000
194,41,121,364,2020-07-13,2021-07-13,195.0000,1,1,2026-08-24T00:00:00.000
195,29,407,414,2020-07-14,2021-07-14,196.0000,1,1,2026-08-24T00:00:00.000
196,189,391,312,2020-07-15,2021-07-15,197.0000,1,1,2026-08-24T00:00:00.000
197,337,9,128,2020-07-16,2021-07-16,198.0000,1,1,2026-08-24T00:00:00.000
198,337,310,281,2020-07-17,2021-07-17,199.0000,1,1,2026-08-24T00:00:00.000
199,56,123,4,2020-07-18,2021-07-18,200.0000,1,1,2026-08-24T00:00:00.000
200,136,428,27,2020-07-19,2021-07-19,201.0000,1,1,2026-08-24T00:00:00.000
201,28,426,284,2020-07-20,2021-07-20,202.0000,1,1,2026-08-24T00:00:00.000
202,453,47,362,2020-07-21,2021-07-21,203.0000,1,1,2026-08-24T00:00:00.000
203,262,145,478,2020-07-22,2021-07-22,204.0000,1,1,2026-08-24T00:00:00.000
204,449,127,337,2020-07-23,2021-07-23,205.0000,1,1,2026-08-24T00:00:00.000
205,298,381,5,2020-07-24,2021-07-24,206.0000,1,1,2026-08-24T00:00:00.000
206,409,73,83,2020-07-25,2021-07-25,207.0000,1,1,2026-08-24T00:00:00.000
207,251,300,246,2020-07-26,2021-07-26,208.0000,1,1,2026-08-24T00:00:00.000
208,351,259,338,2020-07-27,2021-07-27,209.0000,1,1,2026-08-24T00:00:00.000
209,114,496,110,2020-07-28,2021-07-28,210.0000,1,1,2026-08-24T00:00:00.000
210,165,353,218,2020-07-29,2021-07-29,211.0000,1,1,2026-08-24T00:00:00.000
211,349,175,364,2020-07-30,2021-07-30,212.0000,1,1,2026-08-24T00:00:00.000
212,278,194,464,2020-07-31,2021-07-31,213.0000,1,1,2026-08-24T00:00:00.000
213,325,283,392,2020-08-01,2021-08-01,214.0000,1,1,2026-08-24T00:00:00.000
214,498,17,253,2020-08-02,2021-08-02,215.0000,1,1,2026-08-24T00:00:00.000
215,294,71,160,2020-08-03,2021-08-03,216.0000,1,1,2026-08-24T00:00:00.000
216,19,269,469,2020-08-04,2021-08-04,217.0000,1,1,2026-08-24T00:00:00.000
217,449,277,25,2020-08-05,2021-08-05,218.0000,1,1,2026-08-24T00:00:00.000
218,230,150,310,2020-08-06,2021-08-06,219.0000,1,1,2026-08-24T00:00:00.000
219,459,260,113,2020-08-07,2021-08-07,220.0000,1,1,2026-08-24T00:00:00.000
220,420,457,496,2020-08-08,2021-08-08,221.0000,1,1,2026-08-24T00:00:00.000
221,161,434,278,2020-08-09,2021-08-09,222.0000,1,1,2026-08-24T00:00:00.000
222,51,373,369,2020-08-10,2021-08-10,223.0000,1,1,2026-08-24T00:00:00.000
223,217,203,462,2020-08-11,2021-08-11,224.0000,1,1,2026-08-24T00:00:00.000
224,425,404,457,2020-08-12,2021-08-12,225.0000,1,1,2026-08-24T00:00:00.000
225,207,378,85,2020-08-13,2021-08-13,226.0000,1,1,2026-08-24T00:00:00.000
226,206,452,414,2020-08-14,2021-08-14,227.0000,1,1,2026-08-24T00:00:00.000
227,110,8,285,2020-08-15,2021-08-15,228.0000,1,1,2026-08-24T00:00:00.000
228,197,466,195,2020-08-16,2021-08-16,229.0000,1,1,2026-08-24T00:00:00.000
229,218,113,340,2020-08-17,2021-08-17,230.0000,1,1,2026-08-24T00:00:00.000
230,293,51,458,2020-08-18,2021-08-18,231.0000,1,1,2026-08-24T00:00:00.000
231,175,365,54,2020-08-19,2021-08-19,232.0000,1,1,2026-08-24T00:00:00.000
232,338,96,361,2020-08-20,2021-08-20,233.0000,1,1,2026-08-24T00:00:00.000
233,67,402,466,2020-08-21,2021-08-21,234.0000,1,1,2026-08-24T00:00:00.000
234,244,96,447,2020-08-22,2021-08-22,235.0000,1,1,2026-08-24T00:00:00.000
235,382,473,17,2020-08-23,2021-08-23,236.0000,1,1,2026-08-24T00:00:00.000
236,126,480,153,2020-08-24,2021-08-24,237.0000,1,1,2026-08-24T00:00:00.000
237,126,202,143,2020-08-25,2021-08-25,238.0000,1,1,2026-08-24T00:00:00.000
238,296,274,104,2020-08-26,2021-08-26,239.0000,1,1,2026-08-24T00:00:00.000
239,26,94,34,2020-08-27,2021-08-27,240.0000,1,1,2026-08-24T00:00:00.000
240,118,39,396,2020-08-28,2021-08-28,241.0000,1,1,2026-08-24T00:00:00.000
241,112,465,493,2020-08-29,2021-08-29,242.0000,1,1,2026-08-24T00:00:00.000
242,98,124,491,2020-08-30,2021-08-30,243.0000,1,1,2026-08-24T00:00:00.000
243,460,91,408,2020-08-31,2021-08-31,244.0000,1,1,2026-08-24T00:00:00.000
244,476,103,371,2020-09-01,2021-09-01,245.0000,1,1,2026-08-24T00:00:00.000
245,104,159,371,2020-09-02,2021-09-02,246.0000,1,1,2026-08-24T00:00:00.000
246,231,11,128,2020-09-03,2021-09-03,247.0000,1,1,2026-08-24T00:00:00.000
247,15,260,482,2020-09-04,2021-09-04,248.0000,1,1,2026-08-24T00:00:00.000
248,468,46,435,2020-09-05,2021-09-05,249.0000,1,1,2026-08-24T00:00:00.000
249,151,182,110,2020-09-06,2021-09-06,250.0000,1,1,2026-08-24T00:00:00.000
250,341,233,343,2020-09-07,2021-09-07,251.0000,1,1,2026-08-24T00:00:00.000
251,134,472,371,2020-09-08,2021-09-08,252.0000,1,1,2026-08-24T00:00:00.000
252,465,280,120,2020-09-09,2021-09-09,253.0000,1,1,2026-08-24T00:00:00.000
253,88,128,7,2020-09-10,2021-09-10,254.0000,1,1,2026-08-24T00:00:00.000
254,145,260,1,2020-09-11,2021-09-11,255.0000,1,1,2026-08-24T00:00:00.000
255,244,463,192,2020-09-12,2021-09-12,256.0000,1,1,2026-08-24T00:00:00.000
256,349,159,407,2020-09-13,2021-09-13,257.0000,1,1,2026-08-24T00:00:00.000
257,184,365,125,2020-09-14,2021-09-14,258.0000,1,1,2026-08-24T00:00:00.000
258,500,418,317,2020-09-15,2021-09-15,259.0000,1,1,2026-08-24T00:00:00.000
259,419,110,288,2020-09-16,2021-09-16,260.0000,1,1,2026-08-24T00:00:00.000
260,466,242,431,2020-09-17,2021-09-17,261.0000,1,1,2026-08-24T00:00:00.000
261,343,494,359,2020-09-18,2021-09-18,262.0000,1,1,2026-08-24T00:00:00.000
262,131,405,101,2020-09-19,2021-09-19,263.0000,1,1,2026-08-24T00:00:00.000
263,81,179,179,2020-09-20,2021-09-20,264.0000,1,1,2026-08-24T00:00:00.000
264,360,78,39,2020-09-21,2021-09-21,265.0000,1,1,2026-08-24T00:00:00.000
265,417,55,500,2020-09-22,2021-09-22,266.0000,1,1,2026-08-24T00:00:00.000
266,392,86,170,2020-09-23,2021-09-23,267.0000,1,1,2026-08-24T00:00:00.000
267,3,146,336,2020-09-24,2021-09-24,268.0000,1,1,2026-08-24T00:00:00.000
268,418,284,11,2020-09-25,2021-09-25,269.0000,1,1,2026-08-24T00:00:00.000
269,467,86,37,2020-09-26,2021-09-26,270.0000,1,1,2026-08-24T00:00:00.000
270,317,463,32,2020-09-27,2021-09-27,271.0000,1,1,2026-08-24T00:00:00.000
271,417,419,465,2020-09-28,2021-09-28,272.0000,1,1,2026-08-24T00:00:00.000
272,191,286,402,2020-09-29,2021-09-29,273.0000,1,1,2026-08-24T00:00:00.000
273,233,177,122,2020-09-30,2021-09-30,274.0000,1,1,2026-08-24T00:00:00.000
274,57,317,475,2020-10-01,2021-10-01,275.0000,1,1,2026-08-24T00:00:00.000
275,335,381,71,2020-10-02,2021-10-02,276.0000,1,1,2026-08-24T00:00:00.000
276,276,35,92,2020-10-03,2021-10-03,277.0000,1,1,2026-08-24T00:00:00.000
277,468,68,1,2020-10-04,2021-10-04,278.0000,1,1,2026-08-24T00:00:00.000
278,156,303,65,2020-10-05,2021-10-05,279.0000,1,1,2026-08-24T00:00:00.000
279,295,53,446,2020-10-06,2021-10-06,280.0000,1,1,2026-08-24T00:00:00.000
280,102,423,66,2020-10-07,2021-10-07,281.0000,1,1,2026-08-24T00:00:00.000
281,357,357,64,2020-10-08,2021-10-08,282.0000,1,1,2026-08-24T00:00:00.000
282,499,226,376,2020-10-09,2021-10-09,283.0000,1,1,2026-08-24T00:00:00.000
283,338,202,434,2020-10-10,2021-10-10,284.0000,1,1,2026-08-24T00:00:00.000
284,480,144,396,2020-10-11,2021-10-11,285.0000,1,1,2026-08-24T00:00:00.000
285,418,22,108,2020-10-12,2021-10-12,286.0000,1,1,2026-08-24T00:00:00.000
286,101,339,233,2020-10-13,2021-10-13,287.0000,1,1,2026-08-24T00:00:00.000
287,423,78,138,2020-10-14,2021-10-14,288.0000,1,1,2026-08-24T00:00:00.000
288,223,167,20,2020-10-15,2021-10-15,289.0000,1,1,2026-08-24T00:00:00.000
289,496,268,405,2020-10-16,2021-10-16,290.0000,1,1,2026-08-24T00:00:00.000
290,342,245,322,2020-10-17,2021-10-17,291.0000,1,1,2026-08-24T00:00:00.000
291,317,362,310,2020-10-18,2021-10-18,292.0000,1,1,2026-08-24T00:00:00.000
292,448,67,434,2020-10-19,2021-10-19,293.0000,1,1,2026-08-24T00:00:00.000
293,25,488,265,2020-10-20,2021-10-20,294.0000,1,1,2026-08-24T00:00:00.000
294,377,79,106,2020-10-21,2021-10-21,295.0000,1,1,2026-08-24T00:00:00.000
295,175,15,134,2020-10-22,2021-10-22,296.0000,1,1,2026-08-24T00:00:00.000
296,271,452,416,2020-10-23,2021-10-23,297.0000,1,1,2026-08-24T00:00:00.000
297,371,430,115,2020-10-24,2021-10-24,298.0000,1,1,2026-08-24T00:00:00.000
298,327,180,306,2020-10-25,2021-10-25,299.0000,1,1,2026-08-24T00:00:00.000
299,111,457,148,2020-10-26,2021-10-26,300.0000,1,1,2026-08-24T00:00:00.000
