PurchaseOrderLineToReceiptKey,PurchaseOrderLineKey,ProductKey,PlantKey,PurchaseReceiptStatusKey,ReceivedQuantity,SourceSystemKey,BatchId,LoadedAtUtc
31,84,223,217,2,21.8000,1,1,2026-08-24T00:00:00.000
32,156,332,341,8,22.5000,1,1,2026-08-24T00:00:00.000
33,324,310,264,5,23.2000,1,1,2026-08-24T00:00:00.000
34,349,-1,341,7,23.9000,1,1,2026-08-24T00:00:00.000
35,442,421,109,5,24.6000,1,1,2026-08-24T00:00:00.000
36,112,274,202,6,25.3000,1,1,2026-08-24T00:00:00.000
37,495,274,131,6,26.0000,1,1,2026-08-24T00:00:00.000
38,411,383,328,8,26.7000,1,1,2026-08-24T00:00:00.000
39,16,359,310,1,27.4000,1,1,2026-08-24T00:00:00.000
40,58,199,297,2,28.1000,1,1,2026-08-24T00:00:00.000
41,236,498,89,8,28.8000,1,1,2026-08-24T00:00:00.000
42,215,97,25,2,29.5000,1,1,2026-08-24T00:00:00.000
43,54,316,118,4,30.2000,1,1,2026-08-24T00:00:00.000
44,271,103,109,7,30.9000,1,1,2026-08-24T00:00:00.000
45,272,471,285,8,31.6000,1,1,2026-08-24T00:00:00.000
46,409,205,105,8,32.3000,1,1,2026-08-24T00:00:00.000
47,311,50,136,7,33.0000,1,1,2026-08-24T00:00:00.000
48,184,142,85,8,33.7000,1,1,2026-08-24T00:00:00.000
49,205,65,324,5,34.4000,1,1,2026-08-24T00:00:00.000
50,294,27,217,4,35.1000,1,1,2026-08-24T00:00:00.000
51,312,-1,304,4,35.8000,1,1,2026-08-24T00:00:00.000
52,190,116,304,4,36.5000,1,1,2026-08-24T00:00:00.000
53,322,344,70,4,37.2000,1,1,2026-08-24T00:00:00.000
54,312,343,28,5,37.9000,1,1,2026-08-24T00:00:00.000
55,157,347,132,4,38.6000,1,1,2026-08-24T00:00:00.000
56,379,356,241,8,39.3000,1,1,2026-08-24T00:00:00.000
57,14,362,266,7,40.0000,1,1,2026-08-24T00:00:00.000
58,326,247,256,3,40.7000,1,1,2026-08-24T00:00:00.000
59,488,100,220,4,41.4000,1,1,2026-08-24T00:00:00.000
60,173,121,129,4,42.1000,1,1,2026-08-24T00:00:00.000
61,261,392,113,1,42.8000,1,1,2026-08-24T00:00:00.000
62,264,339,315,8,43.5000,1,1,2026-08-24T00:00:00.000
63,479,324,121,7,44.2000,1,1,2026-08-24T00:00:00.000
64,315,113,330,2,44.9000,1,1,2026-08-24T00:00:00.000
65,104,315,190,6,45.6000,1,1,2026-08-24T00:00:00.000
66,356,230,95,8,46.3000,1,1,2026-08-24T00:00:00.000
67,290,45,6,1,47.0000,1,1,2026-08-24T00:00:00.000
68,32,-1,117,8,47.7000,1,1,2026-08-24T00:00:00.000
69,280,444,228,7,48.4000,1,1,2026-08-24T00:00:00.000
70,332,384,141,4,49.1000,1,1,2026-08-24T00:00:00.000
71,448,365,231,2,49.8000,1,1,2026-08-24T00:00:00.000
72,210,464,218,8,50.5000,1,1,2026-08-24T00:00:00.000
73,218,131,161,8,51.2000,1,1,2026-08-24T00:00:00.000
74,173,379,312,1,51.9000,1,1,2026-08-24T00:00:00.000
75,360,353,209,3,52.6000,1,1,2026-08-24T00:00:00.000
76,20,342,275,5,53.3000,1,1,2026-08-24T00:00:00.000
77,487,191,292,8,54.0000,1,1,2026-08-24T00:00:00.000
78,89,145,286,3,54.7000,1,1,2026-08-24T00:00:00.000
79,186,49,74,2,55.4000,1,1,2026-08-24T00:00:00.000
80,259,71,236,8,56.1000,1,1,2026-08-24T00:00:00.000
81,425,286,215,7,56.8000,1,1,2026-08-24T00:00:00.000
82,60,105,258,7,57.5000,1,1,2026-08-24T00:00:00.000
83,405,392,245,7,58.2000,1,1,2026-08-24T00:00:00.000
84,122,81,320,5,58.9000,1,1,2026-08-24T00:00:00.000
85,57,-1,350,7,59.6000,1,1,2026-08-24T00:00:00.000
86,289,332,59,7,60.3000,1,1,2026-08-24T00:00:00.000
87,236,241,219,6,61.0000,1,1,2026-08-24T00:00:00.000
88,288,48,223,5,61.7000,1,1,2026-08-24T00:00:00.000
89,3,343,334,2,62.4000,1,1,2026-08-24T00:00:00.000
90,490,415,263,5,63.1000,1,1,2026-08-24T00:00:00.000
91,67,497,54,4,63.8000,1,1,2026-08-24T00:00:00.000
92,143,373,146,1,64.5000,1,1,2026-08-24T00:00:00.000
93,193,498,293,1,65.2000,1,1,2026-08-24T00:00:00.000
94,223,271,129,6,65.9000,1,1,2026-08-24T00:00:00.000
95,2,157,50,4,66.6000,1,1,2026-08-24T00:00:00.000
96,144,260,48,1,67.3000,1,1,2026-08-24T00:00:00.000
97,62,433,91,8,68.0000,1,1,2026-08-24T00:00:00.000
98,161,274,217,2,68.7000,1,1,2026-08-24T00:00:00.000
99,456,205,218,6,69.4000,1,1,2026-08-24T00:00:00.000
100,410,324,254,4,70.1000,1,1,2026-08-24T00:00:00.000
101,344,280,115,2,70.8000,1,1,2026-08-24T00:00:00.000
102,42,-1,284,1,71.5000,1,1,2026-08-24T00:00:00.000
103,384,398,273,5,72.2000,1,1,2026-08-24T00:00:00.000
104,427,371,314,6,72.9000,1,1,2026-08-24T00:00:00.000
105,492,499,337,2,73.6000,1,1,2026-08-24T00:00:00.000
106,396,58,182,4,74.3000,1,1,2026-08-24T00:00:00.000
107,202,236,107,1,75.0000,1,1,2026-08-24T00:00:00.000
108,45,27,257,8,75.7000,1,1,2026-08-24T00:00:00.000
109,16,70,187,5,76.4000,1,1,2026-08-24T00:00:00.000
110,153,205,301,1,77.1000,1,1,2026-08-24T00:00:00.000
111,74,73,85,5,77.8000,1,1,2026-08-24T00:00:00.000
112,119,216,151,4,78.5000,1,1,2026-08-24T00:00:00.000
113,55,36,131,8,79.2000,1,1,2026-08-24T00:00:00.000
114,235,165,163,4,79.9000,1,1,2026-08-24T00:00:00.000
115,396,404,180,2,80.6000,1,1,2026-08-24T00:00:00.000
116,164,372,106,6,81.3000,1,1,2026-08-24T00:00:00.000
117,431,433,293,2,82.0000,1,1,2026-08-24T00:00:00.000
118,318,345,228,2,82.7000,1,1,2026-08-24T00:00:00.000
119,375,-1,104,3,83.4000,1,1,2026-08-24T00:00:00.000
120,3,337,111,1,84.1000,1,1,2026-08-24T00:00:00.000
121,376,393,143,4,84.8000,1,1,2026-08-24T00:00:00.000
122,464,340,140,8,85.5000,1,1,2026-08-24T00:00:00.000
123,283,327,332,2,86.2000,1,1,2026-08-24T00:00:00.000
124,405,351,326,3,86.9000,1,1,2026-08-24T00:00:00.000
125,187,136,148,2,87.6000,1,1,2026-08-24T00:00:00.000
126,459,353,188,8,88.3000,1,1,2026-08-24T00:00:00.000
127,249,423,41,5,89.0000,1,1,2026-08-24T00:00:00.000
128,491,322,270,2,89.7000,1,1,2026-08-24T00:00:00.000
129,46,59,50,8,90.4000,1,1,2026-08-24T00:00:00.000
130,139,365,176,3,91.1000,1,1,2026-08-24T00:00:00.000
131,236,481,238,5,91.8000,1,1,2026-08-24T00:00:00.000
132,488,84,315,5,92.5000,1,1,2026-08-24T00:00:00.000
133,136,338,261,7,93.2000,1,1,2026-08-24T00:00:00.000
134,228,497,285,5,93.9000,1,1,2026-08-24T00:00:00.000
135,361,36,292,2,94.6000,1,1,2026-08-24T00:00:00.000
136,109,-1,280,2,95.3000,1,1,2026-08-24T00:00:00.000
137,141,478,313,8,96.0000,1,1,2026-08-24T00:00:00.000
138,131,377,83,3,96.7000,1,1,2026-08-24T00:00:00.000
139,115,110,202,1,97.4000,1,1,2026-08-24T00:00:00.000
140,310,482,75,5,98.1000,1,1,2026-08-24T00:00:00.000
141,191,192,190,3,98.8000,1,1,2026-08-24T00:00:00.000
142,324,91,344,7,99.5000,1,1,2026-08-24T00:00:00.000
143,32,490,291,3,100.2000,1,1,2026-08-24T00:00:00.000
144,182,157,33,1,100.9000,1,1,2026-08-24T00:00:00.000
145,478,327,85,8,101.6000,1,1,2026-08-24T00:00:00.000
146,55,357,334,6,102.3000,1,1,2026-08-24T00:00:00.000
147,180,321,331,8,103.0000,1,1,2026-08-24T00:00:00.000
148,332,59,111,5,103.7000,1,1,2026-08-24T00:00:00.000
149,500,23,280,2,104.4000,1,1,2026-08-24T00:00:00.000
150,143,458,84,2,105.1000,1,1,2026-08-24T00:00:00.000
151,391,14,298,7,105.8000,1,1,2026-08-24T00:00:00.000
152,16,317,323,2,106.5000,1,1,2026-08-24T00:00:00.000
153,451,-1,273,6,107.2000,1,1,2026-08-24T00:00:00.000
154,259,122,303,3,107.9000,1,1,2026-08-24T00:00:00.000
155,196,421,120,8,108.6000,1,1,2026-08-24T00:00:00.000
156,218,59,292,1,109.3000,1,1,2026-08-24T00:00:00.000
157,380,366,135,4,110.0000,1,1,2026-08-24T00:00:00.000
158,392,116,323,3,110.7000,1,1,2026-08-24T00:00:00.000
159,269,438,315,4,111.4000,1,1,2026-08-24T00:00:00.000
160,414,343,146,4,112.1000,1,1,2026-08-24T00:00:00.000
161,208,356,231,6,112.8000,1,1,2026-08-24T00:00:00.000
162,101,129,249,8,113.5000,1,1,2026-08-24T00:00:00.000
163,38,391,322,4,114.2000,1,1,2026-08-24T00:00:00.000
164,222,86,119,7,114.9000,1,1,2026-08-24T00:00:00.000
165,284,432,77,2,115.6000,1,1,2026-08-24T00:00:00.000
166,497,235,264,4,116.3000,1,1,2026-08-24T00:00:00.000
167,435,331,228,8,117.0000,1,1,2026-08-24T00:00:00.000
168,141,328,78,2,117.7000,1,1,2026-08-24T00:00:00.000
169,496,180,54,6,118.4000,1,1,2026-08-24T00:00:00.000
170,410,-1,350,2,119.1000,1,1,2026-08-24T00:00:00.000
171,1,124,275,1,119.8000,1,1,2026-08-24T00:00:00.000
172,307,239,331,6,120.5000,1,1,2026-08-24T00:00:00.000
173,447,15,38,3,121.2000,1,1,2026-08-24T00:00:00.000
174,304,288,259,3,121.9000,1,1,2026-08-24T00:00:00.000
175,385,41,87,3,122.6000,1,1,2026-08-24T00:00:00.000
176,233,470,207,8,123.3000,1,1,2026-08-24T00:00:00.000
177,396,296,161,3,124.0000,1,1,2026-08-24T00:00:00.000
178,27,306,225,8,124.7000,1,1,2026-08-24T00:00:00.000
179,325,103,18,7,125.4000,1,1,2026-08-24T00:00:00.000
180,283,439,153,6,126.1000,1,1,2026-08-24T00:00:00.000
181,435,279,82,2,126.8000,1,1,2026-08-24T00:00:00.000
182,229,231,240,7,127.5000,1,1,2026-08-24T00:00:00.000
183,193,473,225,2,128.2000,1,1,2026-08-24T00:00:00.000
184,147,334,41,8,128.9000,1,1,2026-08-24T00:00:00.000
185,471,278,230,4,129.6000,1,1,2026-08-24T00:00:00.000
186,422,129,64,5,130.3000,1,1,2026-08-24T00:00:00.000
187,36,-1,97,2,131.0000,1,1,2026-08-24T00:00:00.000
188,271,248,166,2,131.7000,1,1,2026-08-24T00:00:00.000
189,154,235,236,8,132.4000,1,1,2026-08-24T00:00:00.000
190,320,160,266,2,133.1000,1,1,2026-08-24T00:00:00.000
191,236,133,275,1,133.8000,1,1,2026-08-24T00:00:00.000
192,343,181,20,1,134.5000,1,1,2026-08-24T00:00:00.000
193,436,237,323,1,135.2000,1,1,2026-08-24T00:00:00.000
194,108,49,40,7,135.9000,1,1,2026-08-24T00:00:00.000
195,423,200,15,7,136.6000,1,1,2026-08-24T00:00:00.000
196,489,29,256,3,137.3000,1,1,2026-08-24T00:00:00.000
197,356,347,169,7,138.0000,1,1,2026-08-24T00:00:00.000
198,343,433,348,7,138.7000,1,1,2026-08-24T00:00:00.000
199,221,37,8,2,139.4000,1,1,2026-08-24T00:00:00.000
200,264,24,295,4,140.1000,1,1,2026-08-24T00:00:00.000
201,169,114,140,3,140.8000,1,1,2026-08-24T00:00:00.000
202,215,213,43,5,141.5000,1,1,2026-08-24T00:00:00.000
203,472,140,88,5,142.2000,1,1,2026-08-24T00:00:00.000
204,238,-1,283,2,142.9000,1,1,2026-08-24T00:00:00.000
205,102,476,112,4,143.6000,1,1,2026-08-24T00:00:00.000
206,143,339,261,7,144.3000,1,1,2026-08-24T00:00:00.000
207,14,425,149,2,145.0000,1,1,2026-08-24T00:00:00.000
208,86,213,171,5,145.7000,1,1,2026-08-24T00:00:00.000
209,362,263,197,5,146.4000,1,1,2026-08-24T00:00:00.000
210,305,452,301,7,147.1000,1,1,2026-08-24T00:00:00.000
211,340,493,127,8,147.8000,1,1,2026-08-24T00:00:00.000
212,74,81,102,7,148.5000,1,1,2026-08-24T00:00:00.000
213,191,272,287,1,149.2000,1,1,2026-08-24T00:00:00.000
214,105,456,211,5,149.9000,1,1,2026-08-24T00:00:00.000
215,366,355,198,1,150.6000,1,1,2026-08-24T00:00:00.000
216,69,110,250,5,151.3000,1,1,2026-08-24T00:00:00.000
217,473,487,277,6,152.0000,1,1,2026-08-24T00:00:00.000
218,237,469,180,5,152.7000,1,1,2026-08-24T00:00:00.000
219,411,210,282,7,153.4000,1,1,2026-08-24T00:00:00.000
220,252,161,251,7,154.1000,1,1,2026-08-24T00:00:00.000
221,285,-1,114,6,154.8000,1,1,2026-08-24T00:00:00.000
222,125,232,50,6,155.5000,1,1,2026-08-24T00:00:00.000
223,186,317,214,8,156.2000,1,1,2026-08-24T00:00:00.000
224,455,102,84,2,156.9000,1,1,2026-08-24T00:00:00.000
225,353,76,62,7,157.6000,1,1,2026-08-24T00:00:00.000
226,500,405,243,1,158.3000,1,1,2026-08-24T00:00:00.000
227,327,348,144,3,159.0000,1,1,2026-08-24T00:00:00.000
228,1,457,249,8,159.7000,1,1,2026-08-24T00:00:00.000
229,128,491,291,1,160.4000,1,1,2026-08-24T00:00:00.000
230,264,410,25,3,161.1000,1,1,2026-08-24T00:00:00.000
231,99,224,116,8,161.8000,1,1,2026-08-24T00:00:00.000
232,242,299,13,8,162.5000,1,1,2026-08-24T00:00:00.000
233,230,470,327,8,163.2000,1,1,2026-08-24T00:00:00.000
234,119,21,136,1,163.9000,1,1,2026-08-24T00:00:00.000
235,362,88,304,5,164.6000,1,1,2026-08-24T00:00:00.000
236,221,432,162,1,165.3000,1,1,2026-08-24T00:00:00.000
237,88,186,60,6,166.0000,1,1,2026-08-24T00:00:00.000
238,321,-1,222,1,166.7000,1,1,2026-08-24T00:00:00.000
239,29,410,163,1,167.4000,1,1,2026-08-24T00:00:00.000
240,147,174,82,8,168.1000,1,1,2026-08-24T00:00:00.000
241,395,311,98,5,168.8000,1,1,2026-08-24T00:00:00.000
242,481,378,211,7,169.5000,1,1,2026-08-24T00:00:00.000
243,223,246,318,7,170.2000,1,1,2026-08-24T00:00:00.000
244,400,327,279,2,170.9000,1,1,2026-08-24T00:00:00.000
245,113,54,213,8,171.6000,1,1,2026-08-24T00:00:00.000
246,203,110,290,5,172.3000,1,1,2026-08-24T00:00:00.000
247,242,464,244,1,173.0000,1,1,2026-08-24T00:00:00.000
248,465,332,320,4,173.7000,1,1,2026-08-24T00:00:00.000
249,296,353,73,2,174.4000,1,1,2026-08-24T00:00:00.000
250,23,312,159,3,175.1000,1,1,2026-08-24T00:00:00.000
251,307,203,38,3,175.8000,1,1,2026-08-24T00:00:00.000
252,345,338,324,3,176.5000,1,1,2026-08-24T00:00:00.000
253,96,52,221,7,177.2000,1,1,2026-08-24T00:00:00.000
254,84,241,41,7,177.9000,1,1,2026-08-24T00:00:00.000
255,254,-1,45,2,178.6000,1,1,2026-08-24T00:00:00.000
256,396,101,279,1,179.3000,1,1,2026-08-24T00:00:00.000
257,311,92,177,1,180.0000,1,1,2026-08-24T00:00:00.000
258,268,300,198,7,180.7000,1,1,2026-08-24T00:00:00.000
259,358,490,126,7,181.4000,1,1,2026-08-24T00:00:00.000
260,253,445,134,4,182.1000,1,1,2026-08-24T00:00:00.000
261,124,461,134,8,182.8000,1,1,2026-08-24T00:00:00.000
262,243,116,101,4,183.5000,1,1,2026-08-24T00:00:00.000
263,297,244,20,4,184.2000,1,1,2026-08-24T00:00:00.000
264,142,387,297,7,184.9000,1,1,2026-08-24T00:00:00.000
265,435,338,338,4,185.6000,1,1,2026-08-24T00:00:00.000
266,329,129,50,2,186.3000,1,1,2026-08-24T00:00:00.000
267,94,386,349,1,187.0000,1,1,2026-08-24T00:00:00.000
268,495,2,217,2,187.7000,1,1,2026-08-24T00:00:00.000
269,257,251,212,4,188.4000,1,1,2026-08-24T00:00:00.000
270,36,11,337,2,189.1000,1,1,2026-08-24T00:00:00.000
271,262,125,348,6,189.8000,1,1,2026-08-24T00:00:00.000
272,318,-1,281,1,190.5000,1,1,2026-08-24T00:00:00.000
273,397,372,322,5,191.2000,1,1,2026-08-24T00:00:00.000
274,88,358,151,5,191.9000,1,1,2026-08-24T00:00:00.000
275,165,398,239,7,192.6000,1,1,2026-08-24T00:00:00.000
276,60,166,150,1,193.3000,1,1,2026-08-24T00:00:00.000
277,44,176,208,2,194.0000,1,1,2026-08-24T00:00:00.000
278,209,434,234,6,194.7000,1,1,2026-08-24T00:00:00.000
279,174,383,185,8,195.4000,1,1,2026-08-24T00:00:00.000
280,141,5,182,3,196.1000,1,1,2026-08-24T00:00:00.000
281,74,491,301,2,196.8000,1,1,2026-08-24T00:00:00.000
282,181,98,184,2,197.5000,1,1,2026-08-24T00:00:00.000
283,297,215,320,3,198.2000,1,1,2026-08-24T00:00:00.000
284,414,480,307,1,198.9000,1,1,2026-08-24T00:00:00.000
285,134,132,277,7,199.6000,1,1,2026-08-24T00:00:00.000
286,191,17,238,2,200.3000,1,1,2026-08-24T00:00:00.000
287,27,455,66,5,201.0000,1,1,2026-08-24T00:00:00.000
288,401,472,65,1,201.7000,1,1,2026-08-24T00:00:00.000
289,244,-1,33,4,202.4000,1,1,2026-08-24T00:00:00.000
290,31,381,118,1,203.1000,1,1,2026-08-24T00:00:00.000
291,135,399,268,5,203.8000,1,1,2026-08-24T00:00:00.000
292,214,304,59,3,204.5000,1,1,2026-08-24T00:00:00.000
293,147,296,284,2,205.2000,1,1,2026-08-24T00:00:00.000
294,55,148,325,7,205.9000,1,1,2026-08-24T00:00:00.000
295,146,346,333,3,206.6000,1,1,2026-08-24T00:00:00.000
296,495,432,342,5,207.3000,1,1,2026-08-24T00:00:00.000
297,211,155,184,4,208.0000,1,1,2026-08-24T00:00:00.000
298,346,85,316,2,208.7000,1,1,2026-08-24T00:00:00.000
299,391,414,199,6,209.4000,1,1,2026-08-24T00:00:00.000
300,298,240,127,5,210.1000,1,1,2026-08-24T00:00:00.000
301,119,443,15,4,210.8000,1,1,2026-08-24T00:00:00.000
302,4,245,343,6,211.5000,1,1,2026-08-24T00:00:00.000
303,106,487,325,5,212.2000,1,1,2026-08-24T00:00:00.000
304,456,345,137,5,212.9000,1,1,2026-08-24T00:00:00.000
305,174,206,233,3,213.6000,1,1,2026-08-24T00:00:00.000
306,223,-1,320,6,214.3000,1,1,2026-08-24T00:00:00.000
307,201,134,341,3,215.0000,1,1,2026-08-24T00:00:00.000
308,157,305,246,8,215.7000,1,1,2026-08-24T00:00:00.000
309,408,406,129,8,216.4000,1,1,2026-08-24T00:00:00.000
310,279,323,193,8,217.1000,1,1,2026-08-24T00:00:00.000
311,32,48,203,8,217.8000,1,1,2026-08-24T00:00:00.000
312,3,187,98,5,218.5000,1,1,2026-08-24T00:00:00.000
313,267,283,193,1,219.2000,1,1,2026-08-24T00:00:00.000
314,363,260,64,8,219.9000,1,1,2026-08-24T00:00:00.000
315,369,290,76,6,220.6000,1,1,2026-08-24T00:00:00.000
316,190,94,60,7,221.3000,1,1,2026-08-24T00:00:00.000
317,282,140,77,1,222.0000,1,1,2026-08-24T00:00:00.000
318,274,295,6,8,222.7000,1,1,2026-08-24T00:00:00.000
319,96,463,1,5,223.4000,1,1,2026-08-24T00:00:00.000
320,383,197,21,7,224.1000,1,1,2026-08-24T00:00:00.000
321,49,473,29,1,224.8000,1,1,2026-08-24T00:00:00.000
322,456,30,294,5,225.5000,1,1,2026-08-24T00:00:00.000
323,299,-1,155,6,226.2000,1,1,2026-08-24T00:00:00.000
324,266,464,29,1,226.9000,1,1,2026-08-24T00:00:00.000
325,134,327,236,5,227.6000,1,1,2026-08-24T00:00:00.000
326,74,372,267,7,228.3000,1,1,2026-08-24T00:00:00.000
327,419,213,273,4,229.0000,1,1,2026-08-24T00:00:00.000
328,215,131,12,2,229.7000,1,1,2026-08-24T00:00:00.000
329,165,202,280,6,230.4000,1,1,2026-08-24T00:00:00.000
330,377,214,56,5,231.1000,1,1,2026-08-24T00:00:00.000
331,442,163,25,7,231.8000,1,1,2026-08-24T00:00:00.000
332,98,290,324,7,232.5000,1,1,2026-08-24T00:00:00.000
333,341,228,209,3,233.2000,1,1,2026-08-24T00:00:00.000
334,345,266,179,1,233.9000,1,1,2026-08-24T00:00:00.000
335,76,330,87,7,234.6000,1,1,2026-08-24T00:00:00.000
336,24,209,37,2,235.3000,1,1,2026-08-24T00:00:00.000
337,30,345,179,7,236.0000,1,1,2026-08-24T00:00:00.000
338,227,13,339,8,236.7000,1,1,2026-08-24T00:00:00.000
339,391,26,345,6,237.4000,1,1,2026-08-24T00:00:00.000
340,234,-1,69,5,238.1000,1,1,2026-08-24T00:00:00.000
341,314,266,269,7,238.8000,1,1,2026-08-24T00:00:00.000
342,146,482,231,6,239.5000,1,1,2026-08-24T00:00:00.000
343,64,278,300,3,240.2000,1,1,2026-08-24T00:00:00.000
344,67,257,317,2,240.9000,1,1,2026-08-24T00:00:00.000
345,207,411,241,2,241.6000,1,1,2026-08-24T00:00:00.000
346,143,260,58,1,242.3000,1,1,2026-08-24T00:00:00.000
347,432,493,33,7,243.0000,1,1,2026-08-24T00:00:00.000
348,167,379,276,2,243.7000,1,1,2026-08-24T00:00:00.000
349,339,383,9,8,244.4000,1,1,2026-08-24T00:00:00.000
350,10,482,180,3,245.1000,1,1,2026-08-24T00:00:00.000
351,359,227,279,7,245.8000,1,1,2026-08-24T00:00:00.000
352,106,269,288,8,246.5000,1,1,2026-08-24T00:00:00.000
353,497,147,51,3,247.2000,1,1,2026-08-24T00:00:00.000
354,151,252,177,6,247.9000,1,1,2026-08-24T00:00:00.000
355,198,408,89,3,248.6000,1,1,2026-08-24T00:00:00.000
356,144,417,307,7,249.3000,1,1,2026-08-24T00:00:00.000
357,500,-1,234,7,250.0000,1,1,2026-08-24T00:00:00.000
358,411,444,337,6,250.7000,1,1,2026-08-24T00:00:00.000
359,491,330,51,8,251.4000,1,1,2026-08-24T00:00:00.000
360,420,18,51,1,252.1000,1,1,2026-08-24T00:00:00.000
361,20,252,307,4,252.8000,1,1,2026-08-24T00:00:00.000
362,10,85,292,2,253.5000,1,1,2026-08-24T00:00:00.000
363,463,264,30,4,254.2000,1,1,2026-08-24T00:00:00.000
364,306,448,165,4,254.9000,1,1,2026-08-24T00:00:00.000
365,478,277,312,8,255.6000,1,1,2026-08-24T00:00:00.000
366,487,380,327,4,256.3000,1,1,2026-08-24T00:00:00.000
367,259,10,103,5,257.0000,1,1,2026-08-24T00:00:00.000
368,383,90,246,2,257.7000,1,1,2026-08-24T00:00:00.000
369,131,63,197,7,258.4000,1,1,2026-08-24T00:00:00.000
370,225,121,73,2,259.1000,1,1,2026-08-24T00:00:00.000
371,275,350,191,7,259.8000,1,1,2026-08-24T00:00:00.000
372,385,433,109,5,260.5000,1,1,2026-08-24T00:00:00.000
373,448,30,36,4,261.2000,1,1,2026-08-24T00:00:00.000
374,289,-1,253,5,261.9000,1,1,2026-08-24T00:00:00.000
375,487,230,133,1,262.6000,1,1,2026-08-24T00:00:00.000
376,153,496,211,8,263.3000,1,1,2026-08-24T00:00:00.000
377,50,329,43,4,264.0000,1,1,2026-08-24T00:00:00.000
378,366,104,145,6,264.7000,1,1,2026-08-24T00:00:00.000
379,378,108,204,2,265.4000,1,1,2026-08-24T00:00:00.000
380,228,138,183,2,266.1000,1,1,2026-08-24T00:00:00.000
381,459,367,120,4,266.8000,1,1,2026-08-24T00:00:00.000
382,262,497,140,7,267.5000,1,1,2026-08-24T00:00:00.000
383,273,393,59,6,268.2000,1,1,2026-08-24T00:00:00.000
384,391,181,88,6,268.9000,1,1,2026-08-24T00:00:00.000
385,120,433,36,6,269.6000,1,1,2026-08-24T00:00:00.000
386,499,337,184,1,270.3000,1,1,2026-08-24T00:00:00.000
387,217,38,116,7,271.0000,1,1,2026-08-24T00:00:00.000
388,443,461,79,4,271.7000,1,1,2026-08-24T00:00:00.000
389,264,271,19,5,272.4000,1,1,2026-08-24T00:00:00.000
390,159,149,81,4,273.1000,1,1,2026-08-24T00:00:00.000
391,481,-1,277,5,273.8000,1,1,2026-08-24T00:00:00.000
392,384,345,346,3,274.5000,1,1,2026-08-24T00:00:00.000
393,430,375,119,3,275.2000,1,1,2026-08-24T00:00:00.000
394,448,5,115,2,275.9000,1,1,2026-08-24T00:00:00.000
395,200,269,273,8,276.6000,1,1,2026-08-24T00:00:00.000
396,192,113,42,3,277.3000,1,1,2026-08-24T00:00:00.000
397,458,111,122,4,278.0000,1,1,2026-08-24T00:00:00.000
398,344,365,108,1,278.7000,1,1,2026-08-24T00:00:00.000
399,16,253,282,4,279.4000,1,1,2026-08-24T00:00:00.000
400,128,137,129,7,280.1000,1,1,2026-08-24T00:00:00.000
401,179,29,191,6,280.8000,1,1,2026-08-24T00:00:00.000
402,421,437,36,7,281.5000,1,1,2026-08-24T00:00:00.000
403,411,14,11,1,282.2000,1,1,2026-08-24T00:00:00.000
404,228,232,278,3,282.9000,1,1,2026-08-24T00:00:00.000
