LogisticsShipmentLineToContainerKey,LogisticsShipmentLineKey,LogisticsContainerKey,PackedQuantity,PackedWeightKg,SourceSystemKey,BatchId,LoadedAtUtc
177,213,173,124.0000,178.0000,1,1,2026-08-24T00:00:00.000
178,39,243,124.7000,179.0000,1,1,2026-08-24T00:00:00.000
179,19,144,125.4000,180.0000,1,1,2026-08-24T00:00:00.000
180,417,391,126.1000,181.0000,1,1,2026-08-24T00:00:00.000
181,485,232,126.8000,182.0000,1,1,2026-08-24T00:00:00.000
182,224,123,127.5000,183.0000,1,1,2026-08-24T00:00:00.000
183,378,357,128.2000,184.0000,1,1,2026-08-24T00:00:00.000
184,333,334,128.9000,185.0000,1,1,2026-08-24T00:00:00.000
185,291,123,129.6000,186.0000,1,1,2026-08-24T00:00:00.000
186,163,359,130.3000,187.0000,1,1,2026-08-24T00:00:00.000
187,205,190,131.0000,188.0000,1,1,2026-08-24T00:00:00.000
188,351,227,131.7000,189.0000,1,1,2026-08-24T00:00:00.000
189,347,68,132.4000,190.0000,1,1,2026-08-24T00:00:00.000
190,368,154,133.1000,191.0000,1,1,2026-08-24T00:00:00.000
191,4,354,133.8000,192.0000,1,1,2026-08-24T00:00:00.000
192,348,109,134.5000,193.0000,1,1,2026-08-24T00:00:00.000
193,184,123,135.2000,194.0000,1,1,2026-08-24T00:00:00.000
194,452,56,135.9000,195.0000,1,1,2026-08-24T00:00:00.000
195,39,79,136.6000,196.0000,1,1,2026-08-24T00:00:00.000
196,333,321,137.3000,197.0000,1,1,2026-08-24T00:00:00.000
197,467,224,138.0000,198.0000,1,1,2026-08-24T00:00:00.000
198,192,36,138.7000,199.0000,1,1,2026-08-24T00:00:00.000
199,130,152,139.4000,200.0000,1,1,2026-08-24T00:00:00.000
200,239,34,140.1000,201.0000,1,1,2026-08-24T00:00:00.000
201,146,359,140.8000,202.0000,1,1,2026-08-24T00:00:00.000
202,497,102,141.5000,203.0000,1,1,2026-08-24T00:00:00.000
203,289,414,142.2000,204.0000,1,1,2026-08-24T00:00:00.000
204,48,327,142.9000,205.0000,1,1,2026-08-24T00:00:00.000
205,281,496,143.6000,206.0000,1,1,2026-08-24T00:00:00.000
206,303,433,144.3000,207.0000,1,1,2026-08-24T00:00:00.000
207,263,353,145.0000,208.0000,1,1,2026-08-24T00:00:00.000
208,9,204,145.7000,209.0000,1,1,2026-08-24T00:00:00.000
209,339,280,146.4000,210.0000,1,1,2026-08-24T00:00:00.000
210,369,291,147.1000,211.0000,1,1,2026-08-24T00:00:00.000
211,178,441,147.8000,212.0000,1,1,2026-08-24T00:00:00.000
212,461,204,148.5000,213.0000,1,1,2026-08-24T00:00:00.000
213,370,203,149.2000,214.0000,1,1,2026-08-24T00:00:00.000
214,101,370,149.9000,215.0000,1,1,2026-08-24T00:00:00.000
215,256,205,150.6000,216.0000,1,1,2026-08-24T00:00:00.000
216,97,221,151.3000,217.0000,1,1,2026-08-24T00:00:00.000
217,259,233,152.0000,218.0000,1,1,2026-08-24T00:00:00.000
218,41,69,152.7000,219.0000,1,1,2026-08-24T00:00:00.000
219,472,231,153.4000,220.0000,1,1,2026-08-24T00:00:00.000
220,249,407,154.1000,221.0000,1,1,2026-08-24T00:00:00.000
221,419,99,154.8000,222.0000,1,1,2026-08-24T00:00:00.000
222,38,207,155.5000,223.0000,1,1,2026-08-24T00:00:00.000
223,254,406,156.2000,224.0000,1,1,2026-08-24T00:00:00.000
224,95,483,156.9000,225.0000,1,1,2026-08-24T00:00:00.000
225,160,306,157.6000,226.0000,1,1,2026-08-24T00:00:00.000
226,300,104,158.3000,227.0000,1,1,2026-08-24T00:00:00.000
227,33,343,159.0000,228.0000,1,1,2026-08-24T00:00:00.000
228,15,226,159.7000,229.0000,1,1,2026-08-24T00:00:00.000
229,237,171,160.4000,230.0000,1,1,2026-08-24T00:00:00.000
230,187,310,161.1000,231.0000,1,1,2026-08-24T00:00:00.000
231,235,475,161.8000,232.0000,1,1,2026-08-24T00:00:00.000
232,113,342,162.5000,233.0000,1,1,2026-08-24T00:00:00.000
233,119,144,163.2000,234.0000,1,1,2026-08-24T00:00:00.000
234,242,264,163.9000,235.0000,1,1,2026-08-24T00:00:00.000
235,170,159,164.6000,236.0000,1,1,2026-08-24T00:00:00.000
236,76,469,165.3000,237.0000,1,1,2026-08-24T00:00:00.000
237,43,400,166.0000,238.0000,1,1,2026-08-24T00:00:00.000
238,4,411,166.7000,239.0000,1,1,2026-08-24T00:00:00.000
239,100,450,167.4000,240.0000,1,1,2026-08-24T00:00:00.000
240,391,439,168.1000,241.0000,1,1,2026-08-24T00:00:00.000
241,141,463,168.8000,242.0000,1,1,2026-08-24T00:00:00.000
242,472,194,169.5000,243.0000,1,1,2026-08-24T00:00:00.000
243,443,264,170.2000,244.0000,1,1,2026-08-24T00:00:00.000
244,269,472,170.9000,245.0000,1,1,2026-08-24T00:00:00.000
245,196,209,171.6000,246.0000,1,1,2026-08-24T00:00:00.000
246,68,43,172.3000,247.0000,1,1,2026-08-24T00:00:00.000
247,283,123,173.0000,248.0000,1,1,2026-08-24T00:00:00.000
248,206,346,173.7000,249.0000,1,1,2026-08-24T00:00:00.000
249,167,395,174.4000,250.0000,1,1,2026-08-24T00:00:00.000
250,252,497,175.1000,251.0000,1,1,2026-08-24T00:00:00.000
251,9,265,175.8000,252.0000,1,1,2026-08-24T00:00:00.000
252,219,446,176.5000,253.0000,1,1,2026-08-24T00:00:00.000
253,191,43,177.2000,254.0000,1,1,2026-08-24T00:00:00.000
254,425,302,177.9000,255.0000,1,1,2026-08-24T00:00:00.000
255,462,139,178.6000,256.0000,1,1,2026-08-24T00:00:00.000
256,126,108,179.3000,257.0000,1,1,2026-08-24T00:00:00.000
257,490,231,180.0000,258.0000,1,1,2026-08-24T00:00:00.000
258,459,225,180.7000,259.0000,1,1,2026-08-24T00:00:00.000
259,337,86,181.4000,260.0000,1,1,2026-08-24T00:00:00.000
260,453,265,182.1000,261.0000,1,1,2026-08-24T00:00:00.000
261,280,259,182.8000,262.0000,1,1,2026-08-24T00:00:00.000
262,471,174,183.5000,263.0000,1,1,2026-08-24T00:00:00.000
263,451,20,184.2000,264.0000,1,1,2026-08-24T00:00:00.000
264,434,244,184.9000,265.0000,1,1,2026-08-24T00:00:00.000
265,199,376,185.6000,266.0000,1,1,2026-08-24T00:00:00.000
266,200,146,186.3000,267.0000,1,1,2026-08-24T00:00:00.000
267,470,191,187.0000,268.0000,1,1,2026-08-24T00:00:00.000
268,443,241,187.7000,269.0000,1,1,2026-08-24T00:00:00.000
269,299,190,188.4000,270.0000,1,1,2026-08-24T00:00:00.000
270,59,412,189.1000,271.0000,1,1,2026-08-24T00:00:00.000
271,482,435,189.8000,272.0000,1,1,2026-08-24T00:00:00.000
272,333,437,190.5000,273.0000,1,1,2026-08-24T00:00:00.000
273,369,53,191.2000,274.0000,1,1,2026-08-24T00:00:00.000
274,376,472,191.9000,275.0000,1,1,2026-08-24T00:00:00.000
275,359,163,192.6000,276.0000,1,1,2026-08-24T00:00:00.000
276,220,137,193.3000,277.0000,1,1,2026-08-24T00:00:00.000
277,229,360,194.0000,278.0000,1,1,2026-08-24T00:00:00.000
278,248,203,194.7000,279.0000,1,1,2026-08-24T00:00:00.000
279,434,60,195.4000,280.0000,1,1,2026-08-24T00:00:00.000
280,391,364,196.1000,281.0000,1,1,2026-08-24T00:00:00.000
281,78,277,196.8000,282.0000,1,1,2026-08-24T00:00:00.000
282,161,44,197.5000,283.0000,1,1,2026-08-24T00:00:00.000
283,141,20,198.2000,284.0000,1,1,2026-08-24T00:00:00.000
284,187,242,198.9000,285.0000,1,1,2026-08-24T00:00:00.000
285,272,372,199.6000,286.0000,1,1,2026-08-24T00:00:00.000
286,67,428,200.3000,287.0000,1,1,2026-08-24T00:00:00.000
287,112,323,201.0000,288.0000,1,1,2026-08-24T00:00:00.000
288,158,244,201.7000,289.0000,1,1,2026-08-24T00:00:00.000
289,436,336,202.4000,290.0000,1,1,2026-08-24T00:00:00.000
290,8,282,203.1000,291.0000,1,1,2026-08-24T00:00:00.000
291,487,262,203.8000,292.0000,1,1,2026-08-24T00:00:00.000
292,499,471,204.5000,293.0000,1,1,2026-08-24T00:00:00.000
293,240,490,205.2000,294.0000,1,1,2026-08-24T00:00:00.000
294,193,222,205.9000,295.0000,1,1,2026-08-24T00:00:00.000
295,467,260,206.6000,296.0000,1,1,2026-08-24T00:00:00.000
296,214,55,207.3000,297.0000,1,1,2026-08-24T00:00:00.000
297,364,293,208.0000,298.0000,1,1,2026-08-24T00:00:00.000
298,372,319,208.7000,299.0000,1,1,2026-08-24T00:00:00.000
299,235,407,209.4000,300.0000,1,1,2026-08-24T00:00:00.000
300,15,131,210.1000,301.0000,1,1,2026-08-24T00:00:00.000
301,114,108,210.8000,302.0000,1,1,2026-08-24T00:00:00.000
302,385,354,211.5000,303.0000,1,1,2026-08-24T00:00:00.000
303,66,367,212.2000,304.0000,1,1,2026-08-24T00:00:00.000
304,433,151,212.9000,305.0000,1,1,2026-08-24T00:00:00.000
305,330,437,213.6000,306.0000,1,1,2026-08-24T00:00:00.000
306,243,44,214.3000,307.0000,1,1,2026-08-24T00:00:00.000
307,213,310,215.0000,308.0000,1,1,2026-08-24T00:00:00.000
308,220,483,215.7000,309.0000,1,1,2026-08-24T00:00:00.000
309,64,57,216.4000,310.0000,1,1,2026-08-24T00:00:00.000
310,146,370,217.1000,311.0000,1,1,2026-08-24T00:00:00.000
311,317,457,217.8000,312.0000,1,1,2026-08-24T00:00:00.000
312,209,449,218.5000,313.0000,1,1,2026-08-24T00:00:00.000
313,355,33,219.2000,314.0000,1,1,2026-08-24T00:00:00.000
314,345,431,219.9000,315.0000,1,1,2026-08-24T00:00:00.000
315,68,374,220.6000,316.0000,1,1,2026-08-24T00:00:00.000
316,24,211,221.3000,317.0000,1,1,2026-08-24T00:00:00.000
317,322,378,222.0000,318.0000,1,1,2026-08-24T00:00:00.000
318,68,239,222.7000,319.0000,1,1,2026-08-24T00:00:00.000
319,347,221,223.4000,320.0000,1,1,2026-08-24T00:00:00.000
320,63,334,224.1000,321.0000,1,1,2026-08-24T00:00:00.000
321,187,239,224.8000,322.0000,1,1,2026-08-24T00:00:00.000
322,149,135,225.5000,323.0000,1,1,2026-08-24T00:00:00.000
323,449,70,226.2000,324.0000,1,1,2026-08-24T00:00:00.000
324,468,173,226.9000,325.0000,1,1,2026-08-24T00:00:00.000
325,243,322,227.6000,326.0000,1,1,2026-08-24T00:00:00.000
326,337,148,228.3000,327.0000,1,1,2026-08-24T00:00:00.000
327,401,359,229.0000,328.0000,1,1,2026-08-24T00:00:00.000
328,131,456,229.7000,329.0000,1,1,2026-08-24T00:00:00.000
329,297,483,230.4000,330.0000,1,1,2026-08-24T00:00:00.000
330,126,202,231.1000,331.0000,1,1,2026-08-24T00:00:00.000
331,335,325,231.8000,332.0000,1,1,2026-08-24T00:00:00.000
332,14,223,232.5000,333.0000,1,1,2026-08-24T00:00:00.000
333,463,306,233.2000,334.0000,1,1,2026-08-24T00:00:00.000
334,53,294,233.9000,335.0000,1,1,2026-08-24T00:00:00.000
335,218,1,234.6000,336.0000,1,1,2026-08-24T00:00:00.000
336,104,66,235.3000,337.0000,1,1,2026-08-24T00:00:00.000
337,136,382,236.0000,338.0000,1,1,2026-08-24T00:00:00.000
338,308,69,236.7000,339.0000,1,1,2026-08-24T00:00:00.000
339,232,90,237.4000,340.0000,1,1,2026-08-24T00:00:00.000
340,412,41,238.1000,341.0000,1,1,2026-08-24T00:00:00.000
341,103,169,238.8000,342.0000,1,1,2026-08-24T00:00:00.000
342,92,302,239.5000,343.0000,1,1,2026-08-24T00:00:00.000
343,357,114,240.2000,344.0000,1,1,2026-08-24T00:00:00.000
344,76,442,240.9000,345.0000,1,1,2026-08-24T00:00:00.000
345,245,235,241.6000,346.0000,1,1,2026-08-24T00:00:00.000
346,367,176,242.3000,347.0000,1,1,2026-08-24T00:00:00.000
347,237,170,243.0000,348.0000,1,1,2026-08-24T00:00:00.000
348,288,483,243.7000,349.0000,1,1,2026-08-24T00:00:00.000
349,164,423,244.4000,350.0000,1,1,2026-08-24T00:00:00.000
350,327,342,245.1000,351.0000,1,1,2026-08-24T00:00:00.000
351,48,244,245.8000,352.0000,1,1,2026-08-24T00:00:00.000
352,291,430,246.5000,353.0000,1,1,2026-08-24T00:00:00.000
353,231,47,247.2000,354.0000,1,1,2026-08-24T00:00:00.000
354,423,71,247.9000,355.0000,1,1,2026-08-24T00:00:00.000
355,207,349,248.6000,356.0000,1,1,2026-08-24T00:00:00.000
356,170,289,249.3000,357.0000,1,1,2026-08-24T00:00:00.000
357,19,1,250.0000,358.0000,1,1,2026-08-24T00:00:00.000
358,53,368,250.7000,359.0000,1,1,2026-08-24T00:00:00.000
359,264,491,251.4000,360.0000,1,1,2026-08-24T00:00:00.000
360,98,280,252.1000,361.0000,1,1,2026-08-24T00:00:00.000
361,485,170,252.8000,362.0000,1,1,2026-08-24T00:00:00.000
362,231,121,253.5000,363.0000,1,1,2026-08-24T00:00:00.000
363,54,411,254.2000,364.0000,1,1,2026-08-24T00:00:00.000
364,115,178,254.9000,365.0000,1,1,2026-08-24T00:00:00.000
365,280,189,255.6000,366.0000,1,1,2026-08-24T00:00:00.000
366,199,111,256.3000,367.0000,1,1,2026-08-24T00:00:00.000
367,376,431,257.0000,368.0000,1,1,2026-08-24T00:00:00.000
368,388,43,257.7000,369.0000,1,1,2026-08-24T00:00:00.000
369,29,468,258.4000,370.0000,1,1,2026-08-24T00:00:00.000
370,5,137,259.1000,371.0000,1,1,2026-08-24T00:00:00.000
371,297,49,259.8000,372.0000,1,1,2026-08-24T00:00:00.000
372,487,202,260.5000,373.0000,1,1,2026-08-24T00:00:00.000
373,171,70,261.2000,374.0000,1,1,2026-08-24T00:00:00.000
374,290,143,261.9000,375.0000,1,1,2026-08-24T00:00:00.000
375,138,152,262.6000,376.0000,1,1,2026-08-24T00:00:00.000
376,116,112,263.3000,377.0000,1,1,2026-08-24T00:00:00.000
377,295,373,264.0000,378.0000,1,1,2026-08-24T00:00:00.000
378,346,11,264.7000,379.0000,1,1,2026-08-24T00:00:00.000
379,178,188,265.4000,380.0000,1,1,2026-08-24T00:00:00.000
380,153,313,266.1000,381.0000,1,1,2026-08-24T00:00:00.000
381,84,39,266.8000,382.0000,1,1,2026-08-24T00:00:00.000
382,64,133,267.5000,383.0000,1,1,2026-08-24T00:00:00.000
383,215,77,268.2000,384.0000,1,1,2026-08-24T00:00:00.000
384,12,39,268.9000,385.0000,1,1,2026-08-24T00:00:00.000
385,466,106,269.6000,386.0000,1,1,2026-08-24T00:00:00.000
386,13,334,270.3000,387.0000,1,1,2026-08-24T00:00:00.000
387,51,43,271.0000,388.0000,1,1,2026-08-24T00:00:00.000
388,491,444,271.7000,389.0000,1,1,2026-08-24T00:00:00.000
389,183,393,272.4000,390.0000,1,1,2026-08-24T00:00:00.000
390,9,386,273.1000,391.0000,1,1,2026-08-24T00:00:00.000
391,148,140,273.8000,392.0000,1,1,2026-08-24T00:00:00.000
392,170,34,274.5000,393.0000,1,1,2026-08-24T00:00:00.000
393,433,303,275.2000,394.0000,1,1,2026-08-24T00:00:00.000
394,161,302,275.9000,395.0000,1,1,2026-08-24T00:00:00.000
