InventoryLotBinAssignmentKey,InventoryLotKey,InventoryBinKey,InventoryStockStatusKey,AssignedQuantity,SourceSystemKey,BatchId,LoadedAtUtc
196,34,368,7,137.3000,1,1,2026-08-24T00:00:00.000
197,207,272,4,138.0000,1,1,2026-08-24T00:00:00.000
198,361,469,6,138.7000,1,1,2026-08-24T00:00:00.000
199,481,128,4,139.4000,1,1,2026-08-24T00:00:00.000
200,168,229,4,140.1000,1,1,2026-08-24T00:00:00.000
201,262,405,9,140.8000,1,1,2026-08-24T00:00:00.000
202,466,80,1,141.5000,1,1,2026-08-24T00:00:00.000
203,381,296,2,142.2000,1,1,2026-08-24T00:00:00.000
204,473,170,9,142.9000,1,1,2026-08-24T00:00:00.000
205,50,79,6,143.6000,1,1,2026-08-24T00:00:00.000
206,309,163,2,144.3000,1,1,2026-08-24T00:00:00.000
207,114,17,3,145.0000,1,1,2026-08-24T00:00:00.000
208,396,494,4,145.7000,1,1,2026-08-24T00:00:00.000
209,272,265,2,146.4000,1,1,2026-08-24T00:00:00.000
210,225,31,4,147.1000,1,1,2026-08-24T00:00:00.000
211,429,376,1,147.8000,1,1,2026-08-24T00:00:00.000
212,413,486,3,148.5000,1,1,2026-08-24T00:00:00.000
213,204,127,2,149.2000,1,1,2026-08-24T00:00:00.000
214,11,224,6,149.9000,1,1,2026-08-24T00:00:00.000
215,172,204,2,150.6000,1,1,2026-08-24T00:00:00.000
216,382,151,5,151.3000,1,1,2026-08-24T00:00:00.000
217,10,76,8,152.0000,1,1,2026-08-24T00:00:00.000
218,311,492,7,152.7000,1,1,2026-08-24T00:00:00.000
219,413,493,3,153.4000,1,1,2026-08-24T00:00:00.000
220,359,98,3,154.1000,1,1,2026-08-24T00:00:00.000
221,28,242,2,154.8000,1,1,2026-08-24T00:00:00.000
222,283,13,7,155.5000,1,1,2026-08-24T00:00:00.000
223,203,272,5,156.2000,1,1,2026-08-24T00:00:00.000
224,205,336,7,156.9000,1,1,2026-08-24T00:00:00.000
225,118,356,10,157.6000,1,1,2026-08-24T00:00:00.000
226,349,473,5,158.3000,1,1,2026-08-24T00:00:00.000
227,360,225,2,159.0000,1,1,2026-08-24T00:00:00.000
228,197,463,10,159.7000,1,1,2026-08-24T00:00:00.000
229,331,76,10,160.4000,1,1,2026-08-24T00:00:00.000
230,495,202,4,161.1000,1,1,2026-08-24T00:00:00.000
231,402,53,6,161.8000,1,1,2026-08-24T00:00:00.000
232,431,208,5,162.5000,1,1,2026-08-24T00:00:00.000
233,277,357,3,163.2000,1,1,2026-08-24T00:00:00.000
234,294,395,5,163.9000,1,1,2026-08-24T00:00:00.000
235,75,307,10,164.6000,1,1,2026-08-24T00:00:00.000
236,26,281,9,165.3000,1,1,2026-08-24T00:00:00.000
237,464,237,7,166.0000,1,1,2026-08-24T00:00:00.000
238,407,64,5,166.7000,1,1,2026-08-24T00:00:00.000
239,367,106,8,167.4000,1,1,2026-08-24T00:00:00.000
240,430,323,5,168.1000,1,1,2026-08-24T00:00:00.000
241,134,268,5,168.8000,1,1,2026-08-24T00:00:00.000
242,89,45,6,169.5000,1,1,2026-08-24T00:00:00.000
243,180,193,10,170.2000,1,1,2026-08-24T00:00:00.000
244,137,87,4,170.9000,1,1,2026-08-24T00:00:00.000
245,450,339,9,171.6000,1,1,2026-08-24T00:00:00.000
246,59,187,1,172.3000,1,1,2026-08-24T00:00:00.000
247,482,149,10,173.0000,1,1,2026-08-24T00:00:00.000
248,127,126,5,173.7000,1,1,2026-08-24T00:00:00.000
249,354,389,5,174.4000,1,1,2026-08-24T00:00:00.000
250,357,91,6,175.1000,1,1,2026-08-24T00:00:00.000
251,376,307,10,175.8000,1,1,2026-08-24T00:00:00.000
252,301,47,7,176.5000,1,1,2026-08-24T00:00:00.000
253,410,434,5,177.2000,1,1,2026-08-24T00:00:00.000
254,472,468,9,177.9000,1,1,2026-08-24T00:00:00.000
255,395,175,5,178.6000,1,1,2026-08-24T00:00:00.000
256,131,8,3,179.3000,1,1,2026-08-24T00:00:00.000
257,300,149,6,180.0000,1,1,2026-08-24T00:00:00.000
258,399,158,7,180.7000,1,1,2026-08-24T00:00:00.000
259,204,143,4,181.4000,1,1,2026-08-24T00:00:00.000
260,71,83,4,182.1000,1,1,2026-08-24T00:00:00.000
261,70,312,10,182.8000,1,1,2026-08-24T00:00:00.000
262,8,349,10,183.5000,1,1,2026-08-24T00:00:00.000
263,395,158,5,184.2000,1,1,2026-08-24T00:00:00.000
264,497,447,4,184.9000,1,1,2026-08-24T00:00:00.000
265,34,107,5,185.6000,1,1,2026-08-24T00:00:00.000
266,79,180,2,186.3000,1,1,2026-08-24T00:00:00.000
267,383,424,2,187.0000,1,1,2026-08-24T00:00:00.000
268,54,471,5,187.7000,1,1,2026-08-24T00:00:00.000
269,455,332,7,188.4000,1,1,2026-08-24T00:00:00.000
270,383,150,9,189.1000,1,1,2026-08-24T00:00:00.000
271,464,420,1,189.8000,1,1,2026-08-24T00:00:00.000
272,340,301,7,190.5000,1,1,2026-08-24T00:00:00.000
273,43,83,3,191.2000,1,1,2026-08-24T00:00:00.000
274,500,320,7,191.9000,1,1,2026-08-24T00:00:00.000
275,390,396,10,192.6000,1,1,2026-08-24T00:00:00.000
276,305,221,6,193.3000,1,1,2026-08-24T00:00:00.000
277,417,227,8,194.0000,1,1,2026-08-24T00:00:00.000
278,112,366,7,194.7000,1,1,2026-08-24T00:00:00.000
279,2,214,2,195.4000,1,1,2026-08-24T00:00:00.000
280,132,363,9,196.1000,1,1,2026-08-24T00:00:00.000
281,68,91,7,196.8000,1,1,2026-08-24T00:00:00.000
282,170,376,6,197.5000,1,1,2026-08-24T00:00:00.000
283,449,319,5,198.2000,1,1,2026-08-24T00:00:00.000
284,437,363,5,198.9000,1,1,2026-08-24T00:00:00.000
285,416,67,6,199.6000,1,1,2026-08-24T00:00:00.000
286,298,467,7,200.3000,1,1,2026-08-24T00:00:00.000
287,374,202,7,201.0000,1,1,2026-08-24T00:00:00.000
288,442,498,7,201.7000,1,1,2026-08-24T00:00:00.000
289,20,40,5,202.4000,1,1,2026-08-24T00:00:00.000
290,155,414,4,203.1000,1,1,2026-08-24T00:00:00.000
291,395,96,2,203.8000,1,1,2026-08-24T00:00:00.000
292,323,106,8,204.5000,1,1,2026-08-24T00:00:00.000
293,496,335,9,205.2000,1,1,2026-08-24T00:00:00.000
294,224,323,1,205.9000,1,1,2026-08-24T00:00:00.000
295,266,421,9,206.6000,1,1,2026-08-24T00:00:00.000
296,111,330,4,207.3000,1,1,2026-08-24T00:00:00.000
297,304,421,5,208.0000,1,1,2026-08-24T00:00:00.000
298,181,228,7,208.7000,1,1,2026-08-24T00:00:00.000
299,303,442,6,209.4000,1,1,2026-08-24T00:00:00.000
300,3,9,2,210.1000,1,1,2026-08-24T00:00:00.000
301,268,341,7,210.8000,1,1,2026-08-24T00:00:00.000
302,206,174,9,211.5000,1,1,2026-08-24T00:00:00.000
303,436,159,8,212.2000,1,1,2026-08-24T00:00:00.000
304,253,133,10,212.9000,1,1,2026-08-24T00:00:00.000
305,20,174,5,213.6000,1,1,2026-08-24T00:00:00.000
306,294,157,10,214.3000,1,1,2026-08-24T00:00:00.000
307,350,264,8,215.0000,1,1,2026-08-24T00:00:00.000
308,475,341,2,215.7000,1,1,2026-08-24T00:00:00.000
309,35,411,8,216.4000,1,1,2026-08-24T00:00:00.000
310,69,455,4,217.1000,1,1,2026-08-24T00:00:00.000
311,338,329,10,217.8000,1,1,2026-08-24T00:00:00.000
312,326,482,5,218.5000,1,1,2026-08-24T00:00:00.000
313,193,335,10,219.2000,1,1,2026-08-24T00:00:00.000
314,454,426,5,219.9000,1,1,2026-08-24T00:00:00.000
315,3,366,8,220.6000,1,1,2026-08-24T00:00:00.000
316,458,241,8,221.3000,1,1,2026-08-24T00:00:00.000
317,96,208,5,222.0000,1,1,2026-08-24T00:00:00.000
318,209,302,8,222.7000,1,1,2026-08-24T00:00:00.000
319,122,230,7,223.4000,1,1,2026-08-24T00:00:00.000
320,374,7,1,224.1000,1,1,2026-08-24T00:00:00.000
321,235,80,3,224.8000,1,1,2026-08-24T00:00:00.000
322,440,345,2,225.5000,1,1,2026-08-24T00:00:00.000
323,43,404,7,226.2000,1,1,2026-08-24T00:00:00.000
324,47,245,9,226.9000,1,1,2026-08-24T00:00:00.000
325,122,382,10,227.6000,1,1,2026-08-24T00:00:00.000
326,102,439,1,228.3000,1,1,2026-08-24T00:00:00.000
327,392,373,6,229.0000,1,1,2026-08-24T00:00:00.000
328,438,450,7,229.7000,1,1,2026-08-24T00:00:00.000
329,484,366,4,230.4000,1,1,2026-08-24T00:00:00.000
330,122,180,4,231.1000,1,1,2026-08-24T00:00:00.000
331,157,198,9,231.8000,1,1,2026-08-24T00:00:00.000
332,456,231,2,232.5000,1,1,2026-08-24T00:00:00.000
333,127,53,7,233.2000,1,1,2026-08-24T00:00:00.000
334,320,413,5,233.9000,1,1,2026-08-24T00:00:00.000
335,472,139,7,234.6000,1,1,2026-08-24T00:00:00.000
336,278,420,3,235.3000,1,1,2026-08-24T00:00:00.000
337,106,206,6,236.0000,1,1,2026-08-24T00:00:00.000
338,102,113,6,236.7000,1,1,2026-08-24T00:00:00.000
339,248,475,7,237.4000,1,1,2026-08-24T00:00:00.000
340,207,389,6,238.1000,1,1,2026-08-24T00:00:00.000
341,296,234,7,238.8000,1,1,2026-08-24T00:00:00.000
342,157,217,9,239.5000,1,1,2026-08-24T00:00:00.000
343,136,110,4,240.2000,1,1,2026-08-24T00:00:00.000
344,319,273,5,240.9000,1,1,2026-08-24T00:00:00.000
345,461,200,5,241.6000,1,1,2026-08-24T00:00:00.000
346,278,311,8,242.3000,1,1,2026-08-24T00:00:00.000
347,220,116,10,243.0000,1,1,2026-08-24T00:00:00.000
348,237,271,6,243.7000,1,1,2026-08-24T00:00:00.000
349,249,387,6,244.4000,1,1,2026-08-24T00:00:00.000
350,333,134,6,245.1000,1,1,2026-08-24T00:00:00.000
351,61,187,3,245.8000,1,1,2026-08-24T00:00:00.000
352,21,391,6,246.5000,1,1,2026-08-24T00:00:00.000
353,413,466,5,247.2000,1,1,2026-08-24T00:00:00.000
354,189,361,3,247.9000,1,1,2026-08-24T00:00:00.000
355,291,52,10,248.6000,1,1,2026-08-24T00:00:00.000
356,344,165,8,249.3000,1,1,2026-08-24T00:00:00.000
357,172,439,8,250.0000,1,1,2026-08-24T00:00:00.000
358,500,142,8,250.7000,1,1,2026-08-24T00:00:00.000
359,351,292,10,251.4000,1,1,2026-08-24T00:00:00.000
360,474,486,1,252.1000,1,1,2026-08-24T00:00:00.000
361,308,214,9,252.8000,1,1,2026-08-24T00:00:00.000
362,468,172,6,253.5000,1,1,2026-08-24T00:00:00.000
363,75,132,8,254.2000,1,1,2026-08-24T00:00:00.000
364,239,494,2,254.9000,1,1,2026-08-24T00:00:00.000
365,185,299,5,255.6000,1,1,2026-08-24T00:00:00.000
366,443,122,3,256.3000,1,1,2026-08-24T00:00:00.000
367,349,287,5,257.0000,1,1,2026-08-24T00:00:00.000
368,129,126,9,257.7000,1,1,2026-08-24T00:00:00.000
369,17,407,9,258.4000,1,1,2026-08-24T00:00:00.000
370,435,43,6,259.1000,1,1,2026-08-24T00:00:00.000
371,494,428,6,259.8000,1,1,2026-08-24T00:00:00.000
372,66,437,1,260.5000,1,1,2026-08-24T00:00:00.000
373,68,326,6,261.2000,1,1,2026-08-24T00:00:00.000
374,456,346,7,261.9000,1,1,2026-08-24T00:00:00.000
375,463,394,10,262.6000,1,1,2026-08-24T00:00:00.000
376,429,197,3,263.3000,1,1,2026-08-24T00:00:00.000
377,217,88,9,264.0000,1,1,2026-08-24T00:00:00.000
378,390,182,5,264.7000,1,1,2026-08-24T00:00:00.000
379,310,21,9,265.4000,1,1,2026-08-24T00:00:00.000
380,68,82,1,266.1000,1,1,2026-08-24T00:00:00.000
381,401,84,1,266.8000,1,1,2026-08-24T00:00:00.000
382,241,39,1,267.5000,1,1,2026-08-24T00:00:00.000
383,191,379,3,268.2000,1,1,2026-08-24T00:00:00.000
384,75,212,9,268.9000,1,1,2026-08-24T00:00:00.000
385,118,230,9,269.6000,1,1,2026-08-24T00:00:00.000
386,317,492,7,270.3000,1,1,2026-08-24T00:00:00.000
387,38,306,9,271.0000,1,1,2026-08-24T00:00:00.000
388,149,163,4,271.7000,1,1,2026-08-24T00:00:00.000
389,8,315,6,272.4000,1,1,2026-08-24T00:00:00.000
390,436,2,1,273.1000,1,1,2026-08-24T00:00:00.000
391,143,26,5,273.8000,1,1,2026-08-24T00:00:00.000
392,160,122,3,274.5000,1,1,2026-08-24T00:00:00.000
393,76,277,1,275.2000,1,1,2026-08-24T00:00:00.000
394,278,2,7,275.9000,1,1,2026-08-24T00:00:00.000
395,202,490,6,276.6000,1,1,2026-08-24T00:00:00.000
396,458,366,7,277.3000,1,1,2026-08-24T00:00:00.000
397,441,378,2,278.0000,1,1,2026-08-24T00:00:00.000
398,11,199,4,278.7000,1,1,2026-08-24T00:00:00.000
399,86,184,4,279.4000,1,1,2026-08-24T00:00:00.000
400,360,353,3,280.1000,1,1,2026-08-24T00:00:00.000
401,108,446,1,280.8000,1,1,2026-08-24T00:00:00.000
402,229,489,7,281.5000,1,1,2026-08-24T00:00:00.000
403,310,112,4,282.2000,1,1,2026-08-24T00:00:00.000
404,298,61,10,282.9000,1,1,2026-08-24T00:00:00.000
405,51,120,6,283.6000,1,1,2026-08-24T00:00:00.000
406,377,245,7,284.3000,1,1,2026-08-24T00:00:00.000
407,175,495,4,285.0000,1,1,2026-08-24T00:00:00.000
408,390,11,3,285.7000,1,1,2026-08-24T00:00:00.000
409,110,265,4,286.4000,1,1,2026-08-24T00:00:00.000
410,43,104,4,287.1000,1,1,2026-08-24T00:00:00.000
411,124,299,6,287.8000,1,1,2026-08-24T00:00:00.000
412,143,260,1,288.5000,1,1,2026-08-24T00:00:00.000
413,233,165,9,289.2000,1,1,2026-08-24T00:00:00.000
414,75,116,2,289.9000,1,1,2026-08-24T00:00:00.000
415,254,249,9,290.6000,1,1,2026-08-24T00:00:00.000
416,304,385,7,291.3000,1,1,2026-08-24T00:00:00.000
417,339,344,5,292.0000,1,1,2026-08-24T00:00:00.000
418,253,29,10,292.7000,1,1,2026-08-24T00:00:00.000
419,156,489,2,293.4000,1,1,2026-08-24T00:00:00.000
420,329,69,4,294.1000,1,1,2026-08-24T00:00:00.000
421,272,479,6,294.8000,1,1,2026-08-24T00:00:00.000
422,399,42,9,295.5000,1,1,2026-08-24T00:00:00.000
423,403,314,5,296.2000,1,1,2026-08-24T00:00:00.000
424,418,169,6,296.9000,1,1,2026-08-24T00:00:00.000
425,315,248,1,297.6000,1,1,2026-08-24T00:00:00.000
426,200,359,9,298.3000,1,1,2026-08-24T00:00:00.000
427,26,472,5,299.0000,1,1,2026-08-24T00:00:00.000
428,287,140,7,299.7000,1,1,2026-08-24T00:00:00.000
429,222,457,9,300.4000,1,1,2026-08-24T00:00:00.000
430,387,301,6,301.1000,1,1,2026-08-24T00:00:00.000
431,239,182,4,301.8000,1,1,2026-08-24T00:00:00.000
