MachineSensorAssignmentKey,MachineKey,MachineSensorTagKey,SequenceNumber,QuantityValue,AllocationPercent,SourceSystemKey,BatchId,LoadedAtUtc
41,419,284,41,66.170000,0.0041,1,1,2026-08-24T00:00:00.000
42,3,463,42,67.540000,0.0042,1,1,2026-08-24T00:00:00.000
43,108,126,43,68.910000,0.0043,1,1,2026-08-24T00:00:00.000
44,277,356,44,70.280000,0.0044,1,1,2026-08-24T00:00:00.000
45,405,177,45,71.650000,0.0045,1,1,2026-08-24T00:00:00.000
46,339,236,46,73.020000,0.0046,1,1,2026-08-24T00:00:00.000
47,224,284,47,74.390000,0.0047,1,1,2026-08-24T00:00:00.000
48,326,335,48,75.760000,0.0048,1,1,2026-08-24T00:00:00.000
49,97,120,49,77.130000,0.0049,1,1,2026-08-24T00:00:00.000
50,279,236,50,78.500000,0.0050,1,1,2026-08-24T00:00:00.000
51,257,403,51,79.870000,0.0051,1,1,2026-08-24T00:00:00.000
52,25,281,52,81.240000,0.0052,1,1,2026-08-24T00:00:00.000
53,93,216,53,82.610000,0.0053,1,1,2026-08-24T00:00:00.000
54,24,120,54,83.980000,0.0054,1,1,2026-08-24T00:00:00.000
55,159,453,55,85.350000,0.0055,1,1,2026-08-24T00:00:00.000
56,198,261,56,86.720000,0.0056,1,1,2026-08-24T00:00:00.000
57,401,125,57,88.090000,0.0057,1,1,2026-08-24T00:00:00.000
58,224,301,58,89.460000,0.0058,1,1,2026-08-24T00:00:00.000
59,482,65,59,90.830000,0.0059,1,1,2026-08-24T00:00:00.000
60,395,434,60,92.200000,0.0060,1,1,2026-08-24T00:00:00.000
61,449,173,61,93.570000,0.0061,1,1,2026-08-24T00:00:00.000
62,121,284,62,94.940000,0.0062,1,1,2026-08-24T00:00:00.000
63,112,306,63,96.310000,0.0063,1,1,2026-08-24T00:00:00.000
64,23,422,64,97.680000,0.0064,1,1,2026-08-24T00:00:00.000
65,363,257,65,99.050000,0.0065,1,1,2026-08-24T00:00:00.000
66,398,306,66,100.420000,0.0066,1,1,2026-08-24T00:00:00.000
67,453,272,67,101.790000,0.0067,1,1,2026-08-24T00:00:00.000
68,308,434,68,103.160000,0.0068,1,1,2026-08-24T00:00:00.000
69,346,486,69,104.530000,0.0069,1,1,2026-08-24T00:00:00.000
70,40,217,70,105.900000,0.0070,1,1,2026-08-24T00:00:00.000
71,309,109,71,107.270000,0.0071,1,1,2026-08-24T00:00:00.000
72,444,100,72,108.640000,0.0072,1,1,2026-08-24T00:00:00.000
73,388,266,73,110.010000,0.0073,1,1,2026-08-24T00:00:00.000
74,66,479,74,111.380000,0.0074,1,1,2026-08-24T00:00:00.000
75,303,359,75,112.750000,0.0075,1,1,2026-08-24T00:00:00.000
76,28,4,76,114.120000,0.0076,1,1,2026-08-24T00:00:00.000
77,398,295,77,115.490000,0.0077,1,1,2026-08-24T00:00:00.000
78,327,181,78,116.860000,0.0078,1,1,2026-08-24T00:00:00.000
79,427,338,79,118.230000,0.0079,1,1,2026-08-24T00:00:00.000
80,82,156,80,119.600000,0.0080,1,1,2026-08-24T00:00:00.000
81,434,300,81,120.970000,0.0081,1,1,2026-08-24T00:00:00.000
82,12,459,82,122.340000,0.0082,1,1,2026-08-24T00:00:00.000
83,216,118,83,123.710000,0.0083,1,1,2026-08-24T00:00:00.000
84,421,445,84,125.080000,0.0084,1,1,2026-08-24T00:00:00.000
85,246,465,85,126.450000,0.0085,1,1,2026-08-24T00:00:00.000
86,157,263,86,127.820000,0.0086,1,1,2026-08-24T00:00:00.000
87,294,483,87,129.190000,0.0087,1,1,2026-08-24T00:00:00.000
88,353,346,88,130.560000,0.0088,1,1,2026-08-24T00:00:00.000
89,269,44,89,131.930000,0.0089,1,1,2026-08-24T00:00:00.000
90,320,222,90,133.300000,0.0090,1,1,2026-08-24T00:00:00.000
91,371,426,91,134.670000,0.0091,1,1,2026-08-24T00:00:00.000
92,473,465,92,136.040000,0.0092,1,1,2026-08-24T00:00:00.000
93,351,250,93,137.410000,0.0093,1,1,2026-08-24T00:00:00.000
94,275,405,94,138.780000,0.0094,1,1,2026-08-24T00:00:00.000
95,225,254,95,140.150000,0.0095,1,1,2026-08-24T00:00:00.000
96,360,243,96,141.520000,0.0096,1,1,2026-08-24T00:00:00.000
97,157,398,97,142.890000,0.0097,1,1,2026-08-24T00:00:00.000
98,191,208,98,144.260000,0.0098,1,1,2026-08-24T00:00:00.000
99,205,493,99,145.630000,0.0099,1,1,2026-08-24T00:00:00.000
100,49,160,100,147.000000,0.0100,1,1,2026-08-24T00:00:00.000
101,111,62,101,148.370000,0.0101,1,1,2026-08-24T00:00:00.000
102,35,36,102,149.740000,0.0102,1,1,2026-08-24T00:00:00.000
103,96,438,103,151.110000,0.0103,1,1,2026-08-24T00:00:00.000
104,410,349,104,152.480000,0.0104,1,1,2026-08-24T00:00:00.000
105,41,414,105,153.850000,0.0105,1,1,2026-08-24T00:00:00.000
106,189,336,106,155.220000,0.0106,1,1,2026-08-24T00:00:00.000
107,336,446,107,156.590000,0.0107,1,1,2026-08-24T00:00:00.000
108,223,89,108,157.960000,0.0108,1,1,2026-08-24T00:00:00.000
109,454,279,109,159.330000,0.0109,1,1,2026-08-24T00:00:00.000
110,464,228,110,160.700000,0.0110,1,1,2026-08-24T00:00:00.000
111,370,147,111,162.070000,0.0111,1,1,2026-08-24T00:00:00.000
112,410,269,112,163.440000,0.0112,1,1,2026-08-24T00:00:00.000
113,3,45,113,164.810000,0.0113,1,1,2026-08-24T00:00:00.000
114,121,25,114,166.180000,0.0114,1,1,2026-08-24T00:00:00.000
115,32,162,115,167.550000,0.0115,1,1,2026-08-24T00:00:00.000
116,42,374,116,168.920000,0.0116,1,1,2026-08-24T00:00:00.000
117,329,289,117,170.290000,0.0117,1,1,2026-08-24T00:00:00.000
118,228,390,118,171.660000,0.0118,1,1,2026-08-24T00:00:00.000
119,140,442,119,173.030000,0.0119,1,1,2026-08-24T00:00:00.000
120,452,296,120,174.400000,0.0120,1,1,2026-08-24T00:00:00.000
121,382,144,121,175.770000,0.0121,1,1,2026-08-24T00:00:00.000
122,476,411,122,177.140000,0.0122,1,1,2026-08-24T00:00:00.000
123,38,269,123,178.510000,0.0123,1,1,2026-08-24T00:00:00.000
124,378,310,124,179.880000,0.0124,1,1,2026-08-24T00:00:00.000
125,144,112,125,181.250000,0.0125,1,1,2026-08-24T00:00:00.000
126,346,34,126,182.620000,0.0126,1,1,2026-08-24T00:00:00.000
127,251,362,127,183.990000,0.0127,1,1,2026-08-24T00:00:00.000
128,203,400,128,185.360000,0.0128,1,1,2026-08-24T00:00:00.000
129,277,335,129,186.730000,0.0129,1,1,2026-08-24T00:00:00.000
130,156,15,130,188.100000,0.0130,1,1,2026-08-24T00:00:00.000
131,235,332,131,189.470000,0.0131,1,1,2026-08-24T00:00:00.000
132,1,382,132,190.840000,0.0132,1,1,2026-08-24T00:00:00.000
133,453,258,133,192.210000,0.0133,1,1,2026-08-24T00:00:00.000
134,7,387,134,193.580000,0.0134,1,1,2026-08-24T00:00:00.000
135,254,48,135,194.950000,0.0135,1,1,2026-08-24T00:00:00.000
136,457,398,136,196.320000,0.0136,1,1,2026-08-24T00:00:00.000
137,69,178,137,197.690000,0.0137,1,1,2026-08-24T00:00:00.000
138,34,441,138,199.060000,0.0138,1,1,2026-08-24T00:00:00.000
139,43,4,139,200.430000,0.0139,1,1,2026-08-24T00:00:00.000
140,326,260,140,201.800000,0.0140,1,1,2026-08-24T00:00:00.000
141,196,432,141,203.170000,0.0141,1,1,2026-08-24T00:00:00.000
142,487,458,142,204.540000,0.0142,1,1,2026-08-24T00:00:00.000
143,334,14,143,205.910000,0.0143,1,1,2026-08-24T00:00:00.000
144,395,380,144,207.280000,0.0144,1,1,2026-08-24T00:00:00.000
145,167,190,145,208.650000,0.0145,1,1,2026-08-24T00:00:00.000
146,247,348,146,210.020000,0.0146,1,1,2026-08-24T00:00:00.000
147,469,354,147,211.390000,0.0147,1,1,2026-08-24T00:00:00.000
148,189,54,148,212.760000,0.0148,1,1,2026-08-24T00:00:00.000
149,87,141,149,214.130000,0.0149,1,1,2026-08-24T00:00:00.000
150,475,459,150,215.500000,0.0150,1,1,2026-08-24T00:00:00.000
151,44,18,151,216.870000,0.0151,1,1,2026-08-24T00:00:00.000
152,240,368,152,218.240000,0.0152,1,1,2026-08-24T00:00:00.000
153,337,158,153,219.610000,0.0153,1,1,2026-08-24T00:00:00.000
154,113,410,154,220.980000,0.0154,1,1,2026-08-24T00:00:00.000
155,163,103,155,222.350000,0.0155,1,1,2026-08-24T00:00:00.000
156,472,239,156,223.720000,0.0156,1,1,2026-08-24T00:00:00.000
157,419,233,157,225.090000,0.0157,1,1,2026-08-24T00:00:00.000
158,305,70,158,226.460000,0.0158,1,1,2026-08-24T00:00:00.000
159,479,391,159,227.830000,0.0159,1,1,2026-08-24T00:00:00.000
160,344,412,160,229.200000,0.0160,1,1,2026-08-24T00:00:00.000
161,34,316,161,230.570000,0.0161,1,1,2026-08-24T00:00:00.000
162,93,334,162,231.940000,0.0162,1,1,2026-08-24T00:00:00.000
163,409,291,163,233.310000,0.0163,1,1,2026-08-24T00:00:00.000
164,222,300,164,234.680000,0.0164,1,1,2026-08-24T00:00:00.000
165,56,152,165,236.050000,0.0165,1,1,2026-08-24T00:00:00.000
166,186,488,166,237.420000,0.0166,1,1,2026-08-24T00:00:00.000
167,104,102,167,238.790000,0.0167,1,1,2026-08-24T00:00:00.000
168,136,107,168,240.160000,0.0168,1,1,2026-08-24T00:00:00.000
169,174,108,169,241.530000,0.0169,1,1,2026-08-24T00:00:00.000
170,213,374,170,242.900000,0.0170,1,1,2026-08-24T00:00:00.000
171,12,404,171,244.270000,0.0171,1,1,2026-08-24T00:00:00.000
172,173,227,172,245.640000,0.0172,1,1,2026-08-24T00:00:00.000
173,413,123,173,247.010000,0.0173,1,1,2026-08-24T00:00:00.000
174,263,497,174,248.380000,0.0174,1,1,2026-08-24T00:00:00.000
175,314,206,175,249.750000,0.0175,1,1,2026-08-24T00:00:00.000
176,439,145,176,251.120000,0.0176,1,1,2026-08-24T00:00:00.000
177,90,228,177,252.490000,0.0177,1,1,2026-08-24T00:00:00.000
178,151,53,178,253.860000,0.0178,1,1,2026-08-24T00:00:00.000
179,294,244,179,255.230000,0.0179,1,1,2026-08-24T00:00:00.000
180,408,436,180,256.600000,0.0180,1,1,2026-08-24T00:00:00.000
181,453,340,181,257.970000,0.0181,1,1,2026-08-24T00:00:00.000
182,43,56,182,259.340000,0.0182,1,1,2026-08-24T00:00:00.000
183,358,163,183,260.710000,0.0183,1,1,2026-08-24T00:00:00.000
184,407,435,184,262.080000,0.0184,1,1,2026-08-24T00:00:00.000
185,239,430,185,263.450000,0.0185,1,1,2026-08-24T00:00:00.000
186,166,479,186,264.820000,0.0186,1,1,2026-08-24T00:00:00.000
187,331,87,187,266.190000,0.0187,1,1,2026-08-24T00:00:00.000
188,84,9,188,267.560000,0.0188,1,1,2026-08-24T00:00:00.000
189,245,391,189,268.930000,0.0189,1,1,2026-08-24T00:00:00.000
190,450,196,190,270.300000,0.0190,1,1,2026-08-24T00:00:00.000
191,39,196,191,271.670000,0.0191,1,1,2026-08-24T00:00:00.000
192,139,21,192,273.040000,0.0192,1,1,2026-08-24T00:00:00.000
193,336,105,193,274.410000,0.0193,1,1,2026-08-24T00:00:00.000
194,178,109,194,275.780000,0.0194,1,1,2026-08-24T00:00:00.000
195,197,432,195,277.150000,0.0195,1,1,2026-08-24T00:00:00.000
196,159,208,196,278.520000,0.0196,1,1,2026-08-24T00:00:00.000
197,495,86,197,279.890000,0.0197,1,1,2026-08-24T00:00:00.000
198,490,112,198,281.260000,0.0198,1,1,2026-08-24T00:00:00.000
199,225,341,199,282.630000,0.0199,1,1,2026-08-24T00:00:00.000
200,433,419,200,284.000000,0.0200,1,1,2026-08-24T00:00:00.000
201,325,383,201,285.370000,0.0201,1,1,2026-08-24T00:00:00.000
202,69,219,202,286.740000,0.0202,1,1,2026-08-24T00:00:00.000
203,291,149,203,288.110000,0.0203,1,1,2026-08-24T00:00:00.000
204,452,374,204,289.480000,0.0204,1,1,2026-08-24T00:00:00.000
205,348,134,205,290.850000,0.0205,1,1,2026-08-24T00:00:00.000
206,132,163,206,292.220000,0.0206,1,1,2026-08-24T00:00:00.000
207,318,481,207,293.590000,0.0207,1,1,2026-08-24T00:00:00.000
208,482,362,208,294.960000,0.0208,1,1,2026-08-24T00:00:00.000
209,426,296,209,296.330000,0.0209,1,1,2026-08-24T00:00:00.000
210,249,310,210,297.700000,0.0210,1,1,2026-08-24T00:00:00.000
211,234,361,211,299.070000,0.0211,1,1,2026-08-24T00:00:00.000
212,8,27,212,300.440000,0.0212,1,1,2026-08-24T00:00:00.000
213,66,385,213,301.810000,0.0213,1,1,2026-08-24T00:00:00.000
214,187,479,214,303.180000,0.0214,1,1,2026-08-24T00:00:00.000
215,3,428,215,304.550000,0.0215,1,1,2026-08-24T00:00:00.000
216,69,262,216,305.920000,0.0216,1,1,2026-08-24T00:00:00.000
217,478,389,217,307.290000,0.0217,1,1,2026-08-24T00:00:00.000
218,43,387,218,308.660000,0.0218,1,1,2026-08-24T00:00:00.000
219,321,322,219,310.030000,0.0219,1,1,2026-08-24T00:00:00.000
220,273,123,220,311.400000,0.0220,1,1,2026-08-24T00:00:00.000
221,446,206,221,312.770000,0.0221,1,1,2026-08-24T00:00:00.000
222,4,379,222,314.140000,0.0222,1,1,2026-08-24T00:00:00.000
223,47,275,223,315.510000,0.0223,1,1,2026-08-24T00:00:00.000
224,56,4,224,316.880000,0.0224,1,1,2026-08-24T00:00:00.000
225,4,391,225,318.250000,0.0225,1,1,2026-08-24T00:00:00.000
226,224,237,226,319.620000,0.0226,1,1,2026-08-24T00:00:00.000
227,105,171,227,320.990000,0.0227,1,1,2026-08-24T00:00:00.000
228,220,259,228,322.360000,0.0228,1,1,2026-08-24T00:00:00.000
229,69,13,229,323.730000,0.0229,1,1,2026-08-24T00:00:00.000
230,318,310,230,325.100000,0.0230,1,1,2026-08-24T00:00:00.000
231,240,456,231,326.470000,0.0231,1,1,2026-08-24T00:00:00.000
232,151,123,232,327.840000,0.0232,1,1,2026-08-24T00:00:00.000
233,309,121,233,329.210000,0.0233,1,1,2026-08-24T00:00:00.000
234,306,410,234,330.580000,0.0234,1,1,2026-08-24T00:00:00.000
235,232,115,235,331.950000,0.0235,1,1,2026-08-24T00:00:00.000
236,4,304,236,333.320000,0.0236,1,1,2026-08-24T00:00:00.000
237,330,349,237,334.690000,0.0237,1,1,2026-08-24T00:00:00.000
238,142,441,238,336.060000,0.0238,1,1,2026-08-24T00:00:00.000
239,175,249,239,337.430000,0.0239,1,1,2026-08-24T00:00:00.000
240,444,138,240,338.800000,0.0240,1,1,2026-08-24T00:00:00.000
241,394,239,241,340.170000,0.0241,1,1,2026-08-24T00:00:00.000
242,50,187,242,341.540000,0.0242,1,1,2026-08-24T00:00:00.000
243,325,318,243,342.910000,0.0243,1,1,2026-08-24T00:00:00.000
244,198,293,244,344.280000,0.0244,1,1,2026-08-24T00:00:00.000
245,267,440,245,345.650000,0.0245,1,1,2026-08-24T00:00:00.000
246,239,441,246,347.020000,0.0246,1,1,2026-08-24T00:00:00.000
247,234,367,247,348.390000,0.0247,1,1,2026-08-24T00:00:00.000
248,84,385,248,349.760000,0.0248,1,1,2026-08-24T00:00:00.000
249,289,270,249,351.130000,0.0249,1,1,2026-08-24T00:00:00.000
250,426,24,250,352.500000,0.0250,1,1,2026-08-24T00:00:00.000
251,238,382,251,353.870000,0.0251,1,1,2026-08-24T00:00:00.000
252,432,354,252,355.240000,0.0252,1,1,2026-08-24T00:00:00.000
253,368,313,253,356.610000,0.0253,1,1,2026-08-24T00:00:00.000
254,173,492,254,357.980000,0.0254,1,1,2026-08-24T00:00:00.000
255,296,174,255,359.350000,0.0255,1,1,2026-08-24T00:00:00.000
256,219,90,256,360.720000,0.0256,1,1,2026-08-24T00:00:00.000
257,244,15,257,362.090000,0.0257,1,1,2026-08-24T00:00:00.000
258,219,266,258,363.460000,0.0258,1,1,2026-08-24T00:00:00.000
259,178,240,259,364.830000,0.0259,1,1,2026-08-24T00:00:00.000
260,234,471,260,366.200000,0.0260,1,1,2026-08-24T00:00:00.000
261,421,99,261,367.570000,0.0261,1,1,2026-08-24T00:00:00.000
262,443,484,262,368.940000,0.0262,1,1,2026-08-24T00:00:00.000
263,314,68,263,370.310000,0.0263,1,1,2026-08-24T00:00:00.000
264,236,158,264,371.680000,0.0264,1,1,2026-08-24T00:00:00.000
265,105,83,265,373.050000,0.0265,1,1,2026-08-24T00:00:00.000
266,192,266,266,374.420000,0.0266,1,1,2026-08-24T00:00:00.000
267,218,165,267,375.790000,0.0267,1,1,2026-08-24T00:00:00.000
268,396,127,268,377.160000,0.0268,1,1,2026-08-24T00:00:00.000
269,477,441,269,378.530000,0.0269,1,1,2026-08-24T00:00:00.000
270,467,81,270,379.900000,0.0270,1,1,2026-08-24T00:00:00.000
271,365,377,271,381.270000,0.0271,1,1,2026-08-24T00:00:00.000
272,410,143,272,382.640000,0.0272,1,1,2026-08-24T00:00:00.000
273,23,93,273,384.010000,0.0273,1,1,2026-08-24T00:00:00.000
274,305,355,274,385.380000,0.0274,1,1,2026-08-24T00:00:00.000
275,272,394,275,386.750000,0.0275,1,1,2026-08-24T00:00:00.000
276,330,212,276,388.120000,0.0276,1,1,2026-08-24T00:00:00.000
277,255,226,277,389.490000,0.0277,1,1,2026-08-24T00:00:00.000
278,173,319,278,390.860000,0.0278,1,1,2026-08-24T00:00:00.000
279,293,104,279,392.230000,0.0279,1,1,2026-08-24T00:00:00.000
280,399,195,280,393.600000,0.0280,1,1,2026-08-24T00:00:00.000
281,97,137,281,394.970000,0.0281,1,1,2026-08-24T00:00:00.000
282,386,173,282,396.340000,0.0282,1,1,2026-08-24T00:00:00.000
283,441,292,283,397.710000,0.0283,1,1,2026-08-24T00:00:00.000
284,371,375,284,399.080000,0.0284,1,1,2026-08-24T00:00:00.000
285,123,92,285,400.450000,0.0285,1,1,2026-08-24T00:00:00.000
286,434,430,286,401.820000,0.0286,1,1,2026-08-24T00:00:00.000
287,300,353,287,403.190000,0.0287,1,1,2026-08-24T00:00:00.000
288,416,188,288,404.560000,0.0288,1,1,2026-08-24T00:00:00.000
289,20,322,289,405.930000,0.0289,1,1,2026-08-24T00:00:00.000
290,308,304,290,407.300000,0.0290,1,1,2026-08-24T00:00:00.000
291,261,489,291,408.670000,0.0291,1,1,2026-08-24T00:00:00.000
292,331,400,292,410.040000,0.0292,1,1,2026-08-24T00:00:00.000
293,81,141,293,411.410000,0.0293,1,1,2026-08-24T00:00:00.000
294,101,109,294,412.780000,0.0294,1,1,2026-08-24T00:00:00.000
295,321,66,295,414.150000,0.0295,1,1,2026-08-24T00:00:00.000
296,204,65,296,415.520000,0.0296,1,1,2026-08-24T00:00:00.000
297,365,387,297,416.890000,0.0297,1,1,2026-08-24T00:00:00.000
298,224,62,298,418.260000,0.0298,1,1,2026-08-24T00:00:00.000
299,223,130,299,419.630000,0.0299,1,1,2026-08-24T00:00:00.000
300,167,450,300,421.000000,0.0300,1,1,2026-08-24T00:00:00.000
301,353,242,301,422.370000,0.0301,1,1,2026-08-24T00:00:00.000
302,7,377,302,423.740000,0.0302,1,1,2026-08-24T00:00:00.000
303,335,312,303,425.110000,0.0303,1,1,2026-08-24T00:00:00.000
304,9,56,304,426.480000,0.0304,1,1,2026-08-24T00:00:00.000
305,293,348,305,427.850000,0.0305,1,1,2026-08-24T00:00:00.000
306,146,167,306,429.220000,0.0306,1,1,2026-08-24T00:00:00.000
307,430,174,307,430.590000,0.0307,1,1,2026-08-24T00:00:00.000
308,377,125,308,431.960000,0.0308,1,1,2026-08-24T00:00:00.000
309,100,58,309,433.330000,0.0309,1,1,2026-08-24T00:00:00.000
310,250,166,310,434.700000,0.0310,1,1,2026-08-24T00:00:00.000
311,65,111,311,436.070000,0.0311,1,1,2026-08-24T00:00:00.000
312,140,120,312,437.440000,0.0312,1,1,2026-08-24T00:00:00.000
313,401,60,313,438.810000,0.0313,1,1,2026-08-24T00:00:00.000
314,295,467,314,440.180000,0.0314,1,1,2026-08-24T00:00:00.000
315,369,143,315,441.550000,0.0315,1,1,2026-08-24T00:00:00.000
316,457,81,316,442.920000,0.0316,1,1,2026-08-24T00:00:00.000
317,468,480,317,444.290000,0.0317,1,1,2026-08-24T00:00:00.000
318,107,399,318,445.660000,0.0318,1,1,2026-08-24T00:00:00.000
319,350,106,319,447.030000,0.0319,1,1,2026-08-24T00:00:00.000
320,14,155,320,448.400000,0.0320,1,1,2026-08-24T00:00:00.000
321,267,279,321,449.770000,0.0321,1,1,2026-08-24T00:00:00.000
322,176,259,322,451.140000,0.0322,1,1,2026-08-24T00:00:00.000
323,367,216,323,452.510000,0.0323,1,1,2026-08-24T00:00:00.000
324,477,124,324,453.880000,0.0324,1,1,2026-08-24T00:00:00.000
325,134,232,325,455.250000,0.0325,1,1,2026-08-24T00:00:00.000
326,225,193,326,456.620000,0.0326,1,1,2026-08-24T00:00:00.000
327,423,143,327,457.990000,0.0327,1,1,2026-08-24T00:00:00.000
328,265,160,328,459.360000,0.0328,1,1,2026-08-24T00:00:00.000
329,29,243,329,460.730000,0.0329,1,1,2026-08-24T00:00:00.000
330,330,221,330,462.100000,0.0330,1,1,2026-08-24T00:00:00.000
331,306,148,331,463.470000,0.0331,1,1,2026-08-24T00:00:00.000
332,317,469,332,464.840000,0.0332,1,1,2026-08-24T00:00:00.000
333,14,65,333,466.210000,0.0333,1,1,2026-08-24T00:00:00.000
334,470,143,334,467.580000,0.0334,1,1,2026-08-24T00:00:00.000
335,176,451,335,468.950000,0.0335,1,1,2026-08-24T00:00:00.000
336,428,298,336,470.320000,0.0336,1,1,2026-08-24T00:00:00.000
337,465,251,337,471.690000,0.0337,1,1,2026-08-24T00:00:00.000
338,99,416,338,473.060000,0.0338,1,1,2026-08-24T00:00:00.000
339,289,359,339,474.430000,0.0339,1,1,2026-08-24T00:00:00.000
340,60,437,340,475.800000,0.0340,1,1,2026-08-24T00:00:00.000
341,287,350,341,477.170000,0.0341,1,1,2026-08-24T00:00:00.000
342,1,180,342,478.540000,0.0342,1,1,2026-08-24T00:00:00.000
343,255,51,343,479.910000,0.0343,1,1,2026-08-24T00:00:00.000
344,428,71,344,481.280000,0.0344,1,1,2026-08-24T00:00:00.000
345,305,191,345,482.650000,0.0345,1,1,2026-08-24T00:00:00.000
346,228,5,346,484.020000,0.0346,1,1,2026-08-24T00:00:00.000
347,36,212,347,485.390000,0.0347,1,1,2026-08-24T00:00:00.000
348,434,146,348,486.760000,0.0348,1,1,2026-08-24T00:00:00.000
349,128,63,349,488.130000,0.0349,1,1,2026-08-24T00:00:00.000
350,24,275,350,489.500000,0.0350,1,1,2026-08-24T00:00:00.000
351,130,112,351,490.870000,0.0351,1,1,2026-08-24T00:00:00.000
352,80,159,352,492.240000,0.0352,1,1,2026-08-24T00:00:00.000
353,423,51,353,493.610000,0.0353,1,1,2026-08-24T00:00:00.000
354,224,55,354,494.980000,0.0354,1,1,2026-08-24T00:00:00.000
355,319,100,355,496.350000,0.0355,1,1,2026-08-24T00:00:00.000
356,36,77,356,497.720000,0.0356,1,1,2026-08-24T00:00:00.000
357,12,496,357,499.090000,0.0357,1,1,2026-08-24T00:00:00.000
358,134,183,358,500.460000,0.0358,1,1,2026-08-24T00:00:00.000
359,202,239,359,501.830000,0.0359,1,1,2026-08-24T00:00:00.000
360,22,218,360,503.200000,0.0360,1,1,2026-08-24T00:00:00.000
361,458,464,361,504.570000,0.0361,1,1,2026-08-24T00:00:00.000
362,211,72,362,505.940000,0.0362,1,1,2026-08-24T00:00:00.000
363,230,201,363,507.310000,0.0363,1,1,2026-08-24T00:00:00.000
364,203,275,364,508.680000,0.0364,1,1,2026-08-24T00:00:00.000
365,24,64,365,510.050000,0.0365,1,1,2026-08-24T00:00:00.000
366,139,49,366,511.420000,0.0366,1,1,2026-08-24T00:00:00.000
367,168,423,367,512.790000,0.0367,1,1,2026-08-24T00:00:00.000
368,31,117,368,514.160000,0.0368,1,1,2026-08-24T00:00:00.000
369,136,475,369,515.530000,0.0369,1,1,2026-08-24T00:00:00.000
370,398,97,370,516.900000,0.0370,1,1,2026-08-24T00:00:00.000
371,85,246,371,518.270000,0.0371,1,1,2026-08-24T00:00:00.000
372,350,390,372,519.640000,0.0372,1,1,2026-08-24T00:00:00.000
373,64,216,373,521.010000,0.0373,1,1,2026-08-24T00:00:00.000
