SalesOrderToCustomerHierarchyKey,SalesOrderHeaderKey,CustomerKey,SalesCustomerNodeKey,AllocationRatio,SourceSystemKey,BatchId,LoadedAtUtc
32,397,349,171,33.000000,1,1,2026-08-24T00:00:00.000
33,29,277,436,34.000000,1,1,2026-08-24T00:00:00.000
34,25,26,61,35.000000,1,1,2026-08-24T00:00:00.000
35,210,473,47,36.000000,1,1,2026-08-24T00:00:00.000
36,190,457,114,37.000000,1,1,2026-08-24T00:00:00.000
37,145,178,444,38.000000,1,1,2026-08-24T00:00:00.000
38,390,484,145,39.000000,1,1,2026-08-24T00:00:00.000
39,198,253,448,40.000000,1,1,2026-08-24T00:00:00.000
40,239,360,423,41.000000,1,1,2026-08-24T00:00:00.000
41,481,389,464,42.000000,1,1,2026-08-24T00:00:00.000
42,41,132,207,43.000000,1,1,2026-08-24T00:00:00.000
43,5,214,104,44.000000,1,1,2026-08-24T00:00:00.000
44,255,355,293,45.000000,1,1,2026-08-24T00:00:00.000
45,184,410,195,46.000000,1,1,2026-08-24T00:00:00.000
46,85,77,323,47.000000,1,1,2026-08-24T00:00:00.000
47,128,470,430,48.000000,1,1,2026-08-24T00:00:00.000
48,476,291,102,49.000000,1,1,2026-08-24T00:00:00.000
49,332,39,327,50.000000,1,1,2026-08-24T00:00:00.000
50,318,267,58,51.000000,1,1,2026-08-24T00:00:00.000
51,37,130,411,52.000000,1,1,2026-08-24T00:00:00.000
52,308,227,19,53.000000,1,1,2026-08-24T00:00:00.000
53,263,265,224,54.000000,1,1,2026-08-24T00:00:00.000
54,377,339,1,55.000000,1,1,2026-08-24T00:00:00.000
55,389,63,414,56.000000,1,1,2026-08-24T00:00:00.000
56,331,111,432,57.000000,1,1,2026-08-24T00:00:00.000
57,138,467,217,58.000000,1,1,2026-08-24T00:00:00.000
58,148,413,70,59.000000,1,1,2026-08-24T00:00:00.000
59,111,386,160,60.000000,1,1,2026-08-24T00:00:00.000
60,440,384,463,61.000000,1,1,2026-08-24T00:00:00.000
61,490,396,242,62.000000,1,1,2026-08-24T00:00:00.000
62,139,28,33,63.000000,1,1,2026-08-24T00:00:00.000
63,231,126,56,64.000000,1,1,2026-08-24T00:00:00.000
64,255,151,272,65.000000,1,1,2026-08-24T00:00:00.000
65,21,486,119,66.000000,1,1,2026-08-24T00:00:00.000
66,190,397,180,67.000000,1,1,2026-08-24T00:00:00.000
67,129,50,166,68.000000,1,1,2026-08-24T00:00:00.000
68,374,153,324,69.000000,1,1,2026-08-24T00:00:00.000
69,161,134,152,70.000000,1,1,2026-08-24T00:00:00.000
70,302,152,5,71.000000,1,1,2026-08-24T00:00:00.000
71,117,297,356,72.000000,1,1,2026-08-24T00:00:00.000
72,330,67,299,73.000000,1,1,2026-08-24T00:00:00.000
73,27,44,447,74.000000,1,1,2026-08-24T00:00:00.000
74,228,38,26,75.000000,1,1,2026-08-24T00:00:00.000
75,197,496,18,76.000000,1,1,2026-08-24T00:00:00.000
76,212,97,297,77.000000,1,1,2026-08-24T00:00:00.000
77,15,254,491,78.000000,1,1,2026-08-24T00:00:00.000
78,191,128,368,79.000000,1,1,2026-08-24T00:00:00.000
79,296,166,496,80.000000,1,1,2026-08-24T00:00:00.000
80,462,142,455,81.000000,1,1,2026-08-24T00:00:00.000
81,350,265,136,82.000000,1,1,2026-08-24T00:00:00.000
82,390,84,398,83.000000,1,1,2026-08-24T00:00:00.000
83,359,485,255,84.000000,1,1,2026-08-24T00:00:00.000
84,237,239,375,85.000000,1,1,2026-08-24T00:00:00.000
85,445,81,214,86.000000,1,1,2026-08-24T00:00:00.000
86,215,64,13,87.000000,1,1,2026-08-24T00:00:00.000
87,431,59,148,88.000000,1,1,2026-08-24T00:00:00.000
88,469,289,340,89.000000,1,1,2026-08-24T00:00:00.000
89,36,308,401,90.000000,1,1,2026-08-24T00:00:00.000
90,388,438,136,91.000000,1,1,2026-08-24T00:00:00.000
91,500,266,205,92.000000,1,1,2026-08-24T00:00:00.000
92,10,4,250,93.000000,1,1,2026-08-24T00:00:00.000
93,445,80,268,94.000000,1,1,2026-08-24T00:00:00.000
94,248,213,353,95.000000,1,1,2026-08-24T00:00:00.000
95,400,116,49,96.000000,1,1,2026-08-24T00:00:00.000
96,292,18,395,97.000000,1,1,2026-08-24T00:00:00.000
97,86,2,307,98.000000,1,1,2026-08-24T00:00:00.000
98,457,411,238,99.000000,1,1,2026-08-24T00:00:00.000
99,52,237,465,100.000000,1,1,2026-08-24T00:00:00.000
100,488,304,224,101.000000,1,1,2026-08-24T00:00:00.000
101,57,220,301,102.000000,1,1,2026-08-24T00:00:00.000
102,104,333,47,103.000000,1,1,2026-08-24T00:00:00.000
103,319,220,191,104.000000,1,1,2026-08-24T00:00:00.000
104,186,218,276,105.000000,1,1,2026-08-24T00:00:00.000
105,120,481,432,106.000000,1,1,2026-08-24T00:00:00.000
106,70,179,257,107.000000,1,1,2026-08-24T00:00:00.000
107,160,194,388,108.000000,1,1,2026-08-24T00:00:00.000
108,120,113,134,109.000000,1,1,2026-08-24T00:00:00.000
109,374,489,158,110.000000,1,1,2026-08-24T00:00:00.000
110,290,293,162,111.000000,1,1,2026-08-24T00:00:00.000
111,283,214,16,112.000000,1,1,2026-08-24T00:00:00.000
112,169,250,492,113.000000,1,1,2026-08-24T00:00:00.000
113,333,480,441,114.000000,1,1,2026-08-24T00:00:00.000
114,114,459,406,115.000000,1,1,2026-08-24T00:00:00.000
115,410,110,7,116.000000,1,1,2026-08-24T00:00:00.000
116,233,139,174,117.000000,1,1,2026-08-24T00:00:00.000
117,286,370,37,118.000000,1,1,2026-08-24T00:00:00.000
118,122,171,117,119.000000,1,1,2026-08-24T00:00:00.000
119,105,115,369,120.000000,1,1,2026-08-24T00:00:00.000
120,392,328,394,121.000000,1,1,2026-08-24T00:00:00.000
121,397,54,4,122.000000,1,1,2026-08-24T00:00:00.000
122,143,393,412,123.000000,1,1,2026-08-24T00:00:00.000
123,188,410,452,124.000000,1,1,2026-08-24T00:00:00.000
124,229,470,337,125.000000,1,1,2026-08-24T00:00:00.000
125,361,168,404,126.000000,1,1,2026-08-24T00:00:00.000
126,276,348,314,127.000000,1,1,2026-08-24T00:00:00.000
127,209,120,184,128.000000,1,1,2026-08-24T00:00:00.000
128,130,343,376,129.000000,1,1,2026-08-24T00:00:00.000
129,384,311,483,130.000000,1,1,2026-08-24T00:00:00.000
130,305,348,462,131.000000,1,1,2026-08-24T00:00:00.000
131,19,331,328,132.000000,1,1,2026-08-24T00:00:00.000
132,284,268,444,133.000000,1,1,2026-08-24T00:00:00.000
133,224,279,6,134.000000,1,1,2026-08-24T00:00:00.000
134,278,199,113,135.000000,1,1,2026-08-24T00:00:00.000
135,124,112,100,136.000000,1,1,2026-08-24T00:00:00.000
136,53,33,166,137.000000,1,1,2026-08-24T00:00:00.000
137,162,98,354,138.000000,1,1,2026-08-24T00:00:00.000
138,37,78,319,139.000000,1,1,2026-08-24T00:00:00.000
139,31,153,52,140.000000,1,1,2026-08-24T00:00:00.000
140,182,145,280,141.000000,1,1,2026-08-24T00:00:00.000
141,23,145,396,142.000000,1,1,2026-08-24T00:00:00.000
142,87,251,190,143.000000,1,1,2026-08-24T00:00:00.000
143,48,341,446,144.000000,1,1,2026-08-24T00:00:00.000
144,433,174,66,145.000000,1,1,2026-08-24T00:00:00.000
145,20,62,448,146.000000,1,1,2026-08-24T00:00:00.000
146,184,67,336,147.000000,1,1,2026-08-24T00:00:00.000
147,157,496,84,148.000000,1,1,2026-08-24T00:00:00.000
148,327,272,91,149.000000,1,1,2026-08-24T00:00:00.000
149,350,176,218,150.000000,1,1,2026-08-24T00:00:00.000
150,183,81,217,151.000000,1,1,2026-08-24T00:00:00.000
151,435,497,99,152.000000,1,1,2026-08-24T00:00:00.000
152,391,275,162,153.000000,1,1,2026-08-24T00:00:00.000
153,374,402,417,154.000000,1,1,2026-08-24T00:00:00.000
154,251,153,55,155.000000,1,1,2026-08-24T00:00:00.000
155,369,113,456,156.000000,1,1,2026-08-24T00:00:00.000
156,469,311,438,157.000000,1,1,2026-08-24T00:00:00.000
157,148,121,384,158.000000,1,1,2026-08-24T00:00:00.000
158,153,377,82,159.000000,1,1,2026-08-24T00:00:00.000
159,132,10,429,160.000000,1,1,2026-08-24T00:00:00.000
160,423,124,25,161.000000,1,1,2026-08-24T00:00:00.000
161,473,422,174,162.000000,1,1,2026-08-24T00:00:00.000
162,475,286,96,163.000000,1,1,2026-08-24T00:00:00.000
163,451,69,460,164.000000,1,1,2026-08-24T00:00:00.000
164,196,189,473,165.000000,1,1,2026-08-24T00:00:00.000
165,338,476,347,166.000000,1,1,2026-08-24T00:00:00.000
166,112,172,238,167.000000,1,1,2026-08-24T00:00:00.000
167,1,79,38,168.000000,1,1,2026-08-24T00:00:00.000
168,3,196,267,169.000000,1,1,2026-08-24T00:00:00.000
169,20,366,28,170.000000,1,1,2026-08-24T00:00:00.000
170,6,396,493,171.000000,1,1,2026-08-24T00:00:00.000
171,7,23,309,172.000000,1,1,2026-08-24T00:00:00.000
172,19,53,26,173.000000,1,1,2026-08-24T00:00:00.000
173,64,118,62,174.000000,1,1,2026-08-24T00:00:00.000
174,12,487,388,175.000000,1,1,2026-08-24T00:00:00.000
175,254,313,54,176.000000,1,1,2026-08-24T00:00:00.000
176,334,119,33,177.000000,1,1,2026-08-24T00:00:00.000
177,28,338,69,178.000000,1,1,2026-08-24T00:00:00.000
178,105,161,221,179.000000,1,1,2026-08-24T00:00:00.000
179,45,490,160,180.000000,1,1,2026-08-24T00:00:00.000
180,122,284,165,181.000000,1,1,2026-08-24T00:00:00.000
181,496,2,201,182.000000,1,1,2026-08-24T00:00:00.000
182,160,111,397,183.000000,1,1,2026-08-24T00:00:00.000
183,167,429,276,184.000000,1,1,2026-08-24T00:00:00.000
184,430,99,207,185.000000,1,1,2026-08-24T00:00:00.000
185,350,372,251,186.000000,1,1,2026-08-24T00:00:00.000
186,395,347,427,187.000000,1,1,2026-08-24T00:00:00.000
187,448,455,428,188.000000,1,1,2026-08-24T00:00:00.000
188,69,59,169,189.000000,1,1,2026-08-24T00:00:00.000
189,41,339,221,190.000000,1,1,2026-08-24T00:00:00.000
190,350,414,249,191.000000,1,1,2026-08-24T00:00:00.000
191,66,252,20,192.000000,1,1,2026-08-24T00:00:00.000
192,73,271,335,193.000000,1,1,2026-08-24T00:00:00.000
193,129,420,321,194.000000,1,1,2026-08-24T00:00:00.000
194,10,54,113,195.000000,1,1,2026-08-24T00:00:00.000
195,117,48,388,196.000000,1,1,2026-08-24T00:00:00.000
196,281,242,130,197.000000,1,1,2026-08-24T00:00:00.000
197,128,82,297,198.000000,1,1,2026-08-24T00:00:00.000
198,290,97,356,199.000000,1,1,2026-08-24T00:00:00.000
199,227,335,488,200.000000,1,1,2026-08-24T00:00:00.000
200,355,222,52,201.000000,1,1,2026-08-24T00:00:00.000
201,415,338,493,202.000000,1,1,2026-08-24T00:00:00.000
202,122,269,321,203.000000,1,1,2026-08-24T00:00:00.000
203,359,292,18,204.000000,1,1,2026-08-24T00:00:00.000
204,187,221,47,205.000000,1,1,2026-08-24T00:00:00.000
205,301,156,295,206.000000,1,1,2026-08-24T00:00:00.000
206,25,60,53,207.000000,1,1,2026-08-24T00:00:00.000
207,123,291,350,208.000000,1,1,2026-08-24T00:00:00.000
208,401,347,336,209.000000,1,1,2026-08-24T00:00:00.000
209,109,470,155,210.000000,1,1,2026-08-24T00:00:00.000
210,432,441,204,211.000000,1,1,2026-08-24T00:00:00.000
211,28,63,379,212.000000,1,1,2026-08-24T00:00:00.000
212,367,463,173,213.000000,1,1,2026-08-24T00:00:00.000
213,189,79,141,214.000000,1,1,2026-08-24T00:00:00.000
214,443,324,49,215.000000,1,1,2026-08-24T00:00:00.000
215,247,249,398,216.000000,1,1,2026-08-24T00:00:00.000
216,203,281,113,217.000000,1,1,2026-08-24T00:00:00.000
217,136,414,185,218.000000,1,1,2026-08-24T00:00:00.000
218,142,457,360,219.000000,1,1,2026-08-24T00:00:00.000
219,450,14,22,220.000000,1,1,2026-08-24T00:00:00.000
220,105,147,217,221.000000,1,1,2026-08-24T00:00:00.000
221,41,37,28,222.000000,1,1,2026-08-24T00:00:00.000
222,229,141,260,223.000000,1,1,2026-08-24T00:00:00.000
223,150,494,291,224.000000,1,1,2026-08-24T00:00:00.000
224,107,293,86,225.000000,1,1,2026-08-24T00:00:00.000
225,200,115,259,226.000000,1,1,2026-08-24T00:00:00.000
226,38,392,179,227.000000,1,1,2026-08-24T00:00:00.000
227,296,198,46,228.000000,1,1,2026-08-24T00:00:00.000
228,157,91,462,229.000000,1,1,2026-08-24T00:00:00.000
229,106,278,272,230.000000,1,1,2026-08-24T00:00:00.000
230,326,57,327,231.000000,1,1,2026-08-24T00:00:00.000
231,428,460,424,232.000000,1,1,2026-08-24T00:00:00.000
232,371,236,107,233.000000,1,1,2026-08-24T00:00:00.000
233,485,91,413,234.000000,1,1,2026-08-24T00:00:00.000
234,54,359,299,235.000000,1,1,2026-08-24T00:00:00.000
235,414,403,241,236.000000,1,1,2026-08-24T00:00:00.000
236,147,251,461,237.000000,1,1,2026-08-24T00:00:00.000
237,39,386,425,238.000000,1,1,2026-08-24T00:00:00.000
238,469,139,16,239.000000,1,1,2026-08-24T00:00:00.000
239,48,447,289,240.000000,1,1,2026-08-24T00:00:00.000
240,15,108,464,241.000000,1,1,2026-08-24T00:00:00.000
241,12,401,394,242.000000,1,1,2026-08-24T00:00:00.000
242,424,383,274,243.000000,1,1,2026-08-24T00:00:00.000
243,21,427,76,244.000000,1,1,2026-08-24T00:00:00.000
244,421,59,435,245.000000,1,1,2026-08-24T00:00:00.000
245,283,483,378,246.000000,1,1,2026-08-24T00:00:00.000
246,159,11,486,247.000000,1,1,2026-08-24T00:00:00.000
247,148,254,77,248.000000,1,1,2026-08-24T00:00:00.000
248,79,218,9,249.000000,1,1,2026-08-24T00:00:00.000
249,128,320,27,250.000000,1,1,2026-08-24T00:00:00.000
250,144,239,450,251.000000,1,1,2026-08-24T00:00:00.000
251,426,485,61,252.000000,1,1,2026-08-24T00:00:00.000
252,332,218,52,253.000000,1,1,2026-08-24T00:00:00.000
253,327,415,465,254.000000,1,1,2026-08-24T00:00:00.000
254,121,324,358,255.000000,1,1,2026-08-24T00:00:00.000
255,225,220,189,256.000000,1,1,2026-08-24T00:00:00.000
256,346,338,200,257.000000,1,1,2026-08-24T00:00:00.000
257,4,349,60,258.000000,1,1,2026-08-24T00:00:00.000
258,285,309,277,259.000000,1,1,2026-08-24T00:00:00.000
259,492,303,74,260.000000,1,1,2026-08-24T00:00:00.000
260,314,479,247,261.000000,1,1,2026-08-24T00:00:00.000
261,190,51,357,262.000000,1,1,2026-08-24T00:00:00.000
262,437,16,213,263.000000,1,1,2026-08-24T00:00:00.000
263,253,357,147,264.000000,1,1,2026-08-24T00:00:00.000
264,258,289,155,265.000000,1,1,2026-08-24T00:00:00.000
265,322,124,355,266.000000,1,1,2026-08-24T00:00:00.000
266,433,239,486,267.000000,1,1,2026-08-24T00:00:00.000
267,430,293,250,268.000000,1,1,2026-08-24T00:00:00.000
268,281,42,224,269.000000,1,1,2026-08-24T00:00:00.000
269,88,433,72,270.000000,1,1,2026-08-24T00:00:00.000
270,11,62,177,271.000000,1,1,2026-08-24T00:00:00.000
271,452,456,6,272.000000,1,1,2026-08-24T00:00:00.000
272,123,288,348,273.000000,1,1,2026-08-24T00:00:00.000
273,451,292,36,274.000000,1,1,2026-08-24T00:00:00.000
274,367,89,436,275.000000,1,1,2026-08-24T00:00:00.000
275,69,286,461,276.000000,1,1,2026-08-24T00:00:00.000
276,483,115,471,277.000000,1,1,2026-08-24T00:00:00.000
277,349,361,17,278.000000,1,1,2026-08-24T00:00:00.000
278,117,492,269,279.000000,1,1,2026-08-24T00:00:00.000
279,358,233,464,280.000000,1,1,2026-08-24T00:00:00.000
280,129,74,439,281.000000,1,1,2026-08-24T00:00:00.000
281,345,185,184,282.000000,1,1,2026-08-24T00:00:00.000
282,384,444,103,283.000000,1,1,2026-08-24T00:00:00.000
283,378,42,182,284.000000,1,1,2026-08-24T00:00:00.000
284,167,47,150,285.000000,1,1,2026-08-24T00:00:00.000
285,451,426,311,286.000000,1,1,2026-08-24T00:00:00.000
286,250,99,112,287.000000,1,1,2026-08-24T00:00:00.000
287,257,358,161,288.000000,1,1,2026-08-24T00:00:00.000
288,325,454,315,289.000000,1,1,2026-08-24T00:00:00.000
289,223,212,189,290.000000,1,1,2026-08-24T00:00:00.000
290,433,369,243,291.000000,1,1,2026-08-24T00:00:00.000
291,345,332,296,292.000000,1,1,2026-08-24T00:00:00.000
292,188,81,30,293.000000,1,1,2026-08-24T00:00:00.000
293,466,347,66,294.000000,1,1,2026-08-24T00:00:00.000
294,143,404,173,295.000000,1,1,2026-08-24T00:00:00.000
295,87,374,201,296.000000,1,1,2026-08-24T00:00:00.000
296,468,238,475,297.000000,1,1,2026-08-24T00:00:00.000
297,313,102,62,298.000000,1,1,2026-08-24T00:00:00.000
298,31,24,253,299.000000,1,1,2026-08-24T00:00:00.000
299,195,484,42,300.000000,1,1,2026-08-24T00:00:00.000
300,174,54,125,301.000000,1,1,2026-08-24T00:00:00.000
301,381,108,352,302.000000,1,1,2026-08-24T00:00:00.000
302,136,105,426,303.000000,1,1,2026-08-24T00:00:00.000
303,36,248,228,304.000000,1,1,2026-08-24T00:00:00.000
304,257,117,283,305.000000,1,1,2026-08-24T00:00:00.000
305,286,470,65,306.000000,1,1,2026-08-24T00:00:00.000
306,365,72,314,307.000000,1,1,2026-08-24T00:00:00.000
307,214,423,15,308.000000,1,1,2026-08-24T00:00:00.000
308,462,458,211,309.000000,1,1,2026-08-24T00:00:00.000
309,19,328,154,310.000000,1,1,2026-08-24T00:00:00.000
310,237,265,8,311.000000,1,1,2026-08-24T00:00:00.000
311,156,338,66,312.000000,1,1,2026-08-24T00:00:00.000
312,55,213,355,313.000000,1,1,2026-08-24T00:00:00.000
313,10,280,9,314.000000,1,1,2026-08-24T00:00:00.000
314,486,232,479,315.000000,1,1,2026-08-24T00:00:00.000
315,12,23,462,316.000000,1,1,2026-08-24T00:00:00.000
316,79,449,213,317.000000,1,1,2026-08-24T00:00:00.000
317,430,180,134,318.000000,1,1,2026-08-24T00:00:00.000
318,155,455,432,319.000000,1,1,2026-08-24T00:00:00.000
319,140,57,165,320.000000,1,1,2026-08-24T00:00:00.000
320,98,283,126,321.000000,1,1,2026-08-24T00:00:00.000
321,173,51,474,322.000000,1,1,2026-08-24T00:00:00.000
322,315,29,2,323.000000,1,1,2026-08-24T00:00:00.000
323,313,173,134,324.000000,1,1,2026-08-24T00:00:00.000
324,202,469,81,325.000000,1,1,2026-08-24T00:00:00.000
325,360,377,30,326.000000,1,1,2026-08-24T00:00:00.000
326,30,187,318,327.000000,1,1,2026-08-24T00:00:00.000
327,190,196,302,328.000000,1,1,2026-08-24T00:00:00.000
328,329,275,372,329.000000,1,1,2026-08-24T00:00:00.000
329,80,25,279,330.000000,1,1,2026-08-24T00:00:00.000
330,9,286,186,331.000000,1,1,2026-08-24T00:00:00.000
331,149,25,418,332.000000,1,1,2026-08-24T00:00:00.000
332,493,311,170,333.000000,1,1,2026-08-24T00:00:00.000
333,434,336,40,334.000000,1,1,2026-08-24T00:00:00.000
334,490,239,403,335.000000,1,1,2026-08-24T00:00:00.000
335,264,356,147,336.000000,1,1,2026-08-24T00:00:00.000
336,385,115,227,337.000000,1,1,2026-08-24T00:00:00.000
337,320,307,77,338.000000,1,1,2026-08-24T00:00:00.000
338,283,480,321,339.000000,1,1,2026-08-24T00:00:00.000
339,120,373,484,340.000000,1,1,2026-08-24T00:00:00.000
340,210,447,406,341.000000,1,1,2026-08-24T00:00:00.000
341,268,171,192,342.000000,1,1,2026-08-24T00:00:00.000
342,376,491,449,343.000000,1,1,2026-08-24T00:00:00.000
343,446,403,480,344.000000,1,1,2026-08-24T00:00:00.000
344,418,213,444,345.000000,1,1,2026-08-24T00:00:00.000
345,115,23,66,346.000000,1,1,2026-08-24T00:00:00.000
346,260,485,299,347.000000,1,1,2026-08-24T00:00:00.000
347,346,95,259,348.000000,1,1,2026-08-24T00:00:00.000
348,478,184,370,349.000000,1,1,2026-08-24T00:00:00.000
349,117,244,455,350.000000,1,1,2026-08-24T00:00:00.000
350,458,167,116,351.000000,1,1,2026-08-24T00:00:00.000
351,240,257,413,352.000000,1,1,2026-08-24T00:00:00.000
352,91,292,75,353.000000,1,1,2026-08-24T00:00:00.000
353,315,287,421,354.000000,1,1,2026-08-24T00:00:00.000
354,465,495,127,355.000000,1,1,2026-08-24T00:00:00.000
355,207,377,31,356.000000,1,1,2026-08-24T00:00:00.000
356,28,195,351,357.000000,1,1,2026-08-24T00:00:00.000
357,17,166,407,358.000000,1,1,2026-08-24T00:00:00.000
358,171,122,61,359.000000,1,1,2026-08-24T00:00:00.000
359,292,455,203,360.000000,1,1,2026-08-24T00:00:00.000
360,287,380,432,361.000000,1,1,2026-08-24T00:00:00.000
361,119,499,85,362.000000,1,1,2026-08-24T00:00:00.000
362,229,413,291,363.000000,1,1,2026-08-24T00:00:00.000
363,170,454,84,364.000000,1,1,2026-08-24T00:00:00.000
364,399,467,338,365.000000,1,1,2026-08-24T00:00:00.000
365,137,420,119,366.000000,1,1,2026-08-24T00:00:00.000
366,308,292,266,367.000000,1,1,2026-08-24T00:00:00.000
367,319,188,477,368.000000,1,1,2026-08-24T00:00:00.000
368,146,428,80,369.000000,1,1,2026-08-24T00:00:00.000
369,487,405,219,370.000000,1,1,2026-08-24T00:00:00.000
370,385,37,331,371.000000,1,1,2026-08-24T00:00:00.000
371,92,474,38,372.000000,1,1,2026-08-24T00:00:00.000
372,262,355,496,373.000000,1,1,2026-08-24T00:00:00.000
373,341,94,298,374.000000,1,1,2026-08-24T00:00:00.000
374,279,200,403,375.000000,1,1,2026-08-24T00:00:00.000
375,214,261,248,376.000000,1,1,2026-08-24T00:00:00.000
376,233,268,85,377.000000,1,1,2026-08-24T00:00:00.000
377,97,140,485,378.000000,1,1,2026-08-24T00:00:00.000
378,134,362,366,379.000000,1,1,2026-08-24T00:00:00.000
379,325,111,396,380.000000,1,1,2026-08-24T00:00:00.000
380,175,177,69,381.000000,1,1,2026-08-24T00:00:00.000
381,280,122,156,382.000000,1,1,2026-08-24T00:00:00.000
382,40,345,371,383.000000,1,1,2026-08-24T00:00:00.000
383,57,240,483,384.000000,1,1,2026-08-24T00:00:00.000
384,11,461,328,385.000000,1,1,2026-08-24T00:00:00.000
385,13,157,277,386.000000,1,1,2026-08-24T00:00:00.000
386,16,382,94,387.000000,1,1,2026-08-24T00:00:00.000
387,108,228,312,388.000000,1,1,2026-08-24T00:00:00.000
388,486,428,219,389.000000,1,1,2026-08-24T00:00:00.000
389,448,417,205,390.000000,1,1,2026-08-24T00:00:00.000
390,383,419,300,391.000000,1,1,2026-08-24T00:00:00.000
391,83,48,365,392.000000,1,1,2026-08-24T00:00:00.000
392,311,485,104,393.000000,1,1,2026-08-24T00:00:00.000
393,185,387,339,394.000000,1,1,2026-08-24T00:00:00.000
394,96,292,362,395.000000,1,1,2026-08-24T00:00:00.000
395,95,337,345,396.000000,1,1,2026-08-24T00:00:00.000
396,222,429,442,397.000000,1,1,2026-08-24T00:00:00.000
397,343,271,107,398.000000,1,1,2026-08-24T00:00:00.000
398,86,22,259,399.000000,1,1,2026-08-24T00:00:00.000
399,28,484,397,400.000000,1,1,2026-08-24T00:00:00.000
400,461,356,495,401.000000,1,1,2026-08-24T00:00:00.000
401,239,447,143,402.000000,1,1,2026-08-24T00:00:00.000
402,263,70,145,403.000000,1,1,2026-08-24T00:00:00.000
403,134,79,221,404.000000,1,1,2026-08-24T00:00:00.000
404,145,200,430,405.000000,1,1,2026-08-24T00:00:00.000
405,39,72,103,406.000000,1,1,2026-08-24T00:00:00.000
406,219,405,456,407.000000,1,1,2026-08-24T00:00:00.000
407,392,443,231,408.000000,1,1,2026-08-24T00:00:00.000
408,45,7,136,409.000000,1,1,2026-08-24T00:00:00.000
409,183,225,224,410.000000,1,1,2026-08-24T00:00:00.000
410,251,172,460,411.000000,1,1,2026-08-24T00:00:00.000
411,254,429,129,412.000000,1,1,2026-08-24T00:00:00.000
412,35,462,461,413.000000,1,1,2026-08-24T00:00:00.000
413,38,80,203,414.000000,1,1,2026-08-24T00:00:00.000
414,422,86,146,415.000000,1,1,2026-08-24T00:00:00.000
415,58,256,251,416.000000,1,1,2026-08-24T00:00:00.000
416,79,306,33,417.000000,1,1,2026-08-24T00:00:00.000
417,496,402,150,418.000000,1,1,2026-08-24T00:00:00.000
418,433,486,361,419.000000,1,1,2026-08-24T00:00:00.000
419,238,254,131,420.000000,1,1,2026-08-24T00:00:00.000
420,404,1,361,421.000000,1,1,2026-08-24T00:00:00.000
421,393,5,298,422.000000,1,1,2026-08-24T00:00:00.000
422,483,279,372,423.000000,1,1,2026-08-24T00:00:00.000
423,385,100,132,424.000000,1,1,2026-08-24T00:00:00.000
424,381,399,56,425.000000,1,1,2026-08-24T00:00:00.000
425,19,429,159,426.000000,1,1,2026-08-24T00:00:00.000
426,258,184,282,427.000000,1,1,2026-08-24T00:00:00.000
427,352,86,318,428.000000,1,1,2026-08-24T00:00:00.000
428,273,170,379,429.000000,1,1,2026-08-24T00:00:00.000
429,380,202,307,430.000000,1,1,2026-08-24T00:00:00.000
430,39,143,173,431.000000,1,1,2026-08-24T00:00:00.000
431,190,174,383,432.000000,1,1,2026-08-24T00:00:00.000
