PurchaseSupplierScoreSnapshotKey,SnapshotDateKey,SupplierKey,PurchaseCommodityKey,PurchaseSupplierScorecardKey,QualityScore,DeliveryScore,CostScore,OverallScore,SourceSystemKey,BatchId,LoadedAtUtc
24,20260717,399,36,327,25.0000,25.0000,42.8800,25.0000,1,1,2026-08-24T00:00:00.000
25,20260820,471,343,209,26.0000,26.0000,44.2500,26.0000,1,1,2026-08-24T00:00:00.000
26,20260803,77,41,414,27.0000,27.0000,45.6200,27.0000,1,1,2026-08-24T00:00:00.000
27,20260807,81,413,180,28.0000,28.0000,46.9900,28.0000,1,1,2026-08-24T00:00:00.000
28,20260624,376,180,490,29.0000,29.0000,48.3600,29.0000,1,1,2026-08-24T00:00:00.000
29,20260721,261,473,305,30.0000,30.0000,49.7300,30.0000,1,1,2026-08-24T00:00:00.000
30,20260807,297,38,362,31.0000,31.0000,51.1000,31.0000,1,1,2026-08-24T00:00:00.000
31,20260804,77,431,357,32.0000,32.0000,52.4700,32.0000,1,1,2026-08-24T00:00:00.000
32,20260625,56,429,182,33.0000,33.0000,53.8400,33.0000,1,1,2026-08-24T00:00:00.000
33,20260808,435,88,217,34.0000,34.0000,55.2100,34.0000,1,1,2026-08-24T00:00:00.000
34,20260818,222,316,473,35.0000,35.0000,56.5800,35.0000,1,1,2026-08-24T00:00:00.000
35,20260614,80,33,12,36.0000,36.0000,57.9500,36.0000,1,1,2026-08-24T00:00:00.000
36,20260605,150,202,183,37.0000,37.0000,59.3200,37.0000,1,1,2026-08-24T00:00:00.000
37,20260719,161,350,98,38.0000,38.0000,60.6900,38.0000,1,1,2026-08-24T00:00:00.000
38,20260818,268,458,334,39.0000,39.0000,62.0600,39.0000,1,1,2026-08-24T00:00:00.000
39,20260719,351,330,179,40.0000,40.0000,63.4300,40.0000,1,1,2026-08-24T00:00:00.000
40,20260712,69,5,281,41.0000,41.0000,64.8000,41.0000,1,1,2026-08-24T00:00:00.000
41,20260717,270,72,404,42.0000,42.0000,66.1700,42.0000,1,1,2026-08-24T00:00:00.000
42,20260806,73,440,201,43.0000,43.0000,67.5400,43.0000,1,1,2026-08-24T00:00:00.000
43,20260731,130,417,171,44.0000,44.0000,68.9100,44.0000,1,1,2026-08-24T00:00:00.000
44,20260612,86,458,231,45.0000,45.0000,70.2800,45.0000,1,1,2026-08-24T00:00:00.000
45,20260703,27,413,56,46.0000,46.0000,71.6500,46.0000,1,1,2026-08-24T00:00:00.000
46,20260602,451,249,317,47.0000,47.0000,73.0200,47.0000,1,1,2026-08-24T00:00:00.000
47,20260710,26,116,70,48.0000,48.0000,74.3900,48.0000,1,1,2026-08-24T00:00:00.000
48,20260620,216,14,159,49.0000,49.0000,75.7600,49.0000,1,1,2026-08-24T00:00:00.000
49,20260614,384,91,221,50.0000,50.0000,77.1300,50.0000,1,1,2026-08-24T00:00:00.000
50,20260611,56,322,274,51.0000,51.0000,78.5000,51.0000,1,1,2026-08-24T00:00:00.000
51,20260616,478,347,222,52.0000,52.0000,79.8700,52.0000,1,1,2026-08-24T00:00:00.000
52,20260807,358,260,291,53.0000,53.0000,81.2400,53.0000,1,1,2026-08-24T00:00:00.000
53,20260722,248,68,386,54.0000,54.0000,82.6100,54.0000,1,1,2026-08-24T00:00:00.000
54,20260707,362,24,256,55.0000,55.0000,83.9800,55.0000,1,1,2026-08-24T00:00:00.000
55,20260701,495,221,376,56.0000,56.0000,85.3500,56.0000,1,1,2026-08-24T00:00:00.000
56,20260612,155,199,329,57.0000,57.0000,86.7200,57.0000,1,1,2026-08-24T00:00:00.000
57,20260725,430,170,97,58.0000,58.0000,88.0900,58.0000,1,1,2026-08-24T00:00:00.000
58,20260709,83,384,424,59.0000,59.0000,89.4600,59.0000,1,1,2026-08-24T00:00:00.000
59,20260613,454,251,280,60.0000,60.0000,90.8300,60.0000,1,1,2026-08-24T00:00:00.000
60,20260715,465,427,436,61.0000,61.0000,92.2000,61.0000,1,1,2026-08-24T00:00:00.000
61,20260731,139,73,28,62.0000,62.0000,93.5700,62.0000,1,1,2026-08-24T00:00:00.000
62,20260721,112,57,152,63.0000,63.0000,94.9400,63.0000,1,1,2026-08-24T00:00:00.000
63,20260602,460,1,234,64.0000,64.0000,96.3100,64.0000,1,1,2026-08-24T00:00:00.000
64,20260712,174,135,281,65.0000,65.0000,97.6800,65.0000,1,1,2026-08-24T00:00:00.000
65,20260810,316,233,120,66.0000,66.0000,99.0500,66.0000,1,1,2026-08-24T00:00:00.000
66,20260815,348,72,385,67.0000,67.0000,100.4200,67.0000,1,1,2026-08-24T00:00:00.000
67,20260809,370,188,13,68.0000,68.0000,101.7900,68.0000,1,1,2026-08-24T00:00:00.000
68,20260624,388,492,216,69.0000,69.0000,103.1600,69.0000,1,1,2026-08-24T00:00:00.000
69,20260608,369,191,422,70.0000,70.0000,104.5300,70.0000,1,1,2026-08-24T00:00:00.000
70,20260818,470,112,158,71.0000,71.0000,105.9000,71.0000,1,1,2026-08-24T00:00:00.000
71,20260721,78,387,143,72.0000,72.0000,107.2700,72.0000,1,1,2026-08-24T00:00:00.000
72,20260627,148,354,382,73.0000,73.0000,108.6400,73.0000,1,1,2026-08-24T00:00:00.000
73,20260616,421,91,40,74.0000,74.0000,110.0100,74.0000,1,1,2026-08-24T00:00:00.000
74,20260629,132,259,310,75.0000,75.0000,111.3800,75.0000,1,1,2026-08-24T00:00:00.000
75,20260618,409,99,423,76.0000,76.0000,112.7500,76.0000,1,1,2026-08-24T00:00:00.000
76,20260703,321,3,490,77.0000,77.0000,114.1200,77.0000,1,1,2026-08-24T00:00:00.000
77,20260812,98,411,45,78.0000,78.0000,115.4900,78.0000,1,1,2026-08-24T00:00:00.000
78,20260714,461,37,391,79.0000,79.0000,116.8600,79.0000,1,1,2026-08-24T00:00:00.000
79,20260730,132,259,151,80.0000,80.0000,118.2300,80.0000,1,1,2026-08-24T00:00:00.000
80,20260530,487,344,452,81.0000,81.0000,119.6000,81.0000,1,1,2026-08-24T00:00:00.000
81,20260610,118,308,450,82.0000,82.0000,120.9700,82.0000,1,1,2026-08-24T00:00:00.000
82,20260823,282,232,493,83.0000,83.0000,122.3400,83.0000,1,1,2026-08-24T00:00:00.000
83,20260707,471,209,468,84.0000,84.0000,123.7100,84.0000,1,1,2026-08-24T00:00:00.000
84,20260528,234,102,55,85.0000,85.0000,125.0800,85.0000,1,1,2026-08-24T00:00:00.000
85,20260818,184,218,378,86.0000,86.0000,126.4500,86.0000,1,1,2026-08-24T00:00:00.000
86,20260610,354,288,357,87.0000,87.0000,127.8200,87.0000,1,1,2026-08-24T00:00:00.000
87,20260707,326,103,26,88.0000,88.0000,129.1900,88.0000,1,1,2026-08-24T00:00:00.000
88,20260801,499,209,319,89.0000,89.0000,130.5600,89.0000,1,1,2026-08-24T00:00:00.000
89,20260615,241,87,293,90.0000,90.0000,131.9300,90.0000,1,1,2026-08-24T00:00:00.000
90,20260711,433,380,95,91.0000,91.0000,133.3000,91.0000,1,1,2026-08-24T00:00:00.000
91,20260712,122,19,374,92.0000,92.0000,134.6700,92.0000,1,1,2026-08-24T00:00:00.000
92,20260726,425,164,271,93.0000,93.0000,136.0400,93.0000,1,1,2026-08-24T00:00:00.000
93,20260531,179,455,473,94.0000,94.0000,137.4100,94.0000,1,1,2026-08-24T00:00:00.000
94,20260705,145,461,130,95.0000,95.0000,138.7800,95.0000,1,1,2026-08-24T00:00:00.000
95,20260628,300,183,163,96.0000,96.0000,140.1500,96.0000,1,1,2026-08-24T00:00:00.000
96,20260710,429,234,351,97.0000,97.0000,141.5200,97.0000,1,1,2026-08-24T00:00:00.000
97,20260712,191,16,497,98.0000,98.0000,142.8900,98.0000,1,1,2026-08-24T00:00:00.000
98,20260721,315,479,121,99.0000,99.0000,144.2600,99.0000,1,1,2026-08-24T00:00:00.000
99,20260611,42,67,313,100.0000,100.0000,145.6300,100.0000,1,1,2026-08-24T00:00:00.000
100,20260806,61,359,113,101.0000,101.0000,147.0000,101.0000,1,1,2026-08-24T00:00:00.000
101,20260807,179,378,307,102.0000,102.0000,148.3700,102.0000,1,1,2026-08-24T00:00:00.000
102,20260805,393,330,430,103.0000,103.0000,149.7400,103.0000,1,1,2026-08-24T00:00:00.000
103,20260810,176,132,57,104.0000,104.0000,151.1100,104.0000,1,1,2026-08-24T00:00:00.000
104,20260820,70,389,260,105.0000,105.0000,152.4800,105.0000,1,1,2026-08-24T00:00:00.000
105,20260530,8,234,222,106.0000,106.0000,153.8500,106.0000,1,1,2026-08-24T00:00:00.000
106,20260704,186,301,418,107.0000,107.0000,155.2200,107.0000,1,1,2026-08-24T00:00:00.000
107,20260610,130,261,316,108.0000,108.0000,156.5900,108.0000,1,1,2026-08-24T00:00:00.000
108,20260714,260,296,319,109.0000,109.0000,157.9600,109.0000,1,1,2026-08-24T00:00:00.000
109,20260802,372,363,126,110.0000,110.0000,159.3300,110.0000,1,1,2026-08-24T00:00:00.000
110,20260616,225,462,182,111.0000,111.0000,160.7000,111.0000,1,1,2026-08-24T00:00:00.000
111,20260712,406,222,55,112.0000,112.0000,162.0700,112.0000,1,1,2026-08-24T00:00:00.000
112,20260817,352,198,165,113.0000,113.0000,163.4400,113.0000,1,1,2026-08-24T00:00:00.000
113,20260731,165,149,285,114.0000,114.0000,164.8100,114.0000,1,1,2026-08-24T00:00:00.000
114,20260613,152,372,136,115.0000,115.0000,166.1800,115.0000,1,1,2026-08-24T00:00:00.000
115,20260711,492,104,120,116.0000,116.0000,167.5500,116.0000,1,1,2026-08-24T00:00:00.000
116,20260618,419,454,21,117.0000,117.0000,168.9200,117.0000,1,1,2026-08-24T00:00:00.000
117,20260804,410,9,187,118.0000,118.0000,170.2900,118.0000,1,1,2026-08-24T00:00:00.000
118,20260814,299,361,264,119.0000,119.0000,171.6600,119.0000,1,1,2026-08-24T00:00:00.000
119,20260717,182,422,181,120.0000,120.0000,173.0300,120.0000,1,1,2026-08-24T00:00:00.000
120,20260706,407,217,290,121.0000,121.0000,174.4000,121.0000,1,1,2026-08-24T00:00:00.000
121,20260724,44,449,347,122.0000,122.0000,175.7700,122.0000,1,1,2026-08-24T00:00:00.000
122,20260724,132,417,19,123.0000,123.0000,177.1400,123.0000,1,1,2026-08-24T00:00:00.000
123,20260609,113,262,174,124.0000,124.0000,178.5100,124.0000,1,1,2026-08-24T00:00:00.000
124,20260818,291,203,6,125.0000,125.0000,179.8800,125.0000,1,1,2026-08-24T00:00:00.000
125,20260603,224,34,394,126.0000,126.0000,181.2500,126.0000,1,1,2026-08-24T00:00:00.000
126,20260627,459,256,132,127.0000,127.0000,182.6200,127.0000,1,1,2026-08-24T00:00:00.000
127,20260718,209,437,169,128.0000,128.0000,183.9900,128.0000,1,1,2026-08-24T00:00:00.000
128,20260624,197,339,329,129.0000,129.0000,185.3600,129.0000,1,1,2026-08-24T00:00:00.000
129,20260719,228,443,20,130.0000,130.0000,186.7300,130.0000,1,1,2026-08-24T00:00:00.000
130,20260630,279,245,267,131.0000,131.0000,188.1000,131.0000,1,1,2026-08-24T00:00:00.000
131,20260605,385,338,408,132.0000,132.0000,189.4700,132.0000,1,1,2026-08-24T00:00:00.000
132,20260610,280,399,197,133.0000,133.0000,190.8400,133.0000,1,1,2026-08-24T00:00:00.000
133,20260705,4,446,342,134.0000,134.0000,192.2100,134.0000,1,1,2026-08-24T00:00:00.000
134,20260822,317,437,26,135.0000,135.0000,193.5800,135.0000,1,1,2026-08-24T00:00:00.000
135,20260627,35,378,81,136.0000,136.0000,194.9500,136.0000,1,1,2026-08-24T00:00:00.000
136,20260604,13,119,311,137.0000,137.0000,196.3200,137.0000,1,1,2026-08-24T00:00:00.000
137,20260528,241,30,382,138.0000,138.0000,197.6900,138.0000,1,1,2026-08-24T00:00:00.000
138,20260620,225,157,86,139.0000,139.0000,199.0600,139.0000,1,1,2026-08-24T00:00:00.000
139,20260703,330,247,308,140.0000,140.0000,200.4300,140.0000,1,1,2026-08-24T00:00:00.000
140,20260623,50,487,249,141.0000,141.0000,201.8000,141.0000,1,1,2026-08-24T00:00:00.000
141,20260619,47,183,68,142.0000,142.0000,203.1700,142.0000,1,1,2026-08-24T00:00:00.000
142,20260708,208,420,13,143.0000,143.0000,204.5400,143.0000,1,1,2026-08-24T00:00:00.000
143,20260726,142,297,252,144.0000,144.0000,205.9100,144.0000,1,1,2026-08-24T00:00:00.000
144,20260601,134,46,215,145.0000,145.0000,207.2800,145.0000,1,1,2026-08-24T00:00:00.000
145,20260810,48,290,88,146.0000,146.0000,208.6500,146.0000,1,1,2026-08-24T00:00:00.000
146,20260602,348,261,114,147.0000,147.0000,210.0200,147.0000,1,1,2026-08-24T00:00:00.000
147,20260618,92,21,372,148.0000,148.0000,211.3900,148.0000,1,1,2026-08-24T00:00:00.000
148,20260609,319,380,204,149.0000,149.0000,212.7600,149.0000,1,1,2026-08-24T00:00:00.000
149,20260824,404,2,92,150.0000,150.0000,214.1300,150.0000,1,1,2026-08-24T00:00:00.000
150,20260613,453,301,265,151.0000,151.0000,215.5000,151.0000,1,1,2026-08-24T00:00:00.000
151,20260716,431,165,112,152.0000,152.0000,216.8700,152.0000,1,1,2026-08-24T00:00:00.000
152,20260717,199,32,330,153.0000,153.0000,218.2400,153.0000,1,1,2026-08-24T00:00:00.000
153,20260607,394,36,428,154.0000,154.0000,219.6100,154.0000,1,1,2026-08-24T00:00:00.000
154,20260706,432,387,308,155.0000,155.0000,220.9800,155.0000,1,1,2026-08-24T00:00:00.000
155,20260812,117,495,361,156.0000,156.0000,222.3500,156.0000,1,1,2026-08-24T00:00:00.000
156,20260606,126,458,111,157.0000,157.0000,223.7200,157.0000,1,1,2026-08-24T00:00:00.000
157,20260823,383,463,278,158.0000,158.0000,225.0900,158.0000,1,1,2026-08-24T00:00:00.000
158,20260530,499,72,477,159.0000,159.0000,226.4600,159.0000,1,1,2026-08-24T00:00:00.000
159,20260819,193,38,43,160.0000,160.0000,227.8300,160.0000,1,1,2026-08-24T00:00:00.000
160,20260729,169,51,44,161.0000,161.0000,229.2000,161.0000,1,1,2026-08-24T00:00:00.000
161,20260622,325,34,270,162.0000,162.0000,230.5700,162.0000,1,1,2026-08-24T00:00:00.000
162,20260722,189,316,393,163.0000,163.0000,231.9400,163.0000,1,1,2026-08-24T00:00:00.000
163,20260628,356,315,474,164.0000,164.0000,233.3100,164.0000,1,1,2026-08-24T00:00:00.000
164,20260723,70,95,315,165.0000,165.0000,234.6800,165.0000,1,1,2026-08-24T00:00:00.000
165,20260626,184,255,254,166.0000,166.0000,236.0500,166.0000,1,1,2026-08-24T00:00:00.000
166,20260704,497,224,298,167.0000,167.0000,237.4200,167.0000,1,1,2026-08-24T00:00:00.000
167,20260703,402,236,477,168.0000,168.0000,238.7900,168.0000,1,1,2026-08-24T00:00:00.000
168,20260803,139,233,153,169.0000,169.0000,240.1600,169.0000,1,1,2026-08-24T00:00:00.000
169,20260806,172,457,173,170.0000,170.0000,241.5300,170.0000,1,1,2026-08-24T00:00:00.000
170,20260610,182,83,163,171.0000,171.0000,242.9000,171.0000,1,1,2026-08-24T00:00:00.000
171,20260717,436,455,202,172.0000,172.0000,244.2700,172.0000,1,1,2026-08-24T00:00:00.000
172,20260808,190,301,248,173.0000,173.0000,245.6400,173.0000,1,1,2026-08-24T00:00:00.000
173,20260816,205,349,103,174.0000,174.0000,247.0100,174.0000,1,1,2026-08-24T00:00:00.000
174,20260805,188,169,392,175.0000,175.0000,248.3800,175.0000,1,1,2026-08-24T00:00:00.000
175,20260803,68,52,69,176.0000,176.0000,249.7500,176.0000,1,1,2026-08-24T00:00:00.000
176,20260815,8,341,464,177.0000,177.0000,251.1200,177.0000,1,1,2026-08-24T00:00:00.000
177,20260822,488,264,148,178.0000,178.0000,252.4900,178.0000,1,1,2026-08-24T00:00:00.000
178,20260614,196,344,469,179.0000,179.0000,253.8600,179.0000,1,1,2026-08-24T00:00:00.000
179,20260719,479,457,67,180.0000,180.0000,255.2300,180.0000,1,1,2026-08-24T00:00:00.000
180,20260720,495,178,38,181.0000,181.0000,256.6000,181.0000,1,1,2026-08-24T00:00:00.000
181,20260531,406,178,85,182.0000,182.0000,257.9700,182.0000,1,1,2026-08-24T00:00:00.000
182,20260815,75,319,399,183.0000,183.0000,259.3400,183.0000,1,1,2026-08-24T00:00:00.000
183,20260819,81,391,279,184.0000,184.0000,260.7100,184.0000,1,1,2026-08-24T00:00:00.000
184,20260724,485,13,75,185.0000,185.0000,262.0800,185.0000,1,1,2026-08-24T00:00:00.000
185,20260620,488,264,375,186.0000,186.0000,263.4500,186.0000,1,1,2026-08-24T00:00:00.000
186,20260721,164,315,477,187.0000,187.0000,264.8200,187.0000,1,1,2026-08-24T00:00:00.000
187,20260629,392,124,49,188.0000,188.0000,266.1900,188.0000,1,1,2026-08-24T00:00:00.000
188,20260601,486,358,105,189.0000,189.0000,267.5600,189.0000,1,1,2026-08-24T00:00:00.000
189,20260823,144,269,356,190.0000,190.0000,268.9300,190.0000,1,1,2026-08-24T00:00:00.000
190,20260731,142,296,285,191.0000,191.0000,270.3000,191.0000,1,1,2026-08-24T00:00:00.000
191,20260718,307,89,312,192.0000,192.0000,271.6700,192.0000,1,1,2026-08-24T00:00:00.000
192,20260806,247,272,365,193.0000,193.0000,273.0400,193.0000,1,1,2026-08-24T00:00:00.000
193,20260722,355,48,253,194.0000,194.0000,274.4100,194.0000,1,1,2026-08-24T00:00:00.000
194,20260615,269,439,454,195.0000,195.0000,275.7800,195.0000,1,1,2026-08-24T00:00:00.000
195,20260824,381,184,397,196.0000,196.0000,277.1500,196.0000,1,1,2026-08-24T00:00:00.000
196,20260807,11,398,352,197.0000,197.0000,278.5200,197.0000,1,1,2026-08-24T00:00:00.000
197,20260816,268,411,257,198.0000,198.0000,279.8900,198.0000,1,1,2026-08-24T00:00:00.000
198,20260717,97,377,325,199.0000,199.0000,281.2600,199.0000,1,1,2026-08-24T00:00:00.000
199,20260705,432,31,3,200.0000,200.0000,282.6300,200.0000,1,1,2026-08-24T00:00:00.000
200,20260805,304,72,333,201.0000,201.0000,284.0000,201.0000,1,1,2026-08-24T00:00:00.000
201,20260714,285,95,216,202.0000,202.0000,285.3700,202.0000,1,1,2026-08-24T00:00:00.000
202,20260529,48,20,215,203.0000,203.0000,286.7400,203.0000,1,1,2026-08-24T00:00:00.000
203,20260602,467,199,363,204.0000,204.0000,288.1100,204.0000,1,1,2026-08-24T00:00:00.000
204,20260628,121,287,309,205.0000,205.0000,289.4800,205.0000,1,1,2026-08-24T00:00:00.000
205,20260626,272,463,157,206.0000,206.0000,290.8500,206.0000,1,1,2026-08-24T00:00:00.000
206,20260627,272,150,268,207.0000,207.0000,292.2200,207.0000,1,1,2026-08-24T00:00:00.000
207,20260721,14,7,397,208.0000,208.0000,293.5900,208.0000,1,1,2026-08-24T00:00:00.000
208,20260616,387,6,169,209.0000,209.0000,294.9600,209.0000,1,1,2026-08-24T00:00:00.000
209,20260819,456,40,94,210.0000,210.0000,296.3300,210.0000,1,1,2026-08-24T00:00:00.000
210,20260721,63,375,434,211.0000,211.0000,297.7000,211.0000,1,1,2026-08-24T00:00:00.000
211,20260707,395,469,439,212.0000,212.0000,299.0700,212.0000,1,1,2026-08-24T00:00:00.000
212,20260820,407,108,339,213.0000,213.0000,300.4400,213.0000,1,1,2026-08-24T00:00:00.000
213,20260809,241,35,75,214.0000,214.0000,301.8100,214.0000,1,1,2026-08-24T00:00:00.000
214,20260820,212,488,485,215.0000,215.0000,303.1800,215.0000,1,1,2026-08-24T00:00:00.000
215,20260623,175,424,119,216.0000,216.0000,304.5500,216.0000,1,1,2026-08-24T00:00:00.000
216,20260622,381,185,487,217.0000,217.0000,305.9200,217.0000,1,1,2026-08-24T00:00:00.000
217,20260812,95,165,167,218.0000,218.0000,307.2900,218.0000,1,1,2026-08-24T00:00:00.000
218,20260620,206,243,371,219.0000,219.0000,308.6600,219.0000,1,1,2026-08-24T00:00:00.000
219,20260806,446,146,417,220.0000,220.0000,310.0300,220.0000,1,1,2026-08-24T00:00:00.000
220,20260720,494,478,68,221.0000,221.0000,311.4000,221.0000,1,1,2026-08-24T00:00:00.000
221,20260805,222,458,293,222.0000,222.0000,312.7700,222.0000,1,1,2026-08-24T00:00:00.000
222,20260731,56,475,200,223.0000,223.0000,314.1400,223.0000,1,1,2026-08-24T00:00:00.000
223,20260613,472,426,492,224.0000,224.0000,315.5100,224.0000,1,1,2026-08-24T00:00:00.000
224,20260821,175,158,98,225.0000,225.0000,316.8800,225.0000,1,1,2026-08-24T00:00:00.000
225,20260701,197,206,107,226.0000,226.0000,318.2500,226.0000,1,1,2026-08-24T00:00:00.000
226,20260619,173,207,149,227.0000,227.0000,319.6200,227.0000,1,1,2026-08-24T00:00:00.000
227,20260610,132,263,219,228.0000,228.0000,320.9900,228.0000,1,1,2026-08-24T00:00:00.000
228,20260604,486,249,282,229.0000,229.0000,322.3600,229.0000,1,1,2026-08-24T00:00:00.000
229,20260820,386,449,496,230.0000,230.0000,323.7300,230.0000,1,1,2026-08-24T00:00:00.000
230,20260601,428,206,185,231.0000,231.0000,325.1000,231.0000,1,1,2026-08-24T00:00:00.000
231,20260624,95,236,305,232.0000,232.0000,326.4700,232.0000,1,1,2026-08-24T00:00:00.000
232,20260719,423,305,139,233.0000,233.0000,327.8400,233.0000,1,1,2026-08-24T00:00:00.000
233,20260714,231,383,297,234.0000,234.0000,329.2100,234.0000,1,1,2026-08-24T00:00:00.000
234,20260711,86,315,365,235.0000,235.0000,330.5800,235.0000,1,1,2026-08-24T00:00:00.000
235,20260606,136,374,260,236.0000,236.0000,331.9500,236.0000,1,1,2026-08-24T00:00:00.000
236,20260714,71,223,169,237.0000,237.0000,333.3200,237.0000,1,1,2026-08-24T00:00:00.000
237,20260528,273,187,467,238.0000,238.0000,334.6900,238.0000,1,1,2026-08-24T00:00:00.000
238,20260715,259,438,182,239.0000,239.0000,336.0600,239.0000,1,1,2026-08-24T00:00:00.000
239,20260625,261,405,135,240.0000,240.0000,337.4300,240.0000,1,1,2026-08-24T00:00:00.000
240,20260628,82,473,50,241.0000,241.0000,338.8000,241.0000,1,1,2026-08-24T00:00:00.000
241,20260817,198,287,52,242.0000,242.0000,340.1700,242.0000,1,1,2026-08-24T00:00:00.000
242,20260531,368,439,82,243.0000,243.0000,341.5400,243.0000,1,1,2026-08-24T00:00:00.000
243,20260619,457,102,252,244.0000,244.0000,342.9100,244.0000,1,1,2026-08-24T00:00:00.000
244,20260716,84,50,213,245.0000,245.0000,344.2800,245.0000,1,1,2026-08-24T00:00:00.000
245,20260824,133,52,241,246.0000,246.0000,345.6500,246.0000,1,1,2026-08-24T00:00:00.000
246,20260819,415,238,172,247.0000,247.0000,347.0200,247.0000,1,1,2026-08-24T00:00:00.000
247,20260818,222,35,235,248.0000,248.0000,348.3900,248.0000,1,1,2026-08-24T00:00:00.000
248,20260806,19,283,456,249.0000,249.0000,349.7600,249.0000,1,1,2026-08-24T00:00:00.000
249,20260629,438,472,479,250.0000,250.0000,351.1300,250.0000,1,1,2026-08-24T00:00:00.000
250,20260708,204,298,456,251.0000,251.0000,352.5000,251.0000,1,1,2026-08-24T00:00:00.000
251,20260607,30,104,8,252.0000,252.0000,353.8700,252.0000,1,1,2026-08-24T00:00:00.000
252,20260810,110,89,398,253.0000,253.0000,355.2400,253.0000,1,1,2026-08-24T00:00:00.000
253,20260620,340,411,317,254.0000,254.0000,356.6100,254.0000,1,1,2026-08-24T00:00:00.000
254,20260810,285,25,288,255.0000,255.0000,357.9800,255.0000,1,1,2026-08-24T00:00:00.000
255,20260721,2,331,60,256.0000,256.0000,359.3500,256.0000,1,1,2026-08-24T00:00:00.000
256,20260619,131,463,69,257.0000,257.0000,360.7200,257.0000,1,1,2026-08-24T00:00:00.000
257,20260707,30,106,171,258.0000,258.0000,362.0900,258.0000,1,1,2026-08-24T00:00:00.000
258,20260622,310,257,156,259.0000,259.0000,363.4600,259.0000,1,1,2026-08-24T00:00:00.000
259,20260530,460,321,439,260.0000,260.0000,364.8300,260.0000,1,1,2026-08-24T00:00:00.000
260,20260815,453,469,372,261.0000,261.0000,366.2000,261.0000,1,1,2026-08-24T00:00:00.000
261,20260710,270,21,278,262.0000,262.0000,367.5700,262.0000,1,1,2026-08-24T00:00:00.000
262,20260720,64,386,321,263.0000,263.0000,368.9400,263.0000,1,1,2026-08-24T00:00:00.000
263,20260630,83,197,431,264.0000,264.0000,370.3100,264.0000,1,1,2026-08-24T00:00:00.000
264,20260720,355,382,164,265.0000,265.0000,371.6800,265.0000,1,1,2026-08-24T00:00:00.000
265,20260703,317,479,87,266.0000,266.0000,373.0500,266.0000,1,1,2026-08-24T00:00:00.000
266,20260609,37,286,474,267.0000,267.0000,374.4200,267.0000,1,1,2026-08-24T00:00:00.000
267,20260818,199,192,412,268.0000,268.0000,375.7900,268.0000,1,1,2026-08-24T00:00:00.000
268,20260613,460,492,431,269.0000,269.0000,377.1600,269.0000,1,1,2026-08-24T00:00:00.000
269,20260613,145,127,63,270.0000,270.0000,378.5300,270.0000,1,1,2026-08-24T00:00:00.000
270,20260616,313,160,473,271.0000,271.0000,379.9000,271.0000,1,1,2026-08-24T00:00:00.000
