LaborTeamKey,LaborTeamCode,LaborCrewKey,LaborTeamName,SourceSystemKey,BatchId,LoadedAtUtc
51,LT000051,115,Unity LaborTeam 51,1,1,2026-08-24T00:00:00.000
52,LT000052,243,Vertex LaborTeam 52,1,1,2026-08-24T00:00:00.000
53,LT000053,444,Vertex LaborTeam 53,1,1,2026-08-24T00:00:00.000
54,LT000054,459,Harbor LaborTeam 54,1,1,2026-08-24T00:00:00.000
55,LT000055,72,Cedar LaborTeam 55,1,1,2026-08-24T00:00:00.000
56,LT000056,208,Beacon LaborTeam 56,1,1,2026-08-24T00:00:00.000
57,LT000057,395,Orion LaborTeam 57,1,1,2026-08-24T00:00:00.000
58,LT000058,154,Unity LaborTeam 58,1,1,2026-08-24T00:00:00.000
59,LT000059,439,Meridian LaborTeam 59,1,1,2026-08-24T00:00:00.000
60,LT000060,139,Harbor LaborTeam 60,1,1,2026-08-24T00:00:00.000
61,LT000061,321,Junction LaborTeam 61,1,1,2026-08-24T00:00:00.000
62,LT000062,247,Titan LaborTeam 62,1,1,2026-08-24T00:00:00.000
63,LT000063,359,Delta LaborTeam 63,1,1,2026-08-24T00:00:00.000
64,LT000064,93,Titan LaborTeam 64,1,1,2026-08-24T00:00:00.000
65,LT000065,482,Summit LaborTeam 65,1,1,2026-08-24T00:00:00.000
66,LT000066,51,Riverton LaborTeam 66,1,1,2026-08-24T00:00:00.000
67,LT000067,228,Riverton LaborTeam 67,1,1,2026-08-24T00:00:00.000
68,LT000068,199,Quartz LaborTeam 68,1,1,2026-08-24T00:00:00.000
69,LT000069,402,Northstar LaborTeam 69,1,1,2026-08-24T00:00:00.000
70,LT000070,326,Vertex LaborTeam 70,1,1,2026-08-24T00:00:00.000
71,LT000071,243,Atlas LaborTeam 71,1,1,2026-08-24T00:00:00.000
72,LT000072,280,Riverton LaborTeam 72,1,1,2026-08-24T00:00:00.000
73,LT000073,60,Delta LaborTeam 73,1,1,2026-08-24T00:00:00.000
74,LT000074,423,Riverton LaborTeam 74,1,1,2026-08-24T00:00:00.000
75,LT000075,461,Quartz LaborTeam 75,1,1,2026-08-24T00:00:00.000
76,LT000076,265,Zenith LaborTeam 76,1,1,2026-08-24T00:00:00.000
77,LT000077,251,Cedar LaborTeam 77,1,1,2026-08-24T00:00:00.000
78,LT000078,43,Forge LaborTeam 78,1,1,2026-08-24T00:00:00.000
79,LT000079,127,Willow LaborTeam 79,1,1,2026-08-24T00:00:00.000
80,LT000080,331,Orion LaborTeam 80,1,1,2026-08-24T00:00:00.000
81,LT000081,357,Zenith LaborTeam 81,1,1,2026-08-24T00:00:00.000
82,LT000082,235,Summit LaborTeam 82,1,1,2026-08-24T00:00:00.000
83,LT000083,172,Harbor LaborTeam 83,1,1,2026-08-24T00:00:00.000
84,LT000084,356,Northstar LaborTeam 84,1,1,2026-08-24T00:00:00.000
85,LT000085,311,Summit LaborTeam 85,1,1,2026-08-24T00:00:00.000
86,LT000086,465,Forge LaborTeam 86,1,1,2026-08-24T00:00:00.000
87,LT000087,364,Willow LaborTeam 87,1,1,2026-08-24T00:00:00.000
88,LT000088,318,Ion LaborTeam 88,1,1,2026-08-24T00:00:00.000
89,LT000089,391,Titan LaborTeam 89,1,1,2026-08-24T00:00:00.000
90,LT000090,296,Vertex LaborTeam 90,1,1,2026-08-24T00:00:00.000
91,LT000091,8,Pioneer LaborTeam 91,1,1,2026-08-24T00:00:00.000
92,LT000092,462,Riverton LaborTeam 92,1,1,2026-08-24T00:00:00.000
93,LT000093,447,Summit LaborTeam 93,1,1,2026-08-24T00:00:00.000
94,LT000094,7,Cedar LaborTeam 94,1,1,2026-08-24T00:00:00.000
95,LT000095,439,Liberty LaborTeam 95,1,1,2026-08-24T00:00:00.000
96,LT000096,150,Pioneer LaborTeam 96,1,1,2026-08-24T00:00:00.000
97,LT000097,384,Harbor LaborTeam 97,1,1,2026-08-24T00:00:00.000
98,LT000098,30,Meridian LaborTeam 98,1,1,2026-08-24T00:00:00.000
99,LT000099,261,Harbor LaborTeam 99,1,1,2026-08-24T00:00:00.000
100,LT000100,363,Meridian LaborTeam 100,1,1,2026-08-24T00:00:00.000
101,LT000101,146,Ion LaborTeam 101,1,1,2026-08-24T00:00:00.000
102,LT000102,27,Unity LaborTeam 102,1,1,2026-08-24T00:00:00.000
103,LT000103,337,Delta LaborTeam 103,1,1,2026-08-24T00:00:00.000
104,LT000104,491,Ion LaborTeam 104,1,1,2026-08-24T00:00:00.000
105,LT000105,367,Unity LaborTeam 105,1,1,2026-08-24T00:00:00.000
106,LT000106,268,Summit LaborTeam 106,1,1,2026-08-24T00:00:00.000
107,LT000107,134,Ion LaborTeam 107,1,1,2026-08-24T00:00:00.000
108,LT000108,159,Beacon LaborTeam 108,1,1,2026-08-24T00:00:00.000
109,LT000109,143,Northstar LaborTeam 109,1,1,2026-08-24T00:00:00.000
110,LT000110,113,Titan LaborTeam 110,1,1,2026-08-24T00:00:00.000
111,LT000111,142,Junction LaborTeam 111,1,1,2026-08-24T00:00:00.000
112,LT000112,320,Riverton LaborTeam 112,1,1,2026-08-24T00:00:00.000
113,LT000113,199,Liberty LaborTeam 113,1,1,2026-08-24T00:00:00.000
114,LT000114,332,Evergreen LaborTeam 114,1,1,2026-08-24T00:00:00.000
115,LT000115,407,Meridian LaborTeam 115,1,1,2026-08-24T00:00:00.000
116,LT000116,123,Evergreen LaborTeam 116,1,1,2026-08-24T00:00:00.000
117,LT000117,485,Atlas LaborTeam 117,1,1,2026-08-24T00:00:00.000
118,LT000118,273,Ion LaborTeam 118,1,1,2026-08-24T00:00:00.000
119,LT000119,443,Ion LaborTeam 119,1,1,2026-08-24T00:00:00.000
120,LT000120,430,Titan LaborTeam 120,1,1,2026-08-24T00:00:00.000
121,LT000121,405,Granite LaborTeam 121,1,1,2026-08-24T00:00:00.000
122,LT000122,64,Quartz LaborTeam 122,1,1,2026-08-24T00:00:00.000
123,LT000123,275,Forge LaborTeam 123,1,1,2026-08-24T00:00:00.000
124,LT000124,72,Pioneer LaborTeam 124,1,1,2026-08-24T00:00:00.000
125,LT000125,72,Atlas LaborTeam 125,1,1,2026-08-24T00:00:00.000
126,LT000126,123,Northstar LaborTeam 126,1,1,2026-08-24T00:00:00.000
127,LT000127,72,Granite LaborTeam 127,1,1,2026-08-24T00:00:00.000
128,LT000128,143,Forge LaborTeam 128,1,1,2026-08-24T00:00:00.000
129,LT000129,354,Harbor LaborTeam 129,1,1,2026-08-24T00:00:00.000
130,LT000130,424,Unity LaborTeam 130,1,1,2026-08-24T00:00:00.000
131,LT000131,95,Keystone LaborTeam 131,1,1,2026-08-24T00:00:00.000
132,LT000132,279,Unity LaborTeam 132,1,1,2026-08-24T00:00:00.000
133,LT000133,221,Evergreen LaborTeam 133,1,1,2026-08-24T00:00:00.000
134,LT000134,17,Vertex LaborTeam 134,1,1,2026-08-24T00:00:00.000
135,LT000135,183,Beacon LaborTeam 135,1,1,2026-08-24T00:00:00.000
136,LT000136,283,Unity LaborTeam 136,1,1,2026-08-24T00:00:00.000
137,LT000137,234,Atlas LaborTeam 137,1,1,2026-08-24T00:00:00.000
138,LT000138,216,Pioneer LaborTeam 138,1,1,2026-08-24T00:00:00.000
139,LT000139,338,Liberty LaborTeam 139,1,1,2026-08-24T00:00:00.000
140,LT000140,101,Delta LaborTeam 140,1,1,2026-08-24T00:00:00.000
141,LT000141,317,Riverton LaborTeam 141,1,1,2026-08-24T00:00:00.000
142,LT000142,141,Atlas LaborTeam 142,1,1,2026-08-24T00:00:00.000
143,LT000143,440,Summit LaborTeam 143,1,1,2026-08-24T00:00:00.000
144,LT000144,408,Meridian LaborTeam 144,1,1,2026-08-24T00:00:00.000
145,LT000145,295,Willow LaborTeam 145,1,1,2026-08-24T00:00:00.000
146,LT000146,69,Junction LaborTeam 146,1,1,2026-08-24T00:00:00.000
147,LT000147,58,Delta LaborTeam 147,1,1,2026-08-24T00:00:00.000
148,LT000148,202,Cedar LaborTeam 148,1,1,2026-08-24T00:00:00.000
149,LT000149,196,Pioneer LaborTeam 149,1,1,2026-08-24T00:00:00.000
150,LT000150,441,Evergreen LaborTeam 150,1,1,2026-08-24T00:00:00.000
151,LT000151,202,Keystone LaborTeam 151,1,1,2026-08-24T00:00:00.000
152,LT000152,159,Zenith LaborTeam 152,1,1,2026-08-24T00:00:00.000
153,LT000153,189,Granite LaborTeam 153,1,1,2026-08-24T00:00:00.000
154,LT000154,111,Summit LaborTeam 154,1,1,2026-08-24T00:00:00.000
155,LT000155,14,Forge LaborTeam 155,1,1,2026-08-24T00:00:00.000
156,LT000156,127,Titan LaborTeam 156,1,1,2026-08-24T00:00:00.000
157,LT000157,51,Quartz LaborTeam 157,1,1,2026-08-24T00:00:00.000
158,LT000158,8,Junction LaborTeam 158,1,1,2026-08-24T00:00:00.000
159,LT000159,104,Atlas LaborTeam 159,1,1,2026-08-24T00:00:00.000
160,LT000160,81,Willow LaborTeam 160,1,1,2026-08-24T00:00:00.000
161,LT000161,445,Harbor LaborTeam 161,1,1,2026-08-24T00:00:00.000
162,LT000162,52,Atlas LaborTeam 162,1,1,2026-08-24T00:00:00.000
163,LT000163,18,Zenith LaborTeam 163,1,1,2026-08-24T00:00:00.000
164,LT000164,319,Forge LaborTeam 164,1,1,2026-08-24T00:00:00.000
165,LT000165,383,Northstar LaborTeam 165,1,1,2026-08-24T00:00:00.000
166,LT000166,116,Titan LaborTeam 166,1,1,2026-08-24T00:00:00.000
167,LT000167,202,Harbor LaborTeam 167,1,1,2026-08-24T00:00:00.000
168,LT000168,304,Evergreen LaborTeam 168,1,1,2026-08-24T00:00:00.000
169,LT000169,166,Beacon LaborTeam 169,1,1,2026-08-24T00:00:00.000
170,LT000170,262,Unity LaborTeam 170,1,1,2026-08-24T00:00:00.000
171,LT000171,168,Granite LaborTeam 171,1,1,2026-08-24T00:00:00.000
172,LT000172,354,Delta LaborTeam 172,1,1,2026-08-24T00:00:00.000
173,LT000173,451,Quartz LaborTeam 173,1,1,2026-08-24T00:00:00.000
174,LT000174,468,Beacon LaborTeam 174,1,1,2026-08-24T00:00:00.000
175,LT000175,358,Atlas LaborTeam 175,1,1,2026-08-24T00:00:00.000
176,LT000176,108,Northstar LaborTeam 176,1,1,2026-08-24T00:00:00.000
177,LT000177,311,Unity LaborTeam 177,1,1,2026-08-24T00:00:00.000
178,LT000178,159,Cedar LaborTeam 178,1,1,2026-08-24T00:00:00.000
179,LT000179,452,Ion LaborTeam 179,1,1,2026-08-24T00:00:00.000
180,LT000180,103,Ion LaborTeam 180,1,1,2026-08-24T00:00:00.000
181,LT000181,88,Willow LaborTeam 181,1,1,2026-08-24T00:00:00.000
182,LT000182,381,Ion LaborTeam 182,1,1,2026-08-24T00:00:00.000
183,LT000183,464,Beacon LaborTeam 183,1,1,2026-08-24T00:00:00.000
184,LT000184,331,Beacon LaborTeam 184,1,1,2026-08-24T00:00:00.000
185,LT000185,420,Unity LaborTeam 185,1,1,2026-08-24T00:00:00.000
186,LT000186,245,Granite LaborTeam 186,1,1,2026-08-24T00:00:00.000
187,LT000187,339,Pioneer LaborTeam 187,1,1,2026-08-24T00:00:00.000
188,LT000188,18,Forge LaborTeam 188,1,1,2026-08-24T00:00:00.000
189,LT000189,185,Summit LaborTeam 189,1,1,2026-08-24T00:00:00.000
190,LT000190,303,Harbor LaborTeam 190,1,1,2026-08-24T00:00:00.000
191,LT000191,34,Ion LaborTeam 191,1,1,2026-08-24T00:00:00.000
192,LT000192,423,Titan LaborTeam 192,1,1,2026-08-24T00:00:00.000
193,LT000193,133,Quartz LaborTeam 193,1,1,2026-08-24T00:00:00.000
194,LT000194,147,Unity LaborTeam 194,1,1,2026-08-24T00:00:00.000
195,LT000195,337,Vertex LaborTeam 195,1,1,2026-08-24T00:00:00.000
196,LT000196,78,Cedar LaborTeam 196,1,1,2026-08-24T00:00:00.000
197,LT000197,482,Junction LaborTeam 197,1,1,2026-08-24T00:00:00.000
198,LT000198,287,Zenith LaborTeam 198,1,1,2026-08-24T00:00:00.000
199,LT000199,388,Titan LaborTeam 199,1,1,2026-08-24T00:00:00.000
200,LT000200,117,Beacon LaborTeam 200,1,1,2026-08-24T00:00:00.000
201,LT000201,479,Keystone LaborTeam 201,1,1,2026-08-24T00:00:00.000
202,LT000202,459,Northstar LaborTeam 202,1,1,2026-08-24T00:00:00.000
203,LT000203,111,Keystone LaborTeam 203,1,1,2026-08-24T00:00:00.000
204,LT000204,280,Junction LaborTeam 204,1,1,2026-08-24T00:00:00.000
205,LT000205,466,Cedar LaborTeam 205,1,1,2026-08-24T00:00:00.000
206,LT000206,317,Orion LaborTeam 206,1,1,2026-08-24T00:00:00.000
207,LT000207,313,Granite LaborTeam 207,1,1,2026-08-24T00:00:00.000
208,LT000208,28,Junction LaborTeam 208,1,1,2026-08-24T00:00:00.000
209,LT000209,472,Harbor LaborTeam 209,1,1,2026-08-24T00:00:00.000
210,LT000210,283,Atlas LaborTeam 210,1,1,2026-08-24T00:00:00.000
211,LT000211,50,Evergreen LaborTeam 211,1,1,2026-08-24T00:00:00.000
212,LT000212,133,Zenith LaborTeam 212,1,1,2026-08-24T00:00:00.000
213,LT000213,124,Riverton LaborTeam 213,1,1,2026-08-24T00:00:00.000
214,LT000214,405,Quartz LaborTeam 214,1,1,2026-08-24T00:00:00.000
215,LT000215,187,Meridian LaborTeam 215,1,1,2026-08-24T00:00:00.000
216,LT000216,492,Willow LaborTeam 216,1,1,2026-08-24T00:00:00.000
217,LT000217,381,Summit LaborTeam 217,1,1,2026-08-24T00:00:00.000
218,LT000218,459,Summit LaborTeam 218,1,1,2026-08-24T00:00:00.000
219,LT000219,193,Beacon LaborTeam 219,1,1,2026-08-24T00:00:00.000
220,LT000220,415,Summit LaborTeam 220,1,1,2026-08-24T00:00:00.000
221,LT000221,431,Delta LaborTeam 221,1,1,2026-08-24T00:00:00.000
222,LT000222,332,Vertex LaborTeam 222,1,1,2026-08-24T00:00:00.000
223,LT000223,30,Junction LaborTeam 223,1,1,2026-08-24T00:00:00.000
224,LT000224,374,Vertex LaborTeam 224,1,1,2026-08-24T00:00:00.000
225,LT000225,487,Unity LaborTeam 225,1,1,2026-08-24T00:00:00.000
226,LT000226,143,Riverton LaborTeam 226,1,1,2026-08-24T00:00:00.000
227,LT000227,245,Willow LaborTeam 227,1,1,2026-08-24T00:00:00.000
228,LT000228,150,Orion LaborTeam 228,1,1,2026-08-24T00:00:00.000
229,LT000229,23,Zenith LaborTeam 229,1,1,2026-08-24T00:00:00.000
230,LT000230,104,Evergreen LaborTeam 230,1,1,2026-08-24T00:00:00.000
231,LT000231,400,Evergreen LaborTeam 231,1,1,2026-08-24T00:00:00.000
232,LT000232,354,Unity LaborTeam 232,1,1,2026-08-24T00:00:00.000
233,LT000233,464,Cedar LaborTeam 233,1,1,2026-08-24T00:00:00.000
234,LT000234,319,Pioneer LaborTeam 234,1,1,2026-08-24T00:00:00.000
235,LT000235,234,Pioneer LaborTeam 235,1,1,2026-08-24T00:00:00.000
236,LT000236,256,Junction LaborTeam 236,1,1,2026-08-24T00:00:00.000
237,LT000237,151,Zenith LaborTeam 237,1,1,2026-08-24T00:00:00.000
238,LT000238,371,Cedar LaborTeam 238,1,1,2026-08-24T00:00:00.000
239,LT000239,344,Harbor LaborTeam 239,1,1,2026-08-24T00:00:00.000
240,LT000240,185,Riverton LaborTeam 240,1,1,2026-08-24T00:00:00.000
241,LT000241,354,Liberty LaborTeam 241,1,1,2026-08-24T00:00:00.000
242,LT000242,373,Beacon LaborTeam 242,1,1,2026-08-24T00:00:00.000
243,LT000243,500,Delta LaborTeam 243,1,1,2026-08-24T00:00:00.000
244,LT000244,465,Delta LaborTeam 244,1,1,2026-08-24T00:00:00.000
245,LT000245,87,Delta LaborTeam 245,1,1,2026-08-24T00:00:00.000
246,LT000246,147,Vertex LaborTeam 246,1,1,2026-08-24T00:00:00.000
247,LT000247,113,Granite LaborTeam 247,1,1,2026-08-24T00:00:00.000
248,LT000248,426,Titan LaborTeam 248,1,1,2026-08-24T00:00:00.000
249,LT000249,245,Willow LaborTeam 249,1,1,2026-08-24T00:00:00.000
250,LT000250,38,Forge LaborTeam 250,1,1,2026-08-24T00:00:00.000
251,LT000251,316,Meridian LaborTeam 251,1,1,2026-08-24T00:00:00.000
252,LT000252,121,Harbor LaborTeam 252,1,1,2026-08-24T00:00:00.000
253,LT000253,481,Meridian LaborTeam 253,1,1,2026-08-24T00:00:00.000
254,LT000254,435,Cedar LaborTeam 254,1,1,2026-08-24T00:00:00.000
255,LT000255,394,Orion LaborTeam 255,1,1,2026-08-24T00:00:00.000
256,LT000256,228,Atlas LaborTeam 256,1,1,2026-08-24T00:00:00.000
257,LT000257,383,Unity LaborTeam 257,1,1,2026-08-24T00:00:00.000
258,LT000258,105,Meridian LaborTeam 258,1,1,2026-08-24T00:00:00.000
259,LT000259,52,Willow LaborTeam 259,1,1,2026-08-24T00:00:00.000
260,LT000260,180,Unity LaborTeam 260,1,1,2026-08-24T00:00:00.000
261,LT000261,397,Forge LaborTeam 261,1,1,2026-08-24T00:00:00.000
262,LT000262,457,Unity LaborTeam 262,1,1,2026-08-24T00:00:00.000
263,LT000263,160,Riverton LaborTeam 263,1,1,2026-08-24T00:00:00.000
264,LT000264,280,Evergreen LaborTeam 264,1,1,2026-08-24T00:00:00.000
265,LT000265,343,Unity LaborTeam 265,1,1,2026-08-24T00:00:00.000
266,LT000266,232,Summit LaborTeam 266,1,1,2026-08-24T00:00:00.000
267,LT000267,418,Pioneer LaborTeam 267,1,1,2026-08-24T00:00:00.000
268,LT000268,459,Orion LaborTeam 268,1,1,2026-08-24T00:00:00.000
269,LT000269,331,Keystone LaborTeam 269,1,1,2026-08-24T00:00:00.000
270,LT000270,415,Northstar LaborTeam 270,1,1,2026-08-24T00:00:00.000
271,LT000271,417,Orion LaborTeam 271,1,1,2026-08-24T00:00:00.000
272,LT000272,214,Evergreen LaborTeam 272,1,1,2026-08-24T00:00:00.000
273,LT000273,335,Willow LaborTeam 273,1,1,2026-08-24T00:00:00.000
274,LT000274,241,Vertex LaborTeam 274,1,1,2026-08-24T00:00:00.000
275,LT000275,21,Pioneer LaborTeam 275,1,1,2026-08-24T00:00:00.000
276,LT000276,398,Atlas LaborTeam 276,1,1,2026-08-24T00:00:00.000
277,LT000277,471,Junction LaborTeam 277,1,1,2026-08-24T00:00:00.000
278,LT000278,238,Keystone LaborTeam 278,1,1,2026-08-24T00:00:00.000
279,LT000279,297,Forge LaborTeam 279,1,1,2026-08-24T00:00:00.000
280,LT000280,228,Zenith LaborTeam 280,1,1,2026-08-24T00:00:00.000
281,LT000281,400,Keystone LaborTeam 281,1,1,2026-08-24T00:00:00.000
282,LT000282,77,Junction LaborTeam 282,1,1,2026-08-24T00:00:00.000
283,LT000283,315,Quartz LaborTeam 283,1,1,2026-08-24T00:00:00.000
284,LT000284,70,Forge LaborTeam 284,1,1,2026-08-24T00:00:00.000
285,LT000285,248,Willow LaborTeam 285,1,1,2026-08-24T00:00:00.000
286,LT000286,286,Pioneer LaborTeam 286,1,1,2026-08-24T00:00:00.000
287,LT000287,38,Vertex LaborTeam 287,1,1,2026-08-24T00:00:00.000
288,LT000288,250,Forge LaborTeam 288,1,1,2026-08-24T00:00:00.000
289,LT000289,301,Unity LaborTeam 289,1,1,2026-08-24T00:00:00.000
290,LT000290,64,Meridian LaborTeam 290,1,1,2026-08-24T00:00:00.000
291,LT000291,12,Granite LaborTeam 291,1,1,2026-08-24T00:00:00.000
292,LT000292,409,Meridian LaborTeam 292,1,1,2026-08-24T00:00:00.000
293,LT000293,250,Meridian LaborTeam 293,1,1,2026-08-24T00:00:00.000
294,LT000294,477,Summit LaborTeam 294,1,1,2026-08-24T00:00:00.000
295,LT000295,322,Willow LaborTeam 295,1,1,2026-08-24T00:00:00.000
296,LT000296,67,Cedar LaborTeam 296,1,1,2026-08-24T00:00:00.000
297,LT000297,208,Zenith LaborTeam 297,1,1,2026-08-24T00:00:00.000
298,LT000298,386,Granite LaborTeam 298,1,1,2026-08-24T00:00:00.000
299,LT000299,366,Evergreen LaborTeam 299,1,1,2026-08-24T00:00:00.000
300,LT000300,249,Quartz LaborTeam 300,1,1,2026-08-24T00:00:00.000
301,LT000301,421,Junction LaborTeam 301,1,1,2026-08-24T00:00:00.000
302,LT000302,137,Quartz LaborTeam 302,1,1,2026-08-24T00:00:00.000
303,LT000303,405,Atlas LaborTeam 303,1,1,2026-08-24T00:00:00.000
304,LT000304,100,Cedar LaborTeam 304,1,1,2026-08-24T00:00:00.000
305,LT000305,263,Ion LaborTeam 305,1,1,2026-08-24T00:00:00.000
306,LT000306,465,Riverton LaborTeam 306,1,1,2026-08-24T00:00:00.000
307,LT000307,167,Willow LaborTeam 307,1,1,2026-08-24T00:00:00.000
308,LT000308,468,Pioneer LaborTeam 308,1,1,2026-08-24T00:00:00.000
309,LT000309,82,Atlas LaborTeam 309,1,1,2026-08-24T00:00:00.000
310,LT000310,113,Riverton LaborTeam 310,1,1,2026-08-24T00:00:00.000
311,LT000311,254,Zenith LaborTeam 311,1,1,2026-08-24T00:00:00.000
312,LT000312,120,Summit LaborTeam 312,1,1,2026-08-24T00:00:00.000
313,LT000313,462,Unity LaborTeam 313,1,1,2026-08-24T00:00:00.000
314,LT000314,479,Quartz LaborTeam 314,1,1,2026-08-24T00:00:00.000
315,LT000315,61,Evergreen LaborTeam 315,1,1,2026-08-24T00:00:00.000
316,LT000316,347,Riverton LaborTeam 316,1,1,2026-08-24T00:00:00.000
317,LT000317,2,Liberty LaborTeam 317,1,1,2026-08-24T00:00:00.000
318,LT000318,289,Pioneer LaborTeam 318,1,1,2026-08-24T00:00:00.000
319,LT000319,24,Beacon LaborTeam 319,1,1,2026-08-24T00:00:00.000
320,LT000320,250,Pioneer LaborTeam 320,1,1,2026-08-24T00:00:00.000
321,LT000321,128,Atlas LaborTeam 321,1,1,2026-08-24T00:00:00.000
322,LT000322,149,Liberty LaborTeam 322,1,1,2026-08-24T00:00:00.000
323,LT000323,179,Unity LaborTeam 323,1,1,2026-08-24T00:00:00.000
324,LT000324,362,Summit LaborTeam 324,1,1,2026-08-24T00:00:00.000
325,LT000325,159,Riverton LaborTeam 325,1,1,2026-08-24T00:00:00.000
326,LT000326,163,Northstar LaborTeam 326,1,1,2026-08-24T00:00:00.000
327,LT000327,167,Northstar LaborTeam 327,1,1,2026-08-24T00:00:00.000
328,LT000328,362,Unity LaborTeam 328,1,1,2026-08-24T00:00:00.000
329,LT000329,53,Ion LaborTeam 329,1,1,2026-08-24T00:00:00.000
330,LT000330,150,Northstar LaborTeam 330,1,1,2026-08-24T00:00:00.000
331,LT000331,65,Riverton LaborTeam 331,1,1,2026-08-24T00:00:00.000
332,LT000332,258,Pioneer LaborTeam 332,1,1,2026-08-24T00:00:00.000
333,LT000333,76,Willow LaborTeam 333,1,1,2026-08-24T00:00:00.000
334,LT000334,324,Cedar LaborTeam 334,1,1,2026-08-24T00:00:00.000
335,LT000335,498,Atlas LaborTeam 335,1,1,2026-08-24T00:00:00.000
336,LT000336,332,Orion LaborTeam 336,1,1,2026-08-24T00:00:00.000
337,LT000337,120,Quartz LaborTeam 337,1,1,2026-08-24T00:00:00.000
338,LT000338,226,Northstar LaborTeam 338,1,1,2026-08-24T00:00:00.000
339,LT000339,163,Beacon LaborTeam 339,1,1,2026-08-24T00:00:00.000
340,LT000340,322,Meridian LaborTeam 340,1,1,2026-08-24T00:00:00.000
