FinanceJournalLineKey,JournalLineCode,FinanceJournalHeaderKey,GlAccountKey,CostCenterKey,FinancePostingBucketKey,FinancePostingStatusKey,CurrencyKey,JournalLineSequenceNumber,LineMemo,IsReversalLine,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
31,FJL000031,128,295,97,414,3,5,31,FinanceJournalLine-LineMemo-31,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f9869197ca356a38a1c2c1f8bfed60b7f9869197ca356a38a1c2c1f8bfed60b
32,FJL000032,163,171,62,465,6,3,32,FinanceJournalLine-LineMemo-32,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b33c9fa00f75640ac6aad69d6b4b8c73b33c9fa00f75640ac6aad69d6b4b8c7
33,FJL000033,500,409,360,410,4,3,33,FinanceJournalLine-LineMemo-33,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8769eebaa4de57bbb7ae2b3d311604a88769eebaa4de57bbb7ae2b3d311604a8
34,FJL000034,254,416,-1,359,10,4,34,FinanceJournalLine-LineMemo-34,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c65e695e84a56708115ab34ac37baa34c65e695e84a56708115ab34ac37baa3
35,FJL000035,357,402,385,332,9,1,35,FinanceJournalLine-LineMemo-35,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c73f360a4e1f541c914f51105a02bd1fc73f360a4e1f541c914f51105a02bd1f
36,FJL000036,150,211,154,382,10,1,36,FinanceJournalLine-LineMemo-36,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dcd57bc37cb553d8a09d3cf2345d55fddcd57bc37cb553d8a09d3cf2345d55fd
37,FJL000037,444,433,31,220,2,5,37,FinanceJournalLine-LineMemo-37,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3862a4fd6ce5f9b9914d89eae5c4163e3862a4fd6ce5f9b9914d89eae5c4163
38,FJL000038,7,26,230,280,3,3,38,FinanceJournalLine-LineMemo-38,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2453d15ef605f0385c0062ac84cfdf5b2453d15ef605f0385c0062ac84cfdf5
39,FJL000039,193,78,243,162,10,5,39,FinanceJournalLine-LineMemo-39,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,014506e54c9455edb480e0829d772e68014506e54c9455edb480e0829d772e68
40,FJL000040,483,223,208,147,8,5,40,FinanceJournalLine-LineMemo-40,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,595c246cff185f09823a11485db098e6595c246cff185f09823a11485db098e6
41,FJL000041,23,4,434,117,7,4,41,FinanceJournalLine-LineMemo-41,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22c28c8f2dc5550783d589617f46b1d522c28c8f2dc5550783d589617f46b1d5
42,FJL000042,127,267,347,298,10,2,42,FinanceJournalLine-LineMemo-42,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63c56caa7a6f597da59f7ced8e314c4263c56caa7a6f597da59f7ced8e314c42
43,FJL000043,283,172,310,38,1,3,43,FinanceJournalLine-LineMemo-43,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44749aa0dcf559f7a7e4cf1b3b99e6ff44749aa0dcf559f7a7e4cf1b3b99e6ff
44,FJL000044,330,298,139,104,7,5,44,FinanceJournalLine-LineMemo-44,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0141af041f0156c58531628e4289110f0141af041f0156c58531628e4289110f
45,FJL000045,126,232,34,296,7,4,45,FinanceJournalLine-LineMemo-45,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6033b4b22e0e52b4966dc8b9df8a73996033b4b22e0e52b4966dc8b9df8a7399
46,FJL000046,245,293,64,240,7,3,46,FinanceJournalLine-LineMemo-46,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10b2a281dfd4594981d5ee6b76c52a3510b2a281dfd4594981d5ee6b76c52a35
47,FJL000047,39,204,61,430,1,2,47,FinanceJournalLine-LineMemo-47,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62a3f5d1cb3f51b39e2dfa6a933665af62a3f5d1cb3f51b39e2dfa6a933665af
48,FJL000048,267,445,147,161,10,5,48,FinanceJournalLine-LineMemo-48,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08c3c849e85d5391a5bd3e50b069c6b908c3c849e85d5391a5bd3e50b069c6b9
49,FJL000049,6,365,490,29,5,4,49,FinanceJournalLine-LineMemo-49,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec8fe1d533ce5420a8a52f58d027a082ec8fe1d533ce5420a8a52f58d027a082
50,FJL000050,295,342,80,203,4,4,50,FinanceJournalLine-LineMemo-50,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2bc5a89a2035b3493b8cdd2811f7f24b2bc5a89a2035b3493b8cdd2811f7f24
51,FJL000051,282,493,-1,63,3,3,51,FinanceJournalLine-LineMemo-51,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64510c97b77e5e20a20c20ae86d7d48064510c97b77e5e20a20c20ae86d7d480
52,FJL000052,112,432,488,148,7,2,52,FinanceJournalLine-LineMemo-52,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f09ef226a0385e368f4703ae9aa81a54f09ef226a0385e368f4703ae9aa81a54
53,FJL000053,183,89,229,251,8,4,53,FinanceJournalLine-LineMemo-53,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba14ef41671456dc845a710a6a22ce6bba14ef41671456dc845a710a6a22ce6b
54,FJL000054,85,112,83,37,10,5,54,FinanceJournalLine-LineMemo-54,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,843c618ea3005495b7db3aad262fe8df843c618ea3005495b7db3aad262fe8df
55,FJL000055,408,38,396,255,10,2,55,FinanceJournalLine-LineMemo-55,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0da4247f378f56aaaba6e5980473fe160da4247f378f56aaaba6e5980473fe16
56,FJL000056,424,317,346,10,4,3,56,FinanceJournalLine-LineMemo-56,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3180ce0183d57aea06e93bdc6e31e5cc3180ce0183d57aea06e93bdc6e31e5c
57,FJL000057,104,118,229,133,1,3,57,FinanceJournalLine-LineMemo-57,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2e4fd4c213c552d89d3d8ec98ecc359b2e4fd4c213c552d89d3d8ec98ecc359
58,FJL000058,489,264,42,103,3,3,58,FinanceJournalLine-LineMemo-58,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be4ecb1f2f16579588595d0e87ddd614be4ecb1f2f16579588595d0e87ddd614
59,FJL000059,395,275,121,32,7,2,59,FinanceJournalLine-LineMemo-59,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6eeeee5d8c8359279f65968111c4f9506eeeee5d8c8359279f65968111c4f950
60,FJL000060,42,172,428,106,4,1,60,FinanceJournalLine-LineMemo-60,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ecf32a5f3c235f45932e9a7dc253cafeecf32a5f3c235f45932e9a7dc253cafe
61,FJL000061,286,498,407,251,1,2,61,FinanceJournalLine-LineMemo-61,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4639296642b25fe4aa22adf01daf30544639296642b25fe4aa22adf01daf3054
62,FJL000062,186,200,99,109,1,1,62,FinanceJournalLine-LineMemo-62,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,894ac07ad8f75aba97b1ab381c490a4d894ac07ad8f75aba97b1ab381c490a4d
63,FJL000063,476,243,17,295,3,4,63,FinanceJournalLine-LineMemo-63,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4bc939d312ac5c5796bc17d559888c0a4bc939d312ac5c5796bc17d559888c0a
64,FJL000064,122,431,426,142,2,4,64,FinanceJournalLine-LineMemo-64,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,410efed8b52b5a5e9263746b47ad5d81410efed8b52b5a5e9263746b47ad5d81
65,FJL000065,36,261,442,310,9,4,65,FinanceJournalLine-LineMemo-65,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,daa897f69eb6511cadd89b9c16644b1cdaa897f69eb6511cadd89b9c16644b1c
66,FJL000066,77,449,134,138,5,3,66,FinanceJournalLine-LineMemo-66,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d084e2af2da25c88929470df7d7114bfd084e2af2da25c88929470df7d7114bf
67,FJL000067,159,137,299,497,6,4,67,FinanceJournalLine-LineMemo-67,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f058a2c29b575462a3404a0126e74ed7f058a2c29b575462a3404a0126e74ed7
68,FJL000068,404,376,-1,407,5,4,68,FinanceJournalLine-LineMemo-68,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38d611bec6ee5c84989a02c12325499238d611bec6ee5c84989a02c123254992
69,FJL000069,383,383,341,443,4,1,69,FinanceJournalLine-LineMemo-69,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57b2bce09acb59fb8826c5c2fe8b52f757b2bce09acb59fb8826c5c2fe8b52f7
70,FJL000070,389,267,194,499,10,4,70,FinanceJournalLine-LineMemo-70,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a03967746fe50fd93f234c377d6bd2e5a03967746fe50fd93f234c377d6bd2e
71,FJL000071,449,21,286,71,8,2,71,FinanceJournalLine-LineMemo-71,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd39e09906705a6e96a7d1d1b2bee74bbd39e09906705a6e96a7d1d1b2bee74b
72,FJL000072,317,195,145,17,5,1,72,FinanceJournalLine-LineMemo-72,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b5cc38c49b45b089632eabb06d214bb4b5cc38c49b45b089632eabb06d214bb
73,FJL000073,344,495,286,269,4,3,73,FinanceJournalLine-LineMemo-73,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f2312f830965c2e91c9162063355b925f2312f830965c2e91c9162063355b92
74,FJL000074,192,252,340,12,5,4,74,FinanceJournalLine-LineMemo-74,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,355a59aab85259d19fa329e7d3c29d87355a59aab85259d19fa329e7d3c29d87
75,FJL000075,397,452,216,237,10,1,75,FinanceJournalLine-LineMemo-75,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae03f6f81bed56dba4a6f2a3cd224ff0ae03f6f81bed56dba4a6f2a3cd224ff0
76,FJL000076,329,194,367,144,6,2,76,FinanceJournalLine-LineMemo-76,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d1644b15f3a58ee84f8c9cad6a3cb021d1644b15f3a58ee84f8c9cad6a3cb02
77,FJL000077,182,452,454,203,3,2,77,FinanceJournalLine-LineMemo-77,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d961e74cd4754f8b917c8aa0dc0eca42d961e74cd4754f8b917c8aa0dc0eca4
78,FJL000078,369,369,116,330,8,3,78,FinanceJournalLine-LineMemo-78,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d07c4c068ba357fa956466e00210ea79d07c4c068ba357fa956466e00210ea79
79,FJL000079,314,48,481,229,6,4,79,FinanceJournalLine-LineMemo-79,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,382c771f414e5775839aa168e5517529382c771f414e5775839aa168e5517529
80,FJL000080,339,11,152,108,8,1,80,FinanceJournalLine-LineMemo-80,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91500f447aed5346bfcf7e9bd532498c91500f447aed5346bfcf7e9bd532498c
81,FJL000081,141,293,177,381,4,2,81,FinanceJournalLine-LineMemo-81,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7e4c9cf82035afd890656387f86239df7e4c9cf82035afd890656387f86239d
82,FJL000082,403,43,443,285,5,2,82,FinanceJournalLine-LineMemo-82,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a64a6124f46b5a97ae7cad0410069555a64a6124f46b5a97ae7cad0410069555
83,FJL000083,29,84,50,381,1,1,83,FinanceJournalLine-LineMemo-83,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f61aa9478199548184297ec40e476447f61aa9478199548184297ec40e476447
84,FJL000084,396,56,422,204,8,3,84,FinanceJournalLine-LineMemo-84,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e74ba5a25495fd4b7420ac0644c9dd22e74ba5a25495fd4b7420ac0644c9dd2
85,FJL000085,49,483,-1,312,8,2,85,FinanceJournalLine-LineMemo-85,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ded68fae26105d3280efb682a46fc345ded68fae26105d3280efb682a46fc345
86,FJL000086,279,381,194,288,6,3,86,FinanceJournalLine-LineMemo-86,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e75bb98b72585b09b6258ea8fe6ed0f0e75bb98b72585b09b6258ea8fe6ed0f0
87,FJL000087,50,46,403,366,10,1,87,FinanceJournalLine-LineMemo-87,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dbba66a13d695fa2be2a8e13481726a5dbba66a13d695fa2be2a8e13481726a5
88,FJL000088,127,451,458,119,7,3,88,FinanceJournalLine-LineMemo-88,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7e2feb1bdc95950ad13a72fa24ae798c7e2feb1bdc95950ad13a72fa24ae798
89,FJL000089,207,322,317,468,8,5,89,FinanceJournalLine-LineMemo-89,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd58011270135aa8b158107c1775efaccd58011270135aa8b158107c1775efac
90,FJL000090,255,468,13,44,4,2,90,FinanceJournalLine-LineMemo-90,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,188f800953f0509a95f957a63fe66aef188f800953f0509a95f957a63fe66aef
91,FJL000091,439,49,284,479,3,5,91,FinanceJournalLine-LineMemo-91,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae6ae816fc34577cafbb49b08691dc4dae6ae816fc34577cafbb49b08691dc4d
92,FJL000092,369,381,499,483,9,5,92,FinanceJournalLine-LineMemo-92,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d877e3f5a59c56049b200a2b87219dedd877e3f5a59c56049b200a2b87219ded
93,FJL000093,419,376,101,339,5,4,93,FinanceJournalLine-LineMemo-93,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b2d1982b41a5d86a1eca4c00f4c379b8b2d1982b41a5d86a1eca4c00f4c379b
94,FJL000094,21,359,310,397,1,5,94,FinanceJournalLine-LineMemo-94,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,614f02ccaf3b5999ae524f44905d0e29614f02ccaf3b5999ae524f44905d0e29
95,FJL000095,75,346,112,327,5,5,95,FinanceJournalLine-LineMemo-95,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3fc9102b06715d20ae6e9c789915b21f3fc9102b06715d20ae6e9c789915b21f
96,FJL000096,257,388,202,82,8,4,96,FinanceJournalLine-LineMemo-96,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3cc311e54c325f788959453a7bed88e73cc311e54c325f788959453a7bed88e7
97,FJL000097,150,50,35,412,8,5,97,FinanceJournalLine-LineMemo-97,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ecc32bcbed8a5c7c8b03a939fa4601bcecc32bcbed8a5c7c8b03a939fa4601bc
98,FJL000098,340,230,321,48,5,1,98,FinanceJournalLine-LineMemo-98,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0de5c94dff7b5179b901e13c4e6139a40de5c94dff7b5179b901e13c4e6139a4
99,FJL000099,414,342,136,128,4,3,99,FinanceJournalLine-LineMemo-99,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59b2db86df5d50bdbee069ed852402c059b2db86df5d50bdbee069ed852402c0
100,FJL000100,351,41,132,203,4,2,100,FinanceJournalLine-LineMemo-100,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62f4bd5bebbf5f799d0e4157d526c17662f4bd5bebbf5f799d0e4157d526c176
