QualityDefectCodeKey,QualityDefectCodeCode,QualityDefectSubCategoryKey,QualityDefectCodeName,SourceSystemKey,BatchId,LoadedAtUtc
97,QDC000097,19,QDC000097,1,1,2026-08-24T00:00:00.000
98,QDC000098,165,QDC000098,1,1,2026-08-24T00:00:00.000
99,QDC000099,73,QDC000099,1,1,2026-08-24T00:00:00.000
100,QDC000100,208,QDC000100,1,1,2026-08-24T00:00:00.000
101,QDC000101,292,QDC000101,1,1,2026-08-24T00:00:00.000
102,QDC000102,55,QDC000102,1,1,2026-08-24T00:00:00.000
103,QDC000103,167,QDC000103,1,1,2026-08-24T00:00:00.000
104,QDC000104,92,QDC000104,1,1,2026-08-24T00:00:00.000
105,QDC000105,192,QDC000105,1,1,2026-08-24T00:00:00.000
106,QDC000106,46,QDC000106,1,1,2026-08-24T00:00:00.000
107,QDC000107,40,QDC000107,1,1,2026-08-24T00:00:00.000
108,QDC000108,101,QDC000108,1,1,2026-08-24T00:00:00.000
109,QDC000109,132,QDC000109,1,1,2026-08-24T00:00:00.000
110,QDC000110,26,QDC000110,1,1,2026-08-24T00:00:00.000
111,QDC000111,72,QDC000111,1,1,2026-08-24T00:00:00.000
112,QDC000112,152,QDC000112,1,1,2026-08-24T00:00:00.000
113,QDC000113,269,QDC000113,1,1,2026-08-24T00:00:00.000
114,QDC000114,202,QDC000114,1,1,2026-08-24T00:00:00.000
115,QDC000115,101,QDC000115,1,1,2026-08-24T00:00:00.000
116,QDC000116,18,QDC000116,1,1,2026-08-24T00:00:00.000
117,QDC000117,270,QDC000117,1,1,2026-08-24T00:00:00.000
118,QDC000118,195,QDC000118,1,1,2026-08-24T00:00:00.000
119,QDC000119,239,QDC000119,1,1,2026-08-24T00:00:00.000
120,QDC000120,237,QDC000120,1,1,2026-08-24T00:00:00.000
121,QDC000121,132,QDC000121,1,1,2026-08-24T00:00:00.000
122,QDC000122,214,QDC000122,1,1,2026-08-24T00:00:00.000
123,QDC000123,204,QDC000123,1,1,2026-08-24T00:00:00.000
124,QDC000124,257,QDC000124,1,1,2026-08-24T00:00:00.000
125,QDC000125,278,QDC000125,1,1,2026-08-24T00:00:00.000
126,QDC000126,130,QDC000126,1,1,2026-08-24T00:00:00.000
127,QDC000127,35,QDC000127,1,1,2026-08-24T00:00:00.000
128,QDC000128,90,QDC000128,1,1,2026-08-24T00:00:00.000
129,QDC000129,108,QDC000129,1,1,2026-08-24T00:00:00.000
130,QDC000130,158,QDC000130,1,1,2026-08-24T00:00:00.000
131,QDC000131,157,QDC000131,1,1,2026-08-24T00:00:00.000
132,QDC000132,241,QDC000132,1,1,2026-08-24T00:00:00.000
133,QDC000133,28,QDC000133,1,1,2026-08-24T00:00:00.000
134,QDC000134,257,QDC000134,1,1,2026-08-24T00:00:00.000
135,QDC000135,162,QDC000135,1,1,2026-08-24T00:00:00.000
136,QDC000136,4,QDC000136,1,1,2026-08-24T00:00:00.000
137,QDC000137,66,QDC000137,1,1,2026-08-24T00:00:00.000
138,QDC000138,43,QDC000138,1,1,2026-08-24T00:00:00.000
139,QDC000139,224,QDC000139,1,1,2026-08-24T00:00:00.000
140,QDC000140,165,QDC000140,1,1,2026-08-24T00:00:00.000
141,QDC000141,70,QDC000141,1,1,2026-08-24T00:00:00.000
142,QDC000142,203,QDC000142,1,1,2026-08-24T00:00:00.000
143,QDC000143,116,QDC000143,1,1,2026-08-24T00:00:00.000
144,QDC000144,248,QDC000144,1,1,2026-08-24T00:00:00.000
145,QDC000145,123,QDC000145,1,1,2026-08-24T00:00:00.000
146,QDC000146,158,QDC000146,1,1,2026-08-24T00:00:00.000
147,QDC000147,87,QDC000147,1,1,2026-08-24T00:00:00.000
148,QDC000148,34,QDC000148,1,1,2026-08-24T00:00:00.000
149,QDC000149,80,QDC000149,1,1,2026-08-24T00:00:00.000
150,QDC000150,245,QDC000150,1,1,2026-08-24T00:00:00.000
151,QDC000151,234,QDC000151,1,1,2026-08-24T00:00:00.000
152,QDC000152,211,QDC000152,1,1,2026-08-24T00:00:00.000
153,QDC000153,281,QDC000153,1,1,2026-08-24T00:00:00.000
154,QDC000154,87,QDC000154,1,1,2026-08-24T00:00:00.000
155,QDC000155,298,QDC000155,1,1,2026-08-24T00:00:00.000
156,QDC000156,239,QDC000156,1,1,2026-08-24T00:00:00.000
157,QDC000157,210,QDC000157,1,1,2026-08-24T00:00:00.000
158,QDC000158,249,QDC000158,1,1,2026-08-24T00:00:00.000
159,QDC000159,122,QDC000159,1,1,2026-08-24T00:00:00.000
160,QDC000160,63,QDC000160,1,1,2026-08-24T00:00:00.000
161,QDC000161,268,QDC000161,1,1,2026-08-24T00:00:00.000
162,QDC000162,44,QDC000162,1,1,2026-08-24T00:00:00.000
163,QDC000163,124,QDC000163,1,1,2026-08-24T00:00:00.000
164,QDC000164,156,QDC000164,1,1,2026-08-24T00:00:00.000
165,QDC000165,37,QDC000165,1,1,2026-08-24T00:00:00.000
166,QDC000166,294,QDC000166,1,1,2026-08-24T00:00:00.000
167,QDC000167,79,QDC000167,1,1,2026-08-24T00:00:00.000
168,QDC000168,44,QDC000168,1,1,2026-08-24T00:00:00.000
169,QDC000169,30,QDC000169,1,1,2026-08-24T00:00:00.000
170,QDC000170,154,QDC000170,1,1,2026-08-24T00:00:00.000
171,QDC000171,198,QDC000171,1,1,2026-08-24T00:00:00.000
172,QDC000172,37,QDC000172,1,1,2026-08-24T00:00:00.000
173,QDC000173,182,QDC000173,1,1,2026-08-24T00:00:00.000
174,QDC000174,109,QDC000174,1,1,2026-08-24T00:00:00.000
175,QDC000175,265,QDC000175,1,1,2026-08-24T00:00:00.000
176,QDC000176,225,QDC000176,1,1,2026-08-24T00:00:00.000
177,QDC000177,194,QDC000177,1,1,2026-08-24T00:00:00.000
178,QDC000178,158,QDC000178,1,1,2026-08-24T00:00:00.000
179,QDC000179,225,QDC000179,1,1,2026-08-24T00:00:00.000
180,QDC000180,70,QDC000180,1,1,2026-08-24T00:00:00.000
181,QDC000181,101,QDC000181,1,1,2026-08-24T00:00:00.000
182,QDC000182,156,QDC000182,1,1,2026-08-24T00:00:00.000
183,QDC000183,151,QDC000183,1,1,2026-08-24T00:00:00.000
184,QDC000184,198,QDC000184,1,1,2026-08-24T00:00:00.000
185,QDC000185,165,QDC000185,1,1,2026-08-24T00:00:00.000
186,QDC000186,84,QDC000186,1,1,2026-08-24T00:00:00.000
187,QDC000187,273,QDC000187,1,1,2026-08-24T00:00:00.000
188,QDC000188,70,QDC000188,1,1,2026-08-24T00:00:00.000
189,QDC000189,79,QDC000189,1,1,2026-08-24T00:00:00.000
190,QDC000190,232,QDC000190,1,1,2026-08-24T00:00:00.000
191,QDC000191,292,QDC000191,1,1,2026-08-24T00:00:00.000
192,QDC000192,40,QDC000192,1,1,2026-08-24T00:00:00.000
193,QDC000193,204,QDC000193,1,1,2026-08-24T00:00:00.000
194,QDC000194,79,QDC000194,1,1,2026-08-24T00:00:00.000
195,QDC000195,236,QDC000195,1,1,2026-08-24T00:00:00.000
196,QDC000196,179,QDC000196,1,1,2026-08-24T00:00:00.000
197,QDC000197,32,QDC000197,1,1,2026-08-24T00:00:00.000
198,QDC000198,38,QDC000198,1,1,2026-08-24T00:00:00.000
199,QDC000199,6,QDC000199,1,1,2026-08-24T00:00:00.000
200,QDC000200,189,QDC000200,1,1,2026-08-24T00:00:00.000
201,QDC000201,125,QDC000201,1,1,2026-08-24T00:00:00.000
202,QDC000202,251,QDC000202,1,1,2026-08-24T00:00:00.000
203,QDC000203,298,QDC000203,1,1,2026-08-24T00:00:00.000
204,QDC000204,19,QDC000204,1,1,2026-08-24T00:00:00.000
205,QDC000205,70,QDC000205,1,1,2026-08-24T00:00:00.000
206,QDC000206,149,QDC000206,1,1,2026-08-24T00:00:00.000
207,QDC000207,66,QDC000207,1,1,2026-08-24T00:00:00.000
208,QDC000208,134,QDC000208,1,1,2026-08-24T00:00:00.000
209,QDC000209,173,QDC000209,1,1,2026-08-24T00:00:00.000
210,QDC000210,79,QDC000210,1,1,2026-08-24T00:00:00.000
211,QDC000211,85,QDC000211,1,1,2026-08-24T00:00:00.000
212,QDC000212,280,QDC000212,1,1,2026-08-24T00:00:00.000
213,QDC000213,39,QDC000213,1,1,2026-08-24T00:00:00.000
214,QDC000214,246,QDC000214,1,1,2026-08-24T00:00:00.000
215,QDC000215,97,QDC000215,1,1,2026-08-24T00:00:00.000
216,QDC000216,107,QDC000216,1,1,2026-08-24T00:00:00.000
217,QDC000217,68,QDC000217,1,1,2026-08-24T00:00:00.000
218,QDC000218,139,QDC000218,1,1,2026-08-24T00:00:00.000
219,QDC000219,114,QDC000219,1,1,2026-08-24T00:00:00.000
220,QDC000220,24,QDC000220,1,1,2026-08-24T00:00:00.000
221,QDC000221,182,QDC000221,1,1,2026-08-24T00:00:00.000
222,QDC000222,71,QDC000222,1,1,2026-08-24T00:00:00.000
223,QDC000223,153,QDC000223,1,1,2026-08-24T00:00:00.000
224,QDC000224,291,QDC000224,1,1,2026-08-24T00:00:00.000
225,QDC000225,96,QDC000225,1,1,2026-08-24T00:00:00.000
226,QDC000226,93,QDC000226,1,1,2026-08-24T00:00:00.000
227,QDC000227,203,QDC000227,1,1,2026-08-24T00:00:00.000
228,QDC000228,72,QDC000228,1,1,2026-08-24T00:00:00.000
229,QDC000229,238,QDC000229,1,1,2026-08-24T00:00:00.000
230,QDC000230,271,QDC000230,1,1,2026-08-24T00:00:00.000
231,QDC000231,75,QDC000231,1,1,2026-08-24T00:00:00.000
232,QDC000232,158,QDC000232,1,1,2026-08-24T00:00:00.000
233,QDC000233,195,QDC000233,1,1,2026-08-24T00:00:00.000
234,QDC000234,221,QDC000234,1,1,2026-08-24T00:00:00.000
235,QDC000235,167,QDC000235,1,1,2026-08-24T00:00:00.000
236,QDC000236,118,QDC000236,1,1,2026-08-24T00:00:00.000
237,QDC000237,239,QDC000237,1,1,2026-08-24T00:00:00.000
238,QDC000238,153,QDC000238,1,1,2026-08-24T00:00:00.000
239,QDC000239,125,QDC000239,1,1,2026-08-24T00:00:00.000
240,QDC000240,39,QDC000240,1,1,2026-08-24T00:00:00.000
241,QDC000241,194,QDC000241,1,1,2026-08-24T00:00:00.000
242,QDC000242,157,QDC000242,1,1,2026-08-24T00:00:00.000
243,QDC000243,124,QDC000243,1,1,2026-08-24T00:00:00.000
244,QDC000244,117,QDC000244,1,1,2026-08-24T00:00:00.000
245,QDC000245,83,QDC000245,1,1,2026-08-24T00:00:00.000
246,QDC000246,132,QDC000246,1,1,2026-08-24T00:00:00.000
247,QDC000247,171,QDC000247,1,1,2026-08-24T00:00:00.000
248,QDC000248,12,QDC000248,1,1,2026-08-24T00:00:00.000
249,QDC000249,42,QDC000249,1,1,2026-08-24T00:00:00.000
250,QDC000250,240,QDC000250,1,1,2026-08-24T00:00:00.000
251,QDC000251,122,QDC000251,1,1,2026-08-24T00:00:00.000
252,QDC000252,153,QDC000252,1,1,2026-08-24T00:00:00.000
253,QDC000253,87,QDC000253,1,1,2026-08-24T00:00:00.000
254,QDC000254,268,QDC000254,1,1,2026-08-24T00:00:00.000
255,QDC000255,182,QDC000255,1,1,2026-08-24T00:00:00.000
256,QDC000256,130,QDC000256,1,1,2026-08-24T00:00:00.000
257,QDC000257,253,QDC000257,1,1,2026-08-24T00:00:00.000
258,QDC000258,138,QDC000258,1,1,2026-08-24T00:00:00.000
259,QDC000259,157,QDC000259,1,1,2026-08-24T00:00:00.000
260,QDC000260,2,QDC000260,1,1,2026-08-24T00:00:00.000
261,QDC000261,174,QDC000261,1,1,2026-08-24T00:00:00.000
262,QDC000262,163,QDC000262,1,1,2026-08-24T00:00:00.000
263,QDC000263,175,QDC000263,1,1,2026-08-24T00:00:00.000
264,QDC000264,266,QDC000264,1,1,2026-08-24T00:00:00.000
265,QDC000265,64,QDC000265,1,1,2026-08-24T00:00:00.000
266,QDC000266,44,QDC000266,1,1,2026-08-24T00:00:00.000
267,QDC000267,70,QDC000267,1,1,2026-08-24T00:00:00.000
268,QDC000268,280,QDC000268,1,1,2026-08-24T00:00:00.000
269,QDC000269,228,QDC000269,1,1,2026-08-24T00:00:00.000
270,QDC000270,25,QDC000270,1,1,2026-08-24T00:00:00.000
271,QDC000271,210,QDC000271,1,1,2026-08-24T00:00:00.000
272,QDC000272,32,QDC000272,1,1,2026-08-24T00:00:00.000
273,QDC000273,86,QDC000273,1,1,2026-08-24T00:00:00.000
274,QDC000274,290,QDC000274,1,1,2026-08-24T00:00:00.000
275,QDC000275,84,QDC000275,1,1,2026-08-24T00:00:00.000
276,QDC000276,75,QDC000276,1,1,2026-08-24T00:00:00.000
277,QDC000277,121,QDC000277,1,1,2026-08-24T00:00:00.000
278,QDC000278,32,QDC000278,1,1,2026-08-24T00:00:00.000
279,QDC000279,196,QDC000279,1,1,2026-08-24T00:00:00.000
280,QDC000280,154,QDC000280,1,1,2026-08-24T00:00:00.000
281,QDC000281,262,QDC000281,1,1,2026-08-24T00:00:00.000
282,QDC000282,201,QDC000282,1,1,2026-08-24T00:00:00.000
283,QDC000283,239,QDC000283,1,1,2026-08-24T00:00:00.000
284,QDC000284,190,QDC000284,1,1,2026-08-24T00:00:00.000
285,QDC000285,286,QDC000285,1,1,2026-08-24T00:00:00.000
286,QDC000286,8,QDC000286,1,1,2026-08-24T00:00:00.000
287,QDC000287,176,QDC000287,1,1,2026-08-24T00:00:00.000
288,QDC000288,150,QDC000288,1,1,2026-08-24T00:00:00.000
289,QDC000289,164,QDC000289,1,1,2026-08-24T00:00:00.000
290,QDC000290,132,QDC000290,1,1,2026-08-24T00:00:00.000
291,QDC000291,51,QDC000291,1,1,2026-08-24T00:00:00.000
292,QDC000292,93,QDC000292,1,1,2026-08-24T00:00:00.000
293,QDC000293,75,QDC000293,1,1,2026-08-24T00:00:00.000
294,QDC000294,180,QDC000294,1,1,2026-08-24T00:00:00.000
295,QDC000295,74,QDC000295,1,1,2026-08-24T00:00:00.000
296,QDC000296,82,QDC000296,1,1,2026-08-24T00:00:00.000
297,QDC000297,157,QDC000297,1,1,2026-08-24T00:00:00.000
298,QDC000298,105,QDC000298,1,1,2026-08-24T00:00:00.000
299,QDC000299,10,QDC000299,1,1,2026-08-24T00:00:00.000
300,QDC000300,78,QDC000300,1,1,2026-08-24T00:00:00.000
301,QDC000301,23,QDC000301,1,1,2026-08-24T00:00:00.000
302,QDC000302,111,QDC000302,1,1,2026-08-24T00:00:00.000
303,QDC000303,31,QDC000303,1,1,2026-08-24T00:00:00.000
304,QDC000304,141,QDC000304,1,1,2026-08-24T00:00:00.000
305,QDC000305,80,QDC000305,1,1,2026-08-24T00:00:00.000
306,QDC000306,85,QDC000306,1,1,2026-08-24T00:00:00.000
307,QDC000307,209,QDC000307,1,1,2026-08-24T00:00:00.000
308,QDC000308,98,QDC000308,1,1,2026-08-24T00:00:00.000
309,QDC000309,137,QDC000309,1,1,2026-08-24T00:00:00.000
310,QDC000310,10,QDC000310,1,1,2026-08-24T00:00:00.000
311,QDC000311,94,QDC000311,1,1,2026-08-24T00:00:00.000
312,QDC000312,196,QDC000312,1,1,2026-08-24T00:00:00.000
313,QDC000313,228,QDC000313,1,1,2026-08-24T00:00:00.000
314,QDC000314,147,QDC000314,1,1,2026-08-24T00:00:00.000
315,QDC000315,148,QDC000315,1,1,2026-08-24T00:00:00.000
316,QDC000316,203,QDC000316,1,1,2026-08-24T00:00:00.000
317,QDC000317,114,QDC000317,1,1,2026-08-24T00:00:00.000
318,QDC000318,248,QDC000318,1,1,2026-08-24T00:00:00.000
319,QDC000319,258,QDC000319,1,1,2026-08-24T00:00:00.000
320,QDC000320,21,QDC000320,1,1,2026-08-24T00:00:00.000
321,QDC000321,6,QDC000321,1,1,2026-08-24T00:00:00.000
322,QDC000322,212,QDC000322,1,1,2026-08-24T00:00:00.000
323,QDC000323,130,QDC000323,1,1,2026-08-24T00:00:00.000
324,QDC000324,5,QDC000324,1,1,2026-08-24T00:00:00.000
325,QDC000325,72,QDC000325,1,1,2026-08-24T00:00:00.000
326,QDC000326,137,QDC000326,1,1,2026-08-24T00:00:00.000
327,QDC000327,137,QDC000327,1,1,2026-08-24T00:00:00.000
328,QDC000328,119,QDC000328,1,1,2026-08-24T00:00:00.000
329,QDC000329,166,QDC000329,1,1,2026-08-24T00:00:00.000
330,QDC000330,209,QDC000330,1,1,2026-08-24T00:00:00.000
331,QDC000331,238,QDC000331,1,1,2026-08-24T00:00:00.000
332,QDC000332,244,QDC000332,1,1,2026-08-24T00:00:00.000
333,QDC000333,257,QDC000333,1,1,2026-08-24T00:00:00.000
334,QDC000334,204,QDC000334,1,1,2026-08-24T00:00:00.000
335,QDC000335,92,QDC000335,1,1,2026-08-24T00:00:00.000
336,QDC000336,180,QDC000336,1,1,2026-08-24T00:00:00.000
337,QDC000337,113,QDC000337,1,1,2026-08-24T00:00:00.000
338,QDC000338,102,QDC000338,1,1,2026-08-24T00:00:00.000
339,QDC000339,266,QDC000339,1,1,2026-08-24T00:00:00.000
340,QDC000340,236,QDC000340,1,1,2026-08-24T00:00:00.000
341,QDC000341,75,QDC000341,1,1,2026-08-24T00:00:00.000
342,QDC000342,182,QDC000342,1,1,2026-08-24T00:00:00.000
343,QDC000343,291,QDC000343,1,1,2026-08-24T00:00:00.000
344,QDC000344,170,QDC000344,1,1,2026-08-24T00:00:00.000
345,QDC000345,174,QDC000345,1,1,2026-08-24T00:00:00.000
346,QDC000346,153,QDC000346,1,1,2026-08-24T00:00:00.000
347,QDC000347,26,QDC000347,1,1,2026-08-24T00:00:00.000
348,QDC000348,260,QDC000348,1,1,2026-08-24T00:00:00.000
349,QDC000349,281,QDC000349,1,1,2026-08-24T00:00:00.000
350,QDC000350,71,QDC000350,1,1,2026-08-24T00:00:00.000
351,QDC000351,261,QDC000351,1,1,2026-08-24T00:00:00.000
352,QDC000352,55,QDC000352,1,1,2026-08-24T00:00:00.000
353,QDC000353,28,QDC000353,1,1,2026-08-24T00:00:00.000
354,QDC000354,82,QDC000354,1,1,2026-08-24T00:00:00.000
355,QDC000355,164,QDC000355,1,1,2026-08-24T00:00:00.000
356,QDC000356,34,QDC000356,1,1,2026-08-24T00:00:00.000
357,QDC000357,259,QDC000357,1,1,2026-08-24T00:00:00.000
358,QDC000358,108,QDC000358,1,1,2026-08-24T00:00:00.000
359,QDC000359,191,QDC000359,1,1,2026-08-24T00:00:00.000
360,QDC000360,4,QDC000360,1,1,2026-08-24T00:00:00.000
361,QDC000361,211,QDC000361,1,1,2026-08-24T00:00:00.000
362,QDC000362,193,QDC000362,1,1,2026-08-24T00:00:00.000
363,QDC000363,103,QDC000363,1,1,2026-08-24T00:00:00.000
364,QDC000364,112,QDC000364,1,1,2026-08-24T00:00:00.000
365,QDC000365,178,QDC000365,1,1,2026-08-24T00:00:00.000
366,QDC000366,220,QDC000366,1,1,2026-08-24T00:00:00.000
367,QDC000367,115,QDC000367,1,1,2026-08-24T00:00:00.000
368,QDC000368,263,QDC000368,1,1,2026-08-24T00:00:00.000
369,QDC000369,167,QDC000369,1,1,2026-08-24T00:00:00.000
370,QDC000370,145,QDC000370,1,1,2026-08-24T00:00:00.000
371,QDC000371,64,QDC000371,1,1,2026-08-24T00:00:00.000
372,QDC000372,41,QDC000372,1,1,2026-08-24T00:00:00.000
373,QDC000373,233,QDC000373,1,1,2026-08-24T00:00:00.000
374,QDC000374,144,QDC000374,1,1,2026-08-24T00:00:00.000
375,QDC000375,102,QDC000375,1,1,2026-08-24T00:00:00.000
376,QDC000376,21,QDC000376,1,1,2026-08-24T00:00:00.000
377,QDC000377,30,QDC000377,1,1,2026-08-24T00:00:00.000
378,QDC000378,145,QDC000378,1,1,2026-08-24T00:00:00.000
379,QDC000379,185,QDC000379,1,1,2026-08-24T00:00:00.000
380,QDC000380,171,QDC000380,1,1,2026-08-24T00:00:00.000
381,QDC000381,28,QDC000381,1,1,2026-08-24T00:00:00.000
382,QDC000382,299,QDC000382,1,1,2026-08-24T00:00:00.000
383,QDC000383,3,QDC000383,1,1,2026-08-24T00:00:00.000
384,QDC000384,65,QDC000384,1,1,2026-08-24T00:00:00.000
385,QDC000385,291,QDC000385,1,1,2026-08-24T00:00:00.000
386,QDC000386,93,QDC000386,1,1,2026-08-24T00:00:00.000
387,QDC000387,227,QDC000387,1,1,2026-08-24T00:00:00.000
388,QDC000388,23,QDC000388,1,1,2026-08-24T00:00:00.000
389,QDC000389,154,QDC000389,1,1,2026-08-24T00:00:00.000
390,QDC000390,219,QDC000390,1,1,2026-08-24T00:00:00.000
391,QDC000391,143,QDC000391,1,1,2026-08-24T00:00:00.000
392,QDC000392,243,QDC000392,1,1,2026-08-24T00:00:00.000
393,QDC000393,44,QDC000393,1,1,2026-08-24T00:00:00.000
394,QDC000394,191,QDC000394,1,1,2026-08-24T00:00:00.000
