EnergyRateScheduleKey,EnergyRateScheduleCode,EnergyTariffProviderKey,EnergyRateScheduleName,SourceSystemKey,BatchId,LoadedAtUtc
113,ERS000113,22,Cedar EnergyRateSchedule 113,1,1,2026-08-24T00:00:00.000
114,ERS000114,96,Pioneer EnergyRateSchedule 114,1,1,2026-08-24T00:00:00.000
115,ERS000115,148,Northstar EnergyRateSchedule 115,1,1,2026-08-24T00:00:00.000
116,ERS000116,136,Evergreen EnergyRateSchedule 116,1,1,2026-08-24T00:00:00.000
117,ERS000117,32,Unity EnergyRateSchedule 117,1,1,2026-08-24T00:00:00.000
118,ERS000118,155,Evergreen EnergyRateSchedule 118,1,1,2026-08-24T00:00:00.000
119,ERS000119,281,Ion EnergyRateSchedule 119,1,1,2026-08-24T00:00:00.000
120,ERS000120,17,Beacon EnergyRateSchedule 120,1,1,2026-08-24T00:00:00.000
121,ERS000121,205,Keystone EnergyRateSchedule 121,1,1,2026-08-24T00:00:00.000
122,ERS000122,27,Quartz EnergyRateSchedule 122,1,1,2026-08-24T00:00:00.000
123,ERS000123,227,Northstar EnergyRateSchedule 123,1,1,2026-08-24T00:00:00.000
124,ERS000124,41,Zenith EnergyRateSchedule 124,1,1,2026-08-24T00:00:00.000
125,ERS000125,48,Granite EnergyRateSchedule 125,1,1,2026-08-24T00:00:00.000
126,ERS000126,24,Summit EnergyRateSchedule 126,1,1,2026-08-24T00:00:00.000
127,ERS000127,25,Evergreen EnergyRateSchedule 127,1,1,2026-08-24T00:00:00.000
128,ERS000128,77,Meridian EnergyRateSchedule 128,1,1,2026-08-24T00:00:00.000
129,ERS000129,274,Forge EnergyRateSchedule 129,1,1,2026-08-24T00:00:00.000
130,ERS000130,8,Riverton EnergyRateSchedule 130,1,1,2026-08-24T00:00:00.000
131,ERS000131,228,Unity EnergyRateSchedule 131,1,1,2026-08-24T00:00:00.000
132,ERS000132,220,Zenith EnergyRateSchedule 132,1,1,2026-08-24T00:00:00.000
133,ERS000133,35,Unity EnergyRateSchedule 133,1,1,2026-08-24T00:00:00.000
134,ERS000134,26,Northstar EnergyRateSchedule 134,1,1,2026-08-24T00:00:00.000
135,ERS000135,96,Junction EnergyRateSchedule 135,1,1,2026-08-24T00:00:00.000
136,ERS000136,140,Unity EnergyRateSchedule 136,1,1,2026-08-24T00:00:00.000
137,ERS000137,126,Willow EnergyRateSchedule 137,1,1,2026-08-24T00:00:00.000
138,ERS000138,200,Beacon EnergyRateSchedule 138,1,1,2026-08-24T00:00:00.000
139,ERS000139,69,Evergreen EnergyRateSchedule 139,1,1,2026-08-24T00:00:00.000
140,ERS000140,298,Willow EnergyRateSchedule 140,1,1,2026-08-24T00:00:00.000
141,ERS000141,81,Willow EnergyRateSchedule 141,1,1,2026-08-24T00:00:00.000
142,ERS000142,232,Meridian EnergyRateSchedule 142,1,1,2026-08-24T00:00:00.000
143,ERS000143,277,Meridian EnergyRateSchedule 143,1,1,2026-08-24T00:00:00.000
144,ERS000144,192,Riverton EnergyRateSchedule 144,1,1,2026-08-24T00:00:00.000
145,ERS000145,266,Granite EnergyRateSchedule 145,1,1,2026-08-24T00:00:00.000
146,ERS000146,77,Beacon EnergyRateSchedule 146,1,1,2026-08-24T00:00:00.000
147,ERS000147,191,Zenith EnergyRateSchedule 147,1,1,2026-08-24T00:00:00.000
148,ERS000148,202,Ion EnergyRateSchedule 148,1,1,2026-08-24T00:00:00.000
149,ERS000149,171,Zenith EnergyRateSchedule 149,1,1,2026-08-24T00:00:00.000
150,ERS000150,293,Quartz EnergyRateSchedule 150,1,1,2026-08-24T00:00:00.000
151,ERS000151,192,Summit EnergyRateSchedule 151,1,1,2026-08-24T00:00:00.000
152,ERS000152,282,Keystone EnergyRateSchedule 152,1,1,2026-08-24T00:00:00.000
153,ERS000153,101,Orion EnergyRateSchedule 153,1,1,2026-08-24T00:00:00.000
154,ERS000154,88,Summit EnergyRateSchedule 154,1,1,2026-08-24T00:00:00.000
155,ERS000155,1,Cedar EnergyRateSchedule 155,1,1,2026-08-24T00:00:00.000
156,ERS000156,231,Liberty EnergyRateSchedule 156,1,1,2026-08-24T00:00:00.000
157,ERS000157,98,Ion EnergyRateSchedule 157,1,1,2026-08-24T00:00:00.000
158,ERS000158,140,Ion EnergyRateSchedule 158,1,1,2026-08-24T00:00:00.000
159,ERS000159,2,Evergreen EnergyRateSchedule 159,1,1,2026-08-24T00:00:00.000
160,ERS000160,23,Junction EnergyRateSchedule 160,1,1,2026-08-24T00:00:00.000
161,ERS000161,184,Quartz EnergyRateSchedule 161,1,1,2026-08-24T00:00:00.000
162,ERS000162,59,Zenith EnergyRateSchedule 162,1,1,2026-08-24T00:00:00.000
163,ERS000163,69,Liberty EnergyRateSchedule 163,1,1,2026-08-24T00:00:00.000
164,ERS000164,296,Beacon EnergyRateSchedule 164,1,1,2026-08-24T00:00:00.000
165,ERS000165,190,Atlas EnergyRateSchedule 165,1,1,2026-08-24T00:00:00.000
166,ERS000166,141,Vertex EnergyRateSchedule 166,1,1,2026-08-24T00:00:00.000
167,ERS000167,40,Pioneer EnergyRateSchedule 167,1,1,2026-08-24T00:00:00.000
168,ERS000168,97,Orion EnergyRateSchedule 168,1,1,2026-08-24T00:00:00.000
169,ERS000169,63,Northstar EnergyRateSchedule 169,1,1,2026-08-24T00:00:00.000
170,ERS000170,235,Pioneer EnergyRateSchedule 170,1,1,2026-08-24T00:00:00.000
171,ERS000171,2,Willow EnergyRateSchedule 171,1,1,2026-08-24T00:00:00.000
172,ERS000172,107,Riverton EnergyRateSchedule 172,1,1,2026-08-24T00:00:00.000
173,ERS000173,91,Willow EnergyRateSchedule 173,1,1,2026-08-24T00:00:00.000
174,ERS000174,67,Vertex EnergyRateSchedule 174,1,1,2026-08-24T00:00:00.000
175,ERS000175,177,Orion EnergyRateSchedule 175,1,1,2026-08-24T00:00:00.000
176,ERS000176,143,Pioneer EnergyRateSchedule 176,1,1,2026-08-24T00:00:00.000
177,ERS000177,53,Orion EnergyRateSchedule 177,1,1,2026-08-24T00:00:00.000
178,ERS000178,60,Summit EnergyRateSchedule 178,1,1,2026-08-24T00:00:00.000
179,ERS000179,204,Delta EnergyRateSchedule 179,1,1,2026-08-24T00:00:00.000
180,ERS000180,69,Atlas EnergyRateSchedule 180,1,1,2026-08-24T00:00:00.000
181,ERS000181,173,Quartz EnergyRateSchedule 181,1,1,2026-08-24T00:00:00.000
182,ERS000182,86,Willow EnergyRateSchedule 182,1,1,2026-08-24T00:00:00.000
183,ERS000183,16,Cedar EnergyRateSchedule 183,1,1,2026-08-24T00:00:00.000
184,ERS000184,63,Summit EnergyRateSchedule 184,1,1,2026-08-24T00:00:00.000
185,ERS000185,94,Quartz EnergyRateSchedule 185,1,1,2026-08-24T00:00:00.000
186,ERS000186,155,Meridian EnergyRateSchedule 186,1,1,2026-08-24T00:00:00.000
187,ERS000187,126,Forge EnergyRateSchedule 187,1,1,2026-08-24T00:00:00.000
188,ERS000188,58,Orion EnergyRateSchedule 188,1,1,2026-08-24T00:00:00.000
189,ERS000189,150,Vertex EnergyRateSchedule 189,1,1,2026-08-24T00:00:00.000
190,ERS000190,192,Granite EnergyRateSchedule 190,1,1,2026-08-24T00:00:00.000
191,ERS000191,17,Pioneer EnergyRateSchedule 191,1,1,2026-08-24T00:00:00.000
192,ERS000192,145,Beacon EnergyRateSchedule 192,1,1,2026-08-24T00:00:00.000
193,ERS000193,84,Pioneer EnergyRateSchedule 193,1,1,2026-08-24T00:00:00.000
194,ERS000194,300,Atlas EnergyRateSchedule 194,1,1,2026-08-24T00:00:00.000
195,ERS000195,32,Quartz EnergyRateSchedule 195,1,1,2026-08-24T00:00:00.000
196,ERS000196,165,Meridian EnergyRateSchedule 196,1,1,2026-08-24T00:00:00.000
197,ERS000197,276,Meridian EnergyRateSchedule 197,1,1,2026-08-24T00:00:00.000
198,ERS000198,2,Atlas EnergyRateSchedule 198,1,1,2026-08-24T00:00:00.000
199,ERS000199,253,Riverton EnergyRateSchedule 199,1,1,2026-08-24T00:00:00.000
200,ERS000200,211,Junction EnergyRateSchedule 200,1,1,2026-08-24T00:00:00.000
201,ERS000201,50,Delta EnergyRateSchedule 201,1,1,2026-08-24T00:00:00.000
202,ERS000202,115,Unity EnergyRateSchedule 202,1,1,2026-08-24T00:00:00.000
203,ERS000203,117,Titan EnergyRateSchedule 203,1,1,2026-08-24T00:00:00.000
204,ERS000204,244,Unity EnergyRateSchedule 204,1,1,2026-08-24T00:00:00.000
205,ERS000205,25,Evergreen EnergyRateSchedule 205,1,1,2026-08-24T00:00:00.000
206,ERS000206,129,Granite EnergyRateSchedule 206,1,1,2026-08-24T00:00:00.000
207,ERS000207,158,Junction EnergyRateSchedule 207,1,1,2026-08-24T00:00:00.000
208,ERS000208,171,Beacon EnergyRateSchedule 208,1,1,2026-08-24T00:00:00.000
209,ERS000209,145,Zenith EnergyRateSchedule 209,1,1,2026-08-24T00:00:00.000
210,ERS000210,300,Zenith EnergyRateSchedule 210,1,1,2026-08-24T00:00:00.000
211,ERS000211,261,Liberty EnergyRateSchedule 211,1,1,2026-08-24T00:00:00.000
212,ERS000212,297,Northstar EnergyRateSchedule 212,1,1,2026-08-24T00:00:00.000
213,ERS000213,128,Orion EnergyRateSchedule 213,1,1,2026-08-24T00:00:00.000
214,ERS000214,292,Quartz EnergyRateSchedule 214,1,1,2026-08-24T00:00:00.000
215,ERS000215,83,Willow EnergyRateSchedule 215,1,1,2026-08-24T00:00:00.000
216,ERS000216,73,Riverton EnergyRateSchedule 216,1,1,2026-08-24T00:00:00.000
217,ERS000217,62,Ion EnergyRateSchedule 217,1,1,2026-08-24T00:00:00.000
218,ERS000218,188,Titan EnergyRateSchedule 218,1,1,2026-08-24T00:00:00.000
219,ERS000219,283,Quartz EnergyRateSchedule 219,1,1,2026-08-24T00:00:00.000
220,ERS000220,62,Evergreen EnergyRateSchedule 220,1,1,2026-08-24T00:00:00.000
221,ERS000221,172,Delta EnergyRateSchedule 221,1,1,2026-08-24T00:00:00.000
222,ERS000222,214,Quartz EnergyRateSchedule 222,1,1,2026-08-24T00:00:00.000
223,ERS000223,133,Forge EnergyRateSchedule 223,1,1,2026-08-24T00:00:00.000
224,ERS000224,6,Keystone EnergyRateSchedule 224,1,1,2026-08-24T00:00:00.000
225,ERS000225,62,Cedar EnergyRateSchedule 225,1,1,2026-08-24T00:00:00.000
226,ERS000226,185,Meridian EnergyRateSchedule 226,1,1,2026-08-24T00:00:00.000
227,ERS000227,263,Atlas EnergyRateSchedule 227,1,1,2026-08-24T00:00:00.000
228,ERS000228,3,Granite EnergyRateSchedule 228,1,1,2026-08-24T00:00:00.000
229,ERS000229,162,Meridian EnergyRateSchedule 229,1,1,2026-08-24T00:00:00.000
230,ERS000230,156,Evergreen EnergyRateSchedule 230,1,1,2026-08-24T00:00:00.000
231,ERS000231,239,Evergreen EnergyRateSchedule 231,1,1,2026-08-24T00:00:00.000
232,ERS000232,4,Meridian EnergyRateSchedule 232,1,1,2026-08-24T00:00:00.000
233,ERS000233,214,Titan EnergyRateSchedule 233,1,1,2026-08-24T00:00:00.000
234,ERS000234,166,Vertex EnergyRateSchedule 234,1,1,2026-08-24T00:00:00.000
235,ERS000235,91,Atlas EnergyRateSchedule 235,1,1,2026-08-24T00:00:00.000
236,ERS000236,40,Orion EnergyRateSchedule 236,1,1,2026-08-24T00:00:00.000
237,ERS000237,179,Ion EnergyRateSchedule 237,1,1,2026-08-24T00:00:00.000
238,ERS000238,70,Atlas EnergyRateSchedule 238,1,1,2026-08-24T00:00:00.000
239,ERS000239,33,Titan EnergyRateSchedule 239,1,1,2026-08-24T00:00:00.000
240,ERS000240,113,Northstar EnergyRateSchedule 240,1,1,2026-08-24T00:00:00.000
241,ERS000241,66,Unity EnergyRateSchedule 241,1,1,2026-08-24T00:00:00.000
242,ERS000242,121,Ion EnergyRateSchedule 242,1,1,2026-08-24T00:00:00.000
243,ERS000243,204,Cedar EnergyRateSchedule 243,1,1,2026-08-24T00:00:00.000
244,ERS000244,127,Titan EnergyRateSchedule 244,1,1,2026-08-24T00:00:00.000
245,ERS000245,85,Harbor EnergyRateSchedule 245,1,1,2026-08-24T00:00:00.000
246,ERS000246,145,Unity EnergyRateSchedule 246,1,1,2026-08-24T00:00:00.000
247,ERS000247,263,Orion EnergyRateSchedule 247,1,1,2026-08-24T00:00:00.000
248,ERS000248,212,Unity EnergyRateSchedule 248,1,1,2026-08-24T00:00:00.000
249,ERS000249,43,Cedar EnergyRateSchedule 249,1,1,2026-08-24T00:00:00.000
250,ERS000250,106,Forge EnergyRateSchedule 250,1,1,2026-08-24T00:00:00.000
251,ERS000251,280,Atlas EnergyRateSchedule 251,1,1,2026-08-24T00:00:00.000
252,ERS000252,219,Forge EnergyRateSchedule 252,1,1,2026-08-24T00:00:00.000
253,ERS000253,296,Harbor EnergyRateSchedule 253,1,1,2026-08-24T00:00:00.000
254,ERS000254,247,Quartz EnergyRateSchedule 254,1,1,2026-08-24T00:00:00.000
255,ERS000255,133,Titan EnergyRateSchedule 255,1,1,2026-08-24T00:00:00.000
256,ERS000256,105,Summit EnergyRateSchedule 256,1,1,2026-08-24T00:00:00.000
257,ERS000257,133,Liberty EnergyRateSchedule 257,1,1,2026-08-24T00:00:00.000
258,ERS000258,17,Riverton EnergyRateSchedule 258,1,1,2026-08-24T00:00:00.000
259,ERS000259,234,Summit EnergyRateSchedule 259,1,1,2026-08-24T00:00:00.000
260,ERS000260,140,Atlas EnergyRateSchedule 260,1,1,2026-08-24T00:00:00.000
261,ERS000261,160,Evergreen EnergyRateSchedule 261,1,1,2026-08-24T00:00:00.000
262,ERS000262,220,Zenith EnergyRateSchedule 262,1,1,2026-08-24T00:00:00.000
263,ERS000263,224,Junction EnergyRateSchedule 263,1,1,2026-08-24T00:00:00.000
264,ERS000264,89,Summit EnergyRateSchedule 264,1,1,2026-08-24T00:00:00.000
265,ERS000265,238,Atlas EnergyRateSchedule 265,1,1,2026-08-24T00:00:00.000
266,ERS000266,16,Forge EnergyRateSchedule 266,1,1,2026-08-24T00:00:00.000
267,ERS000267,284,Evergreen EnergyRateSchedule 267,1,1,2026-08-24T00:00:00.000
268,ERS000268,286,Willow EnergyRateSchedule 268,1,1,2026-08-24T00:00:00.000
269,ERS000269,156,Quartz EnergyRateSchedule 269,1,1,2026-08-24T00:00:00.000
270,ERS000270,98,Beacon EnergyRateSchedule 270,1,1,2026-08-24T00:00:00.000
271,ERS000271,246,Junction EnergyRateSchedule 271,1,1,2026-08-24T00:00:00.000
272,ERS000272,34,Beacon EnergyRateSchedule 272,1,1,2026-08-24T00:00:00.000
273,ERS000273,67,Harbor EnergyRateSchedule 273,1,1,2026-08-24T00:00:00.000
274,ERS000274,155,Zenith EnergyRateSchedule 274,1,1,2026-08-24T00:00:00.000
275,ERS000275,70,Evergreen EnergyRateSchedule 275,1,1,2026-08-24T00:00:00.000
276,ERS000276,148,Forge EnergyRateSchedule 276,1,1,2026-08-24T00:00:00.000
277,ERS000277,285,Cedar EnergyRateSchedule 277,1,1,2026-08-24T00:00:00.000
278,ERS000278,147,Ion EnergyRateSchedule 278,1,1,2026-08-24T00:00:00.000
279,ERS000279,62,Zenith EnergyRateSchedule 279,1,1,2026-08-24T00:00:00.000
280,ERS000280,89,Junction EnergyRateSchedule 280,1,1,2026-08-24T00:00:00.000
281,ERS000281,56,Titan EnergyRateSchedule 281,1,1,2026-08-24T00:00:00.000
282,ERS000282,277,Granite EnergyRateSchedule 282,1,1,2026-08-24T00:00:00.000
283,ERS000283,282,Orion EnergyRateSchedule 283,1,1,2026-08-24T00:00:00.000
284,ERS000284,74,Evergreen EnergyRateSchedule 284,1,1,2026-08-24T00:00:00.000
285,ERS000285,169,Northstar EnergyRateSchedule 285,1,1,2026-08-24T00:00:00.000
286,ERS000286,129,Cedar EnergyRateSchedule 286,1,1,2026-08-24T00:00:00.000
287,ERS000287,179,Atlas EnergyRateSchedule 287,1,1,2026-08-24T00:00:00.000
288,ERS000288,77,Orion EnergyRateSchedule 288,1,1,2026-08-24T00:00:00.000
289,ERS000289,267,Junction EnergyRateSchedule 289,1,1,2026-08-24T00:00:00.000
290,ERS000290,49,Pioneer EnergyRateSchedule 290,1,1,2026-08-24T00:00:00.000
291,ERS000291,20,Vertex EnergyRateSchedule 291,1,1,2026-08-24T00:00:00.000
292,ERS000292,5,Orion EnergyRateSchedule 292,1,1,2026-08-24T00:00:00.000
293,ERS000293,273,Orion EnergyRateSchedule 293,1,1,2026-08-24T00:00:00.000
294,ERS000294,73,Titan EnergyRateSchedule 294,1,1,2026-08-24T00:00:00.000
295,ERS000295,74,Ion EnergyRateSchedule 295,1,1,2026-08-24T00:00:00.000
296,ERS000296,255,Zenith EnergyRateSchedule 296,1,1,2026-08-24T00:00:00.000
297,ERS000297,166,Beacon EnergyRateSchedule 297,1,1,2026-08-24T00:00:00.000
298,ERS000298,263,Willow EnergyRateSchedule 298,1,1,2026-08-24T00:00:00.000
299,ERS000299,143,Willow EnergyRateSchedule 299,1,1,2026-08-24T00:00:00.000
300,ERS000300,120,Ion EnergyRateSchedule 300,1,1,2026-08-24T00:00:00.000
301,ERS000301,210,Liberty EnergyRateSchedule 301,1,1,2026-08-24T00:00:00.000
302,ERS000302,100,Summit EnergyRateSchedule 302,1,1,2026-08-24T00:00:00.000
