LaborSkillKey,LaborSkillCode,LaborSkillCategoryKey,LaborSkillName,SourceSystemKey,BatchId,LoadedAtUtc
158,LS000158,9,Cedar LaborSkill 158,1,1,2026-08-24T00:00:00.000
159,LS000159,82,Cedar LaborSkill 159,1,1,2026-08-24T00:00:00.000
160,LS000160,67,Junction LaborSkill 160,1,1,2026-08-24T00:00:00.000
161,LS000161,77,Liberty LaborSkill 161,1,1,2026-08-24T00:00:00.000
162,LS000162,74,Evergreen LaborSkill 162,1,1,2026-08-24T00:00:00.000
163,LS000163,7,Cedar LaborSkill 163,1,1,2026-08-24T00:00:00.000
164,LS000164,55,Granite LaborSkill 164,1,1,2026-08-24T00:00:00.000
165,LS000165,44,Orion LaborSkill 165,1,1,2026-08-24T00:00:00.000
166,LS000166,76,Orion LaborSkill 166,1,1,2026-08-24T00:00:00.000
167,LS000167,7,Cedar LaborSkill 167,1,1,2026-08-24T00:00:00.000
168,LS000168,83,Junction LaborSkill 168,1,1,2026-08-24T00:00:00.000
169,LS000169,6,Liberty LaborSkill 169,1,1,2026-08-24T00:00:00.000
170,LS000170,35,Pioneer LaborSkill 170,1,1,2026-08-24T00:00:00.000
171,LS000171,36,Cedar LaborSkill 171,1,1,2026-08-24T00:00:00.000
172,LS000172,58,Pioneer LaborSkill 172,1,1,2026-08-24T00:00:00.000
173,LS000173,57,Titan LaborSkill 173,1,1,2026-08-24T00:00:00.000
174,LS000174,29,Beacon LaborSkill 174,1,1,2026-08-24T00:00:00.000
175,LS000175,16,Evergreen LaborSkill 175,1,1,2026-08-24T00:00:00.000
176,LS000176,31,Willow LaborSkill 176,1,1,2026-08-24T00:00:00.000
177,LS000177,26,Titan LaborSkill 177,1,1,2026-08-24T00:00:00.000
178,LS000178,38,Beacon LaborSkill 178,1,1,2026-08-24T00:00:00.000
179,LS000179,53,Ion LaborSkill 179,1,1,2026-08-24T00:00:00.000
180,LS000180,42,Harbor LaborSkill 180,1,1,2026-08-24T00:00:00.000
181,LS000181,14,Zenith LaborSkill 181,1,1,2026-08-24T00:00:00.000
182,LS000182,27,Harbor LaborSkill 182,1,1,2026-08-24T00:00:00.000
183,LS000183,77,Atlas LaborSkill 183,1,1,2026-08-24T00:00:00.000
184,LS000184,72,Quartz LaborSkill 184,1,1,2026-08-24T00:00:00.000
185,LS000185,56,Keystone LaborSkill 185,1,1,2026-08-24T00:00:00.000
186,LS000186,66,Zenith LaborSkill 186,1,1,2026-08-24T00:00:00.000
187,LS000187,58,Unity LaborSkill 187,1,1,2026-08-24T00:00:00.000
188,LS000188,28,Riverton LaborSkill 188,1,1,2026-08-24T00:00:00.000
189,LS000189,31,Pioneer LaborSkill 189,1,1,2026-08-24T00:00:00.000
190,LS000190,8,Riverton LaborSkill 190,1,1,2026-08-24T00:00:00.000
191,LS000191,66,Keystone LaborSkill 191,1,1,2026-08-24T00:00:00.000
192,LS000192,28,Junction LaborSkill 192,1,1,2026-08-24T00:00:00.000
193,LS000193,28,Evergreen LaborSkill 193,1,1,2026-08-24T00:00:00.000
194,LS000194,16,Pioneer LaborSkill 194,1,1,2026-08-24T00:00:00.000
195,LS000195,49,Quartz LaborSkill 195,1,1,2026-08-24T00:00:00.000
196,LS000196,87,Keystone LaborSkill 196,1,1,2026-08-24T00:00:00.000
197,LS000197,32,Ion LaborSkill 197,1,1,2026-08-24T00:00:00.000
198,LS000198,62,Beacon LaborSkill 198,1,1,2026-08-24T00:00:00.000
199,LS000199,31,Cedar LaborSkill 199,1,1,2026-08-24T00:00:00.000
200,LS000200,41,Forge LaborSkill 200,1,1,2026-08-24T00:00:00.000
201,LS000201,83,Meridian LaborSkill 201,1,1,2026-08-24T00:00:00.000
202,LS000202,14,Evergreen LaborSkill 202,1,1,2026-08-24T00:00:00.000
203,LS000203,39,Riverton LaborSkill 203,1,1,2026-08-24T00:00:00.000
204,LS000204,10,Northstar LaborSkill 204,1,1,2026-08-24T00:00:00.000
205,LS000205,30,Willow LaborSkill 205,1,1,2026-08-24T00:00:00.000
206,LS000206,78,Titan LaborSkill 206,1,1,2026-08-24T00:00:00.000
207,LS000207,37,Willow LaborSkill 207,1,1,2026-08-24T00:00:00.000
208,LS000208,75,Pioneer LaborSkill 208,1,1,2026-08-24T00:00:00.000
209,LS000209,82,Granite LaborSkill 209,1,1,2026-08-24T00:00:00.000
210,LS000210,10,Ion LaborSkill 210,1,1,2026-08-24T00:00:00.000
211,LS000211,41,Titan LaborSkill 211,1,1,2026-08-24T00:00:00.000
212,LS000212,71,Beacon LaborSkill 212,1,1,2026-08-24T00:00:00.000
213,LS000213,2,Meridian LaborSkill 213,1,1,2026-08-24T00:00:00.000
214,LS000214,89,Orion LaborSkill 214,1,1,2026-08-24T00:00:00.000
215,LS000215,27,Orion LaborSkill 215,1,1,2026-08-24T00:00:00.000
216,LS000216,53,Willow LaborSkill 216,1,1,2026-08-24T00:00:00.000
217,LS000217,59,Pioneer LaborSkill 217,1,1,2026-08-24T00:00:00.000
218,LS000218,38,Ion LaborSkill 218,1,1,2026-08-24T00:00:00.000
219,LS000219,31,Atlas LaborSkill 219,1,1,2026-08-24T00:00:00.000
220,LS000220,27,Beacon LaborSkill 220,1,1,2026-08-24T00:00:00.000
221,LS000221,60,Meridian LaborSkill 221,1,1,2026-08-24T00:00:00.000
222,LS000222,43,Northstar LaborSkill 222,1,1,2026-08-24T00:00:00.000
223,LS000223,65,Granite LaborSkill 223,1,1,2026-08-24T00:00:00.000
224,LS000224,73,Unity LaborSkill 224,1,1,2026-08-24T00:00:00.000
225,LS000225,50,Beacon LaborSkill 225,1,1,2026-08-24T00:00:00.000
226,LS000226,25,Atlas LaborSkill 226,1,1,2026-08-24T00:00:00.000
227,LS000227,16,Harbor LaborSkill 227,1,1,2026-08-24T00:00:00.000
228,LS000228,58,Riverton LaborSkill 228,1,1,2026-08-24T00:00:00.000
229,LS000229,36,Keystone LaborSkill 229,1,1,2026-08-24T00:00:00.000
230,LS000230,81,Junction LaborSkill 230,1,1,2026-08-24T00:00:00.000
231,LS000231,24,Harbor LaborSkill 231,1,1,2026-08-24T00:00:00.000
232,LS000232,25,Titan LaborSkill 232,1,1,2026-08-24T00:00:00.000
233,LS000233,63,Quartz LaborSkill 233,1,1,2026-08-24T00:00:00.000
234,LS000234,53,Harbor LaborSkill 234,1,1,2026-08-24T00:00:00.000
235,LS000235,25,Cedar LaborSkill 235,1,1,2026-08-24T00:00:00.000
236,LS000236,18,Keystone LaborSkill 236,1,1,2026-08-24T00:00:00.000
237,LS000237,7,Willow LaborSkill 237,1,1,2026-08-24T00:00:00.000
238,LS000238,43,Zenith LaborSkill 238,1,1,2026-08-24T00:00:00.000
239,LS000239,84,Zenith LaborSkill 239,1,1,2026-08-24T00:00:00.000
240,LS000240,11,Summit LaborSkill 240,1,1,2026-08-24T00:00:00.000
241,LS000241,37,Beacon LaborSkill 241,1,1,2026-08-24T00:00:00.000
242,LS000242,90,Harbor LaborSkill 242,1,1,2026-08-24T00:00:00.000
243,LS000243,29,Keystone LaborSkill 243,1,1,2026-08-24T00:00:00.000
244,LS000244,68,Keystone LaborSkill 244,1,1,2026-08-24T00:00:00.000
245,LS000245,57,Junction LaborSkill 245,1,1,2026-08-24T00:00:00.000
246,LS000246,88,Junction LaborSkill 246,1,1,2026-08-24T00:00:00.000
247,LS000247,78,Riverton LaborSkill 247,1,1,2026-08-24T00:00:00.000
248,LS000248,59,Delta LaborSkill 248,1,1,2026-08-24T00:00:00.000
249,LS000249,23,Unity LaborSkill 249,1,1,2026-08-24T00:00:00.000
250,LS000250,40,Titan LaborSkill 250,1,1,2026-08-24T00:00:00.000
251,LS000251,64,Titan LaborSkill 251,1,1,2026-08-24T00:00:00.000
252,LS000252,39,Riverton LaborSkill 252,1,1,2026-08-24T00:00:00.000
253,LS000253,75,Riverton LaborSkill 253,1,1,2026-08-24T00:00:00.000
254,LS000254,44,Harbor LaborSkill 254,1,1,2026-08-24T00:00:00.000
255,LS000255,6,Junction LaborSkill 255,1,1,2026-08-24T00:00:00.000
256,LS000256,88,Quartz LaborSkill 256,1,1,2026-08-24T00:00:00.000
257,LS000257,46,Junction LaborSkill 257,1,1,2026-08-24T00:00:00.000
258,LS000258,62,Harbor LaborSkill 258,1,1,2026-08-24T00:00:00.000
259,LS000259,24,Ion LaborSkill 259,1,1,2026-08-24T00:00:00.000
260,LS000260,16,Keystone LaborSkill 260,1,1,2026-08-24T00:00:00.000
261,LS000261,13,Beacon LaborSkill 261,1,1,2026-08-24T00:00:00.000
262,LS000262,9,Junction LaborSkill 262,1,1,2026-08-24T00:00:00.000
263,LS000263,65,Orion LaborSkill 263,1,1,2026-08-24T00:00:00.000
264,LS000264,89,Harbor LaborSkill 264,1,1,2026-08-24T00:00:00.000
265,LS000265,46,Ion LaborSkill 265,1,1,2026-08-24T00:00:00.000
266,LS000266,77,Titan LaborSkill 266,1,1,2026-08-24T00:00:00.000
267,LS000267,72,Orion LaborSkill 267,1,1,2026-08-24T00:00:00.000
268,LS000268,37,Junction LaborSkill 268,1,1,2026-08-24T00:00:00.000
269,LS000269,44,Granite LaborSkill 269,1,1,2026-08-24T00:00:00.000
270,LS000270,17,Forge LaborSkill 270,1,1,2026-08-24T00:00:00.000
271,LS000271,74,Liberty LaborSkill 271,1,1,2026-08-24T00:00:00.000
272,LS000272,25,Titan LaborSkill 272,1,1,2026-08-24T00:00:00.000
273,LS000273,69,Riverton LaborSkill 273,1,1,2026-08-24T00:00:00.000
274,LS000274,41,Unity LaborSkill 274,1,1,2026-08-24T00:00:00.000
275,LS000275,17,Unity LaborSkill 275,1,1,2026-08-24T00:00:00.000
276,LS000276,14,Forge LaborSkill 276,1,1,2026-08-24T00:00:00.000
277,LS000277,69,Granite LaborSkill 277,1,1,2026-08-24T00:00:00.000
278,LS000278,74,Keystone LaborSkill 278,1,1,2026-08-24T00:00:00.000
279,LS000279,36,Delta LaborSkill 279,1,1,2026-08-24T00:00:00.000
280,LS000280,46,Summit LaborSkill 280,1,1,2026-08-24T00:00:00.000
281,LS000281,49,Forge LaborSkill 281,1,1,2026-08-24T00:00:00.000
282,LS000282,56,Forge LaborSkill 282,1,1,2026-08-24T00:00:00.000
283,LS000283,23,Titan LaborSkill 283,1,1,2026-08-24T00:00:00.000
284,LS000284,47,Cedar LaborSkill 284,1,1,2026-08-24T00:00:00.000
285,LS000285,9,Quartz LaborSkill 285,1,1,2026-08-24T00:00:00.000
286,LS000286,47,Ion LaborSkill 286,1,1,2026-08-24T00:00:00.000
287,LS000287,86,Junction LaborSkill 287,1,1,2026-08-24T00:00:00.000
288,LS000288,42,Northstar LaborSkill 288,1,1,2026-08-24T00:00:00.000
289,LS000289,76,Evergreen LaborSkill 289,1,1,2026-08-24T00:00:00.000
290,LS000290,31,Ion LaborSkill 290,1,1,2026-08-24T00:00:00.000
291,LS000291,65,Zenith LaborSkill 291,1,1,2026-08-24T00:00:00.000
292,LS000292,38,Forge LaborSkill 292,1,1,2026-08-24T00:00:00.000
293,LS000293,59,Junction LaborSkill 293,1,1,2026-08-24T00:00:00.000
294,LS000294,83,Evergreen LaborSkill 294,1,1,2026-08-24T00:00:00.000
295,LS000295,18,Forge LaborSkill 295,1,1,2026-08-24T00:00:00.000
296,LS000296,29,Junction LaborSkill 296,1,1,2026-08-24T00:00:00.000
297,LS000297,46,Forge LaborSkill 297,1,1,2026-08-24T00:00:00.000
298,LS000298,62,Beacon LaborSkill 298,1,1,2026-08-24T00:00:00.000
299,LS000299,36,Cedar LaborSkill 299,1,1,2026-08-24T00:00:00.000
300,LS000300,1,Meridian LaborSkill 300,1,1,2026-08-24T00:00:00.000
301,LS000301,4,Forge LaborSkill 301,1,1,2026-08-24T00:00:00.000
302,LS000302,29,Zenith LaborSkill 302,1,1,2026-08-24T00:00:00.000
303,LS000303,43,Forge LaborSkill 303,1,1,2026-08-24T00:00:00.000
304,LS000304,62,Harbor LaborSkill 304,1,1,2026-08-24T00:00:00.000
305,LS000305,25,Liberty LaborSkill 305,1,1,2026-08-24T00:00:00.000
306,LS000306,2,Junction LaborSkill 306,1,1,2026-08-24T00:00:00.000
307,LS000307,51,Delta LaborSkill 307,1,1,2026-08-24T00:00:00.000
308,LS000308,86,Beacon LaborSkill 308,1,1,2026-08-24T00:00:00.000
309,LS000309,57,Summit LaborSkill 309,1,1,2026-08-24T00:00:00.000
310,LS000310,82,Liberty LaborSkill 310,1,1,2026-08-24T00:00:00.000
311,LS000311,49,Orion LaborSkill 311,1,1,2026-08-24T00:00:00.000
312,LS000312,48,Junction LaborSkill 312,1,1,2026-08-24T00:00:00.000
313,LS000313,5,Willow LaborSkill 313,1,1,2026-08-24T00:00:00.000
314,LS000314,19,Harbor LaborSkill 314,1,1,2026-08-24T00:00:00.000
315,LS000315,68,Pioneer LaborSkill 315,1,1,2026-08-24T00:00:00.000
316,LS000316,51,Delta LaborSkill 316,1,1,2026-08-24T00:00:00.000
317,LS000317,85,Liberty LaborSkill 317,1,1,2026-08-24T00:00:00.000
318,LS000318,52,Ion LaborSkill 318,1,1,2026-08-24T00:00:00.000
319,LS000319,7,Delta LaborSkill 319,1,1,2026-08-24T00:00:00.000
320,LS000320,1,Ion LaborSkill 320,1,1,2026-08-24T00:00:00.000
321,LS000321,55,Atlas LaborSkill 321,1,1,2026-08-24T00:00:00.000
322,LS000322,24,Junction LaborSkill 322,1,1,2026-08-24T00:00:00.000
323,LS000323,24,Cedar LaborSkill 323,1,1,2026-08-24T00:00:00.000
324,LS000324,23,Willow LaborSkill 324,1,1,2026-08-24T00:00:00.000
325,LS000325,46,Keystone LaborSkill 325,1,1,2026-08-24T00:00:00.000
326,LS000326,8,Riverton LaborSkill 326,1,1,2026-08-24T00:00:00.000
327,LS000327,49,Pioneer LaborSkill 327,1,1,2026-08-24T00:00:00.000
328,LS000328,24,Junction LaborSkill 328,1,1,2026-08-24T00:00:00.000
329,LS000329,77,Liberty LaborSkill 329,1,1,2026-08-24T00:00:00.000
330,LS000330,44,Unity LaborSkill 330,1,1,2026-08-24T00:00:00.000
331,LS000331,35,Liberty LaborSkill 331,1,1,2026-08-24T00:00:00.000
332,LS000332,23,Pioneer LaborSkill 332,1,1,2026-08-24T00:00:00.000
333,LS000333,45,Quartz LaborSkill 333,1,1,2026-08-24T00:00:00.000
334,LS000334,52,Ion LaborSkill 334,1,1,2026-08-24T00:00:00.000
335,LS000335,76,Keystone LaborSkill 335,1,1,2026-08-24T00:00:00.000
336,LS000336,32,Liberty LaborSkill 336,1,1,2026-08-24T00:00:00.000
337,LS000337,40,Willow LaborSkill 337,1,1,2026-08-24T00:00:00.000
338,LS000338,86,Orion LaborSkill 338,1,1,2026-08-24T00:00:00.000
339,LS000339,45,Titan LaborSkill 339,1,1,2026-08-24T00:00:00.000
340,LS000340,56,Zenith LaborSkill 340,1,1,2026-08-24T00:00:00.000
