InventoryBinKey,InventoryBinCode,InventoryRackKey,InventoryBinName,SourceSystemKey,BatchId,LoadedAtUtc
34,IB000034,397,Keystone InventoryBin 34,1,1,2026-08-24T00:00:00.000
35,IB000035,69,Granite InventoryBin 35,1,1,2026-08-24T00:00:00.000
36,IB000036,342,Meridian InventoryBin 36,1,1,2026-08-24T00:00:00.000
37,IB000037,68,Atlas InventoryBin 37,1,1,2026-08-24T00:00:00.000
38,IB000038,115,Atlas InventoryBin 38,1,1,2026-08-24T00:00:00.000
39,IB000039,483,Delta InventoryBin 39,1,1,2026-08-24T00:00:00.000
40,IB000040,467,Keystone InventoryBin 40,1,1,2026-08-24T00:00:00.000
41,IB000041,229,Unity InventoryBin 41,1,1,2026-08-24T00:00:00.000
42,IB000042,118,Granite InventoryBin 42,1,1,2026-08-24T00:00:00.000
43,IB000043,466,Granite InventoryBin 43,1,1,2026-08-24T00:00:00.000
44,IB000044,38,Meridian InventoryBin 44,1,1,2026-08-24T00:00:00.000
45,IB000045,465,Quartz InventoryBin 45,1,1,2026-08-24T00:00:00.000
46,IB000046,74,Beacon InventoryBin 46,1,1,2026-08-24T00:00:00.000
47,IB000047,126,Beacon InventoryBin 47,1,1,2026-08-24T00:00:00.000
48,IB000048,394,Ion InventoryBin 48,1,1,2026-08-24T00:00:00.000
49,IB000049,265,Keystone InventoryBin 49,1,1,2026-08-24T00:00:00.000
50,IB000050,297,Evergreen InventoryBin 50,1,1,2026-08-24T00:00:00.000
51,IB000051,304,Titan InventoryBin 51,1,1,2026-08-24T00:00:00.000
52,IB000052,347,Vertex InventoryBin 52,1,1,2026-08-24T00:00:00.000
53,IB000053,462,Ion InventoryBin 53,1,1,2026-08-24T00:00:00.000
54,IB000054,196,Beacon InventoryBin 54,1,1,2026-08-24T00:00:00.000
55,IB000055,164,Vertex InventoryBin 55,1,1,2026-08-24T00:00:00.000
56,IB000056,497,Riverton InventoryBin 56,1,1,2026-08-24T00:00:00.000
57,IB000057,338,Vertex InventoryBin 57,1,1,2026-08-24T00:00:00.000
58,IB000058,301,Willow InventoryBin 58,1,1,2026-08-24T00:00:00.000
59,IB000059,418,Cedar InventoryBin 59,1,1,2026-08-24T00:00:00.000
60,IB000060,395,Cedar InventoryBin 60,1,1,2026-08-24T00:00:00.000
61,IB000061,74,Atlas InventoryBin 61,1,1,2026-08-24T00:00:00.000
62,IB000062,193,Pioneer InventoryBin 62,1,1,2026-08-24T00:00:00.000
63,IB000063,474,Ion InventoryBin 63,1,1,2026-08-24T00:00:00.000
64,IB000064,146,Evergreen InventoryBin 64,1,1,2026-08-24T00:00:00.000
65,IB000065,355,Meridian InventoryBin 65,1,1,2026-08-24T00:00:00.000
66,IB000066,90,Orion InventoryBin 66,1,1,2026-08-24T00:00:00.000
67,IB000067,140,Granite InventoryBin 67,1,1,2026-08-24T00:00:00.000
68,IB000068,90,Keystone InventoryBin 68,1,1,2026-08-24T00:00:00.000
69,IB000069,273,Northstar InventoryBin 69,1,1,2026-08-24T00:00:00.000
70,IB000070,488,Vertex InventoryBin 70,1,1,2026-08-24T00:00:00.000
71,IB000071,460,Titan InventoryBin 71,1,1,2026-08-24T00:00:00.000
72,IB000072,300,Granite InventoryBin 72,1,1,2026-08-24T00:00:00.000
73,IB000073,361,Riverton InventoryBin 73,1,1,2026-08-24T00:00:00.000
74,IB000074,113,Cedar InventoryBin 74,1,1,2026-08-24T00:00:00.000
75,IB000075,392,Quartz InventoryBin 75,1,1,2026-08-24T00:00:00.000
76,IB000076,303,Forge InventoryBin 76,1,1,2026-08-24T00:00:00.000
77,IB000077,271,Delta InventoryBin 77,1,1,2026-08-24T00:00:00.000
78,IB000078,329,Riverton InventoryBin 78,1,1,2026-08-24T00:00:00.000
79,IB000079,62,Delta InventoryBin 79,1,1,2026-08-24T00:00:00.000
80,IB000080,167,Summit InventoryBin 80,1,1,2026-08-24T00:00:00.000
81,IB000081,259,Atlas InventoryBin 81,1,1,2026-08-24T00:00:00.000
82,IB000082,447,Evergreen InventoryBin 82,1,1,2026-08-24T00:00:00.000
83,IB000083,288,Vertex InventoryBin 83,1,1,2026-08-24T00:00:00.000
84,IB000084,114,Zenith InventoryBin 84,1,1,2026-08-24T00:00:00.000
85,IB000085,129,Evergreen InventoryBin 85,1,1,2026-08-24T00:00:00.000
86,IB000086,475,Harbor InventoryBin 86,1,1,2026-08-24T00:00:00.000
87,IB000087,249,Northstar InventoryBin 87,1,1,2026-08-24T00:00:00.000
88,IB000088,318,Quartz InventoryBin 88,1,1,2026-08-24T00:00:00.000
89,IB000089,95,Zenith InventoryBin 89,1,1,2026-08-24T00:00:00.000
90,IB000090,229,Riverton InventoryBin 90,1,1,2026-08-24T00:00:00.000
91,IB000091,489,Quartz InventoryBin 91,1,1,2026-08-24T00:00:00.000
92,IB000092,462,Zenith InventoryBin 92,1,1,2026-08-24T00:00:00.000
93,IB000093,291,Harbor InventoryBin 93,1,1,2026-08-24T00:00:00.000
94,IB000094,250,Harbor InventoryBin 94,1,1,2026-08-24T00:00:00.000
95,IB000095,347,Willow InventoryBin 95,1,1,2026-08-24T00:00:00.000
96,IB000096,74,Junction InventoryBin 96,1,1,2026-08-24T00:00:00.000
97,IB000097,105,Evergreen InventoryBin 97,1,1,2026-08-24T00:00:00.000
98,IB000098,391,Willow InventoryBin 98,1,1,2026-08-24T00:00:00.000
99,IB000099,237,Junction InventoryBin 99,1,1,2026-08-24T00:00:00.000
100,IB000100,258,Willow InventoryBin 100,1,1,2026-08-24T00:00:00.000
101,IB000101,279,Harbor InventoryBin 101,1,1,2026-08-24T00:00:00.000
102,IB000102,343,Meridian InventoryBin 102,1,1,2026-08-24T00:00:00.000
103,IB000103,11,Beacon InventoryBin 103,1,1,2026-08-24T00:00:00.000
104,IB000104,23,Granite InventoryBin 104,1,1,2026-08-24T00:00:00.000
105,IB000105,358,Evergreen InventoryBin 105,1,1,2026-08-24T00:00:00.000
106,IB000106,231,Northstar InventoryBin 106,1,1,2026-08-24T00:00:00.000
107,IB000107,163,Evergreen InventoryBin 107,1,1,2026-08-24T00:00:00.000
108,IB000108,128,Vertex InventoryBin 108,1,1,2026-08-24T00:00:00.000
109,IB000109,99,Meridian InventoryBin 109,1,1,2026-08-24T00:00:00.000
110,IB000110,461,Orion InventoryBin 110,1,1,2026-08-24T00:00:00.000
111,IB000111,256,Atlas InventoryBin 111,1,1,2026-08-24T00:00:00.000
112,IB000112,479,Pioneer InventoryBin 112,1,1,2026-08-24T00:00:00.000
113,IB000113,183,Atlas InventoryBin 113,1,1,2026-08-24T00:00:00.000
114,IB000114,117,Evergreen InventoryBin 114,1,1,2026-08-24T00:00:00.000
115,IB000115,78,Granite InventoryBin 115,1,1,2026-08-24T00:00:00.000
116,IB000116,330,Harbor InventoryBin 116,1,1,2026-08-24T00:00:00.000
117,IB000117,480,Harbor InventoryBin 117,1,1,2026-08-24T00:00:00.000
118,IB000118,95,Junction InventoryBin 118,1,1,2026-08-24T00:00:00.000
119,IB000119,73,Ion InventoryBin 119,1,1,2026-08-24T00:00:00.000
120,IB000120,201,Liberty InventoryBin 120,1,1,2026-08-24T00:00:00.000
121,IB000121,466,Summit InventoryBin 121,1,1,2026-08-24T00:00:00.000
122,IB000122,296,Ion InventoryBin 122,1,1,2026-08-24T00:00:00.000
123,IB000123,10,Summit InventoryBin 123,1,1,2026-08-24T00:00:00.000
124,IB000124,448,Keystone InventoryBin 124,1,1,2026-08-24T00:00:00.000
125,IB000125,167,Granite InventoryBin 125,1,1,2026-08-24T00:00:00.000
126,IB000126,94,Vertex InventoryBin 126,1,1,2026-08-24T00:00:00.000
127,IB000127,167,Orion InventoryBin 127,1,1,2026-08-24T00:00:00.000
128,IB000128,245,Pioneer InventoryBin 128,1,1,2026-08-24T00:00:00.000
129,IB000129,221,Delta InventoryBin 129,1,1,2026-08-24T00:00:00.000
130,IB000130,57,Atlas InventoryBin 130,1,1,2026-08-24T00:00:00.000
131,IB000131,103,Summit InventoryBin 131,1,1,2026-08-24T00:00:00.000
132,IB000132,293,Cedar InventoryBin 132,1,1,2026-08-24T00:00:00.000
133,IB000133,298,Liberty InventoryBin 133,1,1,2026-08-24T00:00:00.000
134,IB000134,418,Beacon InventoryBin 134,1,1,2026-08-24T00:00:00.000
135,IB000135,178,Quartz InventoryBin 135,1,1,2026-08-24T00:00:00.000
136,IB000136,96,Summit InventoryBin 136,1,1,2026-08-24T00:00:00.000
137,IB000137,80,Liberty InventoryBin 137,1,1,2026-08-24T00:00:00.000
138,IB000138,288,Cedar InventoryBin 138,1,1,2026-08-24T00:00:00.000
139,IB000139,480,Granite InventoryBin 139,1,1,2026-08-24T00:00:00.000
140,IB000140,225,Summit InventoryBin 140,1,1,2026-08-24T00:00:00.000
141,IB000141,465,Harbor InventoryBin 141,1,1,2026-08-24T00:00:00.000
142,IB000142,220,Quartz InventoryBin 142,1,1,2026-08-24T00:00:00.000
143,IB000143,130,Vertex InventoryBin 143,1,1,2026-08-24T00:00:00.000
144,IB000144,492,Delta InventoryBin 144,1,1,2026-08-24T00:00:00.000
145,IB000145,301,Unity InventoryBin 145,1,1,2026-08-24T00:00:00.000
146,IB000146,48,Evergreen InventoryBin 146,1,1,2026-08-24T00:00:00.000
147,IB000147,246,Unity InventoryBin 147,1,1,2026-08-24T00:00:00.000
148,IB000148,45,Vertex InventoryBin 148,1,1,2026-08-24T00:00:00.000
149,IB000149,424,Northstar InventoryBin 149,1,1,2026-08-24T00:00:00.000
150,IB000150,195,Willow InventoryBin 150,1,1,2026-08-24T00:00:00.000
151,IB000151,349,Pioneer InventoryBin 151,1,1,2026-08-24T00:00:00.000
152,IB000152,324,Delta InventoryBin 152,1,1,2026-08-24T00:00:00.000
153,IB000153,261,Evergreen InventoryBin 153,1,1,2026-08-24T00:00:00.000
154,IB000154,433,Zenith InventoryBin 154,1,1,2026-08-24T00:00:00.000
155,IB000155,331,Zenith InventoryBin 155,1,1,2026-08-24T00:00:00.000
156,IB000156,428,Orion InventoryBin 156,1,1,2026-08-24T00:00:00.000
157,IB000157,168,Granite InventoryBin 157,1,1,2026-08-24T00:00:00.000
158,IB000158,425,Atlas InventoryBin 158,1,1,2026-08-24T00:00:00.000
159,IB000159,184,Ion InventoryBin 159,1,1,2026-08-24T00:00:00.000
160,IB000160,138,Vertex InventoryBin 160,1,1,2026-08-24T00:00:00.000
161,IB000161,52,Cedar InventoryBin 161,1,1,2026-08-24T00:00:00.000
162,IB000162,233,Cedar InventoryBin 162,1,1,2026-08-24T00:00:00.000
163,IB000163,345,Forge InventoryBin 163,1,1,2026-08-24T00:00:00.000
164,IB000164,119,Ion InventoryBin 164,1,1,2026-08-24T00:00:00.000
165,IB000165,322,Forge InventoryBin 165,1,1,2026-08-24T00:00:00.000
166,IB000166,132,Keystone InventoryBin 166,1,1,2026-08-24T00:00:00.000
167,IB000167,28,Cedar InventoryBin 167,1,1,2026-08-24T00:00:00.000
168,IB000168,451,Meridian InventoryBin 168,1,1,2026-08-24T00:00:00.000
169,IB000169,175,Summit InventoryBin 169,1,1,2026-08-24T00:00:00.000
170,IB000170,123,Riverton InventoryBin 170,1,1,2026-08-24T00:00:00.000
171,IB000171,268,Summit InventoryBin 171,1,1,2026-08-24T00:00:00.000
172,IB000172,239,Ion InventoryBin 172,1,1,2026-08-24T00:00:00.000
173,IB000173,478,Cedar InventoryBin 173,1,1,2026-08-24T00:00:00.000
174,IB000174,306,Harbor InventoryBin 174,1,1,2026-08-24T00:00:00.000
175,IB000175,234,Atlas InventoryBin 175,1,1,2026-08-24T00:00:00.000
176,IB000176,360,Ion InventoryBin 176,1,1,2026-08-24T00:00:00.000
177,IB000177,308,Quartz InventoryBin 177,1,1,2026-08-24T00:00:00.000
178,IB000178,93,Delta InventoryBin 178,1,1,2026-08-24T00:00:00.000
179,IB000179,241,Willow InventoryBin 179,1,1,2026-08-24T00:00:00.000
180,IB000180,118,Keystone InventoryBin 180,1,1,2026-08-24T00:00:00.000
181,IB000181,94,Summit InventoryBin 181,1,1,2026-08-24T00:00:00.000
182,IB000182,304,Harbor InventoryBin 182,1,1,2026-08-24T00:00:00.000
183,IB000183,253,Titan InventoryBin 183,1,1,2026-08-24T00:00:00.000
184,IB000184,164,Titan InventoryBin 184,1,1,2026-08-24T00:00:00.000
185,IB000185,297,Riverton InventoryBin 185,1,1,2026-08-24T00:00:00.000
186,IB000186,122,Ion InventoryBin 186,1,1,2026-08-24T00:00:00.000
187,IB000187,391,Riverton InventoryBin 187,1,1,2026-08-24T00:00:00.000
188,IB000188,363,Ion InventoryBin 188,1,1,2026-08-24T00:00:00.000
189,IB000189,477,Northstar InventoryBin 189,1,1,2026-08-24T00:00:00.000
190,IB000190,415,Cedar InventoryBin 190,1,1,2026-08-24T00:00:00.000
191,IB000191,137,Granite InventoryBin 191,1,1,2026-08-24T00:00:00.000
192,IB000192,113,Granite InventoryBin 192,1,1,2026-08-24T00:00:00.000
193,IB000193,442,Orion InventoryBin 193,1,1,2026-08-24T00:00:00.000
194,IB000194,141,Liberty InventoryBin 194,1,1,2026-08-24T00:00:00.000
195,IB000195,253,Unity InventoryBin 195,1,1,2026-08-24T00:00:00.000
196,IB000196,184,Keystone InventoryBin 196,1,1,2026-08-24T00:00:00.000
197,IB000197,80,Forge InventoryBin 197,1,1,2026-08-24T00:00:00.000
198,IB000198,183,Ion InventoryBin 198,1,1,2026-08-24T00:00:00.000
199,IB000199,414,Ion InventoryBin 199,1,1,2026-08-24T00:00:00.000
200,IB000200,229,Pioneer InventoryBin 200,1,1,2026-08-24T00:00:00.000
201,IB000201,298,Granite InventoryBin 201,1,1,2026-08-24T00:00:00.000
202,IB000202,360,Quartz InventoryBin 202,1,1,2026-08-24T00:00:00.000
203,IB000203,482,Ion InventoryBin 203,1,1,2026-08-24T00:00:00.000
204,IB000204,412,Evergreen InventoryBin 204,1,1,2026-08-24T00:00:00.000
205,IB000205,440,Liberty InventoryBin 205,1,1,2026-08-24T00:00:00.000
206,IB000206,410,Delta InventoryBin 206,1,1,2026-08-24T00:00:00.000
207,IB000207,22,Junction InventoryBin 207,1,1,2026-08-24T00:00:00.000
208,IB000208,153,Willow InventoryBin 208,1,1,2026-08-24T00:00:00.000
209,IB000209,407,Meridian InventoryBin 209,1,1,2026-08-24T00:00:00.000
210,IB000210,114,Willow InventoryBin 210,1,1,2026-08-24T00:00:00.000
211,IB000211,349,Granite InventoryBin 211,1,1,2026-08-24T00:00:00.000
212,IB000212,112,Meridian InventoryBin 212,1,1,2026-08-24T00:00:00.000
213,IB000213,344,Forge InventoryBin 213,1,1,2026-08-24T00:00:00.000
214,IB000214,348,Ion InventoryBin 214,1,1,2026-08-24T00:00:00.000
215,IB000215,333,Keystone InventoryBin 215,1,1,2026-08-24T00:00:00.000
216,IB000216,374,Zenith InventoryBin 216,1,1,2026-08-24T00:00:00.000
217,IB000217,486,Riverton InventoryBin 217,1,1,2026-08-24T00:00:00.000
218,IB000218,322,Liberty InventoryBin 218,1,1,2026-08-24T00:00:00.000
219,IB000219,421,Willow InventoryBin 219,1,1,2026-08-24T00:00:00.000
220,IB000220,250,Junction InventoryBin 220,1,1,2026-08-24T00:00:00.000
221,IB000221,425,Liberty InventoryBin 221,1,1,2026-08-24T00:00:00.000
222,IB000222,309,Delta InventoryBin 222,1,1,2026-08-24T00:00:00.000
223,IB000223,85,Ion InventoryBin 223,1,1,2026-08-24T00:00:00.000
224,IB000224,427,Granite InventoryBin 224,1,1,2026-08-24T00:00:00.000
225,IB000225,235,Atlas InventoryBin 225,1,1,2026-08-24T00:00:00.000
226,IB000226,258,Vertex InventoryBin 226,1,1,2026-08-24T00:00:00.000
227,IB000227,102,Riverton InventoryBin 227,1,1,2026-08-24T00:00:00.000
228,IB000228,418,Junction InventoryBin 228,1,1,2026-08-24T00:00:00.000
229,IB000229,180,Junction InventoryBin 229,1,1,2026-08-24T00:00:00.000
230,IB000230,57,Summit InventoryBin 230,1,1,2026-08-24T00:00:00.000
231,IB000231,88,Ion InventoryBin 231,1,1,2026-08-24T00:00:00.000
232,IB000232,227,Ion InventoryBin 232,1,1,2026-08-24T00:00:00.000
233,IB000233,240,Northstar InventoryBin 233,1,1,2026-08-24T00:00:00.000
234,IB000234,210,Junction InventoryBin 234,1,1,2026-08-24T00:00:00.000
235,IB000235,112,Meridian InventoryBin 235,1,1,2026-08-24T00:00:00.000
236,IB000236,120,Keystone InventoryBin 236,1,1,2026-08-24T00:00:00.000
237,IB000237,86,Evergreen InventoryBin 237,1,1,2026-08-24T00:00:00.000
238,IB000238,398,Orion InventoryBin 238,1,1,2026-08-24T00:00:00.000
239,IB000239,149,Pioneer InventoryBin 239,1,1,2026-08-24T00:00:00.000
240,IB000240,123,Zenith InventoryBin 240,1,1,2026-08-24T00:00:00.000
241,IB000241,280,Evergreen InventoryBin 241,1,1,2026-08-24T00:00:00.000
242,IB000242,43,Evergreen InventoryBin 242,1,1,2026-08-24T00:00:00.000
243,IB000243,337,Orion InventoryBin 243,1,1,2026-08-24T00:00:00.000
244,IB000244,357,Atlas InventoryBin 244,1,1,2026-08-24T00:00:00.000
245,IB000245,206,Forge InventoryBin 245,1,1,2026-08-24T00:00:00.000
246,IB000246,266,Junction InventoryBin 246,1,1,2026-08-24T00:00:00.000
247,IB000247,383,Keystone InventoryBin 247,1,1,2026-08-24T00:00:00.000
248,IB000248,316,Summit InventoryBin 248,1,1,2026-08-24T00:00:00.000
249,IB000249,365,Northstar InventoryBin 249,1,1,2026-08-24T00:00:00.000
250,IB000250,122,Pioneer InventoryBin 250,1,1,2026-08-24T00:00:00.000
251,IB000251,460,Atlas InventoryBin 251,1,1,2026-08-24T00:00:00.000
252,IB000252,484,Riverton InventoryBin 252,1,1,2026-08-24T00:00:00.000
253,IB000253,467,Northstar InventoryBin 253,1,1,2026-08-24T00:00:00.000
254,IB000254,159,Junction InventoryBin 254,1,1,2026-08-24T00:00:00.000
255,IB000255,150,Cedar InventoryBin 255,1,1,2026-08-24T00:00:00.000
256,IB000256,481,Willow InventoryBin 256,1,1,2026-08-24T00:00:00.000
257,IB000257,2,Meridian InventoryBin 257,1,1,2026-08-24T00:00:00.000
258,IB000258,228,Vertex InventoryBin 258,1,1,2026-08-24T00:00:00.000
259,IB000259,112,Harbor InventoryBin 259,1,1,2026-08-24T00:00:00.000
260,IB000260,474,Riverton InventoryBin 260,1,1,2026-08-24T00:00:00.000
261,IB000261,198,Quartz InventoryBin 261,1,1,2026-08-24T00:00:00.000
262,IB000262,86,Titan InventoryBin 262,1,1,2026-08-24T00:00:00.000
263,IB000263,234,Pioneer InventoryBin 263,1,1,2026-08-24T00:00:00.000
264,IB000264,239,Riverton InventoryBin 264,1,1,2026-08-24T00:00:00.000
265,IB000265,12,Willow InventoryBin 265,1,1,2026-08-24T00:00:00.000
266,IB000266,296,Keystone InventoryBin 266,1,1,2026-08-24T00:00:00.000
267,IB000267,406,Atlas InventoryBin 267,1,1,2026-08-24T00:00:00.000
268,IB000268,308,Evergreen InventoryBin 268,1,1,2026-08-24T00:00:00.000
269,IB000269,95,Delta InventoryBin 269,1,1,2026-08-24T00:00:00.000
270,IB000270,490,Riverton InventoryBin 270,1,1,2026-08-24T00:00:00.000
271,IB000271,372,Liberty InventoryBin 271,1,1,2026-08-24T00:00:00.000
272,IB000272,384,Unity InventoryBin 272,1,1,2026-08-24T00:00:00.000
273,IB000273,104,Liberty InventoryBin 273,1,1,2026-08-24T00:00:00.000
274,IB000274,290,Titan InventoryBin 274,1,1,2026-08-24T00:00:00.000
275,IB000275,409,Beacon InventoryBin 275,1,1,2026-08-24T00:00:00.000
276,IB000276,241,Summit InventoryBin 276,1,1,2026-08-24T00:00:00.000
277,IB000277,292,Unity InventoryBin 277,1,1,2026-08-24T00:00:00.000
278,IB000278,94,Titan InventoryBin 278,1,1,2026-08-24T00:00:00.000
279,IB000279,220,Delta InventoryBin 279,1,1,2026-08-24T00:00:00.000
280,IB000280,52,Liberty InventoryBin 280,1,1,2026-08-24T00:00:00.000
281,IB000281,24,Quartz InventoryBin 281,1,1,2026-08-24T00:00:00.000
282,IB000282,134,Atlas InventoryBin 282,1,1,2026-08-24T00:00:00.000
283,IB000283,103,Northstar InventoryBin 283,1,1,2026-08-24T00:00:00.000
284,IB000284,277,Forge InventoryBin 284,1,1,2026-08-24T00:00:00.000
285,IB000285,171,Northstar InventoryBin 285,1,1,2026-08-24T00:00:00.000
286,IB000286,266,Junction InventoryBin 286,1,1,2026-08-24T00:00:00.000
287,IB000287,189,Vertex InventoryBin 287,1,1,2026-08-24T00:00:00.000
288,IB000288,19,Forge InventoryBin 288,1,1,2026-08-24T00:00:00.000
289,IB000289,207,Liberty InventoryBin 289,1,1,2026-08-24T00:00:00.000
290,IB000290,205,Forge InventoryBin 290,1,1,2026-08-24T00:00:00.000
291,IB000291,86,Willow InventoryBin 291,1,1,2026-08-24T00:00:00.000
292,IB000292,264,Evergreen InventoryBin 292,1,1,2026-08-24T00:00:00.000
293,IB000293,429,Northstar InventoryBin 293,1,1,2026-08-24T00:00:00.000
294,IB000294,147,Ion InventoryBin 294,1,1,2026-08-24T00:00:00.000
295,IB000295,376,Granite InventoryBin 295,1,1,2026-08-24T00:00:00.000
296,IB000296,313,Meridian InventoryBin 296,1,1,2026-08-24T00:00:00.000
297,IB000297,186,Vertex InventoryBin 297,1,1,2026-08-24T00:00:00.000
298,IB000298,19,Summit InventoryBin 298,1,1,2026-08-24T00:00:00.000
299,IB000299,427,Meridian InventoryBin 299,1,1,2026-08-24T00:00:00.000
300,IB000300,367,Granite InventoryBin 300,1,1,2026-08-24T00:00:00.000
301,IB000301,204,Delta InventoryBin 301,1,1,2026-08-24T00:00:00.000
302,IB000302,387,Cedar InventoryBin 302,1,1,2026-08-24T00:00:00.000
303,IB000303,72,Summit InventoryBin 303,1,1,2026-08-24T00:00:00.000
304,IB000304,337,Unity InventoryBin 304,1,1,2026-08-24T00:00:00.000
305,IB000305,374,Riverton InventoryBin 305,1,1,2026-08-24T00:00:00.000
306,IB000306,189,Riverton InventoryBin 306,1,1,2026-08-24T00:00:00.000
307,IB000307,392,Cedar InventoryBin 307,1,1,2026-08-24T00:00:00.000
308,IB000308,99,Titan InventoryBin 308,1,1,2026-08-24T00:00:00.000
309,IB000309,43,Delta InventoryBin 309,1,1,2026-08-24T00:00:00.000
310,IB000310,323,Granite InventoryBin 310,1,1,2026-08-24T00:00:00.000
311,IB000311,125,Beacon InventoryBin 311,1,1,2026-08-24T00:00:00.000
312,IB000312,461,Junction InventoryBin 312,1,1,2026-08-24T00:00:00.000
313,IB000313,500,Cedar InventoryBin 313,1,1,2026-08-24T00:00:00.000
314,IB000314,223,Atlas InventoryBin 314,1,1,2026-08-24T00:00:00.000
315,IB000315,368,Delta InventoryBin 315,1,1,2026-08-24T00:00:00.000
316,IB000316,447,Atlas InventoryBin 316,1,1,2026-08-24T00:00:00.000
317,IB000317,29,Beacon InventoryBin 317,1,1,2026-08-24T00:00:00.000
318,IB000318,246,Beacon InventoryBin 318,1,1,2026-08-24T00:00:00.000
319,IB000319,409,Quartz InventoryBin 319,1,1,2026-08-24T00:00:00.000
320,IB000320,272,Northstar InventoryBin 320,1,1,2026-08-24T00:00:00.000
321,IB000321,281,Evergreen InventoryBin 321,1,1,2026-08-24T00:00:00.000
322,IB000322,323,Atlas InventoryBin 322,1,1,2026-08-24T00:00:00.000
323,IB000323,162,Riverton InventoryBin 323,1,1,2026-08-24T00:00:00.000
324,IB000324,431,Titan InventoryBin 324,1,1,2026-08-24T00:00:00.000
325,IB000325,208,Willow InventoryBin 325,1,1,2026-08-24T00:00:00.000
326,IB000326,339,Pioneer InventoryBin 326,1,1,2026-08-24T00:00:00.000
327,IB000327,231,Unity InventoryBin 327,1,1,2026-08-24T00:00:00.000
328,IB000328,71,Atlas InventoryBin 328,1,1,2026-08-24T00:00:00.000
329,IB000329,199,Delta InventoryBin 329,1,1,2026-08-24T00:00:00.000
330,IB000330,236,Beacon InventoryBin 330,1,1,2026-08-24T00:00:00.000
331,IB000331,227,Quartz InventoryBin 331,1,1,2026-08-24T00:00:00.000
332,IB000332,376,Liberty InventoryBin 332,1,1,2026-08-24T00:00:00.000
333,IB000333,272,Evergreen InventoryBin 333,1,1,2026-08-24T00:00:00.000
334,IB000334,492,Riverton InventoryBin 334,1,1,2026-08-24T00:00:00.000
335,IB000335,448,Summit InventoryBin 335,1,1,2026-08-24T00:00:00.000
336,IB000336,112,Unity InventoryBin 336,1,1,2026-08-24T00:00:00.000
337,IB000337,240,Orion InventoryBin 337,1,1,2026-08-24T00:00:00.000
338,IB000338,171,Evergreen InventoryBin 338,1,1,2026-08-24T00:00:00.000
339,IB000339,40,Riverton InventoryBin 339,1,1,2026-08-24T00:00:00.000
340,IB000340,255,Unity InventoryBin 340,1,1,2026-08-24T00:00:00.000
