ServiceTerritoryKey,ServiceTerritoryCode,ServiceGeoBranchKey,ServiceTerritoryName,SourceSystemKey,BatchId,LoadedAtUtc
83,ST000083,263,Vertex ServiceTerritory 83,1,1,2026-08-24T00:00:00.000
84,ST000084,356,Liberty ServiceTerritory 84,1,1,2026-08-24T00:00:00.000
85,ST000085,211,Orion ServiceTerritory 85,1,1,2026-08-24T00:00:00.000
86,ST000086,32,Riverton ServiceTerritory 86,1,1,2026-08-24T00:00:00.000
87,ST000087,81,Riverton ServiceTerritory 87,1,1,2026-08-24T00:00:00.000
88,ST000088,88,Keystone ServiceTerritory 88,1,1,2026-08-24T00:00:00.000
89,ST000089,1,Delta ServiceTerritory 89,1,1,2026-08-24T00:00:00.000
90,ST000090,55,Cedar ServiceTerritory 90,1,1,2026-08-24T00:00:00.000
91,ST000091,263,Orion ServiceTerritory 91,1,1,2026-08-24T00:00:00.000
92,ST000092,219,Vertex ServiceTerritory 92,1,1,2026-08-24T00:00:00.000
93,ST000093,451,Liberty ServiceTerritory 93,1,1,2026-08-24T00:00:00.000
94,ST000094,322,Keystone ServiceTerritory 94,1,1,2026-08-24T00:00:00.000
95,ST000095,275,Liberty ServiceTerritory 95,1,1,2026-08-24T00:00:00.000
96,ST000096,360,Evergreen ServiceTerritory 96,1,1,2026-08-24T00:00:00.000
97,ST000097,167,Cedar ServiceTerritory 97,1,1,2026-08-24T00:00:00.000
98,ST000098,196,Forge ServiceTerritory 98,1,1,2026-08-24T00:00:00.000
99,ST000099,363,Delta ServiceTerritory 99,1,1,2026-08-24T00:00:00.000
100,ST000100,304,Pioneer ServiceTerritory 100,1,1,2026-08-24T00:00:00.000
101,ST000101,417,Summit ServiceTerritory 101,1,1,2026-08-24T00:00:00.000
102,ST000102,202,Forge ServiceTerritory 102,1,1,2026-08-24T00:00:00.000
103,ST000103,207,Summit ServiceTerritory 103,1,1,2026-08-24T00:00:00.000
104,ST000104,132,Willow ServiceTerritory 104,1,1,2026-08-24T00:00:00.000
105,ST000105,487,Atlas ServiceTerritory 105,1,1,2026-08-24T00:00:00.000
106,ST000106,350,Junction ServiceTerritory 106,1,1,2026-08-24T00:00:00.000
107,ST000107,207,Vertex ServiceTerritory 107,1,1,2026-08-24T00:00:00.000
108,ST000108,276,Vertex ServiceTerritory 108,1,1,2026-08-24T00:00:00.000
109,ST000109,360,Atlas ServiceTerritory 109,1,1,2026-08-24T00:00:00.000
110,ST000110,92,Northstar ServiceTerritory 110,1,1,2026-08-24T00:00:00.000
111,ST000111,288,Unity ServiceTerritory 111,1,1,2026-08-24T00:00:00.000
112,ST000112,322,Cedar ServiceTerritory 112,1,1,2026-08-24T00:00:00.000
113,ST000113,447,Quartz ServiceTerritory 113,1,1,2026-08-24T00:00:00.000
114,ST000114,473,Forge ServiceTerritory 114,1,1,2026-08-24T00:00:00.000
115,ST000115,371,Keystone ServiceTerritory 115,1,1,2026-08-24T00:00:00.000
116,ST000116,32,Granite ServiceTerritory 116,1,1,2026-08-24T00:00:00.000
117,ST000117,476,Delta ServiceTerritory 117,1,1,2026-08-24T00:00:00.000
118,ST000118,210,Atlas ServiceTerritory 118,1,1,2026-08-24T00:00:00.000
119,ST000119,330,Unity ServiceTerritory 119,1,1,2026-08-24T00:00:00.000
120,ST000120,322,Willow ServiceTerritory 120,1,1,2026-08-24T00:00:00.000
121,ST000121,458,Unity ServiceTerritory 121,1,1,2026-08-24T00:00:00.000
122,ST000122,30,Atlas ServiceTerritory 122,1,1,2026-08-24T00:00:00.000
123,ST000123,45,Willow ServiceTerritory 123,1,1,2026-08-24T00:00:00.000
124,ST000124,33,Vertex ServiceTerritory 124,1,1,2026-08-24T00:00:00.000
125,ST000125,203,Atlas ServiceTerritory 125,1,1,2026-08-24T00:00:00.000
126,ST000126,468,Forge ServiceTerritory 126,1,1,2026-08-24T00:00:00.000
127,ST000127,92,Evergreen ServiceTerritory 127,1,1,2026-08-24T00:00:00.000
128,ST000128,334,Junction ServiceTerritory 128,1,1,2026-08-24T00:00:00.000
129,ST000129,385,Orion ServiceTerritory 129,1,1,2026-08-24T00:00:00.000
130,ST000130,498,Ion ServiceTerritory 130,1,1,2026-08-24T00:00:00.000
131,ST000131,137,Zenith ServiceTerritory 131,1,1,2026-08-24T00:00:00.000
132,ST000132,203,Zenith ServiceTerritory 132,1,1,2026-08-24T00:00:00.000
133,ST000133,49,Meridian ServiceTerritory 133,1,1,2026-08-24T00:00:00.000
134,ST000134,63,Forge ServiceTerritory 134,1,1,2026-08-24T00:00:00.000
135,ST000135,449,Harbor ServiceTerritory 135,1,1,2026-08-24T00:00:00.000
136,ST000136,321,Titan ServiceTerritory 136,1,1,2026-08-24T00:00:00.000
137,ST000137,449,Riverton ServiceTerritory 137,1,1,2026-08-24T00:00:00.000
138,ST000138,14,Quartz ServiceTerritory 138,1,1,2026-08-24T00:00:00.000
139,ST000139,81,Forge ServiceTerritory 139,1,1,2026-08-24T00:00:00.000
140,ST000140,383,Zenith ServiceTerritory 140,1,1,2026-08-24T00:00:00.000
141,ST000141,425,Delta ServiceTerritory 141,1,1,2026-08-24T00:00:00.000
142,ST000142,104,Titan ServiceTerritory 142,1,1,2026-08-24T00:00:00.000
143,ST000143,382,Northstar ServiceTerritory 143,1,1,2026-08-24T00:00:00.000
144,ST000144,206,Junction ServiceTerritory 144,1,1,2026-08-24T00:00:00.000
145,ST000145,303,Unity ServiceTerritory 145,1,1,2026-08-24T00:00:00.000
146,ST000146,450,Harbor ServiceTerritory 146,1,1,2026-08-24T00:00:00.000
147,ST000147,133,Ion ServiceTerritory 147,1,1,2026-08-24T00:00:00.000
148,ST000148,336,Orion ServiceTerritory 148,1,1,2026-08-24T00:00:00.000
149,ST000149,235,Titan ServiceTerritory 149,1,1,2026-08-24T00:00:00.000
150,ST000150,55,Titan ServiceTerritory 150,1,1,2026-08-24T00:00:00.000
151,ST000151,103,Cedar ServiceTerritory 151,1,1,2026-08-24T00:00:00.000
152,ST000152,442,Vertex ServiceTerritory 152,1,1,2026-08-24T00:00:00.000
153,ST000153,232,Pioneer ServiceTerritory 153,1,1,2026-08-24T00:00:00.000
154,ST000154,182,Atlas ServiceTerritory 154,1,1,2026-08-24T00:00:00.000
155,ST000155,457,Granite ServiceTerritory 155,1,1,2026-08-24T00:00:00.000
156,ST000156,449,Riverton ServiceTerritory 156,1,1,2026-08-24T00:00:00.000
157,ST000157,377,Granite ServiceTerritory 157,1,1,2026-08-24T00:00:00.000
158,ST000158,152,Vertex ServiceTerritory 158,1,1,2026-08-24T00:00:00.000
159,ST000159,167,Forge ServiceTerritory 159,1,1,2026-08-24T00:00:00.000
160,ST000160,96,Willow ServiceTerritory 160,1,1,2026-08-24T00:00:00.000
161,ST000161,145,Cedar ServiceTerritory 161,1,1,2026-08-24T00:00:00.000
162,ST000162,474,Vertex ServiceTerritory 162,1,1,2026-08-24T00:00:00.000
163,ST000163,308,Evergreen ServiceTerritory 163,1,1,2026-08-24T00:00:00.000
164,ST000164,247,Junction ServiceTerritory 164,1,1,2026-08-24T00:00:00.000
165,ST000165,239,Granite ServiceTerritory 165,1,1,2026-08-24T00:00:00.000
166,ST000166,161,Zenith ServiceTerritory 166,1,1,2026-08-24T00:00:00.000
167,ST000167,229,Atlas ServiceTerritory 167,1,1,2026-08-24T00:00:00.000
168,ST000168,279,Cedar ServiceTerritory 168,1,1,2026-08-24T00:00:00.000
169,ST000169,444,Orion ServiceTerritory 169,1,1,2026-08-24T00:00:00.000
170,ST000170,402,Harbor ServiceTerritory 170,1,1,2026-08-24T00:00:00.000
171,ST000171,251,Summit ServiceTerritory 171,1,1,2026-08-24T00:00:00.000
172,ST000172,342,Atlas ServiceTerritory 172,1,1,2026-08-24T00:00:00.000
173,ST000173,287,Ion ServiceTerritory 173,1,1,2026-08-24T00:00:00.000
174,ST000174,369,Titan ServiceTerritory 174,1,1,2026-08-24T00:00:00.000
175,ST000175,441,Quartz ServiceTerritory 175,1,1,2026-08-24T00:00:00.000
176,ST000176,100,Northstar ServiceTerritory 176,1,1,2026-08-24T00:00:00.000
177,ST000177,5,Evergreen ServiceTerritory 177,1,1,2026-08-24T00:00:00.000
178,ST000178,8,Cedar ServiceTerritory 178,1,1,2026-08-24T00:00:00.000
179,ST000179,279,Titan ServiceTerritory 179,1,1,2026-08-24T00:00:00.000
180,ST000180,93,Harbor ServiceTerritory 180,1,1,2026-08-24T00:00:00.000
181,ST000181,4,Pioneer ServiceTerritory 181,1,1,2026-08-24T00:00:00.000
182,ST000182,434,Unity ServiceTerritory 182,1,1,2026-08-24T00:00:00.000
183,ST000183,97,Keystone ServiceTerritory 183,1,1,2026-08-24T00:00:00.000
184,ST000184,65,Granite ServiceTerritory 184,1,1,2026-08-24T00:00:00.000
185,ST000185,436,Atlas ServiceTerritory 185,1,1,2026-08-24T00:00:00.000
186,ST000186,344,Summit ServiceTerritory 186,1,1,2026-08-24T00:00:00.000
187,ST000187,22,Delta ServiceTerritory 187,1,1,2026-08-24T00:00:00.000
188,ST000188,148,Riverton ServiceTerritory 188,1,1,2026-08-24T00:00:00.000
189,ST000189,302,Unity ServiceTerritory 189,1,1,2026-08-24T00:00:00.000
190,ST000190,252,Granite ServiceTerritory 190,1,1,2026-08-24T00:00:00.000
191,ST000191,118,Pioneer ServiceTerritory 191,1,1,2026-08-24T00:00:00.000
192,ST000192,170,Vertex ServiceTerritory 192,1,1,2026-08-24T00:00:00.000
193,ST000193,199,Pioneer ServiceTerritory 193,1,1,2026-08-24T00:00:00.000
194,ST000194,374,Willow ServiceTerritory 194,1,1,2026-08-24T00:00:00.000
195,ST000195,365,Titan ServiceTerritory 195,1,1,2026-08-24T00:00:00.000
196,ST000196,452,Junction ServiceTerritory 196,1,1,2026-08-24T00:00:00.000
197,ST000197,4,Pioneer ServiceTerritory 197,1,1,2026-08-24T00:00:00.000
198,ST000198,478,Beacon ServiceTerritory 198,1,1,2026-08-24T00:00:00.000
199,ST000199,334,Quartz ServiceTerritory 199,1,1,2026-08-24T00:00:00.000
200,ST000200,399,Summit ServiceTerritory 200,1,1,2026-08-24T00:00:00.000
201,ST000201,95,Cedar ServiceTerritory 201,1,1,2026-08-24T00:00:00.000
202,ST000202,42,Northstar ServiceTerritory 202,1,1,2026-08-24T00:00:00.000
203,ST000203,120,Northstar ServiceTerritory 203,1,1,2026-08-24T00:00:00.000
204,ST000204,368,Atlas ServiceTerritory 204,1,1,2026-08-24T00:00:00.000
205,ST000205,241,Pioneer ServiceTerritory 205,1,1,2026-08-24T00:00:00.000
206,ST000206,233,Cedar ServiceTerritory 206,1,1,2026-08-24T00:00:00.000
207,ST000207,199,Meridian ServiceTerritory 207,1,1,2026-08-24T00:00:00.000
208,ST000208,86,Meridian ServiceTerritory 208,1,1,2026-08-24T00:00:00.000
209,ST000209,118,Unity ServiceTerritory 209,1,1,2026-08-24T00:00:00.000
210,ST000210,451,Vertex ServiceTerritory 210,1,1,2026-08-24T00:00:00.000
211,ST000211,13,Orion ServiceTerritory 211,1,1,2026-08-24T00:00:00.000
212,ST000212,197,Ion ServiceTerritory 212,1,1,2026-08-24T00:00:00.000
213,ST000213,355,Liberty ServiceTerritory 213,1,1,2026-08-24T00:00:00.000
214,ST000214,419,Beacon ServiceTerritory 214,1,1,2026-08-24T00:00:00.000
215,ST000215,161,Quartz ServiceTerritory 215,1,1,2026-08-24T00:00:00.000
216,ST000216,457,Vertex ServiceTerritory 216,1,1,2026-08-24T00:00:00.000
217,ST000217,339,Vertex ServiceTerritory 217,1,1,2026-08-24T00:00:00.000
218,ST000218,253,Meridian ServiceTerritory 218,1,1,2026-08-24T00:00:00.000
219,ST000219,219,Northstar ServiceTerritory 219,1,1,2026-08-24T00:00:00.000
220,ST000220,93,Northstar ServiceTerritory 220,1,1,2026-08-24T00:00:00.000
221,ST000221,249,Titan ServiceTerritory 221,1,1,2026-08-24T00:00:00.000
222,ST000222,167,Titan ServiceTerritory 222,1,1,2026-08-24T00:00:00.000
223,ST000223,298,Ion ServiceTerritory 223,1,1,2026-08-24T00:00:00.000
224,ST000224,104,Delta ServiceTerritory 224,1,1,2026-08-24T00:00:00.000
225,ST000225,109,Cedar ServiceTerritory 225,1,1,2026-08-24T00:00:00.000
226,ST000226,234,Zenith ServiceTerritory 226,1,1,2026-08-24T00:00:00.000
227,ST000227,490,Quartz ServiceTerritory 227,1,1,2026-08-24T00:00:00.000
228,ST000228,71,Zenith ServiceTerritory 228,1,1,2026-08-24T00:00:00.000
229,ST000229,76,Liberty ServiceTerritory 229,1,1,2026-08-24T00:00:00.000
230,ST000230,209,Junction ServiceTerritory 230,1,1,2026-08-24T00:00:00.000
231,ST000231,479,Liberty ServiceTerritory 231,1,1,2026-08-24T00:00:00.000
232,ST000232,29,Vertex ServiceTerritory 232,1,1,2026-08-24T00:00:00.000
233,ST000233,471,Cedar ServiceTerritory 233,1,1,2026-08-24T00:00:00.000
234,ST000234,137,Liberty ServiceTerritory 234,1,1,2026-08-24T00:00:00.000
235,ST000235,291,Evergreen ServiceTerritory 235,1,1,2026-08-24T00:00:00.000
236,ST000236,457,Evergreen ServiceTerritory 236,1,1,2026-08-24T00:00:00.000
237,ST000237,340,Summit ServiceTerritory 237,1,1,2026-08-24T00:00:00.000
238,ST000238,344,Atlas ServiceTerritory 238,1,1,2026-08-24T00:00:00.000
239,ST000239,140,Atlas ServiceTerritory 239,1,1,2026-08-24T00:00:00.000
240,ST000240,382,Summit ServiceTerritory 240,1,1,2026-08-24T00:00:00.000
241,ST000241,315,Summit ServiceTerritory 241,1,1,2026-08-24T00:00:00.000
242,ST000242,248,Ion ServiceTerritory 242,1,1,2026-08-24T00:00:00.000
243,ST000243,361,Pioneer ServiceTerritory 243,1,1,2026-08-24T00:00:00.000
244,ST000244,213,Summit ServiceTerritory 244,1,1,2026-08-24T00:00:00.000
245,ST000245,182,Zenith ServiceTerritory 245,1,1,2026-08-24T00:00:00.000
246,ST000246,278,Ion ServiceTerritory 246,1,1,2026-08-24T00:00:00.000
247,ST000247,122,Titan ServiceTerritory 247,1,1,2026-08-24T00:00:00.000
248,ST000248,176,Cedar ServiceTerritory 248,1,1,2026-08-24T00:00:00.000
249,ST000249,376,Titan ServiceTerritory 249,1,1,2026-08-24T00:00:00.000
250,ST000250,212,Zenith ServiceTerritory 250,1,1,2026-08-24T00:00:00.000
251,ST000251,78,Delta ServiceTerritory 251,1,1,2026-08-24T00:00:00.000
252,ST000252,490,Zenith ServiceTerritory 252,1,1,2026-08-24T00:00:00.000
253,ST000253,449,Harbor ServiceTerritory 253,1,1,2026-08-24T00:00:00.000
254,ST000254,143,Forge ServiceTerritory 254,1,1,2026-08-24T00:00:00.000
255,ST000255,175,Orion ServiceTerritory 255,1,1,2026-08-24T00:00:00.000
256,ST000256,63,Quartz ServiceTerritory 256,1,1,2026-08-24T00:00:00.000
257,ST000257,446,Junction ServiceTerritory 257,1,1,2026-08-24T00:00:00.000
258,ST000258,305,Liberty ServiceTerritory 258,1,1,2026-08-24T00:00:00.000
259,ST000259,55,Northstar ServiceTerritory 259,1,1,2026-08-24T00:00:00.000
260,ST000260,224,Atlas ServiceTerritory 260,1,1,2026-08-24T00:00:00.000
261,ST000261,231,Cedar ServiceTerritory 261,1,1,2026-08-24T00:00:00.000
262,ST000262,434,Pioneer ServiceTerritory 262,1,1,2026-08-24T00:00:00.000
263,ST000263,236,Harbor ServiceTerritory 263,1,1,2026-08-24T00:00:00.000
264,ST000264,60,Orion ServiceTerritory 264,1,1,2026-08-24T00:00:00.000
265,ST000265,2,Meridian ServiceTerritory 265,1,1,2026-08-24T00:00:00.000
266,ST000266,165,Atlas ServiceTerritory 266,1,1,2026-08-24T00:00:00.000
267,ST000267,151,Junction ServiceTerritory 267,1,1,2026-08-24T00:00:00.000
268,ST000268,46,Granite ServiceTerritory 268,1,1,2026-08-24T00:00:00.000
269,ST000269,99,Beacon ServiceTerritory 269,1,1,2026-08-24T00:00:00.000
270,ST000270,479,Beacon ServiceTerritory 270,1,1,2026-08-24T00:00:00.000
271,ST000271,69,Vertex ServiceTerritory 271,1,1,2026-08-24T00:00:00.000
272,ST000272,60,Quartz ServiceTerritory 272,1,1,2026-08-24T00:00:00.000
273,ST000273,296,Junction ServiceTerritory 273,1,1,2026-08-24T00:00:00.000
274,ST000274,489,Harbor ServiceTerritory 274,1,1,2026-08-24T00:00:00.000
275,ST000275,91,Titan ServiceTerritory 275,1,1,2026-08-24T00:00:00.000
276,ST000276,85,Keystone ServiceTerritory 276,1,1,2026-08-24T00:00:00.000
277,ST000277,428,Cedar ServiceTerritory 277,1,1,2026-08-24T00:00:00.000
278,ST000278,453,Harbor ServiceTerritory 278,1,1,2026-08-24T00:00:00.000
279,ST000279,306,Evergreen ServiceTerritory 279,1,1,2026-08-24T00:00:00.000
280,ST000280,380,Forge ServiceTerritory 280,1,1,2026-08-24T00:00:00.000
281,ST000281,354,Summit ServiceTerritory 281,1,1,2026-08-24T00:00:00.000
282,ST000282,118,Evergreen ServiceTerritory 282,1,1,2026-08-24T00:00:00.000
283,ST000283,167,Summit ServiceTerritory 283,1,1,2026-08-24T00:00:00.000
284,ST000284,32,Titan ServiceTerritory 284,1,1,2026-08-24T00:00:00.000
285,ST000285,133,Unity ServiceTerritory 285,1,1,2026-08-24T00:00:00.000
286,ST000286,251,Riverton ServiceTerritory 286,1,1,2026-08-24T00:00:00.000
287,ST000287,466,Vertex ServiceTerritory 287,1,1,2026-08-24T00:00:00.000
288,ST000288,237,Beacon ServiceTerritory 288,1,1,2026-08-24T00:00:00.000
289,ST000289,357,Willow ServiceTerritory 289,1,1,2026-08-24T00:00:00.000
290,ST000290,337,Evergreen ServiceTerritory 290,1,1,2026-08-24T00:00:00.000
291,ST000291,494,Junction ServiceTerritory 291,1,1,2026-08-24T00:00:00.000
292,ST000292,283,Meridian ServiceTerritory 292,1,1,2026-08-24T00:00:00.000
293,ST000293,303,Liberty ServiceTerritory 293,1,1,2026-08-24T00:00:00.000
294,ST000294,250,Atlas ServiceTerritory 294,1,1,2026-08-24T00:00:00.000
295,ST000295,247,Beacon ServiceTerritory 295,1,1,2026-08-24T00:00:00.000
296,ST000296,289,Titan ServiceTerritory 296,1,1,2026-08-24T00:00:00.000
297,ST000297,253,Liberty ServiceTerritory 297,1,1,2026-08-24T00:00:00.000
298,ST000298,422,Harbor ServiceTerritory 298,1,1,2026-08-24T00:00:00.000
299,ST000299,351,Atlas ServiceTerritory 299,1,1,2026-08-24T00:00:00.000
300,ST000300,389,Summit ServiceTerritory 300,1,1,2026-08-24T00:00:00.000
301,ST000301,230,Evergreen ServiceTerritory 301,1,1,2026-08-24T00:00:00.000
302,ST000302,132,Zenith ServiceTerritory 302,1,1,2026-08-24T00:00:00.000
303,ST000303,53,Evergreen ServiceTerritory 303,1,1,2026-08-24T00:00:00.000
304,ST000304,469,Cedar ServiceTerritory 304,1,1,2026-08-24T00:00:00.000
305,ST000305,111,Atlas ServiceTerritory 305,1,1,2026-08-24T00:00:00.000
306,ST000306,281,Delta ServiceTerritory 306,1,1,2026-08-24T00:00:00.000
307,ST000307,457,Liberty ServiceTerritory 307,1,1,2026-08-24T00:00:00.000
308,ST000308,302,Liberty ServiceTerritory 308,1,1,2026-08-24T00:00:00.000
309,ST000309,329,Vertex ServiceTerritory 309,1,1,2026-08-24T00:00:00.000
310,ST000310,266,Granite ServiceTerritory 310,1,1,2026-08-24T00:00:00.000
311,ST000311,287,Zenith ServiceTerritory 311,1,1,2026-08-24T00:00:00.000
312,ST000312,402,Granite ServiceTerritory 312,1,1,2026-08-24T00:00:00.000
313,ST000313,406,Pioneer ServiceTerritory 313,1,1,2026-08-24T00:00:00.000
314,ST000314,102,Orion ServiceTerritory 314,1,1,2026-08-24T00:00:00.000
315,ST000315,299,Granite ServiceTerritory 315,1,1,2026-08-24T00:00:00.000
316,ST000316,470,Forge ServiceTerritory 316,1,1,2026-08-24T00:00:00.000
317,ST000317,201,Cedar ServiceTerritory 317,1,1,2026-08-24T00:00:00.000
318,ST000318,102,Quartz ServiceTerritory 318,1,1,2026-08-24T00:00:00.000
319,ST000319,141,Harbor ServiceTerritory 319,1,1,2026-08-24T00:00:00.000
320,ST000320,134,Willow ServiceTerritory 320,1,1,2026-08-24T00:00:00.000
321,ST000321,127,Beacon ServiceTerritory 321,1,1,2026-08-24T00:00:00.000
322,ST000322,196,Pioneer ServiceTerritory 322,1,1,2026-08-24T00:00:00.000
323,ST000323,64,Forge ServiceTerritory 323,1,1,2026-08-24T00:00:00.000
