EngineeringTeamKey,EngineeringTeamCode,EngineeringGroupKey,EngineeringTeamName,SourceSystemKey,BatchId,LoadedAtUtc
69,ET000069,86,Forge EngineeringTeam 69,1,1,2026-08-24T00:00:00.000
70,ET000070,24,Vertex EngineeringTeam 70,1,1,2026-08-24T00:00:00.000
71,ET000071,3,Vertex EngineeringTeam 71,1,1,2026-08-24T00:00:00.000
72,ET000072,10,Pioneer EngineeringTeam 72,1,1,2026-08-24T00:00:00.000
73,ET000073,21,Delta EngineeringTeam 73,1,1,2026-08-24T00:00:00.000
74,ET000074,21,Cedar EngineeringTeam 74,1,1,2026-08-24T00:00:00.000
75,ET000075,116,Cedar EngineeringTeam 75,1,1,2026-08-24T00:00:00.000
76,ET000076,120,Beacon EngineeringTeam 76,1,1,2026-08-24T00:00:00.000
77,ET000077,6,Vertex EngineeringTeam 77,1,1,2026-08-24T00:00:00.000
78,ET000078,41,Granite EngineeringTeam 78,1,1,2026-08-24T00:00:00.000
79,ET000079,50,Junction EngineeringTeam 79,1,1,2026-08-24T00:00:00.000
80,ET000080,19,Willow EngineeringTeam 80,1,1,2026-08-24T00:00:00.000
81,ET000081,19,Willow EngineeringTeam 81,1,1,2026-08-24T00:00:00.000
82,ET000082,13,Cedar EngineeringTeam 82,1,1,2026-08-24T00:00:00.000
83,ET000083,62,Willow EngineeringTeam 83,1,1,2026-08-24T00:00:00.000
84,ET000084,24,Keystone EngineeringTeam 84,1,1,2026-08-24T00:00:00.000
85,ET000085,110,Quartz EngineeringTeam 85,1,1,2026-08-24T00:00:00.000
86,ET000086,67,Northstar EngineeringTeam 86,1,1,2026-08-24T00:00:00.000
87,ET000087,76,Atlas EngineeringTeam 87,1,1,2026-08-24T00:00:00.000
88,ET000088,19,Junction EngineeringTeam 88,1,1,2026-08-24T00:00:00.000
89,ET000089,84,Harbor EngineeringTeam 89,1,1,2026-08-24T00:00:00.000
90,ET000090,13,Pioneer EngineeringTeam 90,1,1,2026-08-24T00:00:00.000
91,ET000091,94,Beacon EngineeringTeam 91,1,1,2026-08-24T00:00:00.000
92,ET000092,37,Titan EngineeringTeam 92,1,1,2026-08-24T00:00:00.000
93,ET000093,75,Summit EngineeringTeam 93,1,1,2026-08-24T00:00:00.000
94,ET000094,13,Harbor EngineeringTeam 94,1,1,2026-08-24T00:00:00.000
95,ET000095,120,Summit EngineeringTeam 95,1,1,2026-08-24T00:00:00.000
96,ET000096,102,Meridian EngineeringTeam 96,1,1,2026-08-24T00:00:00.000
97,ET000097,61,Junction EngineeringTeam 97,1,1,2026-08-24T00:00:00.000
98,ET000098,48,Forge EngineeringTeam 98,1,1,2026-08-24T00:00:00.000
99,ET000099,105,Delta EngineeringTeam 99,1,1,2026-08-24T00:00:00.000
100,ET000100,102,Keystone EngineeringTeam 100,1,1,2026-08-24T00:00:00.000
101,ET000101,17,Delta EngineeringTeam 101,1,1,2026-08-24T00:00:00.000
102,ET000102,114,Northstar EngineeringTeam 102,1,1,2026-08-24T00:00:00.000
103,ET000103,23,Northstar EngineeringTeam 103,1,1,2026-08-24T00:00:00.000
104,ET000104,8,Evergreen EngineeringTeam 104,1,1,2026-08-24T00:00:00.000
105,ET000105,75,Titan EngineeringTeam 105,1,1,2026-08-24T00:00:00.000
106,ET000106,30,Delta EngineeringTeam 106,1,1,2026-08-24T00:00:00.000
107,ET000107,79,Junction EngineeringTeam 107,1,1,2026-08-24T00:00:00.000
108,ET000108,90,Pioneer EngineeringTeam 108,1,1,2026-08-24T00:00:00.000
109,ET000109,112,Liberty EngineeringTeam 109,1,1,2026-08-24T00:00:00.000
110,ET000110,6,Evergreen EngineeringTeam 110,1,1,2026-08-24T00:00:00.000
111,ET000111,13,Zenith EngineeringTeam 111,1,1,2026-08-24T00:00:00.000
112,ET000112,31,Granite EngineeringTeam 112,1,1,2026-08-24T00:00:00.000
113,ET000113,53,Keystone EngineeringTeam 113,1,1,2026-08-24T00:00:00.000
114,ET000114,91,Evergreen EngineeringTeam 114,1,1,2026-08-24T00:00:00.000
115,ET000115,15,Summit EngineeringTeam 115,1,1,2026-08-24T00:00:00.000
116,ET000116,79,Northstar EngineeringTeam 116,1,1,2026-08-24T00:00:00.000
117,ET000117,102,Forge EngineeringTeam 117,1,1,2026-08-24T00:00:00.000
118,ET000118,46,Keystone EngineeringTeam 118,1,1,2026-08-24T00:00:00.000
119,ET000119,12,Harbor EngineeringTeam 119,1,1,2026-08-24T00:00:00.000
120,ET000120,83,Zenith EngineeringTeam 120,1,1,2026-08-24T00:00:00.000
121,ET000121,19,Pioneer EngineeringTeam 121,1,1,2026-08-24T00:00:00.000
122,ET000122,60,Delta EngineeringTeam 122,1,1,2026-08-24T00:00:00.000
123,ET000123,81,Harbor EngineeringTeam 123,1,1,2026-08-24T00:00:00.000
124,ET000124,66,Vertex EngineeringTeam 124,1,1,2026-08-24T00:00:00.000
125,ET000125,6,Summit EngineeringTeam 125,1,1,2026-08-24T00:00:00.000
126,ET000126,55,Orion EngineeringTeam 126,1,1,2026-08-24T00:00:00.000
127,ET000127,24,Cedar EngineeringTeam 127,1,1,2026-08-24T00:00:00.000
128,ET000128,5,Quartz EngineeringTeam 128,1,1,2026-08-24T00:00:00.000
129,ET000129,75,Evergreen EngineeringTeam 129,1,1,2026-08-24T00:00:00.000
130,ET000130,60,Summit EngineeringTeam 130,1,1,2026-08-24T00:00:00.000
131,ET000131,101,Atlas EngineeringTeam 131,1,1,2026-08-24T00:00:00.000
132,ET000132,80,Meridian EngineeringTeam 132,1,1,2026-08-24T00:00:00.000
133,ET000133,8,Vertex EngineeringTeam 133,1,1,2026-08-24T00:00:00.000
134,ET000134,20,Junction EngineeringTeam 134,1,1,2026-08-24T00:00:00.000
135,ET000135,18,Zenith EngineeringTeam 135,1,1,2026-08-24T00:00:00.000
136,ET000136,18,Cedar EngineeringTeam 136,1,1,2026-08-24T00:00:00.000
137,ET000137,72,Delta EngineeringTeam 137,1,1,2026-08-24T00:00:00.000
138,ET000138,55,Willow EngineeringTeam 138,1,1,2026-08-24T00:00:00.000
139,ET000139,6,Orion EngineeringTeam 139,1,1,2026-08-24T00:00:00.000
140,ET000140,101,Zenith EngineeringTeam 140,1,1,2026-08-24T00:00:00.000
141,ET000141,78,Pioneer EngineeringTeam 141,1,1,2026-08-24T00:00:00.000
142,ET000142,59,Vertex EngineeringTeam 142,1,1,2026-08-24T00:00:00.000
143,ET000143,17,Atlas EngineeringTeam 143,1,1,2026-08-24T00:00:00.000
144,ET000144,82,Granite EngineeringTeam 144,1,1,2026-08-24T00:00:00.000
145,ET000145,27,Orion EngineeringTeam 145,1,1,2026-08-24T00:00:00.000
146,ET000146,25,Junction EngineeringTeam 146,1,1,2026-08-24T00:00:00.000
147,ET000147,43,Meridian EngineeringTeam 147,1,1,2026-08-24T00:00:00.000
148,ET000148,88,Harbor EngineeringTeam 148,1,1,2026-08-24T00:00:00.000
149,ET000149,115,Harbor EngineeringTeam 149,1,1,2026-08-24T00:00:00.000
150,ET000150,89,Cedar EngineeringTeam 150,1,1,2026-08-24T00:00:00.000
151,ET000151,54,Ion EngineeringTeam 151,1,1,2026-08-24T00:00:00.000
152,ET000152,64,Pioneer EngineeringTeam 152,1,1,2026-08-24T00:00:00.000
153,ET000153,103,Northstar EngineeringTeam 153,1,1,2026-08-24T00:00:00.000
154,ET000154,67,Delta EngineeringTeam 154,1,1,2026-08-24T00:00:00.000
155,ET000155,99,Delta EngineeringTeam 155,1,1,2026-08-24T00:00:00.000
156,ET000156,85,Unity EngineeringTeam 156,1,1,2026-08-24T00:00:00.000
157,ET000157,17,Summit EngineeringTeam 157,1,1,2026-08-24T00:00:00.000
158,ET000158,76,Ion EngineeringTeam 158,1,1,2026-08-24T00:00:00.000
159,ET000159,10,Atlas EngineeringTeam 159,1,1,2026-08-24T00:00:00.000
160,ET000160,92,Junction EngineeringTeam 160,1,1,2026-08-24T00:00:00.000
161,ET000161,6,Granite EngineeringTeam 161,1,1,2026-08-24T00:00:00.000
162,ET000162,89,Zenith EngineeringTeam 162,1,1,2026-08-24T00:00:00.000
163,ET000163,39,Willow EngineeringTeam 163,1,1,2026-08-24T00:00:00.000
164,ET000164,43,Cedar EngineeringTeam 164,1,1,2026-08-24T00:00:00.000
165,ET000165,92,Forge EngineeringTeam 165,1,1,2026-08-24T00:00:00.000
166,ET000166,96,Vertex EngineeringTeam 166,1,1,2026-08-24T00:00:00.000
167,ET000167,39,Orion EngineeringTeam 167,1,1,2026-08-24T00:00:00.000
168,ET000168,21,Cedar EngineeringTeam 168,1,1,2026-08-24T00:00:00.000
169,ET000169,3,Junction EngineeringTeam 169,1,1,2026-08-24T00:00:00.000
170,ET000170,84,Beacon EngineeringTeam 170,1,1,2026-08-24T00:00:00.000
171,ET000171,8,Quartz EngineeringTeam 171,1,1,2026-08-24T00:00:00.000
172,ET000172,114,Junction EngineeringTeam 172,1,1,2026-08-24T00:00:00.000
173,ET000173,99,Quartz EngineeringTeam 173,1,1,2026-08-24T00:00:00.000
174,ET000174,26,Forge EngineeringTeam 174,1,1,2026-08-24T00:00:00.000
175,ET000175,39,Keystone EngineeringTeam 175,1,1,2026-08-24T00:00:00.000
176,ET000176,71,Granite EngineeringTeam 176,1,1,2026-08-24T00:00:00.000
177,ET000177,77,Northstar EngineeringTeam 177,1,1,2026-08-24T00:00:00.000
178,ET000178,5,Granite EngineeringTeam 178,1,1,2026-08-24T00:00:00.000
179,ET000179,67,Cedar EngineeringTeam 179,1,1,2026-08-24T00:00:00.000
180,ET000180,29,Granite EngineeringTeam 180,1,1,2026-08-24T00:00:00.000
181,ET000181,71,Pioneer EngineeringTeam 181,1,1,2026-08-24T00:00:00.000
182,ET000182,111,Orion EngineeringTeam 182,1,1,2026-08-24T00:00:00.000
183,ET000183,115,Vertex EngineeringTeam 183,1,1,2026-08-24T00:00:00.000
184,ET000184,61,Orion EngineeringTeam 184,1,1,2026-08-24T00:00:00.000
185,ET000185,21,Meridian EngineeringTeam 185,1,1,2026-08-24T00:00:00.000
186,ET000186,90,Unity EngineeringTeam 186,1,1,2026-08-24T00:00:00.000
187,ET000187,79,Beacon EngineeringTeam 187,1,1,2026-08-24T00:00:00.000
188,ET000188,17,Meridian EngineeringTeam 188,1,1,2026-08-24T00:00:00.000
189,ET000189,118,Granite EngineeringTeam 189,1,1,2026-08-24T00:00:00.000
190,ET000190,73,Granite EngineeringTeam 190,1,1,2026-08-24T00:00:00.000
191,ET000191,97,Harbor EngineeringTeam 191,1,1,2026-08-24T00:00:00.000
192,ET000192,70,Willow EngineeringTeam 192,1,1,2026-08-24T00:00:00.000
193,ET000193,10,Atlas EngineeringTeam 193,1,1,2026-08-24T00:00:00.000
194,ET000194,46,Forge EngineeringTeam 194,1,1,2026-08-24T00:00:00.000
195,ET000195,106,Northstar EngineeringTeam 195,1,1,2026-08-24T00:00:00.000
196,ET000196,18,Pioneer EngineeringTeam 196,1,1,2026-08-24T00:00:00.000
197,ET000197,27,Beacon EngineeringTeam 197,1,1,2026-08-24T00:00:00.000
198,ET000198,82,Atlas EngineeringTeam 198,1,1,2026-08-24T00:00:00.000
199,ET000199,44,Atlas EngineeringTeam 199,1,1,2026-08-24T00:00:00.000
200,ET000200,22,Zenith EngineeringTeam 200,1,1,2026-08-24T00:00:00.000
201,ET000201,11,Summit EngineeringTeam 201,1,1,2026-08-24T00:00:00.000
202,ET000202,17,Pioneer EngineeringTeam 202,1,1,2026-08-24T00:00:00.000
203,ET000203,70,Forge EngineeringTeam 203,1,1,2026-08-24T00:00:00.000
204,ET000204,33,Evergreen EngineeringTeam 204,1,1,2026-08-24T00:00:00.000
205,ET000205,109,Beacon EngineeringTeam 205,1,1,2026-08-24T00:00:00.000
206,ET000206,33,Evergreen EngineeringTeam 206,1,1,2026-08-24T00:00:00.000
207,ET000207,103,Zenith EngineeringTeam 207,1,1,2026-08-24T00:00:00.000
208,ET000208,42,Northstar EngineeringTeam 208,1,1,2026-08-24T00:00:00.000
209,ET000209,42,Ion EngineeringTeam 209,1,1,2026-08-24T00:00:00.000
210,ET000210,72,Forge EngineeringTeam 210,1,1,2026-08-24T00:00:00.000
211,ET000211,39,Evergreen EngineeringTeam 211,1,1,2026-08-24T00:00:00.000
212,ET000212,114,Beacon EngineeringTeam 212,1,1,2026-08-24T00:00:00.000
213,ET000213,3,Cedar EngineeringTeam 213,1,1,2026-08-24T00:00:00.000
214,ET000214,97,Pioneer EngineeringTeam 214,1,1,2026-08-24T00:00:00.000
215,ET000215,59,Vertex EngineeringTeam 215,1,1,2026-08-24T00:00:00.000
216,ET000216,73,Harbor EngineeringTeam 216,1,1,2026-08-24T00:00:00.000
217,ET000217,2,Granite EngineeringTeam 217,1,1,2026-08-24T00:00:00.000
218,ET000218,47,Cedar EngineeringTeam 218,1,1,2026-08-24T00:00:00.000
219,ET000219,86,Unity EngineeringTeam 219,1,1,2026-08-24T00:00:00.000
220,ET000220,65,Beacon EngineeringTeam 220,1,1,2026-08-24T00:00:00.000
221,ET000221,41,Vertex EngineeringTeam 221,1,1,2026-08-24T00:00:00.000
222,ET000222,33,Beacon EngineeringTeam 222,1,1,2026-08-24T00:00:00.000
223,ET000223,87,Quartz EngineeringTeam 223,1,1,2026-08-24T00:00:00.000
224,ET000224,21,Evergreen EngineeringTeam 224,1,1,2026-08-24T00:00:00.000
225,ET000225,54,Cedar EngineeringTeam 225,1,1,2026-08-24T00:00:00.000
226,ET000226,74,Evergreen EngineeringTeam 226,1,1,2026-08-24T00:00:00.000
227,ET000227,78,Cedar EngineeringTeam 227,1,1,2026-08-24T00:00:00.000
228,ET000228,42,Ion EngineeringTeam 228,1,1,2026-08-24T00:00:00.000
229,ET000229,24,Forge EngineeringTeam 229,1,1,2026-08-24T00:00:00.000
230,ET000230,71,Ion EngineeringTeam 230,1,1,2026-08-24T00:00:00.000
231,ET000231,5,Beacon EngineeringTeam 231,1,1,2026-08-24T00:00:00.000
232,ET000232,102,Pioneer EngineeringTeam 232,1,1,2026-08-24T00:00:00.000
233,ET000233,59,Junction EngineeringTeam 233,1,1,2026-08-24T00:00:00.000
234,ET000234,51,Quartz EngineeringTeam 234,1,1,2026-08-24T00:00:00.000
235,ET000235,96,Northstar EngineeringTeam 235,1,1,2026-08-24T00:00:00.000
236,ET000236,117,Titan EngineeringTeam 236,1,1,2026-08-24T00:00:00.000
237,ET000237,71,Forge EngineeringTeam 237,1,1,2026-08-24T00:00:00.000
238,ET000238,3,Northstar EngineeringTeam 238,1,1,2026-08-24T00:00:00.000
239,ET000239,25,Evergreen EngineeringTeam 239,1,1,2026-08-24T00:00:00.000
240,ET000240,62,Orion EngineeringTeam 240,1,1,2026-08-24T00:00:00.000
241,ET000241,22,Summit EngineeringTeam 241,1,1,2026-08-24T00:00:00.000
242,ET000242,23,Liberty EngineeringTeam 242,1,1,2026-08-24T00:00:00.000
243,ET000243,18,Meridian EngineeringTeam 243,1,1,2026-08-24T00:00:00.000
244,ET000244,111,Zenith EngineeringTeam 244,1,1,2026-08-24T00:00:00.000
245,ET000245,116,Liberty EngineeringTeam 245,1,1,2026-08-24T00:00:00.000
246,ET000246,87,Unity EngineeringTeam 246,1,1,2026-08-24T00:00:00.000
247,ET000247,84,Titan EngineeringTeam 247,1,1,2026-08-24T00:00:00.000
248,ET000248,39,Forge EngineeringTeam 248,1,1,2026-08-24T00:00:00.000
249,ET000249,74,Titan EngineeringTeam 249,1,1,2026-08-24T00:00:00.000
250,ET000250,77,Beacon EngineeringTeam 250,1,1,2026-08-24T00:00:00.000
251,ET000251,44,Forge EngineeringTeam 251,1,1,2026-08-24T00:00:00.000
252,ET000252,44,Beacon EngineeringTeam 252,1,1,2026-08-24T00:00:00.000
253,ET000253,12,Beacon EngineeringTeam 253,1,1,2026-08-24T00:00:00.000
254,ET000254,75,Zenith EngineeringTeam 254,1,1,2026-08-24T00:00:00.000
255,ET000255,42,Atlas EngineeringTeam 255,1,1,2026-08-24T00:00:00.000
256,ET000256,42,Harbor EngineeringTeam 256,1,1,2026-08-24T00:00:00.000
257,ET000257,117,Summit EngineeringTeam 257,1,1,2026-08-24T00:00:00.000
258,ET000258,16,Junction EngineeringTeam 258,1,1,2026-08-24T00:00:00.000
259,ET000259,36,Pioneer EngineeringTeam 259,1,1,2026-08-24T00:00:00.000
260,ET000260,2,Riverton EngineeringTeam 260,1,1,2026-08-24T00:00:00.000
261,ET000261,96,Summit EngineeringTeam 261,1,1,2026-08-24T00:00:00.000
262,ET000262,22,Meridian EngineeringTeam 262,1,1,2026-08-24T00:00:00.000
263,ET000263,66,Forge EngineeringTeam 263,1,1,2026-08-24T00:00:00.000
264,ET000264,51,Junction EngineeringTeam 264,1,1,2026-08-24T00:00:00.000
265,ET000265,43,Granite EngineeringTeam 265,1,1,2026-08-24T00:00:00.000
266,ET000266,33,Ion EngineeringTeam 266,1,1,2026-08-24T00:00:00.000
267,ET000267,18,Delta EngineeringTeam 267,1,1,2026-08-24T00:00:00.000
268,ET000268,52,Junction EngineeringTeam 268,1,1,2026-08-24T00:00:00.000
269,ET000269,60,Beacon EngineeringTeam 269,1,1,2026-08-24T00:00:00.000
270,ET000270,69,Granite EngineeringTeam 270,1,1,2026-08-24T00:00:00.000
271,ET000271,91,Orion EngineeringTeam 271,1,1,2026-08-24T00:00:00.000
272,ET000272,92,Zenith EngineeringTeam 272,1,1,2026-08-24T00:00:00.000
273,ET000273,108,Granite EngineeringTeam 273,1,1,2026-08-24T00:00:00.000
274,ET000274,63,Cedar EngineeringTeam 274,1,1,2026-08-24T00:00:00.000
275,ET000275,78,Titan EngineeringTeam 275,1,1,2026-08-24T00:00:00.000
276,ET000276,11,Unity EngineeringTeam 276,1,1,2026-08-24T00:00:00.000
277,ET000277,11,Zenith EngineeringTeam 277,1,1,2026-08-24T00:00:00.000
278,ET000278,95,Harbor EngineeringTeam 278,1,1,2026-08-24T00:00:00.000
279,ET000279,33,Quartz EngineeringTeam 279,1,1,2026-08-24T00:00:00.000
280,ET000280,59,Ion EngineeringTeam 280,1,1,2026-08-24T00:00:00.000
281,ET000281,48,Riverton EngineeringTeam 281,1,1,2026-08-24T00:00:00.000
282,ET000282,119,Beacon EngineeringTeam 282,1,1,2026-08-24T00:00:00.000
283,ET000283,119,Quartz EngineeringTeam 283,1,1,2026-08-24T00:00:00.000
284,ET000284,115,Forge EngineeringTeam 284,1,1,2026-08-24T00:00:00.000
285,ET000285,96,Granite EngineeringTeam 285,1,1,2026-08-24T00:00:00.000
286,ET000286,1,Beacon EngineeringTeam 286,1,1,2026-08-24T00:00:00.000
287,ET000287,25,Forge EngineeringTeam 287,1,1,2026-08-24T00:00:00.000
288,ET000288,91,Harbor EngineeringTeam 288,1,1,2026-08-24T00:00:00.000
289,ET000289,83,Summit EngineeringTeam 289,1,1,2026-08-24T00:00:00.000
290,ET000290,20,Zenith EngineeringTeam 290,1,1,2026-08-24T00:00:00.000
291,ET000291,79,Granite EngineeringTeam 291,1,1,2026-08-24T00:00:00.000
292,ET000292,57,Granite EngineeringTeam 292,1,1,2026-08-24T00:00:00.000
293,ET000293,87,Pioneer EngineeringTeam 293,1,1,2026-08-24T00:00:00.000
294,ET000294,86,Beacon EngineeringTeam 294,1,1,2026-08-24T00:00:00.000
295,ET000295,116,Granite EngineeringTeam 295,1,1,2026-08-24T00:00:00.000
296,ET000296,90,Unity EngineeringTeam 296,1,1,2026-08-24T00:00:00.000
297,ET000297,72,Ion EngineeringTeam 297,1,1,2026-08-24T00:00:00.000
298,ET000298,107,Quartz EngineeringTeam 298,1,1,2026-08-24T00:00:00.000
299,ET000299,50,Quartz EngineeringTeam 299,1,1,2026-08-24T00:00:00.000
300,ET000300,66,Pioneer EngineeringTeam 300,1,1,2026-08-24T00:00:00.000
301,ET000301,89,Ion EngineeringTeam 301,1,1,2026-08-24T00:00:00.000
302,ET000302,14,Riverton EngineeringTeam 302,1,1,2026-08-24T00:00:00.000
303,ET000303,100,Summit EngineeringTeam 303,1,1,2026-08-24T00:00:00.000
304,ET000304,111,Riverton EngineeringTeam 304,1,1,2026-08-24T00:00:00.000
305,ET000305,104,Meridian EngineeringTeam 305,1,1,2026-08-24T00:00:00.000
306,ET000306,109,Quartz EngineeringTeam 306,1,1,2026-08-24T00:00:00.000
307,ET000307,51,Junction EngineeringTeam 307,1,1,2026-08-24T00:00:00.000
308,ET000308,6,Vertex EngineeringTeam 308,1,1,2026-08-24T00:00:00.000
309,ET000309,83,Cedar EngineeringTeam 309,1,1,2026-08-24T00:00:00.000
310,ET000310,26,Harbor EngineeringTeam 310,1,1,2026-08-24T00:00:00.000
311,ET000311,23,Unity EngineeringTeam 311,1,1,2026-08-24T00:00:00.000
312,ET000312,96,Quartz EngineeringTeam 312,1,1,2026-08-24T00:00:00.000
313,ET000313,63,Riverton EngineeringTeam 313,1,1,2026-08-24T00:00:00.000
314,ET000314,1,Orion EngineeringTeam 314,1,1,2026-08-24T00:00:00.000
315,ET000315,47,Harbor EngineeringTeam 315,1,1,2026-08-24T00:00:00.000
316,ET000316,115,Meridian EngineeringTeam 316,1,1,2026-08-24T00:00:00.000
317,ET000317,100,Beacon EngineeringTeam 317,1,1,2026-08-24T00:00:00.000
318,ET000318,73,Evergreen EngineeringTeam 318,1,1,2026-08-24T00:00:00.000
319,ET000319,28,Harbor EngineeringTeam 319,1,1,2026-08-24T00:00:00.000
320,ET000320,71,Willow EngineeringTeam 320,1,1,2026-08-24T00:00:00.000
321,ET000321,113,Granite EngineeringTeam 321,1,1,2026-08-24T00:00:00.000
322,ET000322,70,Evergreen EngineeringTeam 322,1,1,2026-08-24T00:00:00.000
323,ET000323,75,Summit EngineeringTeam 323,1,1,2026-08-24T00:00:00.000
324,ET000324,76,Junction EngineeringTeam 324,1,1,2026-08-24T00:00:00.000
