SalesOrderHeaderKey,SalesOrderNumber,CustomerKey,SellingPlantKey,SalesChannelSegmentKey,SalesTerritoryPodKey,SalesOrderLifecycleStatusKey,SalesCreditStatusKey,CurrencyKey,SalesOrderName,CustomerPurchaseOrderNumber,RequestedShipDate,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
11,SOH000011,112,70,85,479,4,5,4,Willow SalesOrderHeader 11,SOH000011,2020-01-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b08ca5986665edd8370c8b8b4d5fb234b08ca5986665edd8370c8b8b4d5fb23
12,SOH000012,266,241,21,474,3,4,4,Orion SalesOrderHeader 12,SOH000012,2020-01-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55dd7066f97257aaa56752649939323655dd7066f97257aaa567526499393236
13,SOH000013,16,274,363,368,11,2,2,Unity SalesOrderHeader 13,SOH000013,2020-01-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,653183ed90b4566db3f58ecb2707681a653183ed90b4566db3f58ecb2707681a
14,SOH000014,264,317,423,113,12,4,4,Liberty SalesOrderHeader 14,SOH000014,2020-01-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,abe2158825575e428864e244ef84c5a1abe2158825575e428864e244ef84c5a1
15,SOH000015,332,209,363,72,6,2,3,Northstar SalesOrderHeader 15,SOH000015,2020-01-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c906e7036e4f57a084f2a3eedb6112acc906e7036e4f57a084f2a3eedb6112ac
16,SOH000016,195,88,202,368,9,5,2,Granite SalesOrderHeader 16,SOH000016,2020-01-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,149fd8abd83753f8ad59c909fab863ce149fd8abd83753f8ad59c909fab863ce
17,SOH000017,75,-1,299,186,9,7,1,Keystone SalesOrderHeader 17,SOH000017,2020-01-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5b22daf76b051ebb01db8ffd1b1ff6ec5b22daf76b051ebb01db8ffd1b1ff6e
18,SOH000018,448,3,187,190,11,7,4,Harbor SalesOrderHeader 18,SOH000018,2020-01-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b36d61a4b6455895ae1eb7af3331c9abb36d61a4b6455895ae1eb7af3331c9ab
19,SOH000019,149,207,406,352,8,4,5,Northstar SalesOrderHeader 19,SOH000019,2020-01-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a06bc972b7b15159bd84c78b66ac4aa6a06bc972b7b15159bd84c78b66ac4aa6
20,SOH000020,476,93,32,127,7,2,1,Summit SalesOrderHeader 20,SOH000020,2020-01-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4da750911aac5881a8f4a4924934e99a4da750911aac5881a8f4a4924934e99a
21,SOH000021,147,198,387,184,7,2,4,Ion SalesOrderHeader 21,SOH000021,2020-01-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b98ae9951ace5d6099be3e560458cab9b98ae9951ace5d6099be3e560458cab9
22,SOH000022,112,19,33,125,8,8,3,Willow SalesOrderHeader 22,SOH000022,2020-01-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f20f6e66dd0b5b2a8184e9a7abb8f307f20f6e66dd0b5b2a8184e9a7abb8f307
23,SOH000023,157,294,70,1,14,5,2,Northstar SalesOrderHeader 23,SOH000023,2020-01-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1ed9020a42a5556a1282c67993baf62e1ed9020a42a5556a1282c67993baf62
24,SOH000024,26,67,106,480,4,6,4,Northstar SalesOrderHeader 24,SOH000024,2020-01-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c79e55f3c8635b9ca0f3270c49e2761bc79e55f3c8635b9ca0f3270c49e2761b
25,SOH000025,31,200,231,303,1,7,3,Evergreen SalesOrderHeader 25,SOH000025,2020-01-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10d2a7dd8ce45c1581ec5b4809384d2f10d2a7dd8ce45c1581ec5b4809384d2f
26,SOH000026,350,70,380,413,3,1,5,Beacon SalesOrderHeader 26,SOH000026,2020-01-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bec488d50625579badb64a6177456e20bec488d50625579badb64a6177456e20
27,SOH000027,114,74,222,239,10,6,3,Evergreen SalesOrderHeader 27,SOH000027,2020-01-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,14ad34766b7e52c2994567cc9f34f3ef14ad34766b7e52c2994567cc9f34f3ef
28,SOH000028,419,263,71,254,2,4,2,Riverton SalesOrderHeader 28,SOH000028,2020-01-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,102a2062c29058dab823d1bcf81ea115102a2062c29058dab823d1bcf81ea115
29,SOH000029,302,252,433,15,11,1,5,Harbor SalesOrderHeader 29,SOH000029,2020-01-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bebf0162e7ae5f349cf27295252e00d7bebf0162e7ae5f349cf27295252e00d7
30,SOH000030,17,256,361,148,5,4,5,Liberty SalesOrderHeader 30,SOH000030,2020-01-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,771d5449f13c5eab8b3796ccb03611c3771d5449f13c5eab8b3796ccb03611c3
31,SOH000031,307,122,479,434,2,6,3,Cedar SalesOrderHeader 31,SOH000031,2020-02-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40bf54ed60cc5a9abbaec41f7be1603940bf54ed60cc5a9abbaec41f7be16039
32,SOH000032,114,135,494,73,4,2,5,Zenith SalesOrderHeader 32,SOH000032,2020-02-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8fc0a14c27c5a318060cd56460dfe20c8fc0a14c27c5a318060cd56460dfe20
33,SOH000033,184,276,110,454,14,5,1,Zenith SalesOrderHeader 33,SOH000033,2020-02-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61ea2ff2df095ef4811faac68790ae9d61ea2ff2df095ef4811faac68790ae9d
34,SOH000034,202,-1,410,45,11,2,4,Beacon SalesOrderHeader 34,SOH000034,2020-02-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e450b0225c5558fc9f1f80a0b7364798e450b0225c5558fc9f1f80a0b7364798
35,SOH000035,55,207,498,316,2,7,1,Northstar SalesOrderHeader 35,SOH000035,2020-02-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6eb223535b83506692e6266eb951c1106eb223535b83506692e6266eb951c110
36,SOH000036,492,181,360,194,14,1,5,Harbor SalesOrderHeader 36,SOH000036,2020-02-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb8d98ed5516590c9afcb1cecdb74a1dbb8d98ed5516590c9afcb1cecdb74a1d
37,SOH000037,48,8,420,86,8,7,5,Willow SalesOrderHeader 37,SOH000037,2020-02-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3512d8bea115c209fab73368c32ec52e3512d8bea115c209fab73368c32ec52
38,SOH000038,149,128,183,324,11,6,1,Beacon SalesOrderHeader 38,SOH000038,2020-02-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4836c97c9a005b32a89c793111b9c8514836c97c9a005b32a89c793111b9c851
39,SOH000039,171,291,347,339,6,7,2,Zenith SalesOrderHeader 39,SOH000039,2020-02-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,159adc12ea075724bea227b3d2af56f5159adc12ea075724bea227b3d2af56f5
40,SOH000040,286,313,424,145,1,6,5,Quartz SalesOrderHeader 40,SOH000040,2020-02-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9b40f7a191d5dc7a92cde5e6b903370d9b40f7a191d5dc7a92cde5e6b903370
41,SOH000041,326,114,397,451,1,8,1,Forge SalesOrderHeader 41,SOH000041,2020-02-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6b918b2ffb9e5fb48e326f54c342523e6b918b2ffb9e5fb48e326f54c342523e
42,SOH000042,378,152,32,169,7,1,2,Unity SalesOrderHeader 42,SOH000042,2020-02-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a73dc3001f459239e00f16d1f31b7966a73dc3001f459239e00f16d1f31b796
43,SOH000043,24,212,159,119,2,7,5,Vertex SalesOrderHeader 43,SOH000043,2020-02-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab80c822c70d58f2908229f44ab7a034ab80c822c70d58f2908229f44ab7a034
44,SOH000044,124,67,217,97,4,5,4,Forge SalesOrderHeader 44,SOH000044,2020-02-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b10f43c6457a5d0faa916bba0124c769b10f43c6457a5d0faa916bba0124c769
45,SOH000045,33,262,256,437,14,2,5,Titan SalesOrderHeader 45,SOH000045,2020-02-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,69cf199f3f5553d88cb3505c03facf5169cf199f3f5553d88cb3505c03facf51
46,SOH000046,412,247,226,166,3,6,2,Keystone SalesOrderHeader 46,SOH000046,2020-02-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e94b758ac6b5577a057e37aff51f5108e94b758ac6b5577a057e37aff51f510
47,SOH000047,251,85,452,33,3,2,5,Granite SalesOrderHeader 47,SOH000047,2020-02-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,618986fd129e59f4b3162fb5302e08fd618986fd129e59f4b3162fb5302e08fd
48,SOH000048,281,28,392,463,8,8,2,Willow SalesOrderHeader 48,SOH000048,2020-02-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0cbf4d17725564585ae13d5f6520076d0cbf4d17725564585ae13d5f6520076
49,SOH000049,177,31,408,95,4,3,3,Titan SalesOrderHeader 49,SOH000049,2020-02-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1c0a7d440a451aeaf78793f9cc65eeaf1c0a7d440a451aeaf78793f9cc65eea
50,SOH000050,68,305,350,107,13,5,2,Orion SalesOrderHeader 50,SOH000050,2020-02-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f06d800360d85212b3be25dfb85dbb14f06d800360d85212b3be25dfb85dbb14
51,SOH000051,24,-1,328,230,10,8,1,Meridian SalesOrderHeader 51,SOH000051,2020-02-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cfa4c131e3975705a547e499107994a4cfa4c131e3975705a547e499107994a4
52,SOH000052,308,55,144,366,10,2,4,Atlas SalesOrderHeader 52,SOH000052,2020-02-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f65ae11622ac5dd6b46a8eef9dd70244f65ae11622ac5dd6b46a8eef9dd70244
53,SOH000053,479,204,68,134,11,6,2,Orion SalesOrderHeader 53,SOH000053,2020-02-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8cf3c046ea9593394eb117466a63b5cb8cf3c046ea9593394eb117466a63b5c
54,SOH000054,65,8,339,307,6,5,4,Zenith SalesOrderHeader 54,SOH000054,2020-02-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f832736eadba5ef5b554d7308c180f4ff832736eadba5ef5b554d7308c180f4f
55,SOH000055,336,315,215,436,4,8,3,Orion SalesOrderHeader 55,SOH000055,2020-02-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bfc634caea0050208fed64a97fac0cdbbfc634caea0050208fed64a97fac0cdb
56,SOH000056,218,161,65,287,13,4,2,Ion SalesOrderHeader 56,SOH000056,2020-02-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1925eb68c8fe5f378e900621e77a2bf81925eb68c8fe5f378e900621e77a2bf8
57,SOH000057,252,285,397,298,6,4,4,Harbor SalesOrderHeader 57,SOH000057,2020-02-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb9c95fa7a3b512eaa79fa360b88cadcbb9c95fa7a3b512eaa79fa360b88cadc
58,SOH000058,215,123,329,145,1,3,3,Riverton SalesOrderHeader 58,SOH000058,2020-02-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5acc5f8512355bfb8d48786f6cd6892c5acc5f8512355bfb8d48786f6cd6892
59,SOH000059,259,222,102,148,1,7,4,Quartz SalesOrderHeader 59,SOH000059,2020-02-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f1b90b6411b52838f3898c2409f1b717f1b90b6411b52838f3898c2409f1b71
60,SOH000060,236,134,474,272,10,8,4,Beacon SalesOrderHeader 60,SOH000060,2020-03-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,480d9d7db2ee5c66ba02630f18b67654480d9d7db2ee5c66ba02630f18b67654
61,SOH000061,188,136,453,328,12,8,2,Cedar SalesOrderHeader 61,SOH000061,2020-03-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,639a454479fb52569e409d7a21d97639639a454479fb52569e409d7a21d97639
62,SOH000062,345,192,249,347,1,5,5,Orion SalesOrderHeader 62,SOH000062,2020-03-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2d396a2b851551792e3356265c850d1a2d396a2b851551792e3356265c850d1
63,SOH000063,392,128,270,476,8,3,5,Zenith SalesOrderHeader 63,SOH000063,2020-03-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f8f3d46297e5012b3bd2c2d83524d491f8f3d46297e5012b3bd2c2d83524d49
64,SOH000064,1,346,432,209,11,7,2,Unity SalesOrderHeader 64,SOH000064,2020-03-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e698240644454fcab77987a681e1ab26e698240644454fcab77987a681e1ab2
65,SOH000065,174,29,222,436,9,4,4,Atlas SalesOrderHeader 65,SOH000065,2020-03-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,635afa480a7b53a894aa0e72a07889ac635afa480a7b53a894aa0e72a07889ac
66,SOH000066,48,178,317,342,8,5,3,Granite SalesOrderHeader 66,SOH000066,2020-03-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12618b3c2ce55e2c9f3f95ff1dfcc92512618b3c2ce55e2c9f3f95ff1dfcc925
67,SOH000067,371,129,253,90,13,2,2,Cedar SalesOrderHeader 67,SOH000067,2020-03-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62973a6e13d9524198851ca98084c11d62973a6e13d9524198851ca98084c11d
68,SOH000068,373,-1,298,205,8,4,2,Northstar SalesOrderHeader 68,SOH000068,2020-03-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,226997af41a5599ab20e45d11ffe196c226997af41a5599ab20e45d11ffe196c
69,SOH000069,208,139,143,12,7,6,3,Keystone SalesOrderHeader 69,SOH000069,2020-03-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9f428f63f1b542ca140184c379f2e5aa9f428f63f1b542ca140184c379f2e5a
70,SOH000070,495,216,201,238,12,1,4,Pioneer SalesOrderHeader 70,SOH000070,2020-03-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d0e00b12ede5b4194c05c3e8c1cb6240d0e00b12ede5b4194c05c3e8c1cb624
71,SOH000071,355,222,422,312,5,4,3,Junction SalesOrderHeader 71,SOH000071,2020-03-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,51685329f51f5fb78aeff4506273fbb451685329f51f5fb78aeff4506273fbb4
72,SOH000072,468,164,246,274,2,1,2,Granite SalesOrderHeader 72,SOH000072,2020-03-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5468f412e0b5542f9b7e9e4a55c948955468f412e0b5542f9b7e9e4a55c94895
73,SOH000073,185,123,132,350,9,1,2,Evergreen SalesOrderHeader 73,SOH000073,2020-03-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,066e7854830959ee8a366bb3c41de73f066e7854830959ee8a366bb3c41de73f
74,SOH000074,145,263,4,288,6,2,5,Zenith SalesOrderHeader 74,SOH000074,2020-03-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a22c6178438d514ca7524d21f029a591a22c6178438d514ca7524d21f029a591
75,SOH000075,47,76,496,237,6,3,4,Evergreen SalesOrderHeader 75,SOH000075,2020-03-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7ea07473a285034997696aff69e46d1f7ea07473a285034997696aff69e46d1
76,SOH000076,462,90,144,19,3,6,4,Liberty SalesOrderHeader 76,SOH000076,2020-03-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e015e3187cce509299e0cd08720277d9e015e3187cce509299e0cd08720277d9
77,SOH000077,343,71,442,19,6,2,3,Cedar SalesOrderHeader 77,SOH000077,2020-03-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71a2058f8a6d5ff59b818ceaf0e9e40471a2058f8a6d5ff59b818ceaf0e9e404
78,SOH000078,327,52,49,152,7,1,5,Junction SalesOrderHeader 78,SOH000078,2020-03-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2fc2669644e5cb092991c581923c98ab2fc2669644e5cb092991c581923c98a
79,SOH000079,229,139,488,264,4,2,1,Beacon SalesOrderHeader 79,SOH000079,2020-03-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,378a2e1904635c7a81817fb67171de5f378a2e1904635c7a81817fb67171de5f
80,SOH000080,209,53,33,392,14,6,1,Junction SalesOrderHeader 80,SOH000080,2020-03-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dfeee722d77b5e8a8e288c1a4d3bf719dfeee722d77b5e8a8e288c1a4d3bf719
81,SOH000081,469,320,202,375,1,2,1,Harbor SalesOrderHeader 81,SOH000081,2020-03-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7b36dc6d0225640baeb5bd8df55968ef7b36dc6d0225640baeb5bd8df55968e
82,SOH000082,368,211,13,191,2,7,1,Meridian SalesOrderHeader 82,SOH000082,2020-03-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc236b552f565625b0ae5cb0a7cdd9cbdc236b552f565625b0ae5cb0a7cdd9cb
83,SOH000083,227,267,464,374,1,2,3,Liberty SalesOrderHeader 83,SOH000083,2020-03-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53968a3c4a2653909d9d3e1952375f5f53968a3c4a2653909d9d3e1952375f5f
84,SOH000084,292,80,206,473,8,1,1,Junction SalesOrderHeader 84,SOH000084,2020-03-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c012dbd6fbab530f880ef74c48206bbfc012dbd6fbab530f880ef74c48206bbf
85,SOH000085,361,-1,46,42,7,6,3,Atlas SalesOrderHeader 85,SOH000085,2020-03-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2215e0cbd3d564c9bcf033a5b33cb1ee2215e0cbd3d564c9bcf033a5b33cb1e
86,SOH000086,281,345,229,163,5,2,3,Evergreen SalesOrderHeader 86,SOH000086,2020-03-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,822dca4ca4885c78ba6f9e60d2743412822dca4ca4885c78ba6f9e60d2743412
87,SOH000087,307,307,282,4,14,5,3,Delta SalesOrderHeader 87,SOH000087,2020-03-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7e43bfb6a6d53c5a449778dee36860ad7e43bfb6a6d53c5a449778dee36860a
88,SOH000088,193,143,309,9,6,2,1,Keystone SalesOrderHeader 88,SOH000088,2020-03-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f3b160399465b8d9b9857b83753d1592f3b160399465b8d9b9857b83753d159
89,SOH000089,352,311,449,216,10,4,4,Willow SalesOrderHeader 89,SOH000089,2020-03-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f210ba81277c5d4292040b53c852dfe1f210ba81277c5d4292040b53c852dfe1
90,SOH000090,97,100,284,89,7,4,5,Junction SalesOrderHeader 90,SOH000090,2020-03-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9209b1ee5f51515dbd538039006d7a1a9209b1ee5f51515dbd538039006d7a1a
91,SOH000091,21,107,150,189,8,6,2,Zenith SalesOrderHeader 91,SOH000091,2020-04-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c66aa851535b52a9b690d9bae460e030c66aa851535b52a9b690d9bae460e030
92,SOH000092,264,198,214,351,4,7,5,Cedar SalesOrderHeader 92,SOH000092,2020-04-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e02c712b0b7517ca6ad178d74cee7632e02c712b0b7517ca6ad178d74cee763
93,SOH000093,57,189,478,206,1,4,4,Vertex SalesOrderHeader 93,SOH000093,2020-04-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,abe80421b9115934b033c3a66acdae7fabe80421b9115934b033c3a66acdae7f
