EnergyMeterPointClassKey,EnergyMeterPointClassCode,EnergyMeterTypeKey,EnergyMeterPointClassName,IsIntervalMetered,SourceSystemKey,BatchId,LoadedAtUtc
110,EMPC000110,16,Delta EnergyMeterPointClass 110,0,1,1,2026-08-24T00:00:00.000
111,EMPC000111,45,Junction EnergyMeterPointClass 111,1,1,1,2026-08-24T00:00:00.000
112,EMPC000112,39,Vertex EnergyMeterPointClass 112,1,1,1,2026-08-24T00:00:00.000
113,EMPC000113,62,Delta EnergyMeterPointClass 113,1,1,1,2026-08-24T00:00:00.000
114,EMPC000114,40,Northstar EnergyMeterPointClass 114,1,1,1,2026-08-24T00:00:00.000
115,EMPC000115,62,Riverton EnergyMeterPointClass 115,0,1,1,2026-08-24T00:00:00.000
116,EMPC000116,133,Quartz EnergyMeterPointClass 116,1,1,1,2026-08-24T00:00:00.000
117,EMPC000117,83,Zenith EnergyMeterPointClass 117,1,1,1,2026-08-24T00:00:00.000
118,EMPC000118,54,Unity EnergyMeterPointClass 118,1,1,1,2026-08-24T00:00:00.000
119,EMPC000119,148,Granite EnergyMeterPointClass 119,1,1,1,2026-08-24T00:00:00.000
120,EMPC000120,97,Northstar EnergyMeterPointClass 120,0,1,1,2026-08-24T00:00:00.000
121,EMPC000121,20,Liberty EnergyMeterPointClass 121,1,1,1,2026-08-24T00:00:00.000
122,EMPC000122,46,Evergreen EnergyMeterPointClass 122,1,1,1,2026-08-24T00:00:00.000
123,EMPC000123,148,Titan EnergyMeterPointClass 123,1,1,1,2026-08-24T00:00:00.000
124,EMPC000124,108,Beacon EnergyMeterPointClass 124,1,1,1,2026-08-24T00:00:00.000
125,EMPC000125,52,Northstar EnergyMeterPointClass 125,0,1,1,2026-08-24T00:00:00.000
126,EMPC000126,4,Meridian EnergyMeterPointClass 126,1,1,1,2026-08-24T00:00:00.000
127,EMPC000127,98,Summit EnergyMeterPointClass 127,1,1,1,2026-08-24T00:00:00.000
128,EMPC000128,71,Granite EnergyMeterPointClass 128,1,1,1,2026-08-24T00:00:00.000
129,EMPC000129,87,Northstar EnergyMeterPointClass 129,1,1,1,2026-08-24T00:00:00.000
130,EMPC000130,119,Evergreen EnergyMeterPointClass 130,0,1,1,2026-08-24T00:00:00.000
131,EMPC000131,81,Atlas EnergyMeterPointClass 131,1,1,1,2026-08-24T00:00:00.000
132,EMPC000132,101,Cedar EnergyMeterPointClass 132,1,1,1,2026-08-24T00:00:00.000
133,EMPC000133,108,Forge EnergyMeterPointClass 133,1,1,1,2026-08-24T00:00:00.000
134,EMPC000134,113,Unity EnergyMeterPointClass 134,1,1,1,2026-08-24T00:00:00.000
135,EMPC000135,71,Orion EnergyMeterPointClass 135,0,1,1,2026-08-24T00:00:00.000
136,EMPC000136,57,Willow EnergyMeterPointClass 136,1,1,1,2026-08-24T00:00:00.000
137,EMPC000137,11,Ion EnergyMeterPointClass 137,1,1,1,2026-08-24T00:00:00.000
138,EMPC000138,6,Keystone EnergyMeterPointClass 138,1,1,1,2026-08-24T00:00:00.000
139,EMPC000139,157,Meridian EnergyMeterPointClass 139,1,1,1,2026-08-24T00:00:00.000
140,EMPC000140,22,Ion EnergyMeterPointClass 140,0,1,1,2026-08-24T00:00:00.000
141,EMPC000141,61,Meridian EnergyMeterPointClass 141,1,1,1,2026-08-24T00:00:00.000
142,EMPC000142,170,Zenith EnergyMeterPointClass 142,1,1,1,2026-08-24T00:00:00.000
143,EMPC000143,95,Keystone EnergyMeterPointClass 143,1,1,1,2026-08-24T00:00:00.000
144,EMPC000144,125,Atlas EnergyMeterPointClass 144,1,1,1,2026-08-24T00:00:00.000
145,EMPC000145,62,Liberty EnergyMeterPointClass 145,0,1,1,2026-08-24T00:00:00.000
146,EMPC000146,11,Orion EnergyMeterPointClass 146,1,1,1,2026-08-24T00:00:00.000
147,EMPC000147,44,Atlas EnergyMeterPointClass 147,1,1,1,2026-08-24T00:00:00.000
148,EMPC000148,25,Granite EnergyMeterPointClass 148,1,1,1,2026-08-24T00:00:00.000
149,EMPC000149,147,Riverton EnergyMeterPointClass 149,1,1,1,2026-08-24T00:00:00.000
150,EMPC000150,75,Willow EnergyMeterPointClass 150,0,1,1,2026-08-24T00:00:00.000
151,EMPC000151,112,Zenith EnergyMeterPointClass 151,1,1,1,2026-08-24T00:00:00.000
152,EMPC000152,173,Ion EnergyMeterPointClass 152,1,1,1,2026-08-24T00:00:00.000
153,EMPC000153,36,Granite EnergyMeterPointClass 153,1,1,1,2026-08-24T00:00:00.000
154,EMPC000154,121,Forge EnergyMeterPointClass 154,1,1,1,2026-08-24T00:00:00.000
155,EMPC000155,159,Meridian EnergyMeterPointClass 155,0,1,1,2026-08-24T00:00:00.000
156,EMPC000156,24,Quartz EnergyMeterPointClass 156,1,1,1,2026-08-24T00:00:00.000
157,EMPC000157,132,Liberty EnergyMeterPointClass 157,1,1,1,2026-08-24T00:00:00.000
158,EMPC000158,69,Orion EnergyMeterPointClass 158,1,1,1,2026-08-24T00:00:00.000
159,EMPC000159,148,Orion EnergyMeterPointClass 159,1,1,1,2026-08-24T00:00:00.000
160,EMPC000160,118,Beacon EnergyMeterPointClass 160,0,1,1,2026-08-24T00:00:00.000
161,EMPC000161,5,Beacon EnergyMeterPointClass 161,1,1,1,2026-08-24T00:00:00.000
162,EMPC000162,127,Titan EnergyMeterPointClass 162,1,1,1,2026-08-24T00:00:00.000
163,EMPC000163,156,Delta EnergyMeterPointClass 163,1,1,1,2026-08-24T00:00:00.000
164,EMPC000164,114,Zenith EnergyMeterPointClass 164,1,1,1,2026-08-24T00:00:00.000
165,EMPC000165,40,Liberty EnergyMeterPointClass 165,0,1,1,2026-08-24T00:00:00.000
166,EMPC000166,110,Forge EnergyMeterPointClass 166,1,1,1,2026-08-24T00:00:00.000
167,EMPC000167,41,Forge EnergyMeterPointClass 167,1,1,1,2026-08-24T00:00:00.000
168,EMPC000168,106,Liberty EnergyMeterPointClass 168,1,1,1,2026-08-24T00:00:00.000
169,EMPC000169,96,Orion EnergyMeterPointClass 169,1,1,1,2026-08-24T00:00:00.000
170,EMPC000170,7,Meridian EnergyMeterPointClass 170,0,1,1,2026-08-24T00:00:00.000
171,EMPC000171,107,Summit EnergyMeterPointClass 171,1,1,1,2026-08-24T00:00:00.000
172,EMPC000172,51,Liberty EnergyMeterPointClass 172,1,1,1,2026-08-24T00:00:00.000
173,EMPC000173,161,Junction EnergyMeterPointClass 173,1,1,1,2026-08-24T00:00:00.000
174,EMPC000174,177,Titan EnergyMeterPointClass 174,1,1,1,2026-08-24T00:00:00.000
175,EMPC000175,21,Vertex EnergyMeterPointClass 175,0,1,1,2026-08-24T00:00:00.000
176,EMPC000176,96,Zenith EnergyMeterPointClass 176,1,1,1,2026-08-24T00:00:00.000
177,EMPC000177,106,Granite EnergyMeterPointClass 177,1,1,1,2026-08-24T00:00:00.000
178,EMPC000178,130,Orion EnergyMeterPointClass 178,1,1,1,2026-08-24T00:00:00.000
179,EMPC000179,149,Beacon EnergyMeterPointClass 179,1,1,1,2026-08-24T00:00:00.000
180,EMPC000180,16,Liberty EnergyMeterPointClass 180,0,1,1,2026-08-24T00:00:00.000
181,EMPC000181,60,Granite EnergyMeterPointClass 181,1,1,1,2026-08-24T00:00:00.000
182,EMPC000182,180,Harbor EnergyMeterPointClass 182,1,1,1,2026-08-24T00:00:00.000
183,EMPC000183,143,Meridian EnergyMeterPointClass 183,1,1,1,2026-08-24T00:00:00.000
184,EMPC000184,71,Quartz EnergyMeterPointClass 184,1,1,1,2026-08-24T00:00:00.000
185,EMPC000185,63,Northstar EnergyMeterPointClass 185,0,1,1,2026-08-24T00:00:00.000
186,EMPC000186,144,Northstar EnergyMeterPointClass 186,1,1,1,2026-08-24T00:00:00.000
187,EMPC000187,176,Riverton EnergyMeterPointClass 187,1,1,1,2026-08-24T00:00:00.000
188,EMPC000188,125,Harbor EnergyMeterPointClass 188,1,1,1,2026-08-24T00:00:00.000
189,EMPC000189,75,Evergreen EnergyMeterPointClass 189,1,1,1,2026-08-24T00:00:00.000
190,EMPC000190,6,Meridian EnergyMeterPointClass 190,0,1,1,2026-08-24T00:00:00.000
191,EMPC000191,10,Atlas EnergyMeterPointClass 191,1,1,1,2026-08-24T00:00:00.000
192,EMPC000192,111,Beacon EnergyMeterPointClass 192,1,1,1,2026-08-24T00:00:00.000
193,EMPC000193,157,Unity EnergyMeterPointClass 193,1,1,1,2026-08-24T00:00:00.000
194,EMPC000194,45,Northstar EnergyMeterPointClass 194,1,1,1,2026-08-24T00:00:00.000
195,EMPC000195,87,Meridian EnergyMeterPointClass 195,0,1,1,2026-08-24T00:00:00.000
196,EMPC000196,3,Harbor EnergyMeterPointClass 196,1,1,1,2026-08-24T00:00:00.000
197,EMPC000197,174,Forge EnergyMeterPointClass 197,1,1,1,2026-08-24T00:00:00.000
198,EMPC000198,109,Meridian EnergyMeterPointClass 198,1,1,1,2026-08-24T00:00:00.000
199,EMPC000199,158,Granite EnergyMeterPointClass 199,1,1,1,2026-08-24T00:00:00.000
200,EMPC000200,21,Willow EnergyMeterPointClass 200,0,1,1,2026-08-24T00:00:00.000
201,EMPC000201,53,Unity EnergyMeterPointClass 201,1,1,1,2026-08-24T00:00:00.000
202,EMPC000202,173,Keystone EnergyMeterPointClass 202,1,1,1,2026-08-24T00:00:00.000
203,EMPC000203,22,Junction EnergyMeterPointClass 203,1,1,1,2026-08-24T00:00:00.000
204,EMPC000204,22,Evergreen EnergyMeterPointClass 204,1,1,1,2026-08-24T00:00:00.000
205,EMPC000205,120,Riverton EnergyMeterPointClass 205,0,1,1,2026-08-24T00:00:00.000
206,EMPC000206,45,Titan EnergyMeterPointClass 206,1,1,1,2026-08-24T00:00:00.000
207,EMPC000207,156,Northstar EnergyMeterPointClass 207,1,1,1,2026-08-24T00:00:00.000
208,EMPC000208,144,Ion EnergyMeterPointClass 208,1,1,1,2026-08-24T00:00:00.000
209,EMPC000209,18,Beacon EnergyMeterPointClass 209,1,1,1,2026-08-24T00:00:00.000
210,EMPC000210,175,Liberty EnergyMeterPointClass 210,0,1,1,2026-08-24T00:00:00.000
211,EMPC000211,15,Zenith EnergyMeterPointClass 211,1,1,1,2026-08-24T00:00:00.000
212,EMPC000212,118,Beacon EnergyMeterPointClass 212,1,1,1,2026-08-24T00:00:00.000
213,EMPC000213,97,Willow EnergyMeterPointClass 213,1,1,1,2026-08-24T00:00:00.000
214,EMPC000214,178,Cedar EnergyMeterPointClass 214,1,1,1,2026-08-24T00:00:00.000
215,EMPC000215,129,Willow EnergyMeterPointClass 215,0,1,1,2026-08-24T00:00:00.000
216,EMPC000216,18,Orion EnergyMeterPointClass 216,1,1,1,2026-08-24T00:00:00.000
217,EMPC000217,90,Atlas EnergyMeterPointClass 217,1,1,1,2026-08-24T00:00:00.000
218,EMPC000218,127,Summit EnergyMeterPointClass 218,1,1,1,2026-08-24T00:00:00.000
219,EMPC000219,115,Vertex EnergyMeterPointClass 219,1,1,1,2026-08-24T00:00:00.000
220,EMPC000220,160,Titan EnergyMeterPointClass 220,0,1,1,2026-08-24T00:00:00.000
221,EMPC000221,139,Meridian EnergyMeterPointClass 221,1,1,1,2026-08-24T00:00:00.000
222,EMPC000222,28,Junction EnergyMeterPointClass 222,1,1,1,2026-08-24T00:00:00.000
223,EMPC000223,20,Forge EnergyMeterPointClass 223,1,1,1,2026-08-24T00:00:00.000
224,EMPC000224,37,Cedar EnergyMeterPointClass 224,1,1,1,2026-08-24T00:00:00.000
225,EMPC000225,127,Orion EnergyMeterPointClass 225,0,1,1,2026-08-24T00:00:00.000
226,EMPC000226,157,Atlas EnergyMeterPointClass 226,1,1,1,2026-08-24T00:00:00.000
227,EMPC000227,111,Vertex EnergyMeterPointClass 227,1,1,1,2026-08-24T00:00:00.000
228,EMPC000228,139,Summit EnergyMeterPointClass 228,1,1,1,2026-08-24T00:00:00.000
229,EMPC000229,97,Willow EnergyMeterPointClass 229,1,1,1,2026-08-24T00:00:00.000
230,EMPC000230,92,Evergreen EnergyMeterPointClass 230,0,1,1,2026-08-24T00:00:00.000
231,EMPC000231,148,Beacon EnergyMeterPointClass 231,1,1,1,2026-08-24T00:00:00.000
232,EMPC000232,84,Delta EnergyMeterPointClass 232,1,1,1,2026-08-24T00:00:00.000
233,EMPC000233,30,Summit EnergyMeterPointClass 233,1,1,1,2026-08-24T00:00:00.000
234,EMPC000234,44,Forge EnergyMeterPointClass 234,1,1,1,2026-08-24T00:00:00.000
235,EMPC000235,156,Junction EnergyMeterPointClass 235,0,1,1,2026-08-24T00:00:00.000
236,EMPC000236,139,Orion EnergyMeterPointClass 236,1,1,1,2026-08-24T00:00:00.000
237,EMPC000237,141,Cedar EnergyMeterPointClass 237,1,1,1,2026-08-24T00:00:00.000
238,EMPC000238,11,Keystone EnergyMeterPointClass 238,1,1,1,2026-08-24T00:00:00.000
239,EMPC000239,56,Keystone EnergyMeterPointClass 239,1,1,1,2026-08-24T00:00:00.000
240,EMPC000240,132,Beacon EnergyMeterPointClass 240,0,1,1,2026-08-24T00:00:00.000
241,EMPC000241,75,Willow EnergyMeterPointClass 241,1,1,1,2026-08-24T00:00:00.000
242,EMPC000242,134,Titan EnergyMeterPointClass 242,1,1,1,2026-08-24T00:00:00.000
243,EMPC000243,76,Delta EnergyMeterPointClass 243,1,1,1,2026-08-24T00:00:00.000
244,EMPC000244,50,Junction EnergyMeterPointClass 244,1,1,1,2026-08-24T00:00:00.000
245,EMPC000245,134,Liberty EnergyMeterPointClass 245,0,1,1,2026-08-24T00:00:00.000
246,EMPC000246,37,Unity EnergyMeterPointClass 246,1,1,1,2026-08-24T00:00:00.000
247,EMPC000247,140,Keystone EnergyMeterPointClass 247,1,1,1,2026-08-24T00:00:00.000
248,EMPC000248,67,Titan EnergyMeterPointClass 248,1,1,1,2026-08-24T00:00:00.000
249,EMPC000249,151,Unity EnergyMeterPointClass 249,1,1,1,2026-08-24T00:00:00.000
250,EMPC000250,135,Northstar EnergyMeterPointClass 250,0,1,1,2026-08-24T00:00:00.000
251,EMPC000251,114,Atlas EnergyMeterPointClass 251,1,1,1,2026-08-24T00:00:00.000
252,EMPC000252,1,Riverton EnergyMeterPointClass 252,1,1,1,2026-08-24T00:00:00.000
253,EMPC000253,136,Zenith EnergyMeterPointClass 253,1,1,1,2026-08-24T00:00:00.000
254,EMPC000254,154,Zenith EnergyMeterPointClass 254,1,1,1,2026-08-24T00:00:00.000
255,EMPC000255,19,Zenith EnergyMeterPointClass 255,0,1,1,2026-08-24T00:00:00.000
256,EMPC000256,24,Beacon EnergyMeterPointClass 256,1,1,1,2026-08-24T00:00:00.000
257,EMPC000257,101,Delta EnergyMeterPointClass 257,1,1,1,2026-08-24T00:00:00.000
258,EMPC000258,60,Northstar EnergyMeterPointClass 258,1,1,1,2026-08-24T00:00:00.000
259,EMPC000259,53,Meridian EnergyMeterPointClass 259,1,1,1,2026-08-24T00:00:00.000
260,EMPC000260,52,Riverton EnergyMeterPointClass 260,0,1,1,2026-08-24T00:00:00.000
261,EMPC000261,164,Beacon EnergyMeterPointClass 261,1,1,1,2026-08-24T00:00:00.000
262,EMPC000262,34,Unity EnergyMeterPointClass 262,1,1,1,2026-08-24T00:00:00.000
263,EMPC000263,94,Evergreen EnergyMeterPointClass 263,1,1,1,2026-08-24T00:00:00.000
264,EMPC000264,93,Titan EnergyMeterPointClass 264,1,1,1,2026-08-24T00:00:00.000
265,EMPC000265,12,Northstar EnergyMeterPointClass 265,0,1,1,2026-08-24T00:00:00.000
266,EMPC000266,44,Willow EnergyMeterPointClass 266,1,1,1,2026-08-24T00:00:00.000
267,EMPC000267,155,Cedar EnergyMeterPointClass 267,1,1,1,2026-08-24T00:00:00.000
268,EMPC000268,132,Summit EnergyMeterPointClass 268,1,1,1,2026-08-24T00:00:00.000
269,EMPC000269,37,Meridian EnergyMeterPointClass 269,1,1,1,2026-08-24T00:00:00.000
270,EMPC000270,133,Quartz EnergyMeterPointClass 270,0,1,1,2026-08-24T00:00:00.000
271,EMPC000271,114,Vertex EnergyMeterPointClass 271,1,1,1,2026-08-24T00:00:00.000
272,EMPC000272,179,Forge EnergyMeterPointClass 272,1,1,1,2026-08-24T00:00:00.000
273,EMPC000273,63,Delta EnergyMeterPointClass 273,1,1,1,2026-08-24T00:00:00.000
274,EMPC000274,42,Titan EnergyMeterPointClass 274,1,1,1,2026-08-24T00:00:00.000
275,EMPC000275,34,Quartz EnergyMeterPointClass 275,0,1,1,2026-08-24T00:00:00.000
276,EMPC000276,50,Pioneer EnergyMeterPointClass 276,1,1,1,2026-08-24T00:00:00.000
277,EMPC000277,53,Quartz EnergyMeterPointClass 277,1,1,1,2026-08-24T00:00:00.000
