MaintenanceFailureCauseKey,MaintenanceFailureCauseCode,MaintenanceFailureModeKey,MaintenanceFailureCauseName,SourceSystemKey,BatchId,LoadedAtUtc
35,MFC000035,55,Riverton MaintenanceFailureCause 35,1,1,2026-08-24T00:00:00.000
36,MFC000036,149,Junction MaintenanceFailureCause 36,1,1,2026-08-24T00:00:00.000
37,MFC000037,125,Summit MaintenanceFailureCause 37,1,1,2026-08-24T00:00:00.000
38,MFC000038,140,Willow MaintenanceFailureCause 38,1,1,2026-08-24T00:00:00.000
39,MFC000039,91,Willow MaintenanceFailureCause 39,1,1,2026-08-24T00:00:00.000
40,MFC000040,1,Atlas MaintenanceFailureCause 40,1,1,2026-08-24T00:00:00.000
41,MFC000041,24,Pioneer MaintenanceFailureCause 41,1,1,2026-08-24T00:00:00.000
42,MFC000042,30,Forge MaintenanceFailureCause 42,1,1,2026-08-24T00:00:00.000
43,MFC000043,65,Keystone MaintenanceFailureCause 43,1,1,2026-08-24T00:00:00.000
44,MFC000044,103,Cedar MaintenanceFailureCause 44,1,1,2026-08-24T00:00:00.000
45,MFC000045,56,Beacon MaintenanceFailureCause 45,1,1,2026-08-24T00:00:00.000
46,MFC000046,124,Forge MaintenanceFailureCause 46,1,1,2026-08-24T00:00:00.000
47,MFC000047,73,Summit MaintenanceFailureCause 47,1,1,2026-08-24T00:00:00.000
48,MFC000048,44,Titan MaintenanceFailureCause 48,1,1,2026-08-24T00:00:00.000
49,MFC000049,134,Granite MaintenanceFailureCause 49,1,1,2026-08-24T00:00:00.000
50,MFC000050,9,Quartz MaintenanceFailureCause 50,1,1,2026-08-24T00:00:00.000
51,MFC000051,133,Quartz MaintenanceFailureCause 51,1,1,2026-08-24T00:00:00.000
52,MFC000052,115,Granite MaintenanceFailureCause 52,1,1,2026-08-24T00:00:00.000
53,MFC000053,73,Vertex MaintenanceFailureCause 53,1,1,2026-08-24T00:00:00.000
54,MFC000054,90,Northstar MaintenanceFailureCause 54,1,1,2026-08-24T00:00:00.000
55,MFC000055,113,Forge MaintenanceFailureCause 55,1,1,2026-08-24T00:00:00.000
56,MFC000056,141,Northstar MaintenanceFailureCause 56,1,1,2026-08-24T00:00:00.000
57,MFC000057,94,Orion MaintenanceFailureCause 57,1,1,2026-08-24T00:00:00.000
58,MFC000058,43,Pioneer MaintenanceFailureCause 58,1,1,2026-08-24T00:00:00.000
59,MFC000059,148,Meridian MaintenanceFailureCause 59,1,1,2026-08-24T00:00:00.000
60,MFC000060,6,Meridian MaintenanceFailureCause 60,1,1,2026-08-24T00:00:00.000
61,MFC000061,54,Forge MaintenanceFailureCause 61,1,1,2026-08-24T00:00:00.000
62,MFC000062,82,Keystone MaintenanceFailureCause 62,1,1,2026-08-24T00:00:00.000
63,MFC000063,137,Northstar MaintenanceFailureCause 63,1,1,2026-08-24T00:00:00.000
64,MFC000064,128,Willow MaintenanceFailureCause 64,1,1,2026-08-24T00:00:00.000
65,MFC000065,84,Zenith MaintenanceFailureCause 65,1,1,2026-08-24T00:00:00.000
66,MFC000066,94,Riverton MaintenanceFailureCause 66,1,1,2026-08-24T00:00:00.000
67,MFC000067,103,Junction MaintenanceFailureCause 67,1,1,2026-08-24T00:00:00.000
68,MFC000068,155,Liberty MaintenanceFailureCause 68,1,1,2026-08-24T00:00:00.000
69,MFC000069,70,Quartz MaintenanceFailureCause 69,1,1,2026-08-24T00:00:00.000
70,MFC000070,96,Atlas MaintenanceFailureCause 70,1,1,2026-08-24T00:00:00.000
71,MFC000071,98,Keystone MaintenanceFailureCause 71,1,1,2026-08-24T00:00:00.000
72,MFC000072,5,Orion MaintenanceFailureCause 72,1,1,2026-08-24T00:00:00.000
73,MFC000073,2,Willow MaintenanceFailureCause 73,1,1,2026-08-24T00:00:00.000
74,MFC000074,73,Beacon MaintenanceFailureCause 74,1,1,2026-08-24T00:00:00.000
75,MFC000075,119,Liberty MaintenanceFailureCause 75,1,1,2026-08-24T00:00:00.000
76,MFC000076,130,Titan MaintenanceFailureCause 76,1,1,2026-08-24T00:00:00.000
77,MFC000077,60,Northstar MaintenanceFailureCause 77,1,1,2026-08-24T00:00:00.000
78,MFC000078,46,Forge MaintenanceFailureCause 78,1,1,2026-08-24T00:00:00.000
79,MFC000079,88,Zenith MaintenanceFailureCause 79,1,1,2026-08-24T00:00:00.000
80,MFC000080,45,Titan MaintenanceFailureCause 80,1,1,2026-08-24T00:00:00.000
81,MFC000081,126,Ion MaintenanceFailureCause 81,1,1,2026-08-24T00:00:00.000
82,MFC000082,83,Liberty MaintenanceFailureCause 82,1,1,2026-08-24T00:00:00.000
83,MFC000083,68,Quartz MaintenanceFailureCause 83,1,1,2026-08-24T00:00:00.000
84,MFC000084,118,Titan MaintenanceFailureCause 84,1,1,2026-08-24T00:00:00.000
85,MFC000085,122,Junction MaintenanceFailureCause 85,1,1,2026-08-24T00:00:00.000
86,MFC000086,157,Harbor MaintenanceFailureCause 86,1,1,2026-08-24T00:00:00.000
87,MFC000087,33,Summit MaintenanceFailureCause 87,1,1,2026-08-24T00:00:00.000
88,MFC000088,3,Delta MaintenanceFailureCause 88,1,1,2026-08-24T00:00:00.000
89,MFC000089,158,Atlas MaintenanceFailureCause 89,1,1,2026-08-24T00:00:00.000
90,MFC000090,99,Liberty MaintenanceFailureCause 90,1,1,2026-08-24T00:00:00.000
91,MFC000091,82,Junction MaintenanceFailureCause 91,1,1,2026-08-24T00:00:00.000
92,MFC000092,156,Northstar MaintenanceFailureCause 92,1,1,2026-08-24T00:00:00.000
93,MFC000093,8,Junction MaintenanceFailureCause 93,1,1,2026-08-24T00:00:00.000
94,MFC000094,114,Granite MaintenanceFailureCause 94,1,1,2026-08-24T00:00:00.000
95,MFC000095,130,Northstar MaintenanceFailureCause 95,1,1,2026-08-24T00:00:00.000
96,MFC000096,121,Beacon MaintenanceFailureCause 96,1,1,2026-08-24T00:00:00.000
97,MFC000097,138,Willow MaintenanceFailureCause 97,1,1,2026-08-24T00:00:00.000
98,MFC000098,108,Riverton MaintenanceFailureCause 98,1,1,2026-08-24T00:00:00.000
99,MFC000099,99,Harbor MaintenanceFailureCause 99,1,1,2026-08-24T00:00:00.000
100,MFC000100,133,Forge MaintenanceFailureCause 100,1,1,2026-08-24T00:00:00.000
101,MFC000101,59,Willow MaintenanceFailureCause 101,1,1,2026-08-24T00:00:00.000
102,MFC000102,6,Forge MaintenanceFailureCause 102,1,1,2026-08-24T00:00:00.000
103,MFC000103,49,Titan MaintenanceFailureCause 103,1,1,2026-08-24T00:00:00.000
104,MFC000104,97,Summit MaintenanceFailureCause 104,1,1,2026-08-24T00:00:00.000
105,MFC000105,49,Junction MaintenanceFailureCause 105,1,1,2026-08-24T00:00:00.000
106,MFC000106,12,Unity MaintenanceFailureCause 106,1,1,2026-08-24T00:00:00.000
107,MFC000107,148,Quartz MaintenanceFailureCause 107,1,1,2026-08-24T00:00:00.000
108,MFC000108,130,Riverton MaintenanceFailureCause 108,1,1,2026-08-24T00:00:00.000
109,MFC000109,32,Orion MaintenanceFailureCause 109,1,1,2026-08-24T00:00:00.000
110,MFC000110,64,Northstar MaintenanceFailureCause 110,1,1,2026-08-24T00:00:00.000
111,MFC000111,67,Junction MaintenanceFailureCause 111,1,1,2026-08-24T00:00:00.000
112,MFC000112,128,Evergreen MaintenanceFailureCause 112,1,1,2026-08-24T00:00:00.000
113,MFC000113,158,Harbor MaintenanceFailureCause 113,1,1,2026-08-24T00:00:00.000
114,MFC000114,10,Ion MaintenanceFailureCause 114,1,1,2026-08-24T00:00:00.000
115,MFC000115,86,Delta MaintenanceFailureCause 115,1,1,2026-08-24T00:00:00.000
116,MFC000116,130,Pioneer MaintenanceFailureCause 116,1,1,2026-08-24T00:00:00.000
117,MFC000117,13,Granite MaintenanceFailureCause 117,1,1,2026-08-24T00:00:00.000
118,MFC000118,39,Vertex MaintenanceFailureCause 118,1,1,2026-08-24T00:00:00.000
119,MFC000119,118,Granite MaintenanceFailureCause 119,1,1,2026-08-24T00:00:00.000
120,MFC000120,88,Granite MaintenanceFailureCause 120,1,1,2026-08-24T00:00:00.000
121,MFC000121,71,Titan MaintenanceFailureCause 121,1,1,2026-08-24T00:00:00.000
122,MFC000122,136,Keystone MaintenanceFailureCause 122,1,1,2026-08-24T00:00:00.000
123,MFC000123,42,Northstar MaintenanceFailureCause 123,1,1,2026-08-24T00:00:00.000
124,MFC000124,151,Forge MaintenanceFailureCause 124,1,1,2026-08-24T00:00:00.000
125,MFC000125,153,Cedar MaintenanceFailureCause 125,1,1,2026-08-24T00:00:00.000
126,MFC000126,132,Ion MaintenanceFailureCause 126,1,1,2026-08-24T00:00:00.000
127,MFC000127,63,Titan MaintenanceFailureCause 127,1,1,2026-08-24T00:00:00.000
128,MFC000128,134,Titan MaintenanceFailureCause 128,1,1,2026-08-24T00:00:00.000
129,MFC000129,15,Junction MaintenanceFailureCause 129,1,1,2026-08-24T00:00:00.000
130,MFC000130,56,Cedar MaintenanceFailureCause 130,1,1,2026-08-24T00:00:00.000
131,MFC000131,133,Ion MaintenanceFailureCause 131,1,1,2026-08-24T00:00:00.000
132,MFC000132,125,Keystone MaintenanceFailureCause 132,1,1,2026-08-24T00:00:00.000
133,MFC000133,108,Vertex MaintenanceFailureCause 133,1,1,2026-08-24T00:00:00.000
134,MFC000134,4,Vertex MaintenanceFailureCause 134,1,1,2026-08-24T00:00:00.000
135,MFC000135,33,Beacon MaintenanceFailureCause 135,1,1,2026-08-24T00:00:00.000
136,MFC000136,124,Vertex MaintenanceFailureCause 136,1,1,2026-08-24T00:00:00.000
137,MFC000137,34,Northstar MaintenanceFailureCause 137,1,1,2026-08-24T00:00:00.000
138,MFC000138,51,Granite MaintenanceFailureCause 138,1,1,2026-08-24T00:00:00.000
139,MFC000139,83,Cedar MaintenanceFailureCause 139,1,1,2026-08-24T00:00:00.000
140,MFC000140,40,Vertex MaintenanceFailureCause 140,1,1,2026-08-24T00:00:00.000
141,MFC000141,48,Beacon MaintenanceFailureCause 141,1,1,2026-08-24T00:00:00.000
142,MFC000142,156,Summit MaintenanceFailureCause 142,1,1,2026-08-24T00:00:00.000
143,MFC000143,133,Meridian MaintenanceFailureCause 143,1,1,2026-08-24T00:00:00.000
144,MFC000144,12,Keystone MaintenanceFailureCause 144,1,1,2026-08-24T00:00:00.000
145,MFC000145,25,Beacon MaintenanceFailureCause 145,1,1,2026-08-24T00:00:00.000
146,MFC000146,87,Harbor MaintenanceFailureCause 146,1,1,2026-08-24T00:00:00.000
147,MFC000147,47,Meridian MaintenanceFailureCause 147,1,1,2026-08-24T00:00:00.000
148,MFC000148,101,Orion MaintenanceFailureCause 148,1,1,2026-08-24T00:00:00.000
149,MFC000149,4,Orion MaintenanceFailureCause 149,1,1,2026-08-24T00:00:00.000
150,MFC000150,130,Orion MaintenanceFailureCause 150,1,1,2026-08-24T00:00:00.000
151,MFC000151,90,Unity MaintenanceFailureCause 151,1,1,2026-08-24T00:00:00.000
152,MFC000152,93,Orion MaintenanceFailureCause 152,1,1,2026-08-24T00:00:00.000
153,MFC000153,2,Beacon MaintenanceFailureCause 153,1,1,2026-08-24T00:00:00.000
154,MFC000154,114,Meridian MaintenanceFailureCause 154,1,1,2026-08-24T00:00:00.000
155,MFC000155,56,Evergreen MaintenanceFailureCause 155,1,1,2026-08-24T00:00:00.000
156,MFC000156,61,Orion MaintenanceFailureCause 156,1,1,2026-08-24T00:00:00.000
157,MFC000157,128,Titan MaintenanceFailureCause 157,1,1,2026-08-24T00:00:00.000
158,MFC000158,47,Titan MaintenanceFailureCause 158,1,1,2026-08-24T00:00:00.000
159,MFC000159,52,Pioneer MaintenanceFailureCause 159,1,1,2026-08-24T00:00:00.000
160,MFC000160,43,Granite MaintenanceFailureCause 160,1,1,2026-08-24T00:00:00.000
161,MFC000161,56,Cedar MaintenanceFailureCause 161,1,1,2026-08-24T00:00:00.000
162,MFC000162,72,Orion MaintenanceFailureCause 162,1,1,2026-08-24T00:00:00.000
163,MFC000163,119,Liberty MaintenanceFailureCause 163,1,1,2026-08-24T00:00:00.000
164,MFC000164,107,Forge MaintenanceFailureCause 164,1,1,2026-08-24T00:00:00.000
165,MFC000165,7,Meridian MaintenanceFailureCause 165,1,1,2026-08-24T00:00:00.000
166,MFC000166,49,Keystone MaintenanceFailureCause 166,1,1,2026-08-24T00:00:00.000
167,MFC000167,139,Evergreen MaintenanceFailureCause 167,1,1,2026-08-24T00:00:00.000
168,MFC000168,142,Pioneer MaintenanceFailureCause 168,1,1,2026-08-24T00:00:00.000
169,MFC000169,2,Willow MaintenanceFailureCause 169,1,1,2026-08-24T00:00:00.000
170,MFC000170,138,Willow MaintenanceFailureCause 170,1,1,2026-08-24T00:00:00.000
171,MFC000171,140,Evergreen MaintenanceFailureCause 171,1,1,2026-08-24T00:00:00.000
172,MFC000172,34,Keystone MaintenanceFailureCause 172,1,1,2026-08-24T00:00:00.000
173,MFC000173,31,Orion MaintenanceFailureCause 173,1,1,2026-08-24T00:00:00.000
174,MFC000174,37,Junction MaintenanceFailureCause 174,1,1,2026-08-24T00:00:00.000
175,MFC000175,70,Junction MaintenanceFailureCause 175,1,1,2026-08-24T00:00:00.000
176,MFC000176,76,Pioneer MaintenanceFailureCause 176,1,1,2026-08-24T00:00:00.000
177,MFC000177,103,Beacon MaintenanceFailureCause 177,1,1,2026-08-24T00:00:00.000
178,MFC000178,58,Beacon MaintenanceFailureCause 178,1,1,2026-08-24T00:00:00.000
179,MFC000179,80,Willow MaintenanceFailureCause 179,1,1,2026-08-24T00:00:00.000
180,MFC000180,46,Atlas MaintenanceFailureCause 180,1,1,2026-08-24T00:00:00.000
181,MFC000181,87,Zenith MaintenanceFailureCause 181,1,1,2026-08-24T00:00:00.000
182,MFC000182,138,Vertex MaintenanceFailureCause 182,1,1,2026-08-24T00:00:00.000
183,MFC000183,93,Quartz MaintenanceFailureCause 183,1,1,2026-08-24T00:00:00.000
184,MFC000184,67,Zenith MaintenanceFailureCause 184,1,1,2026-08-24T00:00:00.000
185,MFC000185,160,Meridian MaintenanceFailureCause 185,1,1,2026-08-24T00:00:00.000
186,MFC000186,111,Pioneer MaintenanceFailureCause 186,1,1,2026-08-24T00:00:00.000
187,MFC000187,21,Keystone MaintenanceFailureCause 187,1,1,2026-08-24T00:00:00.000
188,MFC000188,138,Evergreen MaintenanceFailureCause 188,1,1,2026-08-24T00:00:00.000
189,MFC000189,155,Zenith MaintenanceFailureCause 189,1,1,2026-08-24T00:00:00.000
190,MFC000190,79,Delta MaintenanceFailureCause 190,1,1,2026-08-24T00:00:00.000
191,MFC000191,12,Riverton MaintenanceFailureCause 191,1,1,2026-08-24T00:00:00.000
192,MFC000192,108,Zenith MaintenanceFailureCause 192,1,1,2026-08-24T00:00:00.000
193,MFC000193,52,Junction MaintenanceFailureCause 193,1,1,2026-08-24T00:00:00.000
194,MFC000194,42,Pioneer MaintenanceFailureCause 194,1,1,2026-08-24T00:00:00.000
195,MFC000195,48,Atlas MaintenanceFailureCause 195,1,1,2026-08-24T00:00:00.000
196,MFC000196,118,Vertex MaintenanceFailureCause 196,1,1,2026-08-24T00:00:00.000
197,MFC000197,98,Titan MaintenanceFailureCause 197,1,1,2026-08-24T00:00:00.000
198,MFC000198,31,Atlas MaintenanceFailureCause 198,1,1,2026-08-24T00:00:00.000
199,MFC000199,84,Delta MaintenanceFailureCause 199,1,1,2026-08-24T00:00:00.000
200,MFC000200,25,Zenith MaintenanceFailureCause 200,1,1,2026-08-24T00:00:00.000
201,MFC000201,6,Junction MaintenanceFailureCause 201,1,1,2026-08-24T00:00:00.000
202,MFC000202,75,Keystone MaintenanceFailureCause 202,1,1,2026-08-24T00:00:00.000
203,MFC000203,85,Beacon MaintenanceFailureCause 203,1,1,2026-08-24T00:00:00.000
204,MFC000204,86,Pioneer MaintenanceFailureCause 204,1,1,2026-08-24T00:00:00.000
205,MFC000205,153,Delta MaintenanceFailureCause 205,1,1,2026-08-24T00:00:00.000
206,MFC000206,117,Granite MaintenanceFailureCause 206,1,1,2026-08-24T00:00:00.000
207,MFC000207,66,Meridian MaintenanceFailureCause 207,1,1,2026-08-24T00:00:00.000
208,MFC000208,44,Atlas MaintenanceFailureCause 208,1,1,2026-08-24T00:00:00.000
209,MFC000209,110,Riverton MaintenanceFailureCause 209,1,1,2026-08-24T00:00:00.000
210,MFC000210,17,Vertex MaintenanceFailureCause 210,1,1,2026-08-24T00:00:00.000
211,MFC000211,51,Orion MaintenanceFailureCause 211,1,1,2026-08-24T00:00:00.000
212,MFC000212,137,Evergreen MaintenanceFailureCause 212,1,1,2026-08-24T00:00:00.000
213,MFC000213,145,Quartz MaintenanceFailureCause 213,1,1,2026-08-24T00:00:00.000
214,MFC000214,50,Orion MaintenanceFailureCause 214,1,1,2026-08-24T00:00:00.000
215,MFC000215,111,Pioneer MaintenanceFailureCause 215,1,1,2026-08-24T00:00:00.000
216,MFC000216,10,Willow MaintenanceFailureCause 216,1,1,2026-08-24T00:00:00.000
217,MFC000217,103,Junction MaintenanceFailureCause 217,1,1,2026-08-24T00:00:00.000
218,MFC000218,37,Unity MaintenanceFailureCause 218,1,1,2026-08-24T00:00:00.000
219,MFC000219,11,Evergreen MaintenanceFailureCause 219,1,1,2026-08-24T00:00:00.000
220,MFC000220,114,Forge MaintenanceFailureCause 220,1,1,2026-08-24T00:00:00.000
221,MFC000221,119,Beacon MaintenanceFailureCause 221,1,1,2026-08-24T00:00:00.000
222,MFC000222,136,Riverton MaintenanceFailureCause 222,1,1,2026-08-24T00:00:00.000
223,MFC000223,2,Cedar MaintenanceFailureCause 223,1,1,2026-08-24T00:00:00.000
224,MFC000224,152,Meridian MaintenanceFailureCause 224,1,1,2026-08-24T00:00:00.000
225,MFC000225,55,Harbor MaintenanceFailureCause 225,1,1,2026-08-24T00:00:00.000
226,MFC000226,127,Orion MaintenanceFailureCause 226,1,1,2026-08-24T00:00:00.000
227,MFC000227,132,Cedar MaintenanceFailureCause 227,1,1,2026-08-24T00:00:00.000
228,MFC000228,2,Ion MaintenanceFailureCause 228,1,1,2026-08-24T00:00:00.000
229,MFC000229,92,Granite MaintenanceFailureCause 229,1,1,2026-08-24T00:00:00.000
230,MFC000230,99,Summit MaintenanceFailureCause 230,1,1,2026-08-24T00:00:00.000
231,MFC000231,148,Titan MaintenanceFailureCause 231,1,1,2026-08-24T00:00:00.000
232,MFC000232,25,Forge MaintenanceFailureCause 232,1,1,2026-08-24T00:00:00.000
233,MFC000233,2,Ion MaintenanceFailureCause 233,1,1,2026-08-24T00:00:00.000
234,MFC000234,111,Titan MaintenanceFailureCause 234,1,1,2026-08-24T00:00:00.000
235,MFC000235,135,Harbor MaintenanceFailureCause 235,1,1,2026-08-24T00:00:00.000
236,MFC000236,160,Unity MaintenanceFailureCause 236,1,1,2026-08-24T00:00:00.000
237,MFC000237,121,Titan MaintenanceFailureCause 237,1,1,2026-08-24T00:00:00.000
238,MFC000238,31,Pioneer MaintenanceFailureCause 238,1,1,2026-08-24T00:00:00.000
239,MFC000239,42,Liberty MaintenanceFailureCause 239,1,1,2026-08-24T00:00:00.000
240,MFC000240,131,Liberty MaintenanceFailureCause 240,1,1,2026-08-24T00:00:00.000
241,MFC000241,76,Orion MaintenanceFailureCause 241,1,1,2026-08-24T00:00:00.000
242,MFC000242,111,Vertex MaintenanceFailureCause 242,1,1,2026-08-24T00:00:00.000
243,MFC000243,40,Vertex MaintenanceFailureCause 243,1,1,2026-08-24T00:00:00.000
244,MFC000244,160,Keystone MaintenanceFailureCause 244,1,1,2026-08-24T00:00:00.000
245,MFC000245,12,Quartz MaintenanceFailureCause 245,1,1,2026-08-24T00:00:00.000
246,MFC000246,8,Delta MaintenanceFailureCause 246,1,1,2026-08-24T00:00:00.000
247,MFC000247,56,Willow MaintenanceFailureCause 247,1,1,2026-08-24T00:00:00.000
248,MFC000248,60,Pioneer MaintenanceFailureCause 248,1,1,2026-08-24T00:00:00.000
249,MFC000249,106,Forge MaintenanceFailureCause 249,1,1,2026-08-24T00:00:00.000
250,MFC000250,51,Zenith MaintenanceFailureCause 250,1,1,2026-08-24T00:00:00.000
251,MFC000251,89,Ion MaintenanceFailureCause 251,1,1,2026-08-24T00:00:00.000
252,MFC000252,150,Granite MaintenanceFailureCause 252,1,1,2026-08-24T00:00:00.000
253,MFC000253,55,Meridian MaintenanceFailureCause 253,1,1,2026-08-24T00:00:00.000
254,MFC000254,124,Atlas MaintenanceFailureCause 254,1,1,2026-08-24T00:00:00.000
255,MFC000255,43,Unity MaintenanceFailureCause 255,1,1,2026-08-24T00:00:00.000
256,MFC000256,118,Junction MaintenanceFailureCause 256,1,1,2026-08-24T00:00:00.000
257,MFC000257,43,Northstar MaintenanceFailureCause 257,1,1,2026-08-24T00:00:00.000
258,MFC000258,15,Forge MaintenanceFailureCause 258,1,1,2026-08-24T00:00:00.000
259,MFC000259,133,Ion MaintenanceFailureCause 259,1,1,2026-08-24T00:00:00.000
260,MFC000260,41,Harbor MaintenanceFailureCause 260,1,1,2026-08-24T00:00:00.000
261,MFC000261,109,Atlas MaintenanceFailureCause 261,1,1,2026-08-24T00:00:00.000
262,MFC000262,86,Unity MaintenanceFailureCause 262,1,1,2026-08-24T00:00:00.000
263,MFC000263,95,Zenith MaintenanceFailureCause 263,1,1,2026-08-24T00:00:00.000
264,MFC000264,94,Northstar MaintenanceFailureCause 264,1,1,2026-08-24T00:00:00.000
265,MFC000265,34,Keystone MaintenanceFailureCause 265,1,1,2026-08-24T00:00:00.000
266,MFC000266,18,Keystone MaintenanceFailureCause 266,1,1,2026-08-24T00:00:00.000
267,MFC000267,5,Riverton MaintenanceFailureCause 267,1,1,2026-08-24T00:00:00.000
268,MFC000268,84,Orion MaintenanceFailureCause 268,1,1,2026-08-24T00:00:00.000
269,MFC000269,94,Orion MaintenanceFailureCause 269,1,1,2026-08-24T00:00:00.000
270,MFC000270,125,Quartz MaintenanceFailureCause 270,1,1,2026-08-24T00:00:00.000
271,MFC000271,108,Granite MaintenanceFailureCause 271,1,1,2026-08-24T00:00:00.000
272,MFC000272,118,Willow MaintenanceFailureCause 272,1,1,2026-08-24T00:00:00.000
273,MFC000273,134,Northstar MaintenanceFailureCause 273,1,1,2026-08-24T00:00:00.000
274,MFC000274,100,Willow MaintenanceFailureCause 274,1,1,2026-08-24T00:00:00.000
275,MFC000275,28,Vertex MaintenanceFailureCause 275,1,1,2026-08-24T00:00:00.000
276,MFC000276,4,Unity MaintenanceFailureCause 276,1,1,2026-08-24T00:00:00.000
277,MFC000277,43,Ion MaintenanceFailureCause 277,1,1,2026-08-24T00:00:00.000
278,MFC000278,16,Junction MaintenanceFailureCause 278,1,1,2026-08-24T00:00:00.000
279,MFC000279,90,Liberty MaintenanceFailureCause 279,1,1,2026-08-24T00:00:00.000
280,MFC000280,102,Keystone MaintenanceFailureCause 280,1,1,2026-08-24T00:00:00.000
281,MFC000281,60,Forge MaintenanceFailureCause 281,1,1,2026-08-24T00:00:00.000
282,MFC000282,125,Riverton MaintenanceFailureCause 282,1,1,2026-08-24T00:00:00.000
283,MFC000283,51,Forge MaintenanceFailureCause 283,1,1,2026-08-24T00:00:00.000
284,MFC000284,96,Granite MaintenanceFailureCause 284,1,1,2026-08-24T00:00:00.000
285,MFC000285,3,Liberty MaintenanceFailureCause 285,1,1,2026-08-24T00:00:00.000
286,MFC000286,156,Ion MaintenanceFailureCause 286,1,1,2026-08-24T00:00:00.000
287,MFC000287,86,Zenith MaintenanceFailureCause 287,1,1,2026-08-24T00:00:00.000
288,MFC000288,62,Vertex MaintenanceFailureCause 288,1,1,2026-08-24T00:00:00.000
289,MFC000289,36,Liberty MaintenanceFailureCause 289,1,1,2026-08-24T00:00:00.000
290,MFC000290,84,Titan MaintenanceFailureCause 290,1,1,2026-08-24T00:00:00.000
291,MFC000291,50,Evergreen MaintenanceFailureCause 291,1,1,2026-08-24T00:00:00.000
292,MFC000292,59,Beacon MaintenanceFailureCause 292,1,1,2026-08-24T00:00:00.000
293,MFC000293,90,Willow MaintenanceFailureCause 293,1,1,2026-08-24T00:00:00.000
294,MFC000294,24,Harbor MaintenanceFailureCause 294,1,1,2026-08-24T00:00:00.000
295,MFC000295,153,Harbor MaintenanceFailureCause 295,1,1,2026-08-24T00:00:00.000
