SalesTerritoryKey,SalesTerritoryCode,SalesDistrictKey,SalesTerritoryName,SourceSystemKey,BatchId,LoadedAtUtc
94,ST000094,8,Willow SalesTerritory 94,1,1,2026-08-24T00:00:00.000
95,ST000095,2,Vertex SalesTerritory 95,1,1,2026-08-24T00:00:00.000
96,ST000096,75,Unity SalesTerritory 96,1,1,2026-08-24T00:00:00.000
97,ST000097,12,Cedar SalesTerritory 97,1,1,2026-08-24T00:00:00.000
98,ST000098,46,Evergreen SalesTerritory 98,1,1,2026-08-24T00:00:00.000
99,ST000099,36,Granite SalesTerritory 99,1,1,2026-08-24T00:00:00.000
100,ST000100,23,Evergreen SalesTerritory 100,1,1,2026-08-24T00:00:00.000
101,ST000101,11,Delta SalesTerritory 101,1,1,2026-08-24T00:00:00.000
102,ST000102,57,Vertex SalesTerritory 102,1,1,2026-08-24T00:00:00.000
103,ST000103,77,Beacon SalesTerritory 103,1,1,2026-08-24T00:00:00.000
104,ST000104,18,Delta SalesTerritory 104,1,1,2026-08-24T00:00:00.000
105,ST000105,73,Keystone SalesTerritory 105,1,1,2026-08-24T00:00:00.000
106,ST000106,34,Quartz SalesTerritory 106,1,1,2026-08-24T00:00:00.000
107,ST000107,49,Summit SalesTerritory 107,1,1,2026-08-24T00:00:00.000
108,ST000108,41,Cedar SalesTerritory 108,1,1,2026-08-24T00:00:00.000
109,ST000109,19,Beacon SalesTerritory 109,1,1,2026-08-24T00:00:00.000
110,ST000110,47,Titan SalesTerritory 110,1,1,2026-08-24T00:00:00.000
111,ST000111,72,Zenith SalesTerritory 111,1,1,2026-08-24T00:00:00.000
112,ST000112,33,Orion SalesTerritory 112,1,1,2026-08-24T00:00:00.000
113,ST000113,58,Atlas SalesTerritory 113,1,1,2026-08-24T00:00:00.000
114,ST000114,17,Summit SalesTerritory 114,1,1,2026-08-24T00:00:00.000
115,ST000115,76,Summit SalesTerritory 115,1,1,2026-08-24T00:00:00.000
116,ST000116,23,Northstar SalesTerritory 116,1,1,2026-08-24T00:00:00.000
117,ST000117,23,Granite SalesTerritory 117,1,1,2026-08-24T00:00:00.000
118,ST000118,22,Orion SalesTerritory 118,1,1,2026-08-24T00:00:00.000
119,ST000119,31,Willow SalesTerritory 119,1,1,2026-08-24T00:00:00.000
120,ST000120,24,Delta SalesTerritory 120,1,1,2026-08-24T00:00:00.000
121,ST000121,37,Summit SalesTerritory 121,1,1,2026-08-24T00:00:00.000
122,ST000122,51,Willow SalesTerritory 122,1,1,2026-08-24T00:00:00.000
123,ST000123,63,Junction SalesTerritory 123,1,1,2026-08-24T00:00:00.000
124,ST000124,48,Vertex SalesTerritory 124,1,1,2026-08-24T00:00:00.000
125,ST000125,34,Junction SalesTerritory 125,1,1,2026-08-24T00:00:00.000
126,ST000126,36,Evergreen SalesTerritory 126,1,1,2026-08-24T00:00:00.000
127,ST000127,28,Atlas SalesTerritory 127,1,1,2026-08-24T00:00:00.000
128,ST000128,52,Zenith SalesTerritory 128,1,1,2026-08-24T00:00:00.000
129,ST000129,78,Delta SalesTerritory 129,1,1,2026-08-24T00:00:00.000
130,ST000130,5,Titan SalesTerritory 130,1,1,2026-08-24T00:00:00.000
131,ST000131,37,Cedar SalesTerritory 131,1,1,2026-08-24T00:00:00.000
132,ST000132,76,Ion SalesTerritory 132,1,1,2026-08-24T00:00:00.000
133,ST000133,53,Forge SalesTerritory 133,1,1,2026-08-24T00:00:00.000
134,ST000134,52,Granite SalesTerritory 134,1,1,2026-08-24T00:00:00.000
135,ST000135,35,Granite SalesTerritory 135,1,1,2026-08-24T00:00:00.000
136,ST000136,51,Pioneer SalesTerritory 136,1,1,2026-08-24T00:00:00.000
137,ST000137,26,Riverton SalesTerritory 137,1,1,2026-08-24T00:00:00.000
138,ST000138,58,Atlas SalesTerritory 138,1,1,2026-08-24T00:00:00.000
139,ST000139,30,Riverton SalesTerritory 139,1,1,2026-08-24T00:00:00.000
140,ST000140,32,Granite SalesTerritory 140,1,1,2026-08-24T00:00:00.000
141,ST000141,77,Riverton SalesTerritory 141,1,1,2026-08-24T00:00:00.000
142,ST000142,33,Willow SalesTerritory 142,1,1,2026-08-24T00:00:00.000
143,ST000143,58,Evergreen SalesTerritory 143,1,1,2026-08-24T00:00:00.000
144,ST000144,50,Evergreen SalesTerritory 144,1,1,2026-08-24T00:00:00.000
145,ST000145,12,Orion SalesTerritory 145,1,1,2026-08-24T00:00:00.000
146,ST000146,32,Willow SalesTerritory 146,1,1,2026-08-24T00:00:00.000
147,ST000147,59,Delta SalesTerritory 147,1,1,2026-08-24T00:00:00.000
148,ST000148,28,Granite SalesTerritory 148,1,1,2026-08-24T00:00:00.000
149,ST000149,41,Atlas SalesTerritory 149,1,1,2026-08-24T00:00:00.000
150,ST000150,40,Orion SalesTerritory 150,1,1,2026-08-24T00:00:00.000
151,ST000151,29,Forge SalesTerritory 151,1,1,2026-08-24T00:00:00.000
152,ST000152,23,Junction SalesTerritory 152,1,1,2026-08-24T00:00:00.000
153,ST000153,34,Riverton SalesTerritory 153,1,1,2026-08-24T00:00:00.000
154,ST000154,76,Vertex SalesTerritory 154,1,1,2026-08-24T00:00:00.000
155,ST000155,56,Liberty SalesTerritory 155,1,1,2026-08-24T00:00:00.000
156,ST000156,29,Keystone SalesTerritory 156,1,1,2026-08-24T00:00:00.000
157,ST000157,25,Pioneer SalesTerritory 157,1,1,2026-08-24T00:00:00.000
158,ST000158,26,Unity SalesTerritory 158,1,1,2026-08-24T00:00:00.000
159,ST000159,56,Vertex SalesTerritory 159,1,1,2026-08-24T00:00:00.000
160,ST000160,38,Vertex SalesTerritory 160,1,1,2026-08-24T00:00:00.000
161,ST000161,34,Pioneer SalesTerritory 161,1,1,2026-08-24T00:00:00.000
162,ST000162,3,Keystone SalesTerritory 162,1,1,2026-08-24T00:00:00.000
163,ST000163,14,Beacon SalesTerritory 163,1,1,2026-08-24T00:00:00.000
164,ST000164,23,Keystone SalesTerritory 164,1,1,2026-08-24T00:00:00.000
165,ST000165,10,Beacon SalesTerritory 165,1,1,2026-08-24T00:00:00.000
166,ST000166,14,Zenith SalesTerritory 166,1,1,2026-08-24T00:00:00.000
167,ST000167,18,Atlas SalesTerritory 167,1,1,2026-08-24T00:00:00.000
168,ST000168,39,Titan SalesTerritory 168,1,1,2026-08-24T00:00:00.000
169,ST000169,1,Titan SalesTerritory 169,1,1,2026-08-24T00:00:00.000
170,ST000170,7,Titan SalesTerritory 170,1,1,2026-08-24T00:00:00.000
171,ST000171,19,Cedar SalesTerritory 171,1,1,2026-08-24T00:00:00.000
172,ST000172,77,Unity SalesTerritory 172,1,1,2026-08-24T00:00:00.000
173,ST000173,44,Quartz SalesTerritory 173,1,1,2026-08-24T00:00:00.000
174,ST000174,1,Ion SalesTerritory 174,1,1,2026-08-24T00:00:00.000
175,ST000175,7,Ion SalesTerritory 175,1,1,2026-08-24T00:00:00.000
176,ST000176,9,Liberty SalesTerritory 176,1,1,2026-08-24T00:00:00.000
177,ST000177,78,Junction SalesTerritory 177,1,1,2026-08-24T00:00:00.000
178,ST000178,18,Atlas SalesTerritory 178,1,1,2026-08-24T00:00:00.000
179,ST000179,15,Beacon SalesTerritory 179,1,1,2026-08-24T00:00:00.000
180,ST000180,52,Quartz SalesTerritory 180,1,1,2026-08-24T00:00:00.000
181,ST000181,63,Beacon SalesTerritory 181,1,1,2026-08-24T00:00:00.000
182,ST000182,42,Atlas SalesTerritory 182,1,1,2026-08-24T00:00:00.000
183,ST000183,35,Harbor SalesTerritory 183,1,1,2026-08-24T00:00:00.000
184,ST000184,11,Keystone SalesTerritory 184,1,1,2026-08-24T00:00:00.000
185,ST000185,13,Summit SalesTerritory 185,1,1,2026-08-24T00:00:00.000
186,ST000186,7,Willow SalesTerritory 186,1,1,2026-08-24T00:00:00.000
187,ST000187,12,Granite SalesTerritory 187,1,1,2026-08-24T00:00:00.000
188,ST000188,55,Ion SalesTerritory 188,1,1,2026-08-24T00:00:00.000
189,ST000189,18,Meridian SalesTerritory 189,1,1,2026-08-24T00:00:00.000
190,ST000190,37,Harbor SalesTerritory 190,1,1,2026-08-24T00:00:00.000
191,ST000191,41,Keystone SalesTerritory 191,1,1,2026-08-24T00:00:00.000
192,ST000192,12,Meridian SalesTerritory 192,1,1,2026-08-24T00:00:00.000
193,ST000193,48,Summit SalesTerritory 193,1,1,2026-08-24T00:00:00.000
194,ST000194,29,Evergreen SalesTerritory 194,1,1,2026-08-24T00:00:00.000
195,ST000195,29,Delta SalesTerritory 195,1,1,2026-08-24T00:00:00.000
196,ST000196,39,Vertex SalesTerritory 196,1,1,2026-08-24T00:00:00.000
197,ST000197,60,Zenith SalesTerritory 197,1,1,2026-08-24T00:00:00.000
198,ST000198,4,Harbor SalesTerritory 198,1,1,2026-08-24T00:00:00.000
199,ST000199,73,Forge SalesTerritory 199,1,1,2026-08-24T00:00:00.000
200,ST000200,63,Beacon SalesTerritory 200,1,1,2026-08-24T00:00:00.000
201,ST000201,79,Northstar SalesTerritory 201,1,1,2026-08-24T00:00:00.000
202,ST000202,4,Pioneer SalesTerritory 202,1,1,2026-08-24T00:00:00.000
203,ST000203,10,Riverton SalesTerritory 203,1,1,2026-08-24T00:00:00.000
204,ST000204,30,Riverton SalesTerritory 204,1,1,2026-08-24T00:00:00.000
205,ST000205,4,Evergreen SalesTerritory 205,1,1,2026-08-24T00:00:00.000
206,ST000206,19,Forge SalesTerritory 206,1,1,2026-08-24T00:00:00.000
207,ST000207,22,Zenith SalesTerritory 207,1,1,2026-08-24T00:00:00.000
208,ST000208,80,Granite SalesTerritory 208,1,1,2026-08-24T00:00:00.000
209,ST000209,56,Liberty SalesTerritory 209,1,1,2026-08-24T00:00:00.000
210,ST000210,8,Forge SalesTerritory 210,1,1,2026-08-24T00:00:00.000
211,ST000211,12,Meridian SalesTerritory 211,1,1,2026-08-24T00:00:00.000
212,ST000212,6,Granite SalesTerritory 212,1,1,2026-08-24T00:00:00.000
213,ST000213,1,Titan SalesTerritory 213,1,1,2026-08-24T00:00:00.000
214,ST000214,49,Riverton SalesTerritory 214,1,1,2026-08-24T00:00:00.000
215,ST000215,66,Pioneer SalesTerritory 215,1,1,2026-08-24T00:00:00.000
216,ST000216,28,Northstar SalesTerritory 216,1,1,2026-08-24T00:00:00.000
217,ST000217,79,Ion SalesTerritory 217,1,1,2026-08-24T00:00:00.000
218,ST000218,72,Atlas SalesTerritory 218,1,1,2026-08-24T00:00:00.000
219,ST000219,60,Northstar SalesTerritory 219,1,1,2026-08-24T00:00:00.000
220,ST000220,8,Northstar SalesTerritory 220,1,1,2026-08-24T00:00:00.000
221,ST000221,73,Titan SalesTerritory 221,1,1,2026-08-24T00:00:00.000
222,ST000222,25,Northstar SalesTerritory 222,1,1,2026-08-24T00:00:00.000
223,ST000223,79,Harbor SalesTerritory 223,1,1,2026-08-24T00:00:00.000
224,ST000224,78,Harbor SalesTerritory 224,1,1,2026-08-24T00:00:00.000
225,ST000225,60,Evergreen SalesTerritory 225,1,1,2026-08-24T00:00:00.000
226,ST000226,22,Beacon SalesTerritory 226,1,1,2026-08-24T00:00:00.000
227,ST000227,67,Keystone SalesTerritory 227,1,1,2026-08-24T00:00:00.000
228,ST000228,38,Zenith SalesTerritory 228,1,1,2026-08-24T00:00:00.000
229,ST000229,7,Titan SalesTerritory 229,1,1,2026-08-24T00:00:00.000
230,ST000230,38,Delta SalesTerritory 230,1,1,2026-08-24T00:00:00.000
231,ST000231,67,Northstar SalesTerritory 231,1,1,2026-08-24T00:00:00.000
232,ST000232,46,Northstar SalesTerritory 232,1,1,2026-08-24T00:00:00.000
233,ST000233,39,Harbor SalesTerritory 233,1,1,2026-08-24T00:00:00.000
234,ST000234,19,Summit SalesTerritory 234,1,1,2026-08-24T00:00:00.000
235,ST000235,50,Summit SalesTerritory 235,1,1,2026-08-24T00:00:00.000
236,ST000236,23,Meridian SalesTerritory 236,1,1,2026-08-24T00:00:00.000
237,ST000237,36,Willow SalesTerritory 237,1,1,2026-08-24T00:00:00.000
238,ST000238,60,Evergreen SalesTerritory 238,1,1,2026-08-24T00:00:00.000
239,ST000239,79,Riverton SalesTerritory 239,1,1,2026-08-24T00:00:00.000
240,ST000240,24,Ion SalesTerritory 240,1,1,2026-08-24T00:00:00.000
241,ST000241,42,Harbor SalesTerritory 241,1,1,2026-08-24T00:00:00.000
242,ST000242,74,Liberty SalesTerritory 242,1,1,2026-08-24T00:00:00.000
243,ST000243,66,Northstar SalesTerritory 243,1,1,2026-08-24T00:00:00.000
244,ST000244,15,Riverton SalesTerritory 244,1,1,2026-08-24T00:00:00.000
245,ST000245,31,Liberty SalesTerritory 245,1,1,2026-08-24T00:00:00.000
246,ST000246,75,Evergreen SalesTerritory 246,1,1,2026-08-24T00:00:00.000
247,ST000247,8,Meridian SalesTerritory 247,1,1,2026-08-24T00:00:00.000
248,ST000248,22,Zenith SalesTerritory 248,1,1,2026-08-24T00:00:00.000
249,ST000249,37,Atlas SalesTerritory 249,1,1,2026-08-24T00:00:00.000
250,ST000250,20,Orion SalesTerritory 250,1,1,2026-08-24T00:00:00.000
251,ST000251,17,Orion SalesTerritory 251,1,1,2026-08-24T00:00:00.000
252,ST000252,1,Forge SalesTerritory 252,1,1,2026-08-24T00:00:00.000
253,ST000253,25,Harbor SalesTerritory 253,1,1,2026-08-24T00:00:00.000
254,ST000254,21,Quartz SalesTerritory 254,1,1,2026-08-24T00:00:00.000
255,ST000255,68,Quartz SalesTerritory 255,1,1,2026-08-24T00:00:00.000
256,ST000256,64,Vertex SalesTerritory 256,1,1,2026-08-24T00:00:00.000
257,ST000257,80,Beacon SalesTerritory 257,1,1,2026-08-24T00:00:00.000
258,ST000258,61,Evergreen SalesTerritory 258,1,1,2026-08-24T00:00:00.000
259,ST000259,36,Unity SalesTerritory 259,1,1,2026-08-24T00:00:00.000
260,ST000260,22,Vertex SalesTerritory 260,1,1,2026-08-24T00:00:00.000
261,ST000261,12,Harbor SalesTerritory 261,1,1,2026-08-24T00:00:00.000
262,ST000262,53,Harbor SalesTerritory 262,1,1,2026-08-24T00:00:00.000
263,ST000263,54,Quartz SalesTerritory 263,1,1,2026-08-24T00:00:00.000
264,ST000264,68,Evergreen SalesTerritory 264,1,1,2026-08-24T00:00:00.000
265,ST000265,25,Quartz SalesTerritory 265,1,1,2026-08-24T00:00:00.000
266,ST000266,38,Granite SalesTerritory 266,1,1,2026-08-24T00:00:00.000
267,ST000267,50,Quartz SalesTerritory 267,1,1,2026-08-24T00:00:00.000
268,ST000268,54,Pioneer SalesTerritory 268,1,1,2026-08-24T00:00:00.000
269,ST000269,74,Quartz SalesTerritory 269,1,1,2026-08-24T00:00:00.000
270,ST000270,18,Summit SalesTerritory 270,1,1,2026-08-24T00:00:00.000
271,ST000271,46,Zenith SalesTerritory 271,1,1,2026-08-24T00:00:00.000
272,ST000272,50,Liberty SalesTerritory 272,1,1,2026-08-24T00:00:00.000
273,ST000273,47,Delta SalesTerritory 273,1,1,2026-08-24T00:00:00.000
274,ST000274,76,Quartz SalesTerritory 274,1,1,2026-08-24T00:00:00.000
275,ST000275,16,Orion SalesTerritory 275,1,1,2026-08-24T00:00:00.000
276,ST000276,74,Ion SalesTerritory 276,1,1,2026-08-24T00:00:00.000
277,ST000277,13,Vertex SalesTerritory 277,1,1,2026-08-24T00:00:00.000
278,ST000278,25,Granite SalesTerritory 278,1,1,2026-08-24T00:00:00.000
279,ST000279,51,Vertex SalesTerritory 279,1,1,2026-08-24T00:00:00.000
280,ST000280,71,Unity SalesTerritory 280,1,1,2026-08-24T00:00:00.000
281,ST000281,49,Harbor SalesTerritory 281,1,1,2026-08-24T00:00:00.000
282,ST000282,52,Liberty SalesTerritory 282,1,1,2026-08-24T00:00:00.000
283,ST000283,19,Junction SalesTerritory 283,1,1,2026-08-24T00:00:00.000
284,ST000284,65,Atlas SalesTerritory 284,1,1,2026-08-24T00:00:00.000
285,ST000285,7,Cedar SalesTerritory 285,1,1,2026-08-24T00:00:00.000
286,ST000286,74,Vertex SalesTerritory 286,1,1,2026-08-24T00:00:00.000
287,ST000287,30,Meridian SalesTerritory 287,1,1,2026-08-24T00:00:00.000
288,ST000288,15,Evergreen SalesTerritory 288,1,1,2026-08-24T00:00:00.000
289,ST000289,14,Zenith SalesTerritory 289,1,1,2026-08-24T00:00:00.000
290,ST000290,17,Granite SalesTerritory 290,1,1,2026-08-24T00:00:00.000
291,ST000291,63,Summit SalesTerritory 291,1,1,2026-08-24T00:00:00.000
292,ST000292,55,Forge SalesTerritory 292,1,1,2026-08-24T00:00:00.000
293,ST000293,3,Junction SalesTerritory 293,1,1,2026-08-24T00:00:00.000
294,ST000294,77,Delta SalesTerritory 294,1,1,2026-08-24T00:00:00.000
295,ST000295,5,Zenith SalesTerritory 295,1,1,2026-08-24T00:00:00.000
296,ST000296,67,Northstar SalesTerritory 296,1,1,2026-08-24T00:00:00.000
297,ST000297,37,Cedar SalesTerritory 297,1,1,2026-08-24T00:00:00.000
298,ST000298,42,Harbor SalesTerritory 298,1,1,2026-08-24T00:00:00.000
299,ST000299,72,Atlas SalesTerritory 299,1,1,2026-08-24T00:00:00.000
300,ST000300,13,Orion SalesTerritory 300,1,1,2026-08-24T00:00:00.000
301,ST000301,42,Junction SalesTerritory 301,1,1,2026-08-24T00:00:00.000
302,ST000302,8,Orion SalesTerritory 302,1,1,2026-08-24T00:00:00.000
303,ST000303,11,Granite SalesTerritory 303,1,1,2026-08-24T00:00:00.000
304,ST000304,71,Liberty SalesTerritory 304,1,1,2026-08-24T00:00:00.000
305,ST000305,43,Junction SalesTerritory 305,1,1,2026-08-24T00:00:00.000
306,ST000306,47,Junction SalesTerritory 306,1,1,2026-08-24T00:00:00.000
307,ST000307,22,Atlas SalesTerritory 307,1,1,2026-08-24T00:00:00.000
308,ST000308,19,Riverton SalesTerritory 308,1,1,2026-08-24T00:00:00.000
309,ST000309,45,Forge SalesTerritory 309,1,1,2026-08-24T00:00:00.000
310,ST000310,31,Orion SalesTerritory 310,1,1,2026-08-24T00:00:00.000
311,ST000311,62,Riverton SalesTerritory 311,1,1,2026-08-24T00:00:00.000
312,ST000312,31,Zenith SalesTerritory 312,1,1,2026-08-24T00:00:00.000
313,ST000313,45,Vertex SalesTerritory 313,1,1,2026-08-24T00:00:00.000
314,ST000314,13,Quartz SalesTerritory 314,1,1,2026-08-24T00:00:00.000
315,ST000315,43,Unity SalesTerritory 315,1,1,2026-08-24T00:00:00.000
316,ST000316,55,Quartz SalesTerritory 316,1,1,2026-08-24T00:00:00.000
317,ST000317,41,Pioneer SalesTerritory 317,1,1,2026-08-24T00:00:00.000
318,ST000318,50,Summit SalesTerritory 318,1,1,2026-08-24T00:00:00.000
319,ST000319,22,Riverton SalesTerritory 319,1,1,2026-08-24T00:00:00.000
320,ST000320,7,Vertex SalesTerritory 320,1,1,2026-08-24T00:00:00.000
321,ST000321,11,Delta SalesTerritory 321,1,1,2026-08-24T00:00:00.000
322,ST000322,2,Titan SalesTerritory 322,1,1,2026-08-24T00:00:00.000
323,ST000323,22,Northstar SalesTerritory 323,1,1,2026-08-24T00:00:00.000
324,ST000324,80,Meridian SalesTerritory 324,1,1,2026-08-24T00:00:00.000
325,ST000325,63,Northstar SalesTerritory 325,1,1,2026-08-24T00:00:00.000
326,ST000326,29,Harbor SalesTerritory 326,1,1,2026-08-24T00:00:00.000
327,ST000327,16,Quartz SalesTerritory 327,1,1,2026-08-24T00:00:00.000
328,ST000328,79,Northstar SalesTerritory 328,1,1,2026-08-24T00:00:00.000
329,ST000329,26,Pioneer SalesTerritory 329,1,1,2026-08-24T00:00:00.000
330,ST000330,19,Quartz SalesTerritory 330,1,1,2026-08-24T00:00:00.000
331,ST000331,41,Pioneer SalesTerritory 331,1,1,2026-08-24T00:00:00.000
