ProductionCrewRoleKey,ProductionCrewRoleCode,ProductionCrewTypeKey,ProductionCrewRoleName,SourceSystemKey,BatchId,LoadedAtUtc
54,PCR000054,135,Orion ProductionCrewRole 54,1,1,2026-08-24T00:00:00.000
55,PCR000055,97,Ion ProductionCrewRole 55,1,1,2026-08-24T00:00:00.000
56,PCR000056,108,Titan ProductionCrewRole 56,1,1,2026-08-24T00:00:00.000
57,PCR000057,21,Quartz ProductionCrewRole 57,1,1,2026-08-24T00:00:00.000
58,PCR000058,115,Liberty ProductionCrewRole 58,1,1,2026-08-24T00:00:00.000
59,PCR000059,52,Willow ProductionCrewRole 59,1,1,2026-08-24T00:00:00.000
60,PCR000060,92,Forge ProductionCrewRole 60,1,1,2026-08-24T00:00:00.000
61,PCR000061,19,Liberty ProductionCrewRole 61,1,1,2026-08-24T00:00:00.000
62,PCR000062,137,Summit ProductionCrewRole 62,1,1,2026-08-24T00:00:00.000
63,PCR000063,29,Orion ProductionCrewRole 63,1,1,2026-08-24T00:00:00.000
64,PCR000064,51,Orion ProductionCrewRole 64,1,1,2026-08-24T00:00:00.000
65,PCR000065,103,Liberty ProductionCrewRole 65,1,1,2026-08-24T00:00:00.000
66,PCR000066,40,Forge ProductionCrewRole 66,1,1,2026-08-24T00:00:00.000
67,PCR000067,8,Junction ProductionCrewRole 67,1,1,2026-08-24T00:00:00.000
68,PCR000068,112,Ion ProductionCrewRole 68,1,1,2026-08-24T00:00:00.000
69,PCR000069,63,Delta ProductionCrewRole 69,1,1,2026-08-24T00:00:00.000
70,PCR000070,47,Evergreen ProductionCrewRole 70,1,1,2026-08-24T00:00:00.000
71,PCR000071,32,Riverton ProductionCrewRole 71,1,1,2026-08-24T00:00:00.000
72,PCR000072,20,Harbor ProductionCrewRole 72,1,1,2026-08-24T00:00:00.000
73,PCR000073,38,Keystone ProductionCrewRole 73,1,1,2026-08-24T00:00:00.000
74,PCR000074,67,Quartz ProductionCrewRole 74,1,1,2026-08-24T00:00:00.000
75,PCR000075,44,Cedar ProductionCrewRole 75,1,1,2026-08-24T00:00:00.000
76,PCR000076,5,Evergreen ProductionCrewRole 76,1,1,2026-08-24T00:00:00.000
77,PCR000077,39,Junction ProductionCrewRole 77,1,1,2026-08-24T00:00:00.000
78,PCR000078,121,Riverton ProductionCrewRole 78,1,1,2026-08-24T00:00:00.000
79,PCR000079,99,Northstar ProductionCrewRole 79,1,1,2026-08-24T00:00:00.000
80,PCR000080,128,Riverton ProductionCrewRole 80,1,1,2026-08-24T00:00:00.000
81,PCR000081,60,Willow ProductionCrewRole 81,1,1,2026-08-24T00:00:00.000
82,PCR000082,59,Forge ProductionCrewRole 82,1,1,2026-08-24T00:00:00.000
83,PCR000083,82,Keystone ProductionCrewRole 83,1,1,2026-08-24T00:00:00.000
84,PCR000084,53,Titan ProductionCrewRole 84,1,1,2026-08-24T00:00:00.000
85,PCR000085,69,Granite ProductionCrewRole 85,1,1,2026-08-24T00:00:00.000
86,PCR000086,25,Junction ProductionCrewRole 86,1,1,2026-08-24T00:00:00.000
87,PCR000087,110,Unity ProductionCrewRole 87,1,1,2026-08-24T00:00:00.000
88,PCR000088,35,Summit ProductionCrewRole 88,1,1,2026-08-24T00:00:00.000
89,PCR000089,37,Riverton ProductionCrewRole 89,1,1,2026-08-24T00:00:00.000
90,PCR000090,111,Harbor ProductionCrewRole 90,1,1,2026-08-24T00:00:00.000
91,PCR000091,19,Pioneer ProductionCrewRole 91,1,1,2026-08-24T00:00:00.000
92,PCR000092,77,Unity ProductionCrewRole 92,1,1,2026-08-24T00:00:00.000
93,PCR000093,11,Beacon ProductionCrewRole 93,1,1,2026-08-24T00:00:00.000
94,PCR000094,94,Cedar ProductionCrewRole 94,1,1,2026-08-24T00:00:00.000
95,PCR000095,24,Granite ProductionCrewRole 95,1,1,2026-08-24T00:00:00.000
96,PCR000096,87,Beacon ProductionCrewRole 96,1,1,2026-08-24T00:00:00.000
97,PCR000097,8,Orion ProductionCrewRole 97,1,1,2026-08-24T00:00:00.000
98,PCR000098,132,Delta ProductionCrewRole 98,1,1,2026-08-24T00:00:00.000
99,PCR000099,49,Liberty ProductionCrewRole 99,1,1,2026-08-24T00:00:00.000
100,PCR000100,121,Orion ProductionCrewRole 100,1,1,2026-08-24T00:00:00.000
101,PCR000101,57,Meridian ProductionCrewRole 101,1,1,2026-08-24T00:00:00.000
102,PCR000102,55,Vertex ProductionCrewRole 102,1,1,2026-08-24T00:00:00.000
103,PCR000103,122,Meridian ProductionCrewRole 103,1,1,2026-08-24T00:00:00.000
104,PCR000104,86,Junction ProductionCrewRole 104,1,1,2026-08-24T00:00:00.000
105,PCR000105,121,Zenith ProductionCrewRole 105,1,1,2026-08-24T00:00:00.000
106,PCR000106,62,Summit ProductionCrewRole 106,1,1,2026-08-24T00:00:00.000
107,PCR000107,87,Vertex ProductionCrewRole 107,1,1,2026-08-24T00:00:00.000
108,PCR000108,49,Cedar ProductionCrewRole 108,1,1,2026-08-24T00:00:00.000
109,PCR000109,110,Summit ProductionCrewRole 109,1,1,2026-08-24T00:00:00.000
110,PCR000110,29,Atlas ProductionCrewRole 110,1,1,2026-08-24T00:00:00.000
111,PCR000111,30,Harbor ProductionCrewRole 111,1,1,2026-08-24T00:00:00.000
112,PCR000112,78,Summit ProductionCrewRole 112,1,1,2026-08-24T00:00:00.000
113,PCR000113,58,Willow ProductionCrewRole 113,1,1,2026-08-24T00:00:00.000
114,PCR000114,128,Willow ProductionCrewRole 114,1,1,2026-08-24T00:00:00.000
115,PCR000115,121,Pioneer ProductionCrewRole 115,1,1,2026-08-24T00:00:00.000
116,PCR000116,109,Titan ProductionCrewRole 116,1,1,2026-08-24T00:00:00.000
117,PCR000117,37,Junction ProductionCrewRole 117,1,1,2026-08-24T00:00:00.000
118,PCR000118,136,Zenith ProductionCrewRole 118,1,1,2026-08-24T00:00:00.000
119,PCR000119,24,Pioneer ProductionCrewRole 119,1,1,2026-08-24T00:00:00.000
120,PCR000120,124,Delta ProductionCrewRole 120,1,1,2026-08-24T00:00:00.000
121,PCR000121,77,Quartz ProductionCrewRole 121,1,1,2026-08-24T00:00:00.000
122,PCR000122,16,Atlas ProductionCrewRole 122,1,1,2026-08-24T00:00:00.000
123,PCR000123,73,Granite ProductionCrewRole 123,1,1,2026-08-24T00:00:00.000
124,PCR000124,112,Quartz ProductionCrewRole 124,1,1,2026-08-24T00:00:00.000
125,PCR000125,46,Harbor ProductionCrewRole 125,1,1,2026-08-24T00:00:00.000
126,PCR000126,37,Riverton ProductionCrewRole 126,1,1,2026-08-24T00:00:00.000
127,PCR000127,61,Riverton ProductionCrewRole 127,1,1,2026-08-24T00:00:00.000
128,PCR000128,98,Quartz ProductionCrewRole 128,1,1,2026-08-24T00:00:00.000
129,PCR000129,89,Liberty ProductionCrewRole 129,1,1,2026-08-24T00:00:00.000
130,PCR000130,93,Meridian ProductionCrewRole 130,1,1,2026-08-24T00:00:00.000
131,PCR000131,31,Keystone ProductionCrewRole 131,1,1,2026-08-24T00:00:00.000
132,PCR000132,21,Summit ProductionCrewRole 132,1,1,2026-08-24T00:00:00.000
133,PCR000133,76,Summit ProductionCrewRole 133,1,1,2026-08-24T00:00:00.000
134,PCR000134,75,Riverton ProductionCrewRole 134,1,1,2026-08-24T00:00:00.000
135,PCR000135,4,Orion ProductionCrewRole 135,1,1,2026-08-24T00:00:00.000
136,PCR000136,130,Orion ProductionCrewRole 136,1,1,2026-08-24T00:00:00.000
137,PCR000137,114,Cedar ProductionCrewRole 137,1,1,2026-08-24T00:00:00.000
138,PCR000138,49,Titan ProductionCrewRole 138,1,1,2026-08-24T00:00:00.000
139,PCR000139,104,Pioneer ProductionCrewRole 139,1,1,2026-08-24T00:00:00.000
140,PCR000140,54,Evergreen ProductionCrewRole 140,1,1,2026-08-24T00:00:00.000
141,PCR000141,73,Delta ProductionCrewRole 141,1,1,2026-08-24T00:00:00.000
142,PCR000142,52,Atlas ProductionCrewRole 142,1,1,2026-08-24T00:00:00.000
143,PCR000143,18,Quartz ProductionCrewRole 143,1,1,2026-08-24T00:00:00.000
144,PCR000144,78,Harbor ProductionCrewRole 144,1,1,2026-08-24T00:00:00.000
145,PCR000145,110,Harbor ProductionCrewRole 145,1,1,2026-08-24T00:00:00.000
146,PCR000146,36,Ion ProductionCrewRole 146,1,1,2026-08-24T00:00:00.000
147,PCR000147,44,Atlas ProductionCrewRole 147,1,1,2026-08-24T00:00:00.000
148,PCR000148,13,Keystone ProductionCrewRole 148,1,1,2026-08-24T00:00:00.000
149,PCR000149,117,Zenith ProductionCrewRole 149,1,1,2026-08-24T00:00:00.000
150,PCR000150,5,Summit ProductionCrewRole 150,1,1,2026-08-24T00:00:00.000
151,PCR000151,78,Unity ProductionCrewRole 151,1,1,2026-08-24T00:00:00.000
152,PCR000152,20,Summit ProductionCrewRole 152,1,1,2026-08-24T00:00:00.000
153,PCR000153,137,Harbor ProductionCrewRole 153,1,1,2026-08-24T00:00:00.000
154,PCR000154,130,Granite ProductionCrewRole 154,1,1,2026-08-24T00:00:00.000
155,PCR000155,7,Granite ProductionCrewRole 155,1,1,2026-08-24T00:00:00.000
156,PCR000156,1,Meridian ProductionCrewRole 156,1,1,2026-08-24T00:00:00.000
157,PCR000157,38,Vertex ProductionCrewRole 157,1,1,2026-08-24T00:00:00.000
158,PCR000158,48,Quartz ProductionCrewRole 158,1,1,2026-08-24T00:00:00.000
159,PCR000159,65,Cedar ProductionCrewRole 159,1,1,2026-08-24T00:00:00.000
160,PCR000160,106,Harbor ProductionCrewRole 160,1,1,2026-08-24T00:00:00.000
161,PCR000161,109,Harbor ProductionCrewRole 161,1,1,2026-08-24T00:00:00.000
162,PCR000162,60,Evergreen ProductionCrewRole 162,1,1,2026-08-24T00:00:00.000
163,PCR000163,50,Keystone ProductionCrewRole 163,1,1,2026-08-24T00:00:00.000
164,PCR000164,133,Orion ProductionCrewRole 164,1,1,2026-08-24T00:00:00.000
165,PCR000165,18,Vertex ProductionCrewRole 165,1,1,2026-08-24T00:00:00.000
166,PCR000166,39,Keystone ProductionCrewRole 166,1,1,2026-08-24T00:00:00.000
167,PCR000167,134,Meridian ProductionCrewRole 167,1,1,2026-08-24T00:00:00.000
168,PCR000168,106,Delta ProductionCrewRole 168,1,1,2026-08-24T00:00:00.000
169,PCR000169,113,Keystone ProductionCrewRole 169,1,1,2026-08-24T00:00:00.000
170,PCR000170,110,Northstar ProductionCrewRole 170,1,1,2026-08-24T00:00:00.000
171,PCR000171,92,Atlas ProductionCrewRole 171,1,1,2026-08-24T00:00:00.000
172,PCR000172,37,Evergreen ProductionCrewRole 172,1,1,2026-08-24T00:00:00.000
173,PCR000173,97,Evergreen ProductionCrewRole 173,1,1,2026-08-24T00:00:00.000
174,PCR000174,92,Harbor ProductionCrewRole 174,1,1,2026-08-24T00:00:00.000
175,PCR000175,73,Meridian ProductionCrewRole 175,1,1,2026-08-24T00:00:00.000
176,PCR000176,15,Meridian ProductionCrewRole 176,1,1,2026-08-24T00:00:00.000
177,PCR000177,34,Vertex ProductionCrewRole 177,1,1,2026-08-24T00:00:00.000
178,PCR000178,110,Delta ProductionCrewRole 178,1,1,2026-08-24T00:00:00.000
179,PCR000179,3,Junction ProductionCrewRole 179,1,1,2026-08-24T00:00:00.000
180,PCR000180,22,Riverton ProductionCrewRole 180,1,1,2026-08-24T00:00:00.000
181,PCR000181,6,Delta ProductionCrewRole 181,1,1,2026-08-24T00:00:00.000
182,PCR000182,25,Vertex ProductionCrewRole 182,1,1,2026-08-24T00:00:00.000
183,PCR000183,81,Pioneer ProductionCrewRole 183,1,1,2026-08-24T00:00:00.000
184,PCR000184,111,Junction ProductionCrewRole 184,1,1,2026-08-24T00:00:00.000
185,PCR000185,106,Northstar ProductionCrewRole 185,1,1,2026-08-24T00:00:00.000
186,PCR000186,119,Forge ProductionCrewRole 186,1,1,2026-08-24T00:00:00.000
187,PCR000187,108,Pioneer ProductionCrewRole 187,1,1,2026-08-24T00:00:00.000
188,PCR000188,58,Vertex ProductionCrewRole 188,1,1,2026-08-24T00:00:00.000
189,PCR000189,54,Liberty ProductionCrewRole 189,1,1,2026-08-24T00:00:00.000
190,PCR000190,132,Evergreen ProductionCrewRole 190,1,1,2026-08-24T00:00:00.000
191,PCR000191,99,Delta ProductionCrewRole 191,1,1,2026-08-24T00:00:00.000
192,PCR000192,124,Evergreen ProductionCrewRole 192,1,1,2026-08-24T00:00:00.000
193,PCR000193,88,Vertex ProductionCrewRole 193,1,1,2026-08-24T00:00:00.000
194,PCR000194,112,Harbor ProductionCrewRole 194,1,1,2026-08-24T00:00:00.000
195,PCR000195,66,Delta ProductionCrewRole 195,1,1,2026-08-24T00:00:00.000
196,PCR000196,49,Zenith ProductionCrewRole 196,1,1,2026-08-24T00:00:00.000
197,PCR000197,91,Willow ProductionCrewRole 197,1,1,2026-08-24T00:00:00.000
198,PCR000198,114,Titan ProductionCrewRole 198,1,1,2026-08-24T00:00:00.000
199,PCR000199,31,Evergreen ProductionCrewRole 199,1,1,2026-08-24T00:00:00.000
200,PCR000200,112,Junction ProductionCrewRole 200,1,1,2026-08-24T00:00:00.000
201,PCR000201,93,Meridian ProductionCrewRole 201,1,1,2026-08-24T00:00:00.000
202,PCR000202,2,Atlas ProductionCrewRole 202,1,1,2026-08-24T00:00:00.000
203,PCR000203,9,Meridian ProductionCrewRole 203,1,1,2026-08-24T00:00:00.000
204,PCR000204,90,Delta ProductionCrewRole 204,1,1,2026-08-24T00:00:00.000
205,PCR000205,38,Riverton ProductionCrewRole 205,1,1,2026-08-24T00:00:00.000
206,PCR000206,68,Pioneer ProductionCrewRole 206,1,1,2026-08-24T00:00:00.000
207,PCR000207,134,Delta ProductionCrewRole 207,1,1,2026-08-24T00:00:00.000
208,PCR000208,14,Riverton ProductionCrewRole 208,1,1,2026-08-24T00:00:00.000
209,PCR000209,84,Zenith ProductionCrewRole 209,1,1,2026-08-24T00:00:00.000
210,PCR000210,131,Cedar ProductionCrewRole 210,1,1,2026-08-24T00:00:00.000
211,PCR000211,96,Unity ProductionCrewRole 211,1,1,2026-08-24T00:00:00.000
212,PCR000212,52,Vertex ProductionCrewRole 212,1,1,2026-08-24T00:00:00.000
213,PCR000213,117,Beacon ProductionCrewRole 213,1,1,2026-08-24T00:00:00.000
214,PCR000214,100,Willow ProductionCrewRole 214,1,1,2026-08-24T00:00:00.000
215,PCR000215,122,Vertex ProductionCrewRole 215,1,1,2026-08-24T00:00:00.000
216,PCR000216,3,Zenith ProductionCrewRole 216,1,1,2026-08-24T00:00:00.000
217,PCR000217,95,Liberty ProductionCrewRole 217,1,1,2026-08-24T00:00:00.000
218,PCR000218,36,Northstar ProductionCrewRole 218,1,1,2026-08-24T00:00:00.000
219,PCR000219,39,Willow ProductionCrewRole 219,1,1,2026-08-24T00:00:00.000
220,PCR000220,126,Junction ProductionCrewRole 220,1,1,2026-08-24T00:00:00.000
221,PCR000221,126,Junction ProductionCrewRole 221,1,1,2026-08-24T00:00:00.000
222,PCR000222,18,Atlas ProductionCrewRole 222,1,1,2026-08-24T00:00:00.000
223,PCR000223,132,Quartz ProductionCrewRole 223,1,1,2026-08-24T00:00:00.000
224,PCR000224,56,Quartz ProductionCrewRole 224,1,1,2026-08-24T00:00:00.000
225,PCR000225,29,Riverton ProductionCrewRole 225,1,1,2026-08-24T00:00:00.000
226,PCR000226,74,Vertex ProductionCrewRole 226,1,1,2026-08-24T00:00:00.000
227,PCR000227,135,Vertex ProductionCrewRole 227,1,1,2026-08-24T00:00:00.000
228,PCR000228,15,Junction ProductionCrewRole 228,1,1,2026-08-24T00:00:00.000
229,PCR000229,15,Atlas ProductionCrewRole 229,1,1,2026-08-24T00:00:00.000
230,PCR000230,94,Delta ProductionCrewRole 230,1,1,2026-08-24T00:00:00.000
231,PCR000231,45,Evergreen ProductionCrewRole 231,1,1,2026-08-24T00:00:00.000
232,PCR000232,26,Zenith ProductionCrewRole 232,1,1,2026-08-24T00:00:00.000
233,PCR000233,125,Liberty ProductionCrewRole 233,1,1,2026-08-24T00:00:00.000
234,PCR000234,71,Riverton ProductionCrewRole 234,1,1,2026-08-24T00:00:00.000
235,PCR000235,62,Orion ProductionCrewRole 235,1,1,2026-08-24T00:00:00.000
236,PCR000236,56,Atlas ProductionCrewRole 236,1,1,2026-08-24T00:00:00.000
237,PCR000237,112,Harbor ProductionCrewRole 237,1,1,2026-08-24T00:00:00.000
238,PCR000238,127,Northstar ProductionCrewRole 238,1,1,2026-08-24T00:00:00.000
239,PCR000239,16,Beacon ProductionCrewRole 239,1,1,2026-08-24T00:00:00.000
240,PCR000240,49,Zenith ProductionCrewRole 240,1,1,2026-08-24T00:00:00.000
241,PCR000241,74,Willow ProductionCrewRole 241,1,1,2026-08-24T00:00:00.000
242,PCR000242,11,Unity ProductionCrewRole 242,1,1,2026-08-24T00:00:00.000
243,PCR000243,83,Liberty ProductionCrewRole 243,1,1,2026-08-24T00:00:00.000
244,PCR000244,52,Delta ProductionCrewRole 244,1,1,2026-08-24T00:00:00.000
245,PCR000245,79,Titan ProductionCrewRole 245,1,1,2026-08-24T00:00:00.000
246,PCR000246,113,Granite ProductionCrewRole 246,1,1,2026-08-24T00:00:00.000
247,PCR000247,140,Harbor ProductionCrewRole 247,1,1,2026-08-24T00:00:00.000
248,PCR000248,91,Quartz ProductionCrewRole 248,1,1,2026-08-24T00:00:00.000
249,PCR000249,58,Unity ProductionCrewRole 249,1,1,2026-08-24T00:00:00.000
250,PCR000250,80,Quartz ProductionCrewRole 250,1,1,2026-08-24T00:00:00.000
251,PCR000251,101,Junction ProductionCrewRole 251,1,1,2026-08-24T00:00:00.000
252,PCR000252,135,Liberty ProductionCrewRole 252,1,1,2026-08-24T00:00:00.000
253,PCR000253,25,Meridian ProductionCrewRole 253,1,1,2026-08-24T00:00:00.000
254,PCR000254,40,Beacon ProductionCrewRole 254,1,1,2026-08-24T00:00:00.000
255,PCR000255,123,Orion ProductionCrewRole 255,1,1,2026-08-24T00:00:00.000
256,PCR000256,24,Vertex ProductionCrewRole 256,1,1,2026-08-24T00:00:00.000
257,PCR000257,75,Junction ProductionCrewRole 257,1,1,2026-08-24T00:00:00.000
258,PCR000258,129,Vertex ProductionCrewRole 258,1,1,2026-08-24T00:00:00.000
259,PCR000259,123,Riverton ProductionCrewRole 259,1,1,2026-08-24T00:00:00.000
260,PCR000260,80,Orion ProductionCrewRole 260,1,1,2026-08-24T00:00:00.000
261,PCR000261,11,Cedar ProductionCrewRole 261,1,1,2026-08-24T00:00:00.000
262,PCR000262,60,Atlas ProductionCrewRole 262,1,1,2026-08-24T00:00:00.000
263,PCR000263,114,Liberty ProductionCrewRole 263,1,1,2026-08-24T00:00:00.000
264,PCR000264,37,Meridian ProductionCrewRole 264,1,1,2026-08-24T00:00:00.000
265,PCR000265,7,Summit ProductionCrewRole 265,1,1,2026-08-24T00:00:00.000
266,PCR000266,57,Unity ProductionCrewRole 266,1,1,2026-08-24T00:00:00.000
267,PCR000267,87,Harbor ProductionCrewRole 267,1,1,2026-08-24T00:00:00.000
268,PCR000268,125,Evergreen ProductionCrewRole 268,1,1,2026-08-24T00:00:00.000
269,PCR000269,51,Quartz ProductionCrewRole 269,1,1,2026-08-24T00:00:00.000
270,PCR000270,97,Northstar ProductionCrewRole 270,1,1,2026-08-24T00:00:00.000
271,PCR000271,140,Meridian ProductionCrewRole 271,1,1,2026-08-24T00:00:00.000
272,PCR000272,98,Riverton ProductionCrewRole 272,1,1,2026-08-24T00:00:00.000
273,PCR000273,4,Titan ProductionCrewRole 273,1,1,2026-08-24T00:00:00.000
274,PCR000274,103,Summit ProductionCrewRole 274,1,1,2026-08-24T00:00:00.000
275,PCR000275,133,Meridian ProductionCrewRole 275,1,1,2026-08-24T00:00:00.000
276,PCR000276,102,Unity ProductionCrewRole 276,1,1,2026-08-24T00:00:00.000
277,PCR000277,89,Cedar ProductionCrewRole 277,1,1,2026-08-24T00:00:00.000
278,PCR000278,48,Zenith ProductionCrewRole 278,1,1,2026-08-24T00:00:00.000
279,PCR000279,54,Junction ProductionCrewRole 279,1,1,2026-08-24T00:00:00.000
280,PCR000280,101,Cedar ProductionCrewRole 280,1,1,2026-08-24T00:00:00.000
281,PCR000281,99,Ion ProductionCrewRole 281,1,1,2026-08-24T00:00:00.000
282,PCR000282,44,Quartz ProductionCrewRole 282,1,1,2026-08-24T00:00:00.000
283,PCR000283,53,Evergreen ProductionCrewRole 283,1,1,2026-08-24T00:00:00.000
284,PCR000284,10,Granite ProductionCrewRole 284,1,1,2026-08-24T00:00:00.000
285,PCR000285,125,Quartz ProductionCrewRole 285,1,1,2026-08-24T00:00:00.000
286,PCR000286,132,Atlas ProductionCrewRole 286,1,1,2026-08-24T00:00:00.000
287,PCR000287,44,Forge ProductionCrewRole 287,1,1,2026-08-24T00:00:00.000
288,PCR000288,49,Forge ProductionCrewRole 288,1,1,2026-08-24T00:00:00.000
289,PCR000289,56,Riverton ProductionCrewRole 289,1,1,2026-08-24T00:00:00.000
290,PCR000290,78,Keystone ProductionCrewRole 290,1,1,2026-08-24T00:00:00.000
291,PCR000291,98,Liberty ProductionCrewRole 291,1,1,2026-08-24T00:00:00.000
292,PCR000292,99,Vertex ProductionCrewRole 292,1,1,2026-08-24T00:00:00.000
293,PCR000293,68,Atlas ProductionCrewRole 293,1,1,2026-08-24T00:00:00.000
294,PCR000294,36,Delta ProductionCrewRole 294,1,1,2026-08-24T00:00:00.000
295,PCR000295,47,Atlas ProductionCrewRole 295,1,1,2026-08-24T00:00:00.000
296,PCR000296,55,Northstar ProductionCrewRole 296,1,1,2026-08-24T00:00:00.000
297,PCR000297,122,Granite ProductionCrewRole 297,1,1,2026-08-24T00:00:00.000
298,PCR000298,48,Summit ProductionCrewRole 298,1,1,2026-08-24T00:00:00.000
299,PCR000299,29,Pioneer ProductionCrewRole 299,1,1,2026-08-24T00:00:00.000
300,PCR000300,76,Atlas ProductionCrewRole 300,1,1,2026-08-24T00:00:00.000
301,PCR000301,125,Northstar ProductionCrewRole 301,1,1,2026-08-24T00:00:00.000
302,PCR000302,30,Pioneer ProductionCrewRole 302,1,1,2026-08-24T00:00:00.000
303,PCR000303,94,Cedar ProductionCrewRole 303,1,1,2026-08-24T00:00:00.000
304,PCR000304,7,Granite ProductionCrewRole 304,1,1,2026-08-24T00:00:00.000
305,PCR000305,49,Keystone ProductionCrewRole 305,1,1,2026-08-24T00:00:00.000
306,PCR000306,17,Willow ProductionCrewRole 306,1,1,2026-08-24T00:00:00.000
307,PCR000307,68,Ion ProductionCrewRole 307,1,1,2026-08-24T00:00:00.000
308,PCR000308,140,Liberty ProductionCrewRole 308,1,1,2026-08-24T00:00:00.000
