GeoStateProvinceKey,GeoStateProvinceCode,GeoCountryKey,GeoStateProvinceName,SourceSystemKey,BatchId,LoadedAtUtc
73,GSP000073,167,Delta GeoStateProvince 73,1,1,2026-08-24T00:00:00.000
74,GSP000074,25,Riverton GeoStateProvince 74,1,1,2026-08-24T00:00:00.000
75,GSP000075,36,Atlas GeoStateProvince 75,1,1,2026-08-24T00:00:00.000
76,GSP000076,22,Granite GeoStateProvince 76,1,1,2026-08-24T00:00:00.000
77,GSP000077,156,Keystone GeoStateProvince 77,1,1,2026-08-24T00:00:00.000
78,GSP000078,1,Riverton GeoStateProvince 78,1,1,2026-08-24T00:00:00.000
79,GSP000079,162,Cedar GeoStateProvince 79,1,1,2026-08-24T00:00:00.000
80,GSP000080,95,Willow GeoStateProvince 80,1,1,2026-08-24T00:00:00.000
81,GSP000081,17,Delta GeoStateProvince 81,1,1,2026-08-24T00:00:00.000
82,GSP000082,11,Orion GeoStateProvince 82,1,1,2026-08-24T00:00:00.000
83,GSP000083,54,Beacon GeoStateProvince 83,1,1,2026-08-24T00:00:00.000
84,GSP000084,167,Cedar GeoStateProvince 84,1,1,2026-08-24T00:00:00.000
85,GSP000085,85,Unity GeoStateProvince 85,1,1,2026-08-24T00:00:00.000
86,GSP000086,29,Beacon GeoStateProvince 86,1,1,2026-08-24T00:00:00.000
87,GSP000087,68,Evergreen GeoStateProvince 87,1,1,2026-08-24T00:00:00.000
88,GSP000088,105,Vertex GeoStateProvince 88,1,1,2026-08-24T00:00:00.000
89,GSP000089,26,Titan GeoStateProvince 89,1,1,2026-08-24T00:00:00.000
90,GSP000090,1,Quartz GeoStateProvince 90,1,1,2026-08-24T00:00:00.000
91,GSP000091,155,Delta GeoStateProvince 91,1,1,2026-08-24T00:00:00.000
92,GSP000092,157,Keystone GeoStateProvince 92,1,1,2026-08-24T00:00:00.000
93,GSP000093,110,Delta GeoStateProvince 93,1,1,2026-08-24T00:00:00.000
94,GSP000094,71,Summit GeoStateProvince 94,1,1,2026-08-24T00:00:00.000
95,GSP000095,139,Riverton GeoStateProvince 95,1,1,2026-08-24T00:00:00.000
96,GSP000096,97,Delta GeoStateProvince 96,1,1,2026-08-24T00:00:00.000
97,GSP000097,94,Liberty GeoStateProvince 97,1,1,2026-08-24T00:00:00.000
98,GSP000098,179,Delta GeoStateProvince 98,1,1,2026-08-24T00:00:00.000
99,GSP000099,135,Northstar GeoStateProvince 99,1,1,2026-08-24T00:00:00.000
100,GSP000100,34,Cedar GeoStateProvince 100,1,1,2026-08-24T00:00:00.000
101,GSP000101,85,Cedar GeoStateProvince 101,1,1,2026-08-24T00:00:00.000
102,GSP000102,91,Keystone GeoStateProvince 102,1,1,2026-08-24T00:00:00.000
103,GSP000103,26,Beacon GeoStateProvince 103,1,1,2026-08-24T00:00:00.000
104,GSP000104,18,Willow GeoStateProvince 104,1,1,2026-08-24T00:00:00.000
105,GSP000105,74,Orion GeoStateProvince 105,1,1,2026-08-24T00:00:00.000
106,GSP000106,63,Northstar GeoStateProvince 106,1,1,2026-08-24T00:00:00.000
107,GSP000107,69,Keystone GeoStateProvince 107,1,1,2026-08-24T00:00:00.000
108,GSP000108,39,Granite GeoStateProvince 108,1,1,2026-08-24T00:00:00.000
109,GSP000109,29,Meridian GeoStateProvince 109,1,1,2026-08-24T00:00:00.000
110,GSP000110,132,Forge GeoStateProvince 110,1,1,2026-08-24T00:00:00.000
111,GSP000111,161,Junction GeoStateProvince 111,1,1,2026-08-24T00:00:00.000
112,GSP000112,172,Unity GeoStateProvince 112,1,1,2026-08-24T00:00:00.000
113,GSP000113,14,Zenith GeoStateProvince 113,1,1,2026-08-24T00:00:00.000
114,GSP000114,33,Pioneer GeoStateProvince 114,1,1,2026-08-24T00:00:00.000
115,GSP000115,173,Willow GeoStateProvince 115,1,1,2026-08-24T00:00:00.000
116,GSP000116,89,Ion GeoStateProvince 116,1,1,2026-08-24T00:00:00.000
117,GSP000117,98,Summit GeoStateProvince 117,1,1,2026-08-24T00:00:00.000
118,GSP000118,176,Summit GeoStateProvince 118,1,1,2026-08-24T00:00:00.000
119,GSP000119,152,Liberty GeoStateProvince 119,1,1,2026-08-24T00:00:00.000
120,GSP000120,93,Ion GeoStateProvince 120,1,1,2026-08-24T00:00:00.000
121,GSP000121,56,Ion GeoStateProvince 121,1,1,2026-08-24T00:00:00.000
122,GSP000122,110,Zenith GeoStateProvince 122,1,1,2026-08-24T00:00:00.000
123,GSP000123,21,Atlas GeoStateProvince 123,1,1,2026-08-24T00:00:00.000
124,GSP000124,128,Junction GeoStateProvince 124,1,1,2026-08-24T00:00:00.000
125,GSP000125,53,Meridian GeoStateProvince 125,1,1,2026-08-24T00:00:00.000
126,GSP000126,60,Titan GeoStateProvince 126,1,1,2026-08-24T00:00:00.000
127,GSP000127,98,Titan GeoStateProvince 127,1,1,2026-08-24T00:00:00.000
128,GSP000128,143,Quartz GeoStateProvince 128,1,1,2026-08-24T00:00:00.000
129,GSP000129,138,Delta GeoStateProvince 129,1,1,2026-08-24T00:00:00.000
130,GSP000130,98,Vertex GeoStateProvince 130,1,1,2026-08-24T00:00:00.000
131,GSP000131,74,Riverton GeoStateProvince 131,1,1,2026-08-24T00:00:00.000
132,GSP000132,55,Northstar GeoStateProvince 132,1,1,2026-08-24T00:00:00.000
133,GSP000133,58,Summit GeoStateProvince 133,1,1,2026-08-24T00:00:00.000
134,GSP000134,177,Cedar GeoStateProvince 134,1,1,2026-08-24T00:00:00.000
135,GSP000135,64,Cedar GeoStateProvince 135,1,1,2026-08-24T00:00:00.000
136,GSP000136,137,Cedar GeoStateProvince 136,1,1,2026-08-24T00:00:00.000
137,GSP000137,145,Harbor GeoStateProvince 137,1,1,2026-08-24T00:00:00.000
138,GSP000138,30,Beacon GeoStateProvince 138,1,1,2026-08-24T00:00:00.000
139,GSP000139,91,Quartz GeoStateProvince 139,1,1,2026-08-24T00:00:00.000
140,GSP000140,118,Keystone GeoStateProvince 140,1,1,2026-08-24T00:00:00.000
141,GSP000141,81,Quartz GeoStateProvince 141,1,1,2026-08-24T00:00:00.000
142,GSP000142,96,Atlas GeoStateProvince 142,1,1,2026-08-24T00:00:00.000
143,GSP000143,115,Forge GeoStateProvince 143,1,1,2026-08-24T00:00:00.000
144,GSP000144,65,Northstar GeoStateProvince 144,1,1,2026-08-24T00:00:00.000
145,GSP000145,148,Northstar GeoStateProvince 145,1,1,2026-08-24T00:00:00.000
146,GSP000146,88,Forge GeoStateProvince 146,1,1,2026-08-24T00:00:00.000
147,GSP000147,127,Evergreen GeoStateProvince 147,1,1,2026-08-24T00:00:00.000
148,GSP000148,132,Junction GeoStateProvince 148,1,1,2026-08-24T00:00:00.000
149,GSP000149,39,Titan GeoStateProvince 149,1,1,2026-08-24T00:00:00.000
150,GSP000150,176,Summit GeoStateProvince 150,1,1,2026-08-24T00:00:00.000
151,GSP000151,170,Willow GeoStateProvince 151,1,1,2026-08-24T00:00:00.000
152,GSP000152,138,Pioneer GeoStateProvince 152,1,1,2026-08-24T00:00:00.000
153,GSP000153,1,Ion GeoStateProvince 153,1,1,2026-08-24T00:00:00.000
154,GSP000154,124,Liberty GeoStateProvince 154,1,1,2026-08-24T00:00:00.000
155,GSP000155,42,Orion GeoStateProvince 155,1,1,2026-08-24T00:00:00.000
156,GSP000156,149,Evergreen GeoStateProvince 156,1,1,2026-08-24T00:00:00.000
157,GSP000157,20,Meridian GeoStateProvince 157,1,1,2026-08-24T00:00:00.000
158,GSP000158,23,Evergreen GeoStateProvince 158,1,1,2026-08-24T00:00:00.000
159,GSP000159,29,Ion GeoStateProvince 159,1,1,2026-08-24T00:00:00.000
160,GSP000160,174,Quartz GeoStateProvince 160,1,1,2026-08-24T00:00:00.000
161,GSP000161,128,Orion GeoStateProvince 161,1,1,2026-08-24T00:00:00.000
162,GSP000162,69,Orion GeoStateProvince 162,1,1,2026-08-24T00:00:00.000
163,GSP000163,164,Delta GeoStateProvince 163,1,1,2026-08-24T00:00:00.000
164,GSP000164,56,Cedar GeoStateProvince 164,1,1,2026-08-24T00:00:00.000
165,GSP000165,20,Forge GeoStateProvince 165,1,1,2026-08-24T00:00:00.000
166,GSP000166,54,Titan GeoStateProvince 166,1,1,2026-08-24T00:00:00.000
167,GSP000167,135,Summit GeoStateProvince 167,1,1,2026-08-24T00:00:00.000
168,GSP000168,4,Delta GeoStateProvince 168,1,1,2026-08-24T00:00:00.000
169,GSP000169,10,Unity GeoStateProvince 169,1,1,2026-08-24T00:00:00.000
170,GSP000170,45,Summit GeoStateProvince 170,1,1,2026-08-24T00:00:00.000
171,GSP000171,116,Northstar GeoStateProvince 171,1,1,2026-08-24T00:00:00.000
172,GSP000172,5,Ion GeoStateProvince 172,1,1,2026-08-24T00:00:00.000
173,GSP000173,1,Harbor GeoStateProvince 173,1,1,2026-08-24T00:00:00.000
174,GSP000174,8,Unity GeoStateProvince 174,1,1,2026-08-24T00:00:00.000
175,GSP000175,171,Beacon GeoStateProvince 175,1,1,2026-08-24T00:00:00.000
176,GSP000176,117,Riverton GeoStateProvince 176,1,1,2026-08-24T00:00:00.000
177,GSP000177,58,Delta GeoStateProvince 177,1,1,2026-08-24T00:00:00.000
178,GSP000178,148,Delta GeoStateProvince 178,1,1,2026-08-24T00:00:00.000
179,GSP000179,51,Beacon GeoStateProvince 179,1,1,2026-08-24T00:00:00.000
180,GSP000180,20,Harbor GeoStateProvince 180,1,1,2026-08-24T00:00:00.000
181,GSP000181,94,Zenith GeoStateProvince 181,1,1,2026-08-24T00:00:00.000
182,GSP000182,165,Liberty GeoStateProvince 182,1,1,2026-08-24T00:00:00.000
183,GSP000183,134,Pioneer GeoStateProvince 183,1,1,2026-08-24T00:00:00.000
184,GSP000184,125,Junction GeoStateProvince 184,1,1,2026-08-24T00:00:00.000
185,GSP000185,156,Delta GeoStateProvince 185,1,1,2026-08-24T00:00:00.000
186,GSP000186,48,Beacon GeoStateProvince 186,1,1,2026-08-24T00:00:00.000
187,GSP000187,85,Atlas GeoStateProvince 187,1,1,2026-08-24T00:00:00.000
188,GSP000188,65,Forge GeoStateProvince 188,1,1,2026-08-24T00:00:00.000
189,GSP000189,80,Beacon GeoStateProvince 189,1,1,2026-08-24T00:00:00.000
190,GSP000190,8,Quartz GeoStateProvince 190,1,1,2026-08-24T00:00:00.000
191,GSP000191,36,Forge GeoStateProvince 191,1,1,2026-08-24T00:00:00.000
192,GSP000192,12,Zenith GeoStateProvince 192,1,1,2026-08-24T00:00:00.000
193,GSP000193,96,Atlas GeoStateProvince 193,1,1,2026-08-24T00:00:00.000
194,GSP000194,176,Zenith GeoStateProvince 194,1,1,2026-08-24T00:00:00.000
195,GSP000195,77,Summit GeoStateProvince 195,1,1,2026-08-24T00:00:00.000
196,GSP000196,115,Keystone GeoStateProvince 196,1,1,2026-08-24T00:00:00.000
197,GSP000197,9,Evergreen GeoStateProvince 197,1,1,2026-08-24T00:00:00.000
198,GSP000198,52,Evergreen GeoStateProvince 198,1,1,2026-08-24T00:00:00.000
199,GSP000199,17,Atlas GeoStateProvince 199,1,1,2026-08-24T00:00:00.000
200,GSP000200,148,Riverton GeoStateProvince 200,1,1,2026-08-24T00:00:00.000
201,GSP000201,100,Orion GeoStateProvince 201,1,1,2026-08-24T00:00:00.000
202,GSP000202,69,Zenith GeoStateProvince 202,1,1,2026-08-24T00:00:00.000
203,GSP000203,119,Harbor GeoStateProvince 203,1,1,2026-08-24T00:00:00.000
204,GSP000204,83,Riverton GeoStateProvince 204,1,1,2026-08-24T00:00:00.000
205,GSP000205,12,Harbor GeoStateProvince 205,1,1,2026-08-24T00:00:00.000
206,GSP000206,107,Summit GeoStateProvince 206,1,1,2026-08-24T00:00:00.000
207,GSP000207,38,Titan GeoStateProvince 207,1,1,2026-08-24T00:00:00.000
208,GSP000208,100,Zenith GeoStateProvince 208,1,1,2026-08-24T00:00:00.000
209,GSP000209,125,Harbor GeoStateProvince 209,1,1,2026-08-24T00:00:00.000
210,GSP000210,158,Atlas GeoStateProvince 210,1,1,2026-08-24T00:00:00.000
211,GSP000211,49,Forge GeoStateProvince 211,1,1,2026-08-24T00:00:00.000
212,GSP000212,142,Atlas GeoStateProvince 212,1,1,2026-08-24T00:00:00.000
213,GSP000213,59,Keystone GeoStateProvince 213,1,1,2026-08-24T00:00:00.000
214,GSP000214,83,Liberty GeoStateProvince 214,1,1,2026-08-24T00:00:00.000
215,GSP000215,146,Orion GeoStateProvince 215,1,1,2026-08-24T00:00:00.000
216,GSP000216,93,Liberty GeoStateProvince 216,1,1,2026-08-24T00:00:00.000
217,GSP000217,29,Pioneer GeoStateProvince 217,1,1,2026-08-24T00:00:00.000
218,GSP000218,43,Zenith GeoStateProvince 218,1,1,2026-08-24T00:00:00.000
219,GSP000219,142,Liberty GeoStateProvince 219,1,1,2026-08-24T00:00:00.000
220,GSP000220,112,Orion GeoStateProvince 220,1,1,2026-08-24T00:00:00.000
221,GSP000221,5,Zenith GeoStateProvince 221,1,1,2026-08-24T00:00:00.000
222,GSP000222,79,Meridian GeoStateProvince 222,1,1,2026-08-24T00:00:00.000
223,GSP000223,168,Granite GeoStateProvince 223,1,1,2026-08-24T00:00:00.000
224,GSP000224,44,Evergreen GeoStateProvince 224,1,1,2026-08-24T00:00:00.000
225,GSP000225,21,Zenith GeoStateProvince 225,1,1,2026-08-24T00:00:00.000
226,GSP000226,73,Delta GeoStateProvince 226,1,1,2026-08-24T00:00:00.000
227,GSP000227,42,Orion GeoStateProvince 227,1,1,2026-08-24T00:00:00.000
228,GSP000228,134,Willow GeoStateProvince 228,1,1,2026-08-24T00:00:00.000
229,GSP000229,56,Junction GeoStateProvince 229,1,1,2026-08-24T00:00:00.000
230,GSP000230,136,Titan GeoStateProvince 230,1,1,2026-08-24T00:00:00.000
231,GSP000231,102,Willow GeoStateProvince 231,1,1,2026-08-24T00:00:00.000
232,GSP000232,66,Unity GeoStateProvince 232,1,1,2026-08-24T00:00:00.000
233,GSP000233,39,Summit GeoStateProvince 233,1,1,2026-08-24T00:00:00.000
234,GSP000234,138,Atlas GeoStateProvince 234,1,1,2026-08-24T00:00:00.000
235,GSP000235,51,Pioneer GeoStateProvince 235,1,1,2026-08-24T00:00:00.000
236,GSP000236,132,Granite GeoStateProvince 236,1,1,2026-08-24T00:00:00.000
237,GSP000237,3,Beacon GeoStateProvince 237,1,1,2026-08-24T00:00:00.000
238,GSP000238,29,Junction GeoStateProvince 238,1,1,2026-08-24T00:00:00.000
239,GSP000239,136,Atlas GeoStateProvince 239,1,1,2026-08-24T00:00:00.000
240,GSP000240,21,Pioneer GeoStateProvince 240,1,1,2026-08-24T00:00:00.000
241,GSP000241,45,Harbor GeoStateProvince 241,1,1,2026-08-24T00:00:00.000
242,GSP000242,36,Quartz GeoStateProvince 242,1,1,2026-08-24T00:00:00.000
243,GSP000243,42,Vertex GeoStateProvince 243,1,1,2026-08-24T00:00:00.000
244,GSP000244,66,Atlas GeoStateProvince 244,1,1,2026-08-24T00:00:00.000
245,GSP000245,178,Zenith GeoStateProvince 245,1,1,2026-08-24T00:00:00.000
246,GSP000246,51,Harbor GeoStateProvince 246,1,1,2026-08-24T00:00:00.000
247,GSP000247,38,Forge GeoStateProvince 247,1,1,2026-08-24T00:00:00.000
248,GSP000248,15,Riverton GeoStateProvince 248,1,1,2026-08-24T00:00:00.000
249,GSP000249,121,Vertex GeoStateProvince 249,1,1,2026-08-24T00:00:00.000
250,GSP000250,164,Orion GeoStateProvince 250,1,1,2026-08-24T00:00:00.000
251,GSP000251,51,Willow GeoStateProvince 251,1,1,2026-08-24T00:00:00.000
252,GSP000252,106,Riverton GeoStateProvince 252,1,1,2026-08-24T00:00:00.000
253,GSP000253,177,Summit GeoStateProvince 253,1,1,2026-08-24T00:00:00.000
254,GSP000254,76,Quartz GeoStateProvince 254,1,1,2026-08-24T00:00:00.000
255,GSP000255,17,Harbor GeoStateProvince 255,1,1,2026-08-24T00:00:00.000
256,GSP000256,80,Willow GeoStateProvince 256,1,1,2026-08-24T00:00:00.000
257,GSP000257,109,Atlas GeoStateProvince 257,1,1,2026-08-24T00:00:00.000
258,GSP000258,81,Meridian GeoStateProvince 258,1,1,2026-08-24T00:00:00.000
259,GSP000259,42,Northstar GeoStateProvince 259,1,1,2026-08-24T00:00:00.000
260,GSP000260,100,Riverton GeoStateProvince 260,1,1,2026-08-24T00:00:00.000
261,GSP000261,62,Keystone GeoStateProvince 261,1,1,2026-08-24T00:00:00.000
262,GSP000262,126,Atlas GeoStateProvince 262,1,1,2026-08-24T00:00:00.000
263,GSP000263,82,Evergreen GeoStateProvince 263,1,1,2026-08-24T00:00:00.000
264,GSP000264,83,Forge GeoStateProvince 264,1,1,2026-08-24T00:00:00.000
265,GSP000265,150,Forge GeoStateProvince 265,1,1,2026-08-24T00:00:00.000
266,GSP000266,10,Northstar GeoStateProvince 266,1,1,2026-08-24T00:00:00.000
267,GSP000267,28,Evergreen GeoStateProvince 267,1,1,2026-08-24T00:00:00.000
268,GSP000268,126,Northstar GeoStateProvince 268,1,1,2026-08-24T00:00:00.000
269,GSP000269,97,Ion GeoStateProvince 269,1,1,2026-08-24T00:00:00.000
270,GSP000270,46,Beacon GeoStateProvince 270,1,1,2026-08-24T00:00:00.000
271,GSP000271,18,Willow GeoStateProvince 271,1,1,2026-08-24T00:00:00.000
272,GSP000272,176,Granite GeoStateProvince 272,1,1,2026-08-24T00:00:00.000
273,GSP000273,123,Evergreen GeoStateProvince 273,1,1,2026-08-24T00:00:00.000
274,GSP000274,24,Liberty GeoStateProvince 274,1,1,2026-08-24T00:00:00.000
275,GSP000275,158,Granite GeoStateProvince 275,1,1,2026-08-24T00:00:00.000
276,GSP000276,161,Pioneer GeoStateProvince 276,1,1,2026-08-24T00:00:00.000
277,GSP000277,74,Atlas GeoStateProvince 277,1,1,2026-08-24T00:00:00.000
278,GSP000278,93,Granite GeoStateProvince 278,1,1,2026-08-24T00:00:00.000
279,GSP000279,41,Forge GeoStateProvince 279,1,1,2026-08-24T00:00:00.000
280,GSP000280,109,Titan GeoStateProvince 280,1,1,2026-08-24T00:00:00.000
281,GSP000281,151,Ion GeoStateProvince 281,1,1,2026-08-24T00:00:00.000
282,GSP000282,71,Pioneer GeoStateProvince 282,1,1,2026-08-24T00:00:00.000
283,GSP000283,49,Willow GeoStateProvince 283,1,1,2026-08-24T00:00:00.000
284,GSP000284,5,Evergreen GeoStateProvince 284,1,1,2026-08-24T00:00:00.000
285,GSP000285,44,Ion GeoStateProvince 285,1,1,2026-08-24T00:00:00.000
286,GSP000286,141,Beacon GeoStateProvince 286,1,1,2026-08-24T00:00:00.000
287,GSP000287,146,Liberty GeoStateProvince 287,1,1,2026-08-24T00:00:00.000
288,GSP000288,69,Vertex GeoStateProvince 288,1,1,2026-08-24T00:00:00.000
289,GSP000289,168,Orion GeoStateProvince 289,1,1,2026-08-24T00:00:00.000
290,GSP000290,45,Vertex GeoStateProvince 290,1,1,2026-08-24T00:00:00.000
291,GSP000291,97,Forge GeoStateProvince 291,1,1,2026-08-24T00:00:00.000
292,GSP000292,116,Liberty GeoStateProvince 292,1,1,2026-08-24T00:00:00.000
293,GSP000293,179,Zenith GeoStateProvince 293,1,1,2026-08-24T00:00:00.000
294,GSP000294,177,Granite GeoStateProvince 294,1,1,2026-08-24T00:00:00.000
295,GSP000295,147,Ion GeoStateProvince 295,1,1,2026-08-24T00:00:00.000
296,GSP000296,25,Ion GeoStateProvince 296,1,1,2026-08-24T00:00:00.000
297,GSP000297,90,Evergreen GeoStateProvince 297,1,1,2026-08-24T00:00:00.000
298,GSP000298,142,Atlas GeoStateProvince 298,1,1,2026-08-24T00:00:00.000
299,GSP000299,100,Beacon GeoStateProvince 299,1,1,2026-08-24T00:00:00.000
300,GSP000300,131,Vertex GeoStateProvince 300,1,1,2026-08-24T00:00:00.000
301,GSP000301,12,Vertex GeoStateProvince 301,1,1,2026-08-24T00:00:00.000
302,GSP000302,91,Pioneer GeoStateProvince 302,1,1,2026-08-24T00:00:00.000
303,GSP000303,7,Willow GeoStateProvince 303,1,1,2026-08-24T00:00:00.000
304,GSP000304,101,Zenith GeoStateProvince 304,1,1,2026-08-24T00:00:00.000
305,GSP000305,135,Northstar GeoStateProvince 305,1,1,2026-08-24T00:00:00.000
306,GSP000306,81,Titan GeoStateProvince 306,1,1,2026-08-24T00:00:00.000
307,GSP000307,120,Atlas GeoStateProvince 307,1,1,2026-08-24T00:00:00.000
308,GSP000308,33,Northstar GeoStateProvince 308,1,1,2026-08-24T00:00:00.000
309,GSP000309,116,Atlas GeoStateProvince 309,1,1,2026-08-24T00:00:00.000
310,GSP000310,167,Pioneer GeoStateProvince 310,1,1,2026-08-24T00:00:00.000
311,GSP000311,87,Junction GeoStateProvince 311,1,1,2026-08-24T00:00:00.000
312,GSP000312,103,Pioneer GeoStateProvince 312,1,1,2026-08-24T00:00:00.000
313,GSP000313,129,Titan GeoStateProvince 313,1,1,2026-08-24T00:00:00.000
314,GSP000314,154,Riverton GeoStateProvince 314,1,1,2026-08-24T00:00:00.000
315,GSP000315,176,Junction GeoStateProvince 315,1,1,2026-08-24T00:00:00.000
316,GSP000316,11,Orion GeoStateProvince 316,1,1,2026-08-24T00:00:00.000
