SalesCustomerNodeKey,SalesCustomerNodeCode,SalesCustomerDivisionKey,SalesCustomerNodeName,SourceSystemKey,BatchId,LoadedAtUtc
27,SCN000027,10,Unity SalesCustomerNode 27,1,1,2026-08-24T00:00:00.000
28,SCN000028,18,Quartz SalesCustomerNode 28,1,1,2026-08-24T00:00:00.000
29,SCN000029,119,Northstar SalesCustomerNode 29,1,1,2026-08-24T00:00:00.000
30,SCN000030,495,Willow SalesCustomerNode 30,1,1,2026-08-24T00:00:00.000
31,SCN000031,249,Beacon SalesCustomerNode 31,1,1,2026-08-24T00:00:00.000
32,SCN000032,34,Cedar SalesCustomerNode 32,1,1,2026-08-24T00:00:00.000
33,SCN000033,337,Keystone SalesCustomerNode 33,1,1,2026-08-24T00:00:00.000
34,SCN000034,442,Delta SalesCustomerNode 34,1,1,2026-08-24T00:00:00.000
35,SCN000035,408,Titan SalesCustomerNode 35,1,1,2026-08-24T00:00:00.000
36,SCN000036,481,Ion SalesCustomerNode 36,1,1,2026-08-24T00:00:00.000
37,SCN000037,11,Titan SalesCustomerNode 37,1,1,2026-08-24T00:00:00.000
38,SCN000038,148,Ion SalesCustomerNode 38,1,1,2026-08-24T00:00:00.000
39,SCN000039,65,Ion SalesCustomerNode 39,1,1,2026-08-24T00:00:00.000
40,SCN000040,471,Zenith SalesCustomerNode 40,1,1,2026-08-24T00:00:00.000
41,SCN000041,220,Zenith SalesCustomerNode 41,1,1,2026-08-24T00:00:00.000
42,SCN000042,290,Evergreen SalesCustomerNode 42,1,1,2026-08-24T00:00:00.000
43,SCN000043,453,Evergreen SalesCustomerNode 43,1,1,2026-08-24T00:00:00.000
44,SCN000044,26,Unity SalesCustomerNode 44,1,1,2026-08-24T00:00:00.000
45,SCN000045,495,Summit SalesCustomerNode 45,1,1,2026-08-24T00:00:00.000
46,SCN000046,470,Unity SalesCustomerNode 46,1,1,2026-08-24T00:00:00.000
47,SCN000047,413,Summit SalesCustomerNode 47,1,1,2026-08-24T00:00:00.000
48,SCN000048,34,Delta SalesCustomerNode 48,1,1,2026-08-24T00:00:00.000
49,SCN000049,216,Atlas SalesCustomerNode 49,1,1,2026-08-24T00:00:00.000
50,SCN000050,254,Junction SalesCustomerNode 50,1,1,2026-08-24T00:00:00.000
51,SCN000051,464,Meridian SalesCustomerNode 51,1,1,2026-08-24T00:00:00.000
52,SCN000052,199,Pioneer SalesCustomerNode 52,1,1,2026-08-24T00:00:00.000
53,SCN000053,127,Granite SalesCustomerNode 53,1,1,2026-08-24T00:00:00.000
54,SCN000054,1,Junction SalesCustomerNode 54,1,1,2026-08-24T00:00:00.000
55,SCN000055,420,Liberty SalesCustomerNode 55,1,1,2026-08-24T00:00:00.000
56,SCN000056,220,Granite SalesCustomerNode 56,1,1,2026-08-24T00:00:00.000
57,SCN000057,58,Willow SalesCustomerNode 57,1,1,2026-08-24T00:00:00.000
58,SCN000058,7,Northstar SalesCustomerNode 58,1,1,2026-08-24T00:00:00.000
59,SCN000059,82,Junction SalesCustomerNode 59,1,1,2026-08-24T00:00:00.000
60,SCN000060,2,Titan SalesCustomerNode 60,1,1,2026-08-24T00:00:00.000
61,SCN000061,188,Ion SalesCustomerNode 61,1,1,2026-08-24T00:00:00.000
62,SCN000062,488,Forge SalesCustomerNode 62,1,1,2026-08-24T00:00:00.000
63,SCN000063,395,Riverton SalesCustomerNode 63,1,1,2026-08-24T00:00:00.000
64,SCN000064,459,Riverton SalesCustomerNode 64,1,1,2026-08-24T00:00:00.000
65,SCN000065,473,Willow SalesCustomerNode 65,1,1,2026-08-24T00:00:00.000
66,SCN000066,426,Summit SalesCustomerNode 66,1,1,2026-08-24T00:00:00.000
67,SCN000067,417,Meridian SalesCustomerNode 67,1,1,2026-08-24T00:00:00.000
68,SCN000068,8,Harbor SalesCustomerNode 68,1,1,2026-08-24T00:00:00.000
69,SCN000069,118,Riverton SalesCustomerNode 69,1,1,2026-08-24T00:00:00.000
70,SCN000070,352,Liberty SalesCustomerNode 70,1,1,2026-08-24T00:00:00.000
71,SCN000071,368,Unity SalesCustomerNode 71,1,1,2026-08-24T00:00:00.000
72,SCN000072,17,Keystone SalesCustomerNode 72,1,1,2026-08-24T00:00:00.000
73,SCN000073,34,Granite SalesCustomerNode 73,1,1,2026-08-24T00:00:00.000
74,SCN000074,4,Delta SalesCustomerNode 74,1,1,2026-08-24T00:00:00.000
75,SCN000075,312,Riverton SalesCustomerNode 75,1,1,2026-08-24T00:00:00.000
76,SCN000076,177,Ion SalesCustomerNode 76,1,1,2026-08-24T00:00:00.000
77,SCN000077,153,Liberty SalesCustomerNode 77,1,1,2026-08-24T00:00:00.000
78,SCN000078,44,Harbor SalesCustomerNode 78,1,1,2026-08-24T00:00:00.000
79,SCN000079,55,Harbor SalesCustomerNode 79,1,1,2026-08-24T00:00:00.000
80,SCN000080,457,Vertex SalesCustomerNode 80,1,1,2026-08-24T00:00:00.000
81,SCN000081,251,Quartz SalesCustomerNode 81,1,1,2026-08-24T00:00:00.000
82,SCN000082,350,Riverton SalesCustomerNode 82,1,1,2026-08-24T00:00:00.000
83,SCN000083,73,Northstar SalesCustomerNode 83,1,1,2026-08-24T00:00:00.000
84,SCN000084,231,Cedar SalesCustomerNode 84,1,1,2026-08-24T00:00:00.000
85,SCN000085,56,Liberty SalesCustomerNode 85,1,1,2026-08-24T00:00:00.000
86,SCN000086,171,Meridian SalesCustomerNode 86,1,1,2026-08-24T00:00:00.000
87,SCN000087,122,Delta SalesCustomerNode 87,1,1,2026-08-24T00:00:00.000
88,SCN000088,305,Keystone SalesCustomerNode 88,1,1,2026-08-24T00:00:00.000
89,SCN000089,82,Harbor SalesCustomerNode 89,1,1,2026-08-24T00:00:00.000
90,SCN000090,476,Harbor SalesCustomerNode 90,1,1,2026-08-24T00:00:00.000
91,SCN000091,306,Granite SalesCustomerNode 91,1,1,2026-08-24T00:00:00.000
92,SCN000092,132,Forge SalesCustomerNode 92,1,1,2026-08-24T00:00:00.000
93,SCN000093,454,Junction SalesCustomerNode 93,1,1,2026-08-24T00:00:00.000
94,SCN000094,293,Willow SalesCustomerNode 94,1,1,2026-08-24T00:00:00.000
95,SCN000095,255,Evergreen SalesCustomerNode 95,1,1,2026-08-24T00:00:00.000
96,SCN000096,35,Willow SalesCustomerNode 96,1,1,2026-08-24T00:00:00.000
97,SCN000097,472,Harbor SalesCustomerNode 97,1,1,2026-08-24T00:00:00.000
98,SCN000098,61,Ion SalesCustomerNode 98,1,1,2026-08-24T00:00:00.000
99,SCN000099,392,Willow SalesCustomerNode 99,1,1,2026-08-24T00:00:00.000
100,SCN000100,407,Keystone SalesCustomerNode 100,1,1,2026-08-24T00:00:00.000
101,SCN000101,291,Willow SalesCustomerNode 101,1,1,2026-08-24T00:00:00.000
102,SCN000102,133,Keystone SalesCustomerNode 102,1,1,2026-08-24T00:00:00.000
103,SCN000103,378,Keystone SalesCustomerNode 103,1,1,2026-08-24T00:00:00.000
104,SCN000104,103,Atlas SalesCustomerNode 104,1,1,2026-08-24T00:00:00.000
105,SCN000105,404,Orion SalesCustomerNode 105,1,1,2026-08-24T00:00:00.000
106,SCN000106,469,Granite SalesCustomerNode 106,1,1,2026-08-24T00:00:00.000
107,SCN000107,262,Zenith SalesCustomerNode 107,1,1,2026-08-24T00:00:00.000
108,SCN000108,448,Willow SalesCustomerNode 108,1,1,2026-08-24T00:00:00.000
109,SCN000109,305,Titan SalesCustomerNode 109,1,1,2026-08-24T00:00:00.000
110,SCN000110,65,Evergreen SalesCustomerNode 110,1,1,2026-08-24T00:00:00.000
111,SCN000111,464,Northstar SalesCustomerNode 111,1,1,2026-08-24T00:00:00.000
112,SCN000112,134,Meridian SalesCustomerNode 112,1,1,2026-08-24T00:00:00.000
113,SCN000113,294,Forge SalesCustomerNode 113,1,1,2026-08-24T00:00:00.000
114,SCN000114,67,Willow SalesCustomerNode 114,1,1,2026-08-24T00:00:00.000
115,SCN000115,6,Quartz SalesCustomerNode 115,1,1,2026-08-24T00:00:00.000
116,SCN000116,36,Evergreen SalesCustomerNode 116,1,1,2026-08-24T00:00:00.000
117,SCN000117,433,Titan SalesCustomerNode 117,1,1,2026-08-24T00:00:00.000
118,SCN000118,134,Vertex SalesCustomerNode 118,1,1,2026-08-24T00:00:00.000
119,SCN000119,66,Keystone SalesCustomerNode 119,1,1,2026-08-24T00:00:00.000
120,SCN000120,226,Forge SalesCustomerNode 120,1,1,2026-08-24T00:00:00.000
121,SCN000121,294,Cedar SalesCustomerNode 121,1,1,2026-08-24T00:00:00.000
122,SCN000122,222,Vertex SalesCustomerNode 122,1,1,2026-08-24T00:00:00.000
123,SCN000123,495,Liberty SalesCustomerNode 123,1,1,2026-08-24T00:00:00.000
124,SCN000124,170,Quartz SalesCustomerNode 124,1,1,2026-08-24T00:00:00.000
125,SCN000125,267,Junction SalesCustomerNode 125,1,1,2026-08-24T00:00:00.000
126,SCN000126,349,Riverton SalesCustomerNode 126,1,1,2026-08-24T00:00:00.000
127,SCN000127,285,Liberty SalesCustomerNode 127,1,1,2026-08-24T00:00:00.000
128,SCN000128,96,Beacon SalesCustomerNode 128,1,1,2026-08-24T00:00:00.000
129,SCN000129,153,Beacon SalesCustomerNode 129,1,1,2026-08-24T00:00:00.000
130,SCN000130,452,Keystone SalesCustomerNode 130,1,1,2026-08-24T00:00:00.000
131,SCN000131,2,Cedar SalesCustomerNode 131,1,1,2026-08-24T00:00:00.000
132,SCN000132,492,Forge SalesCustomerNode 132,1,1,2026-08-24T00:00:00.000
133,SCN000133,143,Riverton SalesCustomerNode 133,1,1,2026-08-24T00:00:00.000
134,SCN000134,165,Riverton SalesCustomerNode 134,1,1,2026-08-24T00:00:00.000
135,SCN000135,459,Granite SalesCustomerNode 135,1,1,2026-08-24T00:00:00.000
136,SCN000136,37,Orion SalesCustomerNode 136,1,1,2026-08-24T00:00:00.000
137,SCN000137,357,Evergreen SalesCustomerNode 137,1,1,2026-08-24T00:00:00.000
138,SCN000138,43,Atlas SalesCustomerNode 138,1,1,2026-08-24T00:00:00.000
139,SCN000139,332,Atlas SalesCustomerNode 139,1,1,2026-08-24T00:00:00.000
140,SCN000140,285,Cedar SalesCustomerNode 140,1,1,2026-08-24T00:00:00.000
141,SCN000141,56,Harbor SalesCustomerNode 141,1,1,2026-08-24T00:00:00.000
142,SCN000142,305,Meridian SalesCustomerNode 142,1,1,2026-08-24T00:00:00.000
143,SCN000143,291,Vertex SalesCustomerNode 143,1,1,2026-08-24T00:00:00.000
144,SCN000144,344,Granite SalesCustomerNode 144,1,1,2026-08-24T00:00:00.000
145,SCN000145,204,Junction SalesCustomerNode 145,1,1,2026-08-24T00:00:00.000
146,SCN000146,179,Pioneer SalesCustomerNode 146,1,1,2026-08-24T00:00:00.000
147,SCN000147,166,Titan SalesCustomerNode 147,1,1,2026-08-24T00:00:00.000
148,SCN000148,383,Titan SalesCustomerNode 148,1,1,2026-08-24T00:00:00.000
149,SCN000149,155,Titan SalesCustomerNode 149,1,1,2026-08-24T00:00:00.000
150,SCN000150,200,Titan SalesCustomerNode 150,1,1,2026-08-24T00:00:00.000
151,SCN000151,197,Beacon SalesCustomerNode 151,1,1,2026-08-24T00:00:00.000
152,SCN000152,40,Summit SalesCustomerNode 152,1,1,2026-08-24T00:00:00.000
153,SCN000153,192,Beacon SalesCustomerNode 153,1,1,2026-08-24T00:00:00.000
154,SCN000154,373,Harbor SalesCustomerNode 154,1,1,2026-08-24T00:00:00.000
155,SCN000155,139,Cedar SalesCustomerNode 155,1,1,2026-08-24T00:00:00.000
156,SCN000156,379,Cedar SalesCustomerNode 156,1,1,2026-08-24T00:00:00.000
157,SCN000157,118,Zenith SalesCustomerNode 157,1,1,2026-08-24T00:00:00.000
158,SCN000158,357,Quartz SalesCustomerNode 158,1,1,2026-08-24T00:00:00.000
159,SCN000159,30,Summit SalesCustomerNode 159,1,1,2026-08-24T00:00:00.000
160,SCN000160,470,Beacon SalesCustomerNode 160,1,1,2026-08-24T00:00:00.000
161,SCN000161,134,Quartz SalesCustomerNode 161,1,1,2026-08-24T00:00:00.000
162,SCN000162,224,Delta SalesCustomerNode 162,1,1,2026-08-24T00:00:00.000
163,SCN000163,20,Zenith SalesCustomerNode 163,1,1,2026-08-24T00:00:00.000
164,SCN000164,338,Northstar SalesCustomerNode 164,1,1,2026-08-24T00:00:00.000
165,SCN000165,279,Harbor SalesCustomerNode 165,1,1,2026-08-24T00:00:00.000
166,SCN000166,177,Atlas SalesCustomerNode 166,1,1,2026-08-24T00:00:00.000
167,SCN000167,472,Liberty SalesCustomerNode 167,1,1,2026-08-24T00:00:00.000
168,SCN000168,143,Junction SalesCustomerNode 168,1,1,2026-08-24T00:00:00.000
169,SCN000169,39,Vertex SalesCustomerNode 169,1,1,2026-08-24T00:00:00.000
170,SCN000170,206,Junction SalesCustomerNode 170,1,1,2026-08-24T00:00:00.000
171,SCN000171,344,Willow SalesCustomerNode 171,1,1,2026-08-24T00:00:00.000
172,SCN000172,462,Atlas SalesCustomerNode 172,1,1,2026-08-24T00:00:00.000
173,SCN000173,185,Evergreen SalesCustomerNode 173,1,1,2026-08-24T00:00:00.000
174,SCN000174,133,Zenith SalesCustomerNode 174,1,1,2026-08-24T00:00:00.000
175,SCN000175,458,Liberty SalesCustomerNode 175,1,1,2026-08-24T00:00:00.000
176,SCN000176,419,Quartz SalesCustomerNode 176,1,1,2026-08-24T00:00:00.000
177,SCN000177,35,Junction SalesCustomerNode 177,1,1,2026-08-24T00:00:00.000
178,SCN000178,382,Willow SalesCustomerNode 178,1,1,2026-08-24T00:00:00.000
179,SCN000179,406,Willow SalesCustomerNode 179,1,1,2026-08-24T00:00:00.000
180,SCN000180,442,Pioneer SalesCustomerNode 180,1,1,2026-08-24T00:00:00.000
181,SCN000181,48,Forge SalesCustomerNode 181,1,1,2026-08-24T00:00:00.000
182,SCN000182,425,Atlas SalesCustomerNode 182,1,1,2026-08-24T00:00:00.000
183,SCN000183,449,Summit SalesCustomerNode 183,1,1,2026-08-24T00:00:00.000
184,SCN000184,153,Beacon SalesCustomerNode 184,1,1,2026-08-24T00:00:00.000
185,SCN000185,371,Northstar SalesCustomerNode 185,1,1,2026-08-24T00:00:00.000
186,SCN000186,440,Granite SalesCustomerNode 186,1,1,2026-08-24T00:00:00.000
187,SCN000187,416,Delta SalesCustomerNode 187,1,1,2026-08-24T00:00:00.000
188,SCN000188,148,Zenith SalesCustomerNode 188,1,1,2026-08-24T00:00:00.000
189,SCN000189,489,Willow SalesCustomerNode 189,1,1,2026-08-24T00:00:00.000
190,SCN000190,289,Ion SalesCustomerNode 190,1,1,2026-08-24T00:00:00.000
191,SCN000191,60,Titan SalesCustomerNode 191,1,1,2026-08-24T00:00:00.000
192,SCN000192,393,Summit SalesCustomerNode 192,1,1,2026-08-24T00:00:00.000
193,SCN000193,187,Titan SalesCustomerNode 193,1,1,2026-08-24T00:00:00.000
194,SCN000194,159,Harbor SalesCustomerNode 194,1,1,2026-08-24T00:00:00.000
195,SCN000195,51,Beacon SalesCustomerNode 195,1,1,2026-08-24T00:00:00.000
196,SCN000196,289,Meridian SalesCustomerNode 196,1,1,2026-08-24T00:00:00.000
197,SCN000197,55,Zenith SalesCustomerNode 197,1,1,2026-08-24T00:00:00.000
198,SCN000198,313,Liberty SalesCustomerNode 198,1,1,2026-08-24T00:00:00.000
199,SCN000199,15,Cedar SalesCustomerNode 199,1,1,2026-08-24T00:00:00.000
200,SCN000200,339,Liberty SalesCustomerNode 200,1,1,2026-08-24T00:00:00.000
201,SCN000201,104,Meridian SalesCustomerNode 201,1,1,2026-08-24T00:00:00.000
202,SCN000202,166,Liberty SalesCustomerNode 202,1,1,2026-08-24T00:00:00.000
203,SCN000203,21,Granite SalesCustomerNode 203,1,1,2026-08-24T00:00:00.000
204,SCN000204,35,Keystone SalesCustomerNode 204,1,1,2026-08-24T00:00:00.000
205,SCN000205,214,Cedar SalesCustomerNode 205,1,1,2026-08-24T00:00:00.000
206,SCN000206,222,Riverton SalesCustomerNode 206,1,1,2026-08-24T00:00:00.000
207,SCN000207,374,Junction SalesCustomerNode 207,1,1,2026-08-24T00:00:00.000
208,SCN000208,498,Meridian SalesCustomerNode 208,1,1,2026-08-24T00:00:00.000
209,SCN000209,482,Orion SalesCustomerNode 209,1,1,2026-08-24T00:00:00.000
210,SCN000210,87,Meridian SalesCustomerNode 210,1,1,2026-08-24T00:00:00.000
211,SCN000211,341,Ion SalesCustomerNode 211,1,1,2026-08-24T00:00:00.000
212,SCN000212,196,Titan SalesCustomerNode 212,1,1,2026-08-24T00:00:00.000
213,SCN000213,358,Pioneer SalesCustomerNode 213,1,1,2026-08-24T00:00:00.000
214,SCN000214,91,Granite SalesCustomerNode 214,1,1,2026-08-24T00:00:00.000
215,SCN000215,434,Riverton SalesCustomerNode 215,1,1,2026-08-24T00:00:00.000
216,SCN000216,368,Titan SalesCustomerNode 216,1,1,2026-08-24T00:00:00.000
217,SCN000217,278,Summit SalesCustomerNode 217,1,1,2026-08-24T00:00:00.000
218,SCN000218,422,Zenith SalesCustomerNode 218,1,1,2026-08-24T00:00:00.000
219,SCN000219,276,Ion SalesCustomerNode 219,1,1,2026-08-24T00:00:00.000
220,SCN000220,240,Zenith SalesCustomerNode 220,1,1,2026-08-24T00:00:00.000
221,SCN000221,233,Evergreen SalesCustomerNode 221,1,1,2026-08-24T00:00:00.000
222,SCN000222,175,Meridian SalesCustomerNode 222,1,1,2026-08-24T00:00:00.000
223,SCN000223,405,Forge SalesCustomerNode 223,1,1,2026-08-24T00:00:00.000
224,SCN000224,282,Unity SalesCustomerNode 224,1,1,2026-08-24T00:00:00.000
225,SCN000225,225,Orion SalesCustomerNode 225,1,1,2026-08-24T00:00:00.000
226,SCN000226,243,Liberty SalesCustomerNode 226,1,1,2026-08-24T00:00:00.000
227,SCN000227,308,Cedar SalesCustomerNode 227,1,1,2026-08-24T00:00:00.000
228,SCN000228,95,Beacon SalesCustomerNode 228,1,1,2026-08-24T00:00:00.000
229,SCN000229,285,Granite SalesCustomerNode 229,1,1,2026-08-24T00:00:00.000
230,SCN000230,303,Junction SalesCustomerNode 230,1,1,2026-08-24T00:00:00.000
231,SCN000231,12,Unity SalesCustomerNode 231,1,1,2026-08-24T00:00:00.000
232,SCN000232,456,Junction SalesCustomerNode 232,1,1,2026-08-24T00:00:00.000
233,SCN000233,183,Beacon SalesCustomerNode 233,1,1,2026-08-24T00:00:00.000
234,SCN000234,148,Harbor SalesCustomerNode 234,1,1,2026-08-24T00:00:00.000
235,SCN000235,270,Evergreen SalesCustomerNode 235,1,1,2026-08-24T00:00:00.000
236,SCN000236,98,Granite SalesCustomerNode 236,1,1,2026-08-24T00:00:00.000
237,SCN000237,255,Willow SalesCustomerNode 237,1,1,2026-08-24T00:00:00.000
238,SCN000238,190,Beacon SalesCustomerNode 238,1,1,2026-08-24T00:00:00.000
239,SCN000239,155,Atlas SalesCustomerNode 239,1,1,2026-08-24T00:00:00.000
240,SCN000240,143,Evergreen SalesCustomerNode 240,1,1,2026-08-24T00:00:00.000
241,SCN000241,327,Zenith SalesCustomerNode 241,1,1,2026-08-24T00:00:00.000
242,SCN000242,131,Junction SalesCustomerNode 242,1,1,2026-08-24T00:00:00.000
243,SCN000243,279,Atlas SalesCustomerNode 243,1,1,2026-08-24T00:00:00.000
244,SCN000244,20,Summit SalesCustomerNode 244,1,1,2026-08-24T00:00:00.000
245,SCN000245,81,Evergreen SalesCustomerNode 245,1,1,2026-08-24T00:00:00.000
246,SCN000246,440,Willow SalesCustomerNode 246,1,1,2026-08-24T00:00:00.000
247,SCN000247,400,Unity SalesCustomerNode 247,1,1,2026-08-24T00:00:00.000
248,SCN000248,88,Atlas SalesCustomerNode 248,1,1,2026-08-24T00:00:00.000
249,SCN000249,334,Orion SalesCustomerNode 249,1,1,2026-08-24T00:00:00.000
250,SCN000250,263,Harbor SalesCustomerNode 250,1,1,2026-08-24T00:00:00.000
251,SCN000251,500,Evergreen SalesCustomerNode 251,1,1,2026-08-24T00:00:00.000
252,SCN000252,299,Northstar SalesCustomerNode 252,1,1,2026-08-24T00:00:00.000
253,SCN000253,436,Orion SalesCustomerNode 253,1,1,2026-08-24T00:00:00.000
254,SCN000254,33,Willow SalesCustomerNode 254,1,1,2026-08-24T00:00:00.000
255,SCN000255,86,Delta SalesCustomerNode 255,1,1,2026-08-24T00:00:00.000
256,SCN000256,422,Ion SalesCustomerNode 256,1,1,2026-08-24T00:00:00.000
257,SCN000257,304,Junction SalesCustomerNode 257,1,1,2026-08-24T00:00:00.000
258,SCN000258,442,Atlas SalesCustomerNode 258,1,1,2026-08-24T00:00:00.000
259,SCN000259,409,Junction SalesCustomerNode 259,1,1,2026-08-24T00:00:00.000
260,SCN000260,301,Atlas SalesCustomerNode 260,1,1,2026-08-24T00:00:00.000
261,SCN000261,486,Junction SalesCustomerNode 261,1,1,2026-08-24T00:00:00.000
262,SCN000262,477,Delta SalesCustomerNode 262,1,1,2026-08-24T00:00:00.000
263,SCN000263,347,Orion SalesCustomerNode 263,1,1,2026-08-24T00:00:00.000
264,SCN000264,46,Riverton SalesCustomerNode 264,1,1,2026-08-24T00:00:00.000
265,SCN000265,89,Meridian SalesCustomerNode 265,1,1,2026-08-24T00:00:00.000
266,SCN000266,83,Beacon SalesCustomerNode 266,1,1,2026-08-24T00:00:00.000
267,SCN000267,49,Atlas SalesCustomerNode 267,1,1,2026-08-24T00:00:00.000
268,SCN000268,318,Granite SalesCustomerNode 268,1,1,2026-08-24T00:00:00.000
269,SCN000269,134,Ion SalesCustomerNode 269,1,1,2026-08-24T00:00:00.000
270,SCN000270,85,Granite SalesCustomerNode 270,1,1,2026-08-24T00:00:00.000
271,SCN000271,435,Pioneer SalesCustomerNode 271,1,1,2026-08-24T00:00:00.000
272,SCN000272,166,Cedar SalesCustomerNode 272,1,1,2026-08-24T00:00:00.000
273,SCN000273,372,Titan SalesCustomerNode 273,1,1,2026-08-24T00:00:00.000
274,SCN000274,378,Ion SalesCustomerNode 274,1,1,2026-08-24T00:00:00.000
275,SCN000275,31,Harbor SalesCustomerNode 275,1,1,2026-08-24T00:00:00.000
276,SCN000276,287,Delta SalesCustomerNode 276,1,1,2026-08-24T00:00:00.000
277,SCN000277,305,Vertex SalesCustomerNode 277,1,1,2026-08-24T00:00:00.000
278,SCN000278,8,Riverton SalesCustomerNode 278,1,1,2026-08-24T00:00:00.000
279,SCN000279,392,Zenith SalesCustomerNode 279,1,1,2026-08-24T00:00:00.000
280,SCN000280,112,Titan SalesCustomerNode 280,1,1,2026-08-24T00:00:00.000
281,SCN000281,62,Unity SalesCustomerNode 281,1,1,2026-08-24T00:00:00.000
282,SCN000282,263,Junction SalesCustomerNode 282,1,1,2026-08-24T00:00:00.000
283,SCN000283,176,Liberty SalesCustomerNode 283,1,1,2026-08-24T00:00:00.000
284,SCN000284,438,Delta SalesCustomerNode 284,1,1,2026-08-24T00:00:00.000
285,SCN000285,307,Zenith SalesCustomerNode 285,1,1,2026-08-24T00:00:00.000
286,SCN000286,324,Northstar SalesCustomerNode 286,1,1,2026-08-24T00:00:00.000
287,SCN000287,450,Meridian SalesCustomerNode 287,1,1,2026-08-24T00:00:00.000
288,SCN000288,368,Meridian SalesCustomerNode 288,1,1,2026-08-24T00:00:00.000
289,SCN000289,499,Northstar SalesCustomerNode 289,1,1,2026-08-24T00:00:00.000
290,SCN000290,458,Granite SalesCustomerNode 290,1,1,2026-08-24T00:00:00.000
291,SCN000291,433,Liberty SalesCustomerNode 291,1,1,2026-08-24T00:00:00.000
292,SCN000292,319,Forge SalesCustomerNode 292,1,1,2026-08-24T00:00:00.000
293,SCN000293,326,Quartz SalesCustomerNode 293,1,1,2026-08-24T00:00:00.000
294,SCN000294,375,Summit SalesCustomerNode 294,1,1,2026-08-24T00:00:00.000
295,SCN000295,387,Vertex SalesCustomerNode 295,1,1,2026-08-24T00:00:00.000
296,SCN000296,23,Delta SalesCustomerNode 296,1,1,2026-08-24T00:00:00.000
297,SCN000297,104,Cedar SalesCustomerNode 297,1,1,2026-08-24T00:00:00.000
298,SCN000298,451,Pioneer SalesCustomerNode 298,1,1,2026-08-24T00:00:00.000
299,SCN000299,250,Summit SalesCustomerNode 299,1,1,2026-08-24T00:00:00.000
300,SCN000300,327,Junction SalesCustomerNode 300,1,1,2026-08-24T00:00:00.000
301,SCN000301,193,Quartz SalesCustomerNode 301,1,1,2026-08-24T00:00:00.000
302,SCN000302,30,Quartz SalesCustomerNode 302,1,1,2026-08-24T00:00:00.000
303,SCN000303,139,Granite SalesCustomerNode 303,1,1,2026-08-24T00:00:00.000
304,SCN000304,152,Forge SalesCustomerNode 304,1,1,2026-08-24T00:00:00.000
305,SCN000305,170,Beacon SalesCustomerNode 305,1,1,2026-08-24T00:00:00.000
306,SCN000306,226,Northstar SalesCustomerNode 306,1,1,2026-08-24T00:00:00.000
307,SCN000307,275,Orion SalesCustomerNode 307,1,1,2026-08-24T00:00:00.000
308,SCN000308,24,Pioneer SalesCustomerNode 308,1,1,2026-08-24T00:00:00.000
309,SCN000309,309,Northstar SalesCustomerNode 309,1,1,2026-08-24T00:00:00.000
