OrgBusinessUnitKey,OrgBusinessUnitCode,OrgRegionKey,OrgBusinessUnitName,SourceSystemKey,BatchId,LoadedAtUtc
34,OBU000034,8,Willow OrgBusinessUnit 34,1,1,2026-08-24T00:00:00.000
35,OBU000035,25,Pioneer OrgBusinessUnit 35,1,1,2026-08-24T00:00:00.000
36,OBU000036,9,Junction OrgBusinessUnit 36,1,1,2026-08-24T00:00:00.000
37,OBU000037,22,Titan OrgBusinessUnit 37,1,1,2026-08-24T00:00:00.000
38,OBU000038,16,Pioneer OrgBusinessUnit 38,1,1,2026-08-24T00:00:00.000
39,OBU000039,29,Evergreen OrgBusinessUnit 39,1,1,2026-08-24T00:00:00.000
40,OBU000040,10,Quartz OrgBusinessUnit 40,1,1,2026-08-24T00:00:00.000
41,OBU000041,30,Meridian OrgBusinessUnit 41,1,1,2026-08-24T00:00:00.000
42,OBU000042,35,Riverton OrgBusinessUnit 42,1,1,2026-08-24T00:00:00.000
43,OBU000043,12,Cedar OrgBusinessUnit 43,1,1,2026-08-24T00:00:00.000
44,OBU000044,27,Ion OrgBusinessUnit 44,1,1,2026-08-24T00:00:00.000
45,OBU000045,26,Keystone OrgBusinessUnit 45,1,1,2026-08-24T00:00:00.000
46,OBU000046,35,Zenith OrgBusinessUnit 46,1,1,2026-08-24T00:00:00.000
47,OBU000047,17,Keystone OrgBusinessUnit 47,1,1,2026-08-24T00:00:00.000
48,OBU000048,11,Northstar OrgBusinessUnit 48,1,1,2026-08-24T00:00:00.000
49,OBU000049,4,Willow OrgBusinessUnit 49,1,1,2026-08-24T00:00:00.000
50,OBU000050,2,Beacon OrgBusinessUnit 50,1,1,2026-08-24T00:00:00.000
51,OBU000051,35,Delta OrgBusinessUnit 51,1,1,2026-08-24T00:00:00.000
52,OBU000052,7,Northstar OrgBusinessUnit 52,1,1,2026-08-24T00:00:00.000
53,OBU000053,10,Riverton OrgBusinessUnit 53,1,1,2026-08-24T00:00:00.000
54,OBU000054,2,Harbor OrgBusinessUnit 54,1,1,2026-08-24T00:00:00.000
55,OBU000055,25,Riverton OrgBusinessUnit 55,1,1,2026-08-24T00:00:00.000
56,OBU000056,22,Orion OrgBusinessUnit 56,1,1,2026-08-24T00:00:00.000
57,OBU000057,21,Pioneer OrgBusinessUnit 57,1,1,2026-08-24T00:00:00.000
58,OBU000058,19,Granite OrgBusinessUnit 58,1,1,2026-08-24T00:00:00.000
59,OBU000059,34,Riverton OrgBusinessUnit 59,1,1,2026-08-24T00:00:00.000
60,OBU000060,5,Titan OrgBusinessUnit 60,1,1,2026-08-24T00:00:00.000
61,OBU000061,23,Harbor OrgBusinessUnit 61,1,1,2026-08-24T00:00:00.000
62,OBU000062,21,Unity OrgBusinessUnit 62,1,1,2026-08-24T00:00:00.000
63,OBU000063,16,Willow OrgBusinessUnit 63,1,1,2026-08-24T00:00:00.000
64,OBU000064,29,Orion OrgBusinessUnit 64,1,1,2026-08-24T00:00:00.000
65,OBU000065,1,Meridian OrgBusinessUnit 65,1,1,2026-08-24T00:00:00.000
66,OBU000066,20,Vertex OrgBusinessUnit 66,1,1,2026-08-24T00:00:00.000
67,OBU000067,23,Ion OrgBusinessUnit 67,1,1,2026-08-24T00:00:00.000
68,OBU000068,19,Vertex OrgBusinessUnit 68,1,1,2026-08-24T00:00:00.000
69,OBU000069,31,Junction OrgBusinessUnit 69,1,1,2026-08-24T00:00:00.000
70,OBU000070,35,Liberty OrgBusinessUnit 70,1,1,2026-08-24T00:00:00.000
71,OBU000071,12,Orion OrgBusinessUnit 71,1,1,2026-08-24T00:00:00.000
72,OBU000072,26,Ion OrgBusinessUnit 72,1,1,2026-08-24T00:00:00.000
73,OBU000073,25,Ion OrgBusinessUnit 73,1,1,2026-08-24T00:00:00.000
74,OBU000074,16,Riverton OrgBusinessUnit 74,1,1,2026-08-24T00:00:00.000
75,OBU000075,3,Quartz OrgBusinessUnit 75,1,1,2026-08-24T00:00:00.000
76,OBU000076,33,Orion OrgBusinessUnit 76,1,1,2026-08-24T00:00:00.000
77,OBU000077,6,Willow OrgBusinessUnit 77,1,1,2026-08-24T00:00:00.000
78,OBU000078,9,Harbor OrgBusinessUnit 78,1,1,2026-08-24T00:00:00.000
79,OBU000079,23,Summit OrgBusinessUnit 79,1,1,2026-08-24T00:00:00.000
80,OBU000080,5,Titan OrgBusinessUnit 80,1,1,2026-08-24T00:00:00.000
81,OBU000081,24,Summit OrgBusinessUnit 81,1,1,2026-08-24T00:00:00.000
82,OBU000082,21,Cedar OrgBusinessUnit 82,1,1,2026-08-24T00:00:00.000
83,OBU000083,18,Forge OrgBusinessUnit 83,1,1,2026-08-24T00:00:00.000
84,OBU000084,28,Pioneer OrgBusinessUnit 84,1,1,2026-08-24T00:00:00.000
85,OBU000085,29,Pioneer OrgBusinessUnit 85,1,1,2026-08-24T00:00:00.000
86,OBU000086,9,Liberty OrgBusinessUnit 86,1,1,2026-08-24T00:00:00.000
87,OBU000087,12,Liberty OrgBusinessUnit 87,1,1,2026-08-24T00:00:00.000
88,OBU000088,4,Harbor OrgBusinessUnit 88,1,1,2026-08-24T00:00:00.000
89,OBU000089,30,Quartz OrgBusinessUnit 89,1,1,2026-08-24T00:00:00.000
90,OBU000090,13,Cedar OrgBusinessUnit 90,1,1,2026-08-24T00:00:00.000
91,OBU000091,16,Willow OrgBusinessUnit 91,1,1,2026-08-24T00:00:00.000
92,OBU000092,9,Keystone OrgBusinessUnit 92,1,1,2026-08-24T00:00:00.000
93,OBU000093,9,Liberty OrgBusinessUnit 93,1,1,2026-08-24T00:00:00.000
94,OBU000094,26,Quartz OrgBusinessUnit 94,1,1,2026-08-24T00:00:00.000
95,OBU000095,13,Beacon OrgBusinessUnit 95,1,1,2026-08-24T00:00:00.000
96,OBU000096,24,Forge OrgBusinessUnit 96,1,1,2026-08-24T00:00:00.000
97,OBU000097,22,Granite OrgBusinessUnit 97,1,1,2026-08-24T00:00:00.000
98,OBU000098,12,Delta OrgBusinessUnit 98,1,1,2026-08-24T00:00:00.000
99,OBU000099,29,Zenith OrgBusinessUnit 99,1,1,2026-08-24T00:00:00.000
100,OBU000100,9,Titan OrgBusinessUnit 100,1,1,2026-08-24T00:00:00.000
101,OBU000101,21,Riverton OrgBusinessUnit 101,1,1,2026-08-24T00:00:00.000
102,OBU000102,30,Titan OrgBusinessUnit 102,1,1,2026-08-24T00:00:00.000
103,OBU000103,31,Quartz OrgBusinessUnit 103,1,1,2026-08-24T00:00:00.000
104,OBU000104,29,Granite OrgBusinessUnit 104,1,1,2026-08-24T00:00:00.000
105,OBU000105,30,Orion OrgBusinessUnit 105,1,1,2026-08-24T00:00:00.000
106,OBU000106,15,Beacon OrgBusinessUnit 106,1,1,2026-08-24T00:00:00.000
107,OBU000107,34,Ion OrgBusinessUnit 107,1,1,2026-08-24T00:00:00.000
108,OBU000108,24,Willow OrgBusinessUnit 108,1,1,2026-08-24T00:00:00.000
109,OBU000109,11,Cedar OrgBusinessUnit 109,1,1,2026-08-24T00:00:00.000
110,OBU000110,28,Pioneer OrgBusinessUnit 110,1,1,2026-08-24T00:00:00.000
111,OBU000111,11,Riverton OrgBusinessUnit 111,1,1,2026-08-24T00:00:00.000
112,OBU000112,33,Unity OrgBusinessUnit 112,1,1,2026-08-24T00:00:00.000
113,OBU000113,26,Granite OrgBusinessUnit 113,1,1,2026-08-24T00:00:00.000
114,OBU000114,32,Atlas OrgBusinessUnit 114,1,1,2026-08-24T00:00:00.000
115,OBU000115,26,Riverton OrgBusinessUnit 115,1,1,2026-08-24T00:00:00.000
116,OBU000116,3,Quartz OrgBusinessUnit 116,1,1,2026-08-24T00:00:00.000
117,OBU000117,34,Keystone OrgBusinessUnit 117,1,1,2026-08-24T00:00:00.000
118,OBU000118,12,Atlas OrgBusinessUnit 118,1,1,2026-08-24T00:00:00.000
119,OBU000119,29,Vertex OrgBusinessUnit 119,1,1,2026-08-24T00:00:00.000
120,OBU000120,6,Granite OrgBusinessUnit 120,1,1,2026-08-24T00:00:00.000
121,OBU000121,13,Forge OrgBusinessUnit 121,1,1,2026-08-24T00:00:00.000
122,OBU000122,22,Atlas OrgBusinessUnit 122,1,1,2026-08-24T00:00:00.000
123,OBU000123,18,Unity OrgBusinessUnit 123,1,1,2026-08-24T00:00:00.000
124,OBU000124,33,Liberty OrgBusinessUnit 124,1,1,2026-08-24T00:00:00.000
125,OBU000125,20,Granite OrgBusinessUnit 125,1,1,2026-08-24T00:00:00.000
126,OBU000126,28,Northstar OrgBusinessUnit 126,1,1,2026-08-24T00:00:00.000
127,OBU000127,27,Granite OrgBusinessUnit 127,1,1,2026-08-24T00:00:00.000
128,OBU000128,31,Orion OrgBusinessUnit 128,1,1,2026-08-24T00:00:00.000
129,OBU000129,21,Beacon OrgBusinessUnit 129,1,1,2026-08-24T00:00:00.000
130,OBU000130,35,Willow OrgBusinessUnit 130,1,1,2026-08-24T00:00:00.000
131,OBU000131,9,Orion OrgBusinessUnit 131,1,1,2026-08-24T00:00:00.000
132,OBU000132,15,Keystone OrgBusinessUnit 132,1,1,2026-08-24T00:00:00.000
133,OBU000133,33,Riverton OrgBusinessUnit 133,1,1,2026-08-24T00:00:00.000
134,OBU000134,13,Summit OrgBusinessUnit 134,1,1,2026-08-24T00:00:00.000
135,OBU000135,1,Liberty OrgBusinessUnit 135,1,1,2026-08-24T00:00:00.000
136,OBU000136,22,Delta OrgBusinessUnit 136,1,1,2026-08-24T00:00:00.000
137,OBU000137,18,Pioneer OrgBusinessUnit 137,1,1,2026-08-24T00:00:00.000
138,OBU000138,27,Delta OrgBusinessUnit 138,1,1,2026-08-24T00:00:00.000
139,OBU000139,22,Atlas OrgBusinessUnit 139,1,1,2026-08-24T00:00:00.000
140,OBU000140,25,Northstar OrgBusinessUnit 140,1,1,2026-08-24T00:00:00.000
141,OBU000141,5,Riverton OrgBusinessUnit 141,1,1,2026-08-24T00:00:00.000
142,OBU000142,11,Harbor OrgBusinessUnit 142,1,1,2026-08-24T00:00:00.000
143,OBU000143,28,Beacon OrgBusinessUnit 143,1,1,2026-08-24T00:00:00.000
144,OBU000144,33,Ion OrgBusinessUnit 144,1,1,2026-08-24T00:00:00.000
145,OBU000145,28,Granite OrgBusinessUnit 145,1,1,2026-08-24T00:00:00.000
146,OBU000146,1,Forge OrgBusinessUnit 146,1,1,2026-08-24T00:00:00.000
147,OBU000147,29,Pioneer OrgBusinessUnit 147,1,1,2026-08-24T00:00:00.000
148,OBU000148,12,Quartz OrgBusinessUnit 148,1,1,2026-08-24T00:00:00.000
149,OBU000149,34,Northstar OrgBusinessUnit 149,1,1,2026-08-24T00:00:00.000
150,OBU000150,19,Granite OrgBusinessUnit 150,1,1,2026-08-24T00:00:00.000
151,OBU000151,8,Forge OrgBusinessUnit 151,1,1,2026-08-24T00:00:00.000
152,OBU000152,32,Liberty OrgBusinessUnit 152,1,1,2026-08-24T00:00:00.000
153,OBU000153,11,Delta OrgBusinessUnit 153,1,1,2026-08-24T00:00:00.000
154,OBU000154,12,Orion OrgBusinessUnit 154,1,1,2026-08-24T00:00:00.000
155,OBU000155,21,Riverton OrgBusinessUnit 155,1,1,2026-08-24T00:00:00.000
156,OBU000156,4,Willow OrgBusinessUnit 156,1,1,2026-08-24T00:00:00.000
157,OBU000157,32,Ion OrgBusinessUnit 157,1,1,2026-08-24T00:00:00.000
158,OBU000158,35,Cedar OrgBusinessUnit 158,1,1,2026-08-24T00:00:00.000
159,OBU000159,29,Liberty OrgBusinessUnit 159,1,1,2026-08-24T00:00:00.000
160,OBU000160,15,Atlas OrgBusinessUnit 160,1,1,2026-08-24T00:00:00.000
