SalesCustomerGroupKey,SalesCustomerGroupCode,SalesCustomerGroupName,SourceSystemKey,BatchId,LoadedAtUtc
72,SCG000072,Unity SalesCustomerGroup 72,1,1,2026-08-24T00:00:00.000
73,SCG000073,Granite SalesCustomerGroup 73,1,1,2026-08-24T00:00:00.000
74,SCG000074,Evergreen SalesCustomerGroup 74,1,1,2026-08-24T00:00:00.000
75,SCG000075,Summit SalesCustomerGroup 75,1,1,2026-08-24T00:00:00.000
76,SCG000076,Keystone SalesCustomerGroup 76,1,1,2026-08-24T00:00:00.000
77,SCG000077,Harbor SalesCustomerGroup 77,1,1,2026-08-24T00:00:00.000
78,SCG000078,Quartz SalesCustomerGroup 78,1,1,2026-08-24T00:00:00.000
79,SCG000079,Granite SalesCustomerGroup 79,1,1,2026-08-24T00:00:00.000
80,SCG000080,Summit SalesCustomerGroup 80,1,1,2026-08-24T00:00:00.000
81,SCG000081,Orion SalesCustomerGroup 81,1,1,2026-08-24T00:00:00.000
82,SCG000082,Summit SalesCustomerGroup 82,1,1,2026-08-24T00:00:00.000
83,SCG000083,Evergreen SalesCustomerGroup 83,1,1,2026-08-24T00:00:00.000
84,SCG000084,Zenith SalesCustomerGroup 84,1,1,2026-08-24T00:00:00.000
85,SCG000085,Orion SalesCustomerGroup 85,1,1,2026-08-24T00:00:00.000
86,SCG000086,Evergreen SalesCustomerGroup 86,1,1,2026-08-24T00:00:00.000
87,SCG000087,Ion SalesCustomerGroup 87,1,1,2026-08-24T00:00:00.000
88,SCG000088,Quartz SalesCustomerGroup 88,1,1,2026-08-24T00:00:00.000
89,SCG000089,Evergreen SalesCustomerGroup 89,1,1,2026-08-24T00:00:00.000
90,SCG000090,Quartz SalesCustomerGroup 90,1,1,2026-08-24T00:00:00.000
91,SCG000091,Evergreen SalesCustomerGroup 91,1,1,2026-08-24T00:00:00.000
92,SCG000092,Willow SalesCustomerGroup 92,1,1,2026-08-24T00:00:00.000
93,SCG000093,Ion SalesCustomerGroup 93,1,1,2026-08-24T00:00:00.000
94,SCG000094,Atlas SalesCustomerGroup 94,1,1,2026-08-24T00:00:00.000
95,SCG000095,Forge SalesCustomerGroup 95,1,1,2026-08-24T00:00:00.000
96,SCG000096,Riverton SalesCustomerGroup 96,1,1,2026-08-24T00:00:00.000
97,SCG000097,Ion SalesCustomerGroup 97,1,1,2026-08-24T00:00:00.000
98,SCG000098,Junction SalesCustomerGroup 98,1,1,2026-08-24T00:00:00.000
99,SCG000099,Granite SalesCustomerGroup 99,1,1,2026-08-24T00:00:00.000
100,SCG000100,Forge SalesCustomerGroup 100,1,1,2026-08-24T00:00:00.000
101,SCG000101,Zenith SalesCustomerGroup 101,1,1,2026-08-24T00:00:00.000
102,SCG000102,Northstar SalesCustomerGroup 102,1,1,2026-08-24T00:00:00.000
103,SCG000103,Cedar SalesCustomerGroup 103,1,1,2026-08-24T00:00:00.000
104,SCG000104,Pioneer SalesCustomerGroup 104,1,1,2026-08-24T00:00:00.000
105,SCG000105,Willow SalesCustomerGroup 105,1,1,2026-08-24T00:00:00.000
106,SCG000106,Zenith SalesCustomerGroup 106,1,1,2026-08-24T00:00:00.000
107,SCG000107,Evergreen SalesCustomerGroup 107,1,1,2026-08-24T00:00:00.000
108,SCG000108,Unity SalesCustomerGroup 108,1,1,2026-08-24T00:00:00.000
109,SCG000109,Evergreen SalesCustomerGroup 109,1,1,2026-08-24T00:00:00.000
110,SCG000110,Titan SalesCustomerGroup 110,1,1,2026-08-24T00:00:00.000
111,SCG000111,Ion SalesCustomerGroup 111,1,1,2026-08-24T00:00:00.000
112,SCG000112,Beacon SalesCustomerGroup 112,1,1,2026-08-24T00:00:00.000
113,SCG000113,Meridian SalesCustomerGroup 113,1,1,2026-08-24T00:00:00.000
114,SCG000114,Keystone SalesCustomerGroup 114,1,1,2026-08-24T00:00:00.000
115,SCG000115,Forge SalesCustomerGroup 115,1,1,2026-08-24T00:00:00.000
116,SCG000116,Evergreen SalesCustomerGroup 116,1,1,2026-08-24T00:00:00.000
117,SCG000117,Delta SalesCustomerGroup 117,1,1,2026-08-24T00:00:00.000
118,SCG000118,Evergreen SalesCustomerGroup 118,1,1,2026-08-24T00:00:00.000
119,SCG000119,Meridian SalesCustomerGroup 119,1,1,2026-08-24T00:00:00.000
120,SCG000120,Harbor SalesCustomerGroup 120,1,1,2026-08-24T00:00:00.000
121,SCG000121,Orion SalesCustomerGroup 121,1,1,2026-08-24T00:00:00.000
122,SCG000122,Junction SalesCustomerGroup 122,1,1,2026-08-24T00:00:00.000
123,SCG000123,Ion SalesCustomerGroup 123,1,1,2026-08-24T00:00:00.000
124,SCG000124,Liberty SalesCustomerGroup 124,1,1,2026-08-24T00:00:00.000
125,SCG000125,Atlas SalesCustomerGroup 125,1,1,2026-08-24T00:00:00.000
126,SCG000126,Willow SalesCustomerGroup 126,1,1,2026-08-24T00:00:00.000
127,SCG000127,Northstar SalesCustomerGroup 127,1,1,2026-08-24T00:00:00.000
128,SCG000128,Beacon SalesCustomerGroup 128,1,1,2026-08-24T00:00:00.000
129,SCG000129,Unity SalesCustomerGroup 129,1,1,2026-08-24T00:00:00.000
130,SCG000130,Keystone SalesCustomerGroup 130,1,1,2026-08-24T00:00:00.000
131,SCG000131,Cedar SalesCustomerGroup 131,1,1,2026-08-24T00:00:00.000
132,SCG000132,Delta SalesCustomerGroup 132,1,1,2026-08-24T00:00:00.000
133,SCG000133,Beacon SalesCustomerGroup 133,1,1,2026-08-24T00:00:00.000
134,SCG000134,Riverton SalesCustomerGroup 134,1,1,2026-08-24T00:00:00.000
135,SCG000135,Keystone SalesCustomerGroup 135,1,1,2026-08-24T00:00:00.000
136,SCG000136,Harbor SalesCustomerGroup 136,1,1,2026-08-24T00:00:00.000
137,SCG000137,Evergreen SalesCustomerGroup 137,1,1,2026-08-24T00:00:00.000
138,SCG000138,Willow SalesCustomerGroup 138,1,1,2026-08-24T00:00:00.000
139,SCG000139,Atlas SalesCustomerGroup 139,1,1,2026-08-24T00:00:00.000
140,SCG000140,Zenith SalesCustomerGroup 140,1,1,2026-08-24T00:00:00.000
141,SCG000141,Titan SalesCustomerGroup 141,1,1,2026-08-24T00:00:00.000
142,SCG000142,Meridian SalesCustomerGroup 142,1,1,2026-08-24T00:00:00.000
143,SCG000143,Cedar SalesCustomerGroup 143,1,1,2026-08-24T00:00:00.000
144,SCG000144,Granite SalesCustomerGroup 144,1,1,2026-08-24T00:00:00.000
145,SCG000145,Granite SalesCustomerGroup 145,1,1,2026-08-24T00:00:00.000
146,SCG000146,Granite SalesCustomerGroup 146,1,1,2026-08-24T00:00:00.000
147,SCG000147,Granite SalesCustomerGroup 147,1,1,2026-08-24T00:00:00.000
148,SCG000148,Granite SalesCustomerGroup 148,1,1,2026-08-24T00:00:00.000
149,SCG000149,Northstar SalesCustomerGroup 149,1,1,2026-08-24T00:00:00.000
150,SCG000150,Cedar SalesCustomerGroup 150,1,1,2026-08-24T00:00:00.000
151,SCG000151,Willow SalesCustomerGroup 151,1,1,2026-08-24T00:00:00.000
152,SCG000152,Northstar SalesCustomerGroup 152,1,1,2026-08-24T00:00:00.000
153,SCG000153,Titan SalesCustomerGroup 153,1,1,2026-08-24T00:00:00.000
154,SCG000154,Ion SalesCustomerGroup 154,1,1,2026-08-24T00:00:00.000
155,SCG000155,Forge SalesCustomerGroup 155,1,1,2026-08-24T00:00:00.000
156,SCG000156,Meridian SalesCustomerGroup 156,1,1,2026-08-24T00:00:00.000
157,SCG000157,Northstar SalesCustomerGroup 157,1,1,2026-08-24T00:00:00.000
158,SCG000158,Liberty SalesCustomerGroup 158,1,1,2026-08-24T00:00:00.000
159,SCG000159,Beacon SalesCustomerGroup 159,1,1,2026-08-24T00:00:00.000
160,SCG000160,Meridian SalesCustomerGroup 160,1,1,2026-08-24T00:00:00.000
161,SCG000161,Atlas SalesCustomerGroup 161,1,1,2026-08-24T00:00:00.000
162,SCG000162,Zenith SalesCustomerGroup 162,1,1,2026-08-24T00:00:00.000
163,SCG000163,Cedar SalesCustomerGroup 163,1,1,2026-08-24T00:00:00.000
164,SCG000164,Vertex SalesCustomerGroup 164,1,1,2026-08-24T00:00:00.000
165,SCG000165,Zenith SalesCustomerGroup 165,1,1,2026-08-24T00:00:00.000
166,SCG000166,Pioneer SalesCustomerGroup 166,1,1,2026-08-24T00:00:00.000
167,SCG000167,Zenith SalesCustomerGroup 167,1,1,2026-08-24T00:00:00.000
168,SCG000168,Vertex SalesCustomerGroup 168,1,1,2026-08-24T00:00:00.000
169,SCG000169,Beacon SalesCustomerGroup 169,1,1,2026-08-24T00:00:00.000
170,SCG000170,Granite SalesCustomerGroup 170,1,1,2026-08-24T00:00:00.000
171,SCG000171,Pioneer SalesCustomerGroup 171,1,1,2026-08-24T00:00:00.000
172,SCG000172,Keystone SalesCustomerGroup 172,1,1,2026-08-24T00:00:00.000
173,SCG000173,Titan SalesCustomerGroup 173,1,1,2026-08-24T00:00:00.000
174,SCG000174,Junction SalesCustomerGroup 174,1,1,2026-08-24T00:00:00.000
175,SCG000175,Delta SalesCustomerGroup 175,1,1,2026-08-24T00:00:00.000
176,SCG000176,Meridian SalesCustomerGroup 176,1,1,2026-08-24T00:00:00.000
177,SCG000177,Meridian SalesCustomerGroup 177,1,1,2026-08-24T00:00:00.000
178,SCG000178,Willow SalesCustomerGroup 178,1,1,2026-08-24T00:00:00.000
179,SCG000179,Cedar SalesCustomerGroup 179,1,1,2026-08-24T00:00:00.000
180,SCG000180,Harbor SalesCustomerGroup 180,1,1,2026-08-24T00:00:00.000
181,SCG000181,Granite SalesCustomerGroup 181,1,1,2026-08-24T00:00:00.000
182,SCG000182,Summit SalesCustomerGroup 182,1,1,2026-08-24T00:00:00.000
183,SCG000183,Willow SalesCustomerGroup 183,1,1,2026-08-24T00:00:00.000
184,SCG000184,Vertex SalesCustomerGroup 184,1,1,2026-08-24T00:00:00.000
185,SCG000185,Titan SalesCustomerGroup 185,1,1,2026-08-24T00:00:00.000
186,SCG000186,Meridian SalesCustomerGroup 186,1,1,2026-08-24T00:00:00.000
187,SCG000187,Atlas SalesCustomerGroup 187,1,1,2026-08-24T00:00:00.000
188,SCG000188,Liberty SalesCustomerGroup 188,1,1,2026-08-24T00:00:00.000
189,SCG000189,Evergreen SalesCustomerGroup 189,1,1,2026-08-24T00:00:00.000
190,SCG000190,Summit SalesCustomerGroup 190,1,1,2026-08-24T00:00:00.000
191,SCG000191,Granite SalesCustomerGroup 191,1,1,2026-08-24T00:00:00.000
192,SCG000192,Granite SalesCustomerGroup 192,1,1,2026-08-24T00:00:00.000
193,SCG000193,Atlas SalesCustomerGroup 193,1,1,2026-08-24T00:00:00.000
194,SCG000194,Atlas SalesCustomerGroup 194,1,1,2026-08-24T00:00:00.000
195,SCG000195,Atlas SalesCustomerGroup 195,1,1,2026-08-24T00:00:00.000
196,SCG000196,Harbor SalesCustomerGroup 196,1,1,2026-08-24T00:00:00.000
197,SCG000197,Liberty SalesCustomerGroup 197,1,1,2026-08-24T00:00:00.000
198,SCG000198,Forge SalesCustomerGroup 198,1,1,2026-08-24T00:00:00.000
199,SCG000199,Forge SalesCustomerGroup 199,1,1,2026-08-24T00:00:00.000
200,SCG000200,Pioneer SalesCustomerGroup 200,1,1,2026-08-24T00:00:00.000
